id,Country,2021-09-11,2021-09-12,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-18,2021-09-19,2021-09-20,2021-09-21,2021-09-22,2021-09-23,2021-09-24,2021-09-25,2021-09-26,2021-09-27,2021-09-28,2021-09-29,2021-09-30,2021-10-01,2021-10-02,2021-10-03,2021-10-04,2021-10-05,2021-10-06,2021-10-07,2021-10-08,2021-10-09,2021-10-10,2021-10-11,2021-10-12,2021-10-13,2021-10-14,2021-10-15,2021-10-16,2021-10-17,2021-10-18,2021-10-19,2021-10-20,2021-10-21,2021-10-22,2021-10-23,2021-10-24,2021-10-25,2021-10-26,2021-10-27,2021-10-28,2021-10-29,2021-10-30,2021-10-31,2021-11-01,2021-11-02,2021-11-03,2021-11-04,2021-11-05,2021-11-06,2021-11-07,2021-11-08,2021-11-09,2021-11-10,2021-11-11,2021-11-12,2021-11-13,2021-11-14,2021-11-15,2021-11-16,2021-11-17,2021-11-18,2021-11-19,2021-11-20,2021-11-21,2021-11-22,2021-11-23,2021-11-24,2021-11-25,2021-11-26,2021-11-27,2021-11-28,2021-11-29,2021-11-30,2021-12-01,2021-12-02,2021-12-03,2021-12-04,2021-12-05,2021-12-06,2021-12-07,2021-12-08,2021-12-09,2021-12-10,2021-12-11,2021-12-12,2021-12-13,2021-12-14,2021-12-15
0,Afghanistan,153962,154044,154127,154211,154295,154379,154463,154547,154631,154715,154799,154884,154968,155052,155136,155220,155304,155388,155472,155555,155638,155721,155803,155886,155968,156050,156131,156212,156292,156372,156450,156529,156607,156685,156762,156839,156914,156990,157064,157138,157211,157284,157356,157427,157497,157567,157636,157704,157771,157838,157904,157969,158033,158096,158158,158220,158280,158340,158399,158457,158514,158570,158625,158679,158732,158785,158836,158887,158937,158986,159033,159080,159126,159171,159215,159259,159301,159343,159383,159423,159462,159500,159537,159573,159608,159643,159676,159709,159741,159773,159803,159833,159862,159890,159917,159944
1,Albania,156162,157567,159008,160505,162039,163630,165257,166943,168664,170445,172260,174134,176041,178008,180005,182061,184146,186287,188455,190678,192924,195224,197543,199912,202296,204728,207172,209658,212152,214685,217219,219789,222356,224952,227541,230155,232755,235376,237977,240594,243186,245788,248361,250939,253484,256027,258545,261044,263527,265974,268413,270810,273197,275539,277867,280147,282409,284621,286812,288950,291066,293126,295160,297139,299090,300984,302848,304656,306432,308151,309839,311469,313067,314609,316117,317571,318991,320358,321691,322973,324221,325420,326586,327703,328790,329829,330839,331804,332739,333644,334519,335364,336179,336964,337719,338444
2,Algeria,199822,200148,200466,200776,201078,201371,201657,201934,202204,202466,202721,202969,203210,203444,203673,203894,204110,204319,204524,204721,204914,205102,205284,205461,205634,205801,205964,206122,206277,206426,206572,206713,206851,206985,207115,207242,207365,207485,207601,207714,207824,207931,208035,208136,208235,208330,208423,208514,208602,208687,208770,208851,208930,209006,209081,209153,209223,209291,209358,209422,209485,209546,209606,209663,209719,209774,209827,209879,209929,209977,210025,210071,210116,210159,210202,210243,210283,210322,210360,210397,210433,210468,210501,210534,210566,210597,210628,210657,210686,210714,210741,210767,210793,210817,210839,210859
3,Andorra,15083,15088,15093,15098,15103,15107,15112,15116,15121,15125,15129,15133,15137,15141,15145,15149,15152,15156,15160,15163,15167,15170,15174,15177,15180,15183,15187,15190,15193,15196,15199,15201,15204,15207,15210,15213,15216,15218,15221,15224,15227,15229,15231,15233,15235,15238,15240,15242,15244,15246,15247,15249,15251,15253,15255,15257,15259,15260,15262,15263,15265,15266,15268,15270,15271,15273,15275,15276,15277,15278,15279,15281,15282,15283,15284,15285,15286,15287,15288,15289,15290,15291,15292,15292,15293,15294,15295,15296,15297,15297,15298,15299,15300,15301,15302,15304
4,Angola,50348,50629,50916,51211,51512,51820,52135,52458,52789,53129,53476,53833,54196,54570,54951,55343,55743,56154,56573,57004,57443,57895,58356,58829,59312,59807,60313,60833,61363,61907,62463,63033,63614,64211,64821,65446,66084,66739,67408,68093,68793,69511,70243,70994,71761,72547,73349,74172,75012,75872,76751,77651,78570,79512,80473,81458,82463,83493,84544,85621,86719,87845,88993,90170,91370,92600,93854,95138,96448,97790,99159,100561,101990,103453,104946,106474,108032,109627,111253,112918,114615,116353,118123,119936,121783,123674,125600,127572,129580,131636,133730,135873,138055,140289,142563,144890
5,Antigua and Barbuda,2166,2232,2303,2380,2462,2550,2644,2746,2855,2972,3095,3228,3367,3517,3675,3844,4022,4211,4410,4622,4843,5077,5321,5580,5848,6131,6423,6731,7047,7378,7718,8072,8434,8810,9191,9586,9985,10396,10810,11233,11658,12091,12522,12960,13394,13833,14266,14701,15128,15555,15973,16389,16793,17194,17582,17965,18336,18706,19079,19451,19824,20195,20566,20933,21300,21662,22023,22377,22730,23075,23417,23752,24082,24405,24722,25031,25335,25629,25918,26197,26470,26734,26991,27239,27481,27713,27939,28155,28365,28566,28761,28947,29127,29299,29464,29622
6,Argentina,5223604,5226640,5229598,5232478,5235280,5238004,5240650,5243218,5245708,5248120,5250454,5252710,5254888,5256988,5259010,5260954,5262820,5264608,5266317,5267954,5269517,5271013,5272441,5273806,5275108,5276351,5277536,5278667,5279744,5280771,5281748,5282679,5283564,5284406,5285206,5285968,5286690,5287377,5288028,5288646,5289232,5289788,5290314,5290813,5291284,5291731,5292154,5292554,5292931,5293288,5293625,5293943,5294243,5294526,5294793,5295044,5295281,5295504,5295714,5295911,5296097,5296271,5296435,5296589,5296733,5296869,5296996,5297115,5297226,5297331,5297429,5297520,5297606,5297686,5297760,5297830,5297895,5297956,5298013,5298066,5298115,5298161,5298204,5298243,5298280,5298315,5298347,5298376,5298404,5298430,5298454,5298476,5298496,5298514,5298530,5298544
7,Armenia,248397,249088,249788,250500,251221,251954,252697,253452,254216,254993,255778,256575,257381,258198,259025,259863,260709,261566,262432,263309,264193,265089,265991,266905,267824,268755,269692,270638,271591,272553,273520,274496,275477,276467,277461,278463,279469,280482,281498,282521,283546,284578,285611,286650,287690,288736,289781,290831,291880,292934,293986,295041,296094,297150,298203,299258,300310,301363,302412,303461,304505,305549,306588,307626,308658,309688,310712,311733,312747,313758,314761,315761,316753,317740,318718,319692,320657,321616,322565,323509,324442,325370,326286,327196,328095,328987,329868,330742,331609,332469,333322,334168,335007,335839,336664,337482
8,Australia,73603,75929,78203,80425,82596,84716,86785,88803,90770,92686,94551,96365,98128,99840,101501,103111,104670,106178,107635,109041,110396,111700,112953,114155,115306,116406,117455,118453,119400,120296,121139,121934,122679,123376,124026,124632,125194,125714,126194,126636,127041,127412,127751,128059,128339,128592,128820,129025,129209,129374,129522,129653,129769,129872,129963,130043,130113,130174,130227,130273,130312,130346,130376,130401,130422,130440,130455,130468,130479,130488,130496,130502,130507,130511,130514,130517,130519,130521,130523,130524,130525,130526,130527,130528,130529,130529,130529,130530,130531,130531,130531,130532,130534,130537,130541,130546
9,Austria,708173,710112,712085,714087,716121,718191,720298,722462,724665,726929,729231,731598,734005,736479,738996,741581,744211,746912,749660,752482,755351,758298,761293,764369,767494,770703,773963,777309,780706,784192,787731,791361,795045,798821,802652,806578,810558,814635,818767,822997,827281,831664,836101,840638,845227,849917,854659,859500,864391,869382,874420,879557,884739,890018,895338,900753,906206,911752,917332,923001,928700,934484,940292,946183,952091,958077,964076,970147,976224,982367,988510,994714,1000911,1007161,1013398,1019681,1025944,1032246,1038520,1044827,1051098,1057394,1063647,1069919,1076140,1082371,1088546,1094723,1100902,1107083,1113266,1119451,1125638,1131827,1138018,1144211
