place,week_ahead,quantile,value
Washington,1,point,6683.3131423247
Washington,1,0.025,6274.8131423247
Washington,1,0.1,6377.59935946763
Washington,1,0.25,6439.11210946983
Washington,1,0.5,6704.2717605806
Washington,1,0.75,6790.30828615569
Washington,1,0.9,7091.8131423247
Washington,1,0.975,7707.999356254
Washington,2,point,7435.31461951793
Washington,2,0.025,7026.81461951793
Washington,2,0.1,7135.70771054854
Washington,2,0.25,7174.87297651218
Washington,2,0.5,7312.09535187995
Washington,2,0.75,7467.36383559334
Washington,2,0.9,7843.81461951793
Washington,2,0.975,9282.34958001715
Washington,3,point,8178.05740859008
Washington,3,0.025,7414.96216164902
Washington,3,0.1,7543.40337512887
Washington,3,0.25,7769.55740859008
Washington,3,0.5,8037.27499673376
Washington,3,0.75,8483.88897023804
Washington,3,0.9,8586.55740859008
Washington,3,0.975,10837.9534505524
Washington,4,point,8851.86658031443
Washington,4,0.025,7625.68958342704
Washington,4,0.1,7875.12902779295
Washington,4,0.25,8261.08418900007
Washington,4,0.5,8825.84323919867
Washington,4,0.75,9445.27666580793
Washington,4,0.9,9499.90914312657
Washington,4,0.975,12141.184558386
Washington,5,point,9400.15307087237
Washington,5,0.025,7741.88819957082
Washington,5,0.1,8137.96159278741
Washington,5,0.25,8644.47973397397
Washington,5,0.5,9484.47780949553
Washington,5,0.75,10278.382972711
Washington,5,0.9,10350.1152041524
Washington,5,0.975,12985.0625147761
Washington,6,point,9779.19668858177
Washington,6,0.025,7772.61403506692
Washington,6,0.1,8327.58126337815
Washington,6,0.25,8950.21476531401
Washington,6,0.5,9951.06860012468
Washington,6,0.75,10881.2088316202
Washington,6,0.9,10978.5659348537
Washington,6,0.975,13261.9589875396
Washington,7,point,9967.16389591837
Washington,7,0.025,7724.96305445931
Washington,7,0.1,8439.45424068824
Washington,7,0.25,9166.73721904703
Washington,7,0.5,10195.7439606062
Washington,7,0.75,11210.1088845213
Washington,7,0.9,11342.621405454
Washington,7,0.975,12996.660048929
Illinois,1,point,22367.2142831793
Illinois,1,0.025,20802.7142831793
Illinois,1,0.1,21952.2048136252
Illinois,1,0.25,21982.0609973567
Illinois,1,0.5,22609.1050331695
Illinois,1,0.75,22698.4932445078
Illinois,1,0.9,22787.1421438772
