id,Country,2021-07-21,2021-07-22,2021-07-23,2021-07-24,2021-07-25,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-07-31,2021-08-01,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-07,2021-08-08,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-14,2021-08-15,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-21,2021-08-22,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-28,2021-08-29,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-04,2021-09-05,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-11,2021-09-12,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-18,2021-09-19,2021-09-20,2021-09-21,2021-09-22,2021-09-23,2021-09-24,2021-09-25,2021-09-26,2021-09-27,2021-09-28,2021-09-29,2021-09-30,2021-10-01,2021-10-02,2021-10-03,2021-10-04,2021-10-05,2021-10-06,2021-10-07,2021-10-08,2021-10-09,2021-10-10,2021-10-11,2021-10-12,2021-10-13,2021-10-14,2021-10-15,2021-10-16,2021-10-17,2021-10-18,2021-10-19,2021-10-20,2021-10-21,2021-10-22,2021-10-23,2021-10-24
0,Afghanistan,142414,143796,145173,146543,147907,149264,150615,151960,153298,154630,155956,157275,158587,159893,161192,162484,163770,165049,166321,167586,168845,170096,171341,172579,173810,175034,176251,177461,178664,179860,181049,182231,183405,184573,185733,186887,188033,189172,190303,191428,192545,193656,194758,195854,196943,198024,199098,200165,201224,202276,203321,204359,205390,206413,207429,208437,209439,210433,211420,212400,213372,214338,215296,216247,217190,218127,219056,219978,220894,221801,222702,223596,224483,225362,226234,227100,227958,228810,229654,230491,231322,232146,232962,233772,234575,235371,236160,236942,237718,238487,239249,240004,240752,241493,242227,242954
1,Albania,132763,132790,132819,132850,132885,132922,132963,133008,133058,133112,133170,133235,133305,133381,133465,133556,133655,133764,133882,134011,134152,134306,134473,134655,134853,135070,135305,135561,135840,136144,136474,136833,137223,137648,138109,138610,139154,139744,140385,141081,141835,142654,143540,144501,145541,146667,147886,149204,150628,152168,153830,155624,157558,159644,161890,164308,166908,169703,172704,175923,179374,183068,187019,191240,195744,200545,205653,211082,216844,222948,229405,236222,243407,250960,258881,267170,275827,284852,294245,304006,314135,324632,335497,346730,358331,370300,382637,395342,408415,421856,435665,449842,464387,479300,494581,510230
2,Algeria,157005,158398,159860,161399,163022,164728,166519,168400,170377,172454,174637,176934,179346,181881,184545,187343,190284,193375,196622,200033,203617,207382,211337,215492,219856,224440,229254,234309,239618,245193,251047,257193,263645,270418,277527,284989,292820,301037,309659,318704,328193,338145,348583,359528,371004,383034,395643,408857,422703,437208,452402,468313,484972,502410,520661,539756,559732,580622,602463,625292,649146,674064,700086,727251,755599,785171,816010,848155,881649,916533,952849,990638,1029942,1070799,1113249,1157332,1203082,1250536,1299728,1350688,1403446,1458028,1514458,1572757,1632941,1695022,1759000,1824875,1892647,1962316,2033882,2107345,2182705,2259962,2339116,2420167
3,Andorra,14379,14417,14457,14499,14543,14589,14638,14689,14743,14800,14859,14921,14987,15056,15128,15203,15283,15366,15453,15544,15640,15740,15844,15954,16068,16187,16311,16441,16576,16717,16864,17017,17176,17341,17512,17689,17873,18064,18261,18465,18676,18893,19116,19347,19584,19827,20077,20333,20594,20862,21136,21414,21698,21987,22280,22577,22878,23182,23490,23800,24111,24425,24740,25055,25370,25686,26000,26313,26625,26934,27240,27544,27844,28140,28432,28719,29001,29278,29550,29815,30075,30329,30576,30816,31050,31278,31498,31712,31919,32119,32313,32500,32683,32863,33040,33214
4,Angola,41227,41371,41516,41664,41815,41969,42125,42285,42447,42612,42780,42951,43125,43303,43483,43667,43854,44044,44238,44436,44636,44841,45049,45261,45476,45696,45919,46146,46378,46613,46853,47097,47345,47598,47855,48116,48383,48654,48930,49210,49496,49787,50083,50384,50690,51002,51319,51642,51970,52304,52644,52991,53343,53701,54065,54436,54814,55198,55588,55986,56390,56801,57220,57645,58079,58519,58967,59423,59887,60359,60839,61327,61824,62329,62843,63366,63897,64438,64988,65547,66116,66695,67283,67882,68490,69109,69739,70379,71030,71691,72364,73049,73745,74452,75172,75903
5,Antigua and Barbuda,1275,1278,1282,1286,1291,1297,1304,1313,1324,1336,1352,1371,1393,1420,1453,1493,1541,1598,1667,1750,1850,1970,2114,2287,2494,2741,3035,3386,3801,4216,4630,5045,5459,5873,6287,6700,7171,7710,8325,9024,9723,10421,11118,11815,12511,13207,13962,14799,15636,16471,17307,18142,18976,19810,20643,21476,22308,23139,23970,24801,25631,26460,27289,28117,28945,29772,30599,31425,32251,33076,33901,34725,35455,36098,36661,37152,37578,37947,38264,38537,38771,38972,39143,39289,39413,39526,39643,39764,39889,40018,40151,40288,40429,40574,40723,40876
6,Argentina,4798851,4807283,4815514,4823544,4831373,4839001,4846428,4853654,4860679,4867503,4874126,4880548,4886769,4892789,4898608,4904226,4909643,4914859,4919874,4924688,4929301,4933713,4937924,4941934,4945743,4949351,4952758,4955964,4958969,4961773,4964379,4966793,4969027,4971092,4972997,4974751,4976365,4977847,4979205,4980447,4981583,4982618,4983560,4984417,4985194,4985898,4986534,4987108,4987625,4988090,4988507,4988881,4989215,4989513,4989779,4990015,4990224,4990410,4990574,4990718,4990845,4990957,4991054,4991140,4991215,4991279,4991336,4991385,4991427,4991463,4991495,4991522,4991545,4991565,4991581,4991596,4991608,4991618,4991627,4991634,4991640,4991645,4991649,4991653,4991656,4991658,4991660,4991662,4991663,4991664,4991665,4991666,4991667,4991668,4991669,4991669
7,Armenia,227936,228120,228308,228501,228698,228900,229106,229316,229531,229750,229972,230199,230430,230665,230903,231145,231390,231638,231890,232145,232402,232663,232926,233191,233458,233727,234002,234282,234567,234858,235154,235456,235764,236077,236397,236722,237053,237390,237734,238084,238440,238803,239172,239548,239930,240319,240715,241118,241528,241946,242370,242802,243241,243687,244141,244602,245072,245549,246033,246526,247027,247535,248052,248577,249110,249652,250202,250760,251327,251903,252487,253080,253682,254292,254912,255540,256177,256824,257479,258144,258817,259500,260192,260894,261604,262324,263053,263792,264540,265297,266064,266840,267625,268420,269224,270037
8,Australia,32426,32612,32814,33030,33260,33506,33768,34048,34348,34669,35015,35387,35787,36215,36673,37164,37687,38246,38842,39479,40158,40884,41658,42485,43367,44307,45309,46375,47510,48717,50001,51366,52816,54358,55994,57732,59576,61533,63607,65805,68133,70598,73208,75969,78889,81975,85237,88683,92320,96159,100209,104478,108977,113717,118708,123960,129485,135294,141400,147813,154547,161614,169026,176797,184940,193468,202395,211735,221501,231708,242370,253501,265116,277227,289850,302999,316687,330928,345736,361124,377105,393691,410895,428728,447190,466281,486001,506350,527328,548935,571171,594036,617530,641653,666405,691786
9,Austria,654745,655237,655768,656342,656965,657638,658363,659144,659984,660889,661862,662908,664031,665235,666526,667909,669390,670973,672665,674471,676397,678451,680637,682964,685437,688064,690852,693806,696936,700247,703748,707444,711344,715454,719781,724331,729111,734128,739386,744892,750650,756665,762941,769480,776287,783362,790707,798323,806208,814362,822782,831465,840406,849601,859041,868721,878630,888760,899100,909638,920360,931254,942304,953495,964811,976234,987747,999333,1010971,1022645,1034334,1046019,1057682,1069303,1080864,1092346,1103732,1115004,1126145,1137139,1147972,1158628,1169095,1179360,1189411,1199238,1208831,1218183,1227286,1236134,1244722,1253046,1261102,1268889,1276406,1283652
