id,Country,2021-08-28,2021-08-29,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-04,2021-09-05,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-11,2021-09-12,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-18,2021-09-19,2021-09-20,2021-09-21,2021-09-22,2021-09-23,2021-09-24,2021-09-25,2021-09-26,2021-09-27,2021-09-28,2021-09-29,2021-09-30,2021-10-01,2021-10-02,2021-10-03,2021-10-04,2021-10-05,2021-10-06,2021-10-07,2021-10-08,2021-10-09,2021-10-10,2021-10-11,2021-10-12,2021-10-13,2021-10-14,2021-10-15,2021-10-16,2021-10-17,2021-10-18,2021-10-19,2021-10-20,2021-10-21,2021-10-22,2021-10-23,2021-10-24,2021-10-25,2021-10-26,2021-10-27,2021-10-28,2021-10-29,2021-10-30,2021-10-31,2021-11-01,2021-11-02,2021-11-03,2021-11-04,2021-11-05,2021-11-06,2021-11-07,2021-11-08,2021-11-09,2021-11-10,2021-11-11,2021-11-12,2021-11-13,2021-11-14,2021-11-15,2021-11-16,2021-11-17,2021-11-18,2021-11-19,2021-11-20,2021-11-21,2021-11-22,2021-11-23,2021-11-24,2021-11-25,2021-11-26,2021-11-27,2021-11-28,2021-11-29,2021-11-30,2021-12-01
0,Afghanistan,152960,152960,152960,152960,152960,152960,152960,152960,152960,152960,152960,152960,152960,152960,152960,152960,152960,152960,152960,152960,152960,152960,152960,152960,152961,152963,152966,152969,152971,152974,152976,152978,152980,152981,152982,152984,152985,152986,152987,152988,152989,152989,152990,152990,152990,152990,152990,152990,152990,152990,152990,152990,152990,152990,152990,152990,152990,152990,152990,152990,152990,152990,152990,152990,152990,152990,152990,152990,152990,152990,152990,152990,152990,152990,152990,152990,152990,152990,152990,152990,152990,152990,152990,152990,152990,152990,152990,152990,152990,152990,152990,152990,152990,152990,152990,152990
1,Albania,144079,144772,145507,146266,147066,147889,148756,149648,150587,151552,152566,153605,154697,155815,156988,158186,159442,160722,162063,163429,164856,166307,167822,169360,170963,172588,174278,175988,177765,179560,181422,183299,185243,187200,189222,191255,193352,195456,197622,199791,202021,204250,206536,208817,211153,213479,215857,218219,220629,223020,225432,227841,230235,232637,235002,237371,239698,242024,244304,246578,248802,251016,253178,255325,257416,259489,261505,263498,265433,267343,269193,271015,272777,274509,276181,277821,279401,280949,282437,283892,285289,286652,287958,289230,290447,291631,292761,293859,294905,295919,296885,297819,298707,299565,300379,301164
2,Algeria,194671,194762,194851,194938,195023,195106,195187,195266,195343,195418,195491,195562,195631,195698,195763,195826,195887,195946,196003,196058,196111,196162,196211,196258,196303,196346,196387,196426,196463,196498,196531,196562,196591,196618,196643,196666,196686,196705,196721,196736,196749,196761,196771,196780,196789,196796,196803,196809,196814,196818,196822,196826,196829,196831,196833,196835,196837,196839,196840,196841,196842,196843,196844,196844,196844,196844,196844,196844,196844,196844,196844,196844,196844,196844,196844,196844,196844,196844,196844,196844,196844,196844,196844,196844,196844,196844,196844,196844,196844,196844,196844,196844,196844,196844,196844,196844
3,Andorra,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025,15025
4,Angola,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079,47079
5,Antigua and Barbuda,1638,1645,1652,1659,1666,1673,1680,1687,1694,1700,1707,1714,1721,1727,1734,1741,1748,1754,1761,1767,1774,1780,1787,1793,1799,1806,1812,1818,1824,1830,1837,1843,1849,1855,1861,1866,1872,1878,1884,1889,1895,1901,1906,1912,1917,1923,1928,1933,1939,1944,1949,1954,1959,1964,1969,1974,1979,1983,1988,1993,1997,2002,2006,2011,2015,2020,2024,2028,2032,2036,2041,2045,2049,2052,2056,2060,2064,2068,2071,2075,2078,2082,2085,2089,2092,2095,2099,2102,2105,2108,2111,2114,2117,2120,2123,2126
6,Argentina,5171458,5175003,5178459,5181826,5185104,5188293,5191393,5194404,5197326,5200159,5202903,5205558,5208124,5210601,5212989,5215288,5217498,5219619,5221651,5223594,5225448,5227213,5228889,5230476,5231974,5233386,5234718,5235972,5237153,5238263,5239307,5240288,5241209,5242073,5242883,5243642,5244351,5245014,5245629,5246202,5246734,5247229,5247687,5248112,5248505,5248869,5249205,5249516,5249802,5250066,5250308,5250532,5250737,5250926,5251098,5251257,5251402,5251534,5251655,5251766,5251867,5251958,5252042,5252118,5252187,5252249,5252306,5252357,5252403,5252445,5252483,5252517,5252548,5252576,5252601,5252623,5252643,5252661,5252677,5252691,5252704,5252715,5252725,5252734,5252742,5252749,5252755,5252761,5252765,5252767,5252767,5252767,5252767,5252767,5252767,5252767
7,Armenia,240953,241449,241956,242474,243003,243543,244094,244656,245229,245813,246406,247011,247624,248249,248882,249527,250181,250846,251521,252206,252901,253606,254321,255047,255781,256527,257281,258046,258820,259604,260397,261200,262011,262833,263662,264501,265348,266205,267068,267942,268822,269711,270606,271511,272421,273339,274263,275195,276132,277076,278025,278980,279940,280906,281875,282850,283828,284811,285797,286787,287778,288774,289771,290771,291771,292775,293778,294783,295787,296793,297797,298802,299805,300808,301808,302808,303804,304799,305790,306780,307764,308747,309724,310698,311666,312632,313590,314545,315492,316435,317371,318301,319224,320141,321049,321951
8,Australia,51256,51840,52435,53033,53641,54252,54870,55490,56116,56742,57374,58003,58637,59267,59899,60527,61155,61777,62398,63011,63621,64222,64820,65406,65988,66557,67120,67670,68212,68740,69260,69764,70259,70738,71206,71659,72100,72526,72939,73336,73721,74090,74447,74788,75116,75429,75729,76015,76288,76547,76795,77028,77250,77460,77658,77845,78021,78186,78342,78487,78623,78750,78866,78970,79063,79145,79218,79283,79340,79390,79433,79472,79505,79534,79559,79581,79599,79615,79629,79640,79650,79659,79666,79671,79676,79680,79684,79687,79689,79691,79692,79694,79695,79695,79696,79696
9,Austria,684541,685920,687333,688766,690233,691722,693250,694805,696407,698034,699704,701402,703144,704916,706735,708585,710484,712414,714394,716407,718473,720573,722728,724917,727163,729445,731786,734164,736603,739080,741620,744199,746844,749528,752280,755072,757935,760838,763814,766831,769922,773056,776265,779518,782848,786221,789673,793168,796744,800364,804065,807809,811636,815506,819459,823454,827533,831654,835858,840102,844431,848798,853248,857735,862306,866910,871596,876314,881113,885940,890847,895778,900787,905817,910921,916044,921237,926444,931719,937003,942351,947703,953115,958528,963994,969456,974968,980469,986015,991545,997115,1002663,1008245,1013800,1019384,1024934
10,Azerbaijan,413986,417670,421324,425017,428675,432369,436026,439715,443352,446999,450588,454178,457702,461218,464658,468080,471418,474730,477950,481136,484226,487274,490221,493119,495913,498654,501288,503864,506333,508740,511041,513278,515409,517476,519439,521336,523134,524866,526503,528075,529556,530975,532308,533581,534772,535907,536967,537973,538910,539797,540619,541396,542115,542791,543415,544000,544538,545042,545503,545934,546327,546693,547026,547334,547615,547874,548108,548324,548519,548698,548859,549006,549138,549258,549366,549463,549550,549629,549699,549762,549818,549869,549913,549953,549987,550019,550046,550070,550091,550110,550126,550141,550153,550164,550174,550182
11,The Bahamas,17940,18004,18066,18127,18186,18245,18301,18357,18411,18465,18517,18568,18617,18666,18713,18760,18805,18849,18892,18934,18975,19015,19054,19092,19129,19166,19201,19235,19269,19302,19333,19365,19394,19424,19453,19481,19508,19534,19560,19585,19609,19633,19656,19679,19700,19722,19742,19763,19782,19801,19819,19837,19855,19872,19888,19904,19919,19935,19949,19963,19977,19990,20003,20016,20028,20040,20051,20063,20073,20083,20093,20103,20112,20121,20129,20137,20145,20153,20160,20167,20173,20179,20185,20191,20196,20201,20206,20211,20216,20220,20224,20228,20232,20235,20239,20242
