,State,148,157,164,171,178,185,192,199,149,150,151,152,153,154,155,156,158,159,160,161,162,163,165,166,167,168,169,170,172,173,174,175,176,177,179,180,181,182,183,184,186,187,188,189,190,191,193,194,195
0,Washington,1245,38,31,26,21,17,13,4,38,37,37,36,36,34,33,33,32,31,31,30,28,28,28,26,25,25,24,24,20,23,21,21,20,20,18,18,16,17,20,16,14,13,13,15,15,11,12,11,10
1,Illinois,6537,257,212,173,141,113,92,34,72,70,68,67,66,65,64,59,58,57,55,51,52,51,48,49,46,43,42,41,41,37,36,38,33,37,31,35,29,30,29,28,29,25,23,20,24,25,23,18,18
2,California,5355,475,425,366,313,268,221,83,477,475,474,475,472,460,450,444,441,432,430,426,401,415,388,395,353,375,348,380,331,323,313,316,319,297,292,308,286,260,282,255,250,240,192,245,208,233,186,192,194
3,Arizona,1283,178,180,173,158,140,122,47,196,198,200,204,205,206,208,204,202,209,211,217,202,206,204,197,198,212,210,203,187,188,187,190,202,181,167,177,163,190,180,143,152,145,161,138,155,159,130,128,124
4,Massachusetts,7770,126,102,84,67,54,44,16,20,19,19,18,17,17,16,16,15,15,14,14,13,12,12,12,12,12,11,10,10,10,10,8,10,8,8,8,8,8,6,6,6,7,6,7,6,6,5,5,5
5,Wisconsin,719,31,25,21,16,13,11,3,30,30,29,29,29,27,28,26,25,23,23,22,22,24,20,19,21,18,18,20,17,17,17,16,15,15,14,13,13,13,13,12,12,12,11,11,9,10,9,8,9
6,Texas,2299,321,316,304,284,254,222,85,520,534,535,547,542,549,556,555,529,546,568,527,534,526,532,530,544,536,497,505,504,477,530,508,521,458,498,416,444,452,450,444,416,417,407,438,393,334,404,388,340
7,Nebraska,239,8,6,5,4,3,2,0,17,17,17,16,16,16,15,15,15,13,14,13,13,12,11,11,10,10,10,9,9,9,9,9,8,8,8,8,7,7,7,7,6,7,6,6,6,5,6,5,5
8,Utah,152,13,12,10,9,7,6,2,26,26,25,25,25,25,24,24,24,24,23,23,22,21,21,20,21,21,20,21,17,17,16,16,17,18,15,14,16,16,16,15,14,13,13,11,13,14,11,9,10
9,Oregon,187,17,16,14,12,11,8,3,28,28,28,28,27,27,27,27,28,27,26,26,25,25,24,24,23,24,25,23,22,22,21,20,22,20,17,20,18,19,19,17,17,15,16,16,14,15,15,12,13
10,Florida,3061,309,293,265,233,198,168,62,426,423,425,432,429,425,417,422,426,418,424,413,406,407,399,380,388,375,363,381,374,363,317,326,348,342,306,326,274,286,277,292,274,268,284,268,220,218,206,211,218
11,New York,31728,259,206,164,131,103,81,28,145,143,138,133,128,124,122,116,109,101,106,100,101,98,86,86,85,83,77,75,77,67,74,66,62,59,61,52,53,58,50,53,48,46,46,43,37,40,37,36,35
12,Rhode Island,885,28,22,17,13,10,8,2,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
13,Georgia,2605,218,188,159,132,108,89,33,137,134,135,129,128,127,124,120,123,117,114,111,105,101,106,95,96,105,85,87,86,87,77,80,81,81,74,70,65,66,65,71,55,56,59,56,55,53,50,52,44
14,New Hampshire,331,16,13,10,8,6,5,1,3,3,3,3,3,3,2,3,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
15,North Carolina,1188,73,65,58,50,42,34,13,127,126,124,126,121,121,122,114,110,112,110,104,100,102,97,96,95,89,92,91,98,92,86,78,85,75,76,74,73,72,77,57,63,66,63,56,61,59,61,55,51
16,New Jersey,14729,191,152,121,96,77,61,21,36,36,35,33,32,31,31,30,28,27,26,25,23,22,22,20,22,21,19,18,18,17,16,16,16,15,15,15,14,12,13,11,13,12,10,11,10,10,9,9,9
17,Colorado,1638,46,37,30,24,19,15,5,28,28,27,26,25,24,24,23,22,21,19,21,20,19,17,18,18,15,16,16,15,14,15,14,14,12,13,11,11,11,11,10,9,8,9,10,10,8,8,9,7
