,State,211,220,227,234,241,212,213,214,215,216,217,218,219,221,222,223,224,225,226,228,229,230,231,232,233,235,236,237,238,239,240,248,255
0,Washington,1837,46,45,45,45,37,35,34,35,35,34,34,33,32,32,33,32,33,33,33,32,34,33,33,34,34,34,33,33,36,34,4034,2318
1,Illinois,8044,197,240,281,314,118,118,119,122,121,125,126,127,132,141,146,153,157,159,176,186,192,191,194,198,216,219,222,225,221,226,24643,14101
2,California,11810,916,896,887,890,547,542,533,535,540,536,531,528,531,523,515,525,525,518,531,544,549,548,565,556,564,569,585,575,583,572,63165,35833
3,Arizona,4684,238,255,267,270,103,100,98,96,96,97,93,93,95,94,98,97,100,101,102,109,109,107,115,115,120,120,119,123,118,121,7823,4547
4,Massachusetts,8888,32,17,8,1,4,3,2,1,2,2,2,2,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5,Wisconsin,1067,53,59,68,71,38,38,38,38,39,37,38,38,39,39,40,39,39,39,43,41,42,42,43,46,43,46,46,45,43,47,6318,3597
6,Texas,11174,974,964,1004,1018,468,470,470,474,475,479,477,477,489,492,485,491,492,508,519,524,534,537,550,560,565,574,576,576,577,597,64913,37118
7,Nebraska,373,16,21,21,24,10,11,12,11,10,11,11,11,11,10,10,10,10,11,12,11,11,10,12,12,12,13,12,13,13,12,1997,1140
8,Utah,381,19,19,21,19,19,17,17,18,17,17,16,16,17,16,15,16,16,15,16,16,15,15,15,15,14,14,16,14,16,16,1695,950
9,Oregon,412,17,19,18,20,17,17,16,15,16,15,15,15,15,14,14,14,16,16,16,14,14,15,15,14,15,16,17,16,15,15,1766,1036
10,Florida,10049,650,539,465,412,359,353,341,331,320,315,308,297,283,272,259,247,242,233,212,210,198,198,188,183,176,180,173,174,173,165,17135,9721
11,New York,32837,114,119,128,132,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,3,4,4,5389,3108
12,Rhode Island,1028,9,7,8,7,10,10,10,10,9,9,9,8,8,8,8,7,8,8,7,7,6,7,7,6,7,7,6,7,6,7,429,246
13,Georgia,4904,270,240,220,206,202,197,191,190,187,179,175,174,167,156,158,155,154,150,147,142,144,142,142,142,138,142,144,145,138,142,13424,7642
14,New Hampshire,428,0,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,244,132
15,North Carolina,2465,150,161,181,184,81,83,82,81,79,78,77,77,78,77,80,81,82,81,85,90,88,93,93,94,102,102,102,102,106,100,11540,6651
16,New Jersey,15932,105,115,124,132,42,42,44,44,43,45,45,47,47,48,50,50,52,52,58,58,61,61,63,65,65,69,70,69,70,72,4684,2675
17,Colorado,1903,33,33,32,34,19,18,17,17,17,17,17,17,16,15,15,15,15,14,15,15,15,16,14,17,16,17,18,17,16,16,2134,1239
18,Maryland,3669,75,76,82,82,54,52,51,50,51,50,50,50,48,48,48,49,49,52,52,52,56,55,57,57,59,60,61,62,63,64,5548,3193
19,Nevada,1172,85,86,84,88,46,47,45,46,47,47,46,47,46,47,47,48,47,45,45,46,47,44,47,46,47,48,46,46,45,47,4913,2791
20,Tennessee,1488,180,179,184,190,63,62,63,64,63,64,62,60,61,60,62,63,64,61,67,68,66,69,63,68,70,72,72,71,70,72,12628,7277
21,Hawaii,45,23,32,38,42,8,7,8,8,8,9,8,8,9,9,9,11,10,13,14,14,14,13,14,16,17,17,17,18,17,17,3381,1958
22,Indiana,3191,75,74,82,81,77,77,76,77,74,74,75,75,72,71,76,72,71,73,74,79,75,74,77,78,78,79,77,82,75,78,6104,3517
23,Kentucky,856,39,44,49,53,52,51,53,52,50,52,52,52,50,48,49,51,48,48,52,50,50,54,53,55,52,52,54,55,51,55,4372,2562
24,Minnesota,1791,56,59,67,66,41,40,41,38,39,38,38,39,39,39,38,41,40,41,43,43,43,43,44,46,49,46,46,48,46,47,5108,2963
25,Oklahoma,709,58,69,83,89,49,48,49,48,47,47,48,45,48,48,51,51,51,52,56,57,58,58,62,58,61,62,62,63,65,66,6225,3615
26,Pennsylvania,7520,98,101,103,104,49,48,49,48,48,48,48,47,47,46,47,47,47,49,49,43,47,48,47,46,49,47,47,47,48,47,5317,3035
27,South Carolina,2401,114,92,80,77,73,69,68,67,64,64,61,58,55,53,53,51,49,50,45,49,47,44,45,45,45,44,45,43,43,42,3616,2082
28,District of Columbia,601,7,6,3,0,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,199,118
29,Kansas,419,53,70,84,93,25,25,25,26,26,26,26,26,29,28,29,29,32,31,32,32,37,39,39,39,40,42,41,44,44,40,6685,3814
30,Missouri,1442,115,147,187,211,70,71,70,69,71,71,74,75,81,83,85,88,91,98,104,111,114,112,121,120,125,128,131,136,136,139,14992,8704
31,Vermont,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,189,108
32,Virginia,2427,73,74,78,86,123,124,122,118,119,118,118,112,114,116,115,116,122,119,123,125,124,124,133,129,133,132,139,134,134,132,7663,4443
33,Connecticut,4458,12,24,34,43,8,9,8,8,8,8,8,8,10,10,12,13,15,17,20,24,24,28,29,29,34,35,36,37,40,40,2961,1674
34,Iowa,1016,33,58,73,87,33,34,33,36,33,36,37,37,39,39,42,44,45,46,53,55,58,58,59,62,66,68,69,68,69,70,7832,4451
35,Louisiana,4637,76,49,36,26,62,60,57,55,53,50,50,47,43,40,40,38,35,35,34,30,31,29,29,30,30,28,27,29,28,28,2829,1593
36,Ohio,3929,106,93,92,90,87,85,84,83,80,80,82,77,73,74,73,70,75,75,68,72,67,66,68,70,68,70,71,69,69,64,5856,3370
37,Michigan,6634,80,107,127,145,48,48,48,48,50,50,50,50,52,54,55,56,59,60,64,68,71,69,73,76,77,81,80,85,83,80,9310,5379
38,South Dakota,157,0,0,0,3,6,6,5,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,8,8,8,8,8,8,8,979,568
39,Arkansas,641,34,28,24,24,48,46,46,45,43,44,40,40,37,36,35,34,36,33,33,33,34,34,34,33,33,32,33,34,35,32,3085,1764
40,Delaware,595,19,28,30,33,7,8,8,8,8,8,9,10,11,12,11,12,13,14,15,14,16,18,17,18,19,19,21,19,20,21,2261,1302
41,Mississippi,2190,72,66,70,72,34,33,34,32,31,33,31,31,30,29,29,30,30,30,31,31,33,29,32,33,32,33,32,34,34,35,5388,3116
42,New Mexico,734,11,7,7,7,13,13,13,12,12,11,12,11,10,11,10,10,10,10,11,10,9,10,10,10,10,10,10,9,10,10,795,456
43,North Dakota,130,8,14,16,20,6,6,6,6,7,7,6,5,6,6,7,7,7,7,8,8,9,8,9,8,9,9,9,9,8,9,1530,885
44,Wyoming,34,0,0,0,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,175,99
45,Alaska,29,0,0,2,6,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,5,5,5,6,6,7,6,6,6,7,7,749,430
46,Maine,128,0,1,4,6,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,405,233
47,Alabama,1974,81,71,67,66,102,100,95,95,90,90,85,84,77,74,74,72,70,72,71,72,72,72,69,73,73,72,73,71,73,73,4741,2741
48,Idaho,296,20,15,11,7,17,16,16,16,15,14,14,14,13,13,12,13,12,12,11,10,10,10,10,10,10,10,9,9,9,10,1526,869
49,Montana,89,0,0,0,0,6,6,5,5,5,4,4,4,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,351,197
50,Puerto Rico,367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
