,State,201,206,213,220,227,234,241,248,202,203,204,205,207,208,209,210,211,212,214,215,216,217,218,219,221,222,223,224,225,226,228,229,230,231,232,233,235,236,237,238,239,240,242,243,244,245,246,247
0,Washington,1697,59,59,50,41,33,27,21,65,64,62,61,59,56,56,52,55,53,51,49,48,46,49,43,43,37,41,39,39,38,36,30,32,31,28,30,30,28,27,29,25,27,25,25,22,21,24,20
1,Illinois,7846,101,95,79,64,54,44,35,157,154,149,148,138,132,134,139,124,124,118,110,108,104,108,104,94,99,95,91,88,88,79,75,73,73,76,69,67,68,62,66,58,66,57,55,51,53,52,53
2,California,10476,686,576,435,332,256,195,146,524,503,486,475,444,432,419,415,394,383,353,342,343,315,301,307,278,249,253,235,217,229,196,194,192,179,194,168,165,161,162,143,149,123,138,116,118,89,99,95
3,Arizona,4154,219,189,143,107,80,60,44,85,82,79,77,72,72,70,63,61,57,56,51,52,47,48,46,40,41,38,36,36,35,36,33,27,31,27,30,27,25,23,21,20,20,16,20,18,19,16,15
4,Massachusetts,8741,99,81,65,52,42,33,25,33,32,32,31,30,27,27,26,24,24,24,23,22,20,21,19,20,17,18,18,16,16,17,15,14,15,15,12,12,12,11,13,10,11,10,9,9,9,9,8
5,Wisconsin,998,38,37,31,26,22,17,14,62,61,60,60,56,56,56,55,53,52,48,47,46,44,45,47,43,42,40,40,37,39,35,37,35,33,36,34,32,31,29,29,25,26,26,24,25,22,20,21
6,Texas,9230,1558,1462,1227,1017,850,704,570,533,517,510,499,479,468,455,445,450,432,420,391,385,361,379,351,322,347,346,328,310,310,274,261,281,246,247,273,248,240,215,214,213,218,171,168,207,191,165,151
7,Nebraska,348,6,6,4,3,2,2,1,13,13,13,12,12,11,11,10,10,10,10,9,8,9,9,8,7,7,7,7,6,7,7,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,4,4
8,Utah,345,20,19,16,12,10,8,6,24,23,23,22,21,21,21,19,19,18,17,17,18,16,17,16,15,13,16,13,13,13,12,11,12,11,11,10,10,11,10,9,9,8,8,8,8,7,8,8
9,Oregon,357,23,22,19,16,13,10,8,25,25,25,24,23,22,22,21,22,20,20,20,20,18,19,19,17,17,16,17,15,16,15,14,13,13,13,12,10,11,11,11,11,9,11,10,7,7,9,8
10,Florida,8277,894,771,587,452,346,258,193,359,347,341,329,308,294,290,278,265,265,252,248,217,214,207,204,190,178,172,172,159,167,144,138,140,117,131,119,114,103,106,102,105,83,79,85,79,76,74,66
11,New York,32764,98,87,70,55,44,34,26,126,123,118,116,111,106,105,103,95,97,91,89,86,83,81,77,74,71,63,66,64,65,59,56,57,56,49,51,48,47,42,44,43,36,39,40,29,35,34,30
12,Rhode Island,1015,6,5,4,3,2,2,1,7,7,6,6,6,6,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,2
13,Georgia,4229,308,304,260,218,184,151,123,324,318,313,310,302,296,293,286,287,273,247,258,262,245,250,231,216,221,214,203,202,208,197,178,177,173,171,192,151,169,148,150,147,133,132,120,138,129,133,115
14,New Hampshire,419,6,5,4,3,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
15,North Carolina,2199,141,134,113,94,76,61,48,137,133,130,128,125,121,119,111,109,110,106,102,101,101,95,94,94,90,81,81,78,79,72,79,74,71,65,62,68,57,51,56,50,53,51,48,45,43,43,39
16,New Jersey,15878,109,98,79,62,49,38,30,38,36,35,35,33,32,30,29,29,27,26,27,24,24,25,24,22,21,20,20,18,19,17,16,16,15,16,15,14,12,13,12,11,10,9,11,10,9,9,9
17,Colorado,1862,20,19,15,12,10,7,6,55,54,53,51,50,49,48,45,45,43,42,39,39,35,36,36,37,35,32,31,30,34,30,27,27,25,27,23,24,21,22,21,20,20,18,17,18,17,16,14
18,Maryland,3591,50,41,34,28,22,18,14,104,99,98,96,93,87,88,85,79,79,77,74,74,69,70,67,67,60,62,55,60,56,51,51,51,46,48,51,40,45,41,38,38,36,37,37,36,34,34,28
19,Nevada,963,80,73,62,52,43,35,28,76,74,72,72,69,70,65,66,63,61,57,57,54,56,54,53,52,51,48,51,44,45,45,38,40,39,36,39,34,34,33,32,34,32,29,28,26,28,28,27
20,Tennessee,1233,121,116,100,83,68,56,45,88,87,86,85,83,81,80,76,76,73,71,71,68,67,60,67,62,57,57,60,55,58,54,53,53,46,48,40,40,40,40,36,40,34,33,35,35,35,31,27
21,Hawaii,34,4,5,5,5,5,4,3,17,18,18,19,19,20,20,20,20,19,19,21,21,20,20,21,22,21,20,19,21,20,19,19,20,22,19,17,20,18,16,15,16,17,18,15,19,14,13,18
22,Indiana,3044,71,67,56,47,39,32,26,98,96,94,92,88,89,85,86,81,79,77,77,72,69,72,64,65,62,61,57,58,62,51,53,51,54,45,47,45,48,47,41,49,37,38,38,40,33,33,31
23,Kentucky,775,23,22,18,15,12,9,7,60,58,58,56,56,53,53,51,51,51,47,45,45,43,43,41,40,36,38,35,35,33,34,31,32,33,30,26,27,25,27,27,23,25,21,21,23,20,20,19
24,Minnesota,1701,41,32,27,23,18,15,11,70,69,68,67,62,62,62,60,58,55,51,50,53,45,50,52,45,48,41,41,40,42,39,39,37,39,38,33,30,32,31,34,29,30,30,25,23,29,29,25
25,Oklahoma,605,30,29,23,17,13,10,7,54,53,51,50,48,46,44,44,43,42,39,39,36,35,33,32,30,33,27,30,28,25,25,23,23,22,20,24,19,19,18,18,17,15,14,16,14,12,11,10
26,Pennsylvania,7314,57,54,44,35,29,23,17,63,61,61,57,55,53,52,51,48,49,47,43,44,41,38,40,37,35,35,33,33,30,30,29,27,28,29,23,26,23,26,20,18,21,19,20,19,18,17,19
27,South Carolina,2048,195,166,133,105,84,65,51,65,63,60,59,56,55,52,53,50,48,44,46,44,43,40,40,39,38,36,33,34,32,32,32,28,27,27,25,22,26,22,20,18,22,19,17,18,17,17,17
28,District of Columbia,591,6,4,3,2,2,1,1,6,6,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1
29,Kansas,386,11,11,10,8,6,4,3,20,19,18,18,17,17,17,16,17,16,16,15,14,14,14,12,11,12,11,11,10,12,10,11,10,9,10,9,9,9,8,8,7,6,6,6,8,6,6,5
30,Missouri,1341,43,34,27,20,15,11,8,95,93,91,89,82,82,81,74,75,73,65,63,64,63,61,59,55,56,53,46,46,48,42,43,38,34,37,36,34,32,27,28,28,27,23,25,21,24,18,19
