,State,197,206,213,220,227,234,241,248,198,199,200,201,202,203,204,205,207,208,209,210,211,212,214,215,216,217,218,219,221,222,223,224,225,226,228,229,230,231,232,233,235,236,237,238,239,240,242,243,244
0,Washington,1653,53,46,39,32,25,21,7,75,74,73,72,70,68,67,65,63,60,61,59,58,57,57,55,51,51,49,49,46,41,44,44,39,41,35,36,34,38,35,33,32,31,34,29,28,26,23,26,27
1,Illinois,7791,100,82,67,56,46,36,13,147,143,141,137,137,133,129,124,116,110,108,112,105,107,95,92,90,94,88,89,85,80,84,74,76,72,74,67,72,63,61,61,53,55,50,53,48,50,42,43,46
2,California,10021,498,414,337,274,223,181,67,440,426,419,409,399,387,376,375,362,340,331,328,326,322,301,277,281,272,259,241,227,240,228,218,214,206,210,198,181,191,171,175,170,141,161,143,160,142,135,127,124
3,Arizona,4002,258,218,180,148,121,99,36,91,89,87,86,84,82,78,79,74,73,76,71,74,66,64,65,58,56,57,56,53,51,51,49,42,42,42,40,39,36,43,41,32,35,32,34,33,30,29,27,28
4,Massachusetts,8691,114,93,74,59,47,37,13,38,37,36,36,34,33,33,32,31,29,29,28,27,27,24,23,22,23,21,21,18,18,18,16,17,16,15,16,14,14,12,16,12,13,11,12,11,11,11,9,9
5,Wisconsin,978,35,30,25,21,17,13,5,63,62,61,58,58,58,56,58,54,53,51,51,52,50,45,46,47,43,43,40,38,39,36,36,38,33,34,33,28,33,32,31,29,26,26,26,23,24,24,23,20
6,Texas,8569,1902,1693,1476,1264,1041,865,315,1061,1054,1053,1054,1035,1014,995,1017,992,956,936,916,889,890,838,845,797,791,803,767,742,715,661,676,718,693,646,636,685,590,566,531,559,504,478,495,509,485,399,454,450
7,Nebraska,340,8,6,5,4,3,2,0,15,14,14,13,13,13,13,13,11,11,11,11,11,10,10,10,9,9,9,9,8,7,8,7,7,6,6,7,5,5,6,5,6,5,5,5,5,4,4,5,4
8,Utah,330,19,16,13,10,8,6,2,23,23,22,22,21,20,20,20,19,19,17,17,17,17,15,15,14,15,13,14,13,13,11,11,11,10,12,10,11,11,11,11,9,9,10,9,8,7,7,8,6
