,State,222,227,234,241,248,255,262,269,223,224,225,226,228,229,230,231,232,233,235,236,237,238,239,240,242,243,244,245,246,247,249,250,251,252,253,254,256,257,258,259,260,261,263,264,265,266,267,268
0,Washington,1915,50,50,40,32,26,20,16,45,44,44,42,41,39,39,37,36,36,35,31,32,31,29,29,26,25,26,25,23,24,22,22,22,21,19,17,18,19,17,18,18,15,13,13,15,13,13,12
1,Illinois,8235,114,102,84,69,55,45,35,180,175,172,168,161,152,152,149,143,148,139,136,124,120,127,113,109,109,104,101,95,95,91,92,84,81,79,80,66,66,67,65,71,61,61,57,61,56,53,55
2,California,13022,539,495,410,338,278,223,181,378,372,360,353,339,329,326,312,305,293,288,267,262,269,264,241,233,240,235,223,215,218,218,183,201,198,186,164,184,150,152,133,159,140,105,148,134,141,118,120
3,Arizona,5029,171,140,112,88,70,55,43,45,44,42,40,39,37,37,35,36,34,30,31,29,28,27,29,23,23,25,24,21,21,21,20,18,18,19,18,15,17,12,16,15,12,14,13,15,11,13,11
4,Massachusetts,9060,90,73,59,47,36,29,23,31,30,29,29,27,27,24,25,25,23,22,21,22,18,19,19,20,17,17,17,15,15,16,14,15,14,12,12,11,10,11,9,10,9,9,8,10,8,9,8
5,Wisconsin,1122,34,28,22,16,12,9,6,50,49,48,46,43,41,40,38,38,35,33,33,31,29,29,29,24,26,24,23,23,22,21,21,21,19,19,17,15,14,15,13,15,15,12,11,11,10,11,10
6,Texas,12779,703,616,505,407,335,268,214,343,334,323,315,304,292,296,289,271,266,248,241,245,250,217,224,208,201,214,185,180,174,178,181,161,147,152,151,129,135,137,121,133,117,109,104,126,93,89,103
7,Nebraska,397,13,12,10,8,6,5,3,18,18,18,18,17,16,15,16,15,15,13,13,12,13,12,12,11,11,10,10,10,10,10,8,9,9,8,8,7,7,7,6,6,6,5,6,5,6,6,4
8,Utah,407,17,17,14,10,8,6,5,23,23,22,22,21,21,20,20,19,19,17,17,16,15,16,16,14,15,13,12,13,13,12,10,10,11,10,11,9,8,8,9,8,7,8,7,6,6,6,7
