,State,194,199,206,213,220,227,234,241,195,196,197,198,200,201,202,203,204,205,207,208,209,210,211,212,214,215,216,217,218,219,221,222,223,224,225,226,228,229,230,231,232,233,235,236,237,238,239,240
0,Washington,1600,50,46,39,32,27,21,17,78,77,75,75,72,71,70,66,69,63,62,62,58,57,53,58,51,48,49,48,44,46,40,45,41,41,39,38,38,34,35,34,30,29,31,32,29,29,23,27
1,Illinois,7723,105,91,76,63,50,40,32,148,145,142,140,136,131,125,123,122,123,111,112,109,106,102,101,88,96,96,85,76,78,81,71,70,75,70,57,66,64,55,62,57,60,44,45,46,49,46,40
2,California,9441,560,523,439,366,302,252,206,555,548,531,526,509,496,489,483,455,470,438,454,418,409,413,403,368,344,341,317,328,309,311,322,321,264,268,259,269,249,252,237,263,238,209,192,202,180,210,188
3,Arizona,3779,321,304,253,209,170,138,111,106,104,102,101,95,92,93,91,88,87,80,80,77,76,73,69,71,66,71,64,58,58,60,53,54,52,48,46,48,42,44,40,46,36,38,33,39,35,31,29
4,Massachusetts,8648,151,135,108,87,68,54,43,42,41,40,38,36,35,35,33,32,30,30,29,29,29,27,25,24,24,20,23,22,21,18,18,19,18,18,15,16,17,15,17,13,13,12,13,13,11,9,12
5,Wisconsin,949,34,34,29,25,20,16,13,77,76,75,74,73,72,69,66,70,64,66,61,62,59,56,53,52,52,53,53,49,50,44,45,46,44,37,42,39,36,40,35,31,30,31,31,27,27,29,29
6,Texas,7718,640,579,448,333,252,186,137,384,373,357,355,333,317,308,298,282,267,254,252,236,244,220,225,194,187,193,191,175,159,141,137,144,152,132,132,110,117,110,98,98,106,83,90,69,81,70,69
7,Nebraska,328,10,10,8,6,5,4,3,18,17,17,17,16,15,16,15,15,14,14,14,14,13,13,12,11,11,11,10,10,10,9,9,8,7,9,9,8,8,7,8,7,7,6,6,6,6,5,5
8,Utah,314,20,18,14,11,8,6,4,26,25,25,24,23,22,21,21,20,19,18,17,17,17,17,14,15,14,12,13,12,12,12,11,10,11,10,10,10,9,8,8,8,7,7,7,6,6,6,5
9,Oregon,328,24,25,21,18,15,11,9,27,27,26,26,26,25,24,24,22,23,23,22,21,21,20,20,19,19,18,16,18,16,16,17,14,15,15,14,14,12,14,13,11,11,11,11,10,10,10,10
10,Florida,7157,898,839,700,576,469,381,303,410,403,401,387,372,362,356,353,329,323,319,300,297,294,272,275,265,232,252,224,225,228,207,220,205,208,190,174,182,170,180,161,154,159,144,149,128,124,125,127
