,State,225,234,241,248,255,262,269,276,226,227,228,229,230,231,232,233,235,236,237,238,239,240,242,243,244,245,246,247,249,250,251,252,253,254,256,257,258,259,260,261,263,264,265,266,267,268,270,271,272
0,Washington,1945,40,32,25,20,16,12,4,34,33,33,32,31,29,29,29,28,26,26,24,25,23,22,22,22,19,18,20,17,16,16,17,16,14,15,15,14,14,14,13,11,10,12,10,11,11,10,11,9
1,Illinois,8324,102,85,70,57,45,35,13,168,163,162,155,152,148,140,143,134,126,128,123,119,119,119,108,111,105,99,101,94,88,79,79,90,84,70,71,70,75,63,67,62,58,57,55,52,55,49,55,50
2,California,13493,650,542,438,355,286,227,83,459,450,437,431,416,405,384,397,363,352,353,335,331,317,318,308,270,275,259,274,246,223,233,221,214,198,204,210,174,176,174,175,162,178,146,136,145,145,134,146,125
3,Arizona,5130,145,117,93,75,60,47,17,42,41,40,39,36,37,36,34,32,32,32,29,28,29,28,24,24,24,23,22,22,21,21,21,18,19,16,18,16,15,15,15,15,12,13,12,13,12,11,12,10
4,Massachusetts,9077,68,53,42,33,26,21,7,28,27,26,25,26,24,24,22,21,20,19,19,18,18,17,18,16,16,15,13,13,14,12,13,11,11,11,10,10,12,10,9,8,10,9,9,8,8,6,6,7
5,Wisconsin,1146,24,20,16,13,10,8,2,42,41,40,39,38,36,36,35,33,33,32,31,31,30,27,26,27,24,24,25,21,21,22,22,20,21,18,19,16,18,15,17,15,16,14,13,12,14,14,12,15
6,Texas,13296,722,586,479,386,312,250,92,381,368,366,353,352,333,321,320,291,306,283,280,279,252,242,246,229,227,222,216,192,193,184,182,174,184,158,172,159,151,146,141,128,125,123,108,121,127,104,133,91
7,Nebraska,404,10,8,7,5,4,3,1,17,17,17,16,16,16,15,14,14,13,13,13,11,12,11,11,11,10,10,9,9,9,9,8,9,8,7,8,7,7,7,7,6,6,5,5,6,5,5,4,5
8,Utah,414,14,11,9,7,5,4,1,20,19,19,19,19,18,17,17,15,15,15,15,14,14,14,12,13,11,12,11,11,11,10,11,10,9,9,8,9,8,8,8,7,7,7,8,7,7,6,5,5
9,Oregon,470,18,15,12,10,8,6,2,14,14,14,13,13,13,13,13,12,12,11,11,11,11,10,9,9,9,9,9,8,8,7,8,7,7,7,6,7,5,5,6,6,5,5,5,4,4,5,4,4
10,Florida,11650,607,496,403,320,254,204,76,197,193,189,182,177,168,166,157,153,148,143,140,135,131,125,120,120,110,110,114,106,107,100,93,94,93,91,86,83,71,77,75,66,71,61,65,62,62,54,53,47
11,New York,32976,47,38,30,23,18,14,5,128,125,121,119,114,112,108,105,97,96,90,88,88,84,81,76,77,73,67,66,67,66,62,63,57,57,54,51,55,52,47,43,41,42,39,49,35,37,31,34,30
12,Rhode Island,1055,3,2,2,1,1,0,0,8,8,7,7,7,7,7,7,6,6,6,6,5,5,5,5,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,2,2,3,2,2,2,2,2,2,2
13,Georgia,5868,341,279,225,181,144,116,42,165,160,156,154,149,140,140,135,127,125,118,125,123,111,115,105,99,97,98,94,83,82,77,80,78,70,66,73,64,61,67,57,54,58,51,52,50,48,46,42,43
14,New Hampshire,432,2,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,North Carolina,2803,120,101,83,68,55,44,16,127,122,119,117,115,114,111,108,103,101,97,95,91,90,87,82,80,81,81,74,73,69,66,66,59,65,62,53,56,58,53,52,49,44,52,50,43,42,39,39,42
