,State,166,171,178,185,192,199,206,213,167,168,169,170,172,173,174,175,176,177,179,180,181,182,183,184,186,187,188,189,190,191,193,194,195,196,197,198,200,201,202,203,204,205,207,208,209,210,211,212
0,Washington,1369,39,49,41,35,29,24,19,79,78,77,75,72,69,72,68,68,66,63,62,60,60,56,57,53,56,55,48,49,49,45,45,39,42,39,43,45,40,38,34,34,33,31,33,33,28,28,30
1,Illinois,7026,151,178,144,115,92,73,57,85,83,81,80,74,72,71,67,65,61,60,59,58,57,53,50,50,49,46,43,41,46,39,36,38,35,37,29,30,32,28,31,32,25,24,25,22,23,22,22
2,California,6441,549,793,771,711,644,571,493,1284,1306,1325,1353,1358,1371,1378,1354,1359,1403,1358,1309,1294,1337,1360,1328,1273,1270,1229,1291,1257,1281,1134,1154,1228,1052,1109,1055,1180,970,1120,978,979,1064,976,903,911,824,829,979
3,Arizona,1829,177,245,230,208,183,160,135,208,210,210,212,211,213,207,211,212,209,205,198,199,193,196,184,182,181,190,200,165,165,165,180,173,150,160,175,167,161,140,152,150,141,138,119,112,113,137,112
4,Massachusetts,8198,107,127,101,82,64,50,40,20,20,19,18,18,17,17,16,16,15,14,15,13,13,13,12,11,11,11,11,10,9,10,9,9,8,8,8,8,7,6,6,7,6,6,6,5,6,5,6
5,Wisconsin,796,28,35,31,25,21,18,14,60,60,59,59,58,57,56,54,51,51,49,50,48,49,46,46,45,43,40,42,43,38,37,35,35,34,32,30,31,29,29,26,25,26,27,23,25,23,26,19
6,Texas,3062,76,96,85,73,60,50,41,372,367,364,354,339,343,338,329,327,314,308,305,286,307,286,278,260,265,257,261,240,226,220,217,219,197,218,209,177,188,182,164,152,170,152,159,155,138,156,141
7,Nebraska,283,10,12,10,8,6,5,3,15,15,15,14,13,14,13,12,13,12,12,11,10,11,10,10,9,9,9,9,9,8,7,7,7,7,7,7,6,6,6,6,6,5,4,5,5,5,4,3
8,Utah,190,9,11,10,8,7,5,4,32,32,31,31,30,30,29,28,29,28,27,26,27,25,26,24,23,23,23,21,23,21,20,20,19,19,20,19,17,17,15,16,16,16,14,13,14,13,13,14
9,Oregon,215,12,16,15,13,11,10,8,37,37,37,37,36,37,37,35,37,35,34,35,32,35,33,33,30,31,31,32,31,28,26,34,26,26,27,24,22,27,27,22,26,24,21,22,22,21,21,20
