,State,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178
0,Washington,1123,42,40,40,38,38,38,37,36,34,36,32,33,32,31,30,31,29,29,30,29,24,26,25,23,25,22,21,23,22,22,22,21,20,20,19,21,17,18,14,17,15,16,14,16,13,10,13
1,Illinois,5412,190,186,179,174,168,165,165,151,149,136,129,128,115,117,118,105,104,95,96,93,93,97,84,89,81,75,76,77,76,71,66,61,62,52,56,56,49,49,39,40,49,42,38,36,37,36,31
2,California,4217,318,316,316,307,307,308,293,285,283,282,281,279,258,270,270,242,249,233,244,235,234,241,222,221,202,192,196,198,203,218,161,175,179,171,175,184,139,147,145,156,152,154,129,135,137,97,124
3,Arizona,918,92,92,91,91,91,92,95,93,91,91,86,83,86,90,86,81,84,78,80,83,75,76,71,74,65,72,75,76,80,64,64,65,70,64,60,57,53,52,50,55,51,51,50,66,40,43,49
4,Massachusetts,7035,63,60,58,56,54,51,52,50,49,47,43,43,41,38,38,38,35,35,31,29,30,28,30,27,26,23,22,23,21,20,20,20,20,18,15,17,17,16,15,16,14,12,13,12,12,10,12
5,Wisconsin,595,61,60,60,60,56,54,55,52,50,50,49,48,46,43,43,43,42,42,37,38,35,36,31,32,31,30,28,29,27,28,22,28,25,21,22,23,19,17,19,18,17,17,15,17,18,15,15
6,Texas,1797,248,249,240,246,235,236,243,236,237,234,230,220,210,213,213,215,201,209,192,186,190,201,187,189,172,186,171,182,168,168,171,174,149,143,155,143,171,119,148,136,149,120,111,103,130,105,112
7,Nebraska,170,37,37,36,37,35,35,35,33,33,32,32,32,30,32,29,29,28,25,26,28,28,23,25,24,23,28,23,20,20,22,19,20,17,20,18,18,17,13,13,16,11,15,15,12,12,13,13
8,Utah,113,22,21,21,21,20,21,21,20,20,19,19,20,19,19,20,19,19,17,17,17,17,17,15,16,16,15,14,15,14,15,13,13,14,12,14,12,13,10,10,11,11,11,10,9,11,9,10
9,Oregon,154,10,10,9,9,9,9,9,8,8,8,8,7,8,7,6,7,7,6,6,6,6,6,6,5,6,6,5,4,5,5,4,5,5,4,4,4,3,4,4,4,3,3,3,3,3,3,3
10,Florida,2460,144,143,137,135,133,131,127,127,118,125,118,109,115,112,102,105,98,97,97,87,93,87,89,87,82,86,75,79,77,81,63,73,69,63,63,54,64,57,55,58,56,50,47,56,43,46,49
11,New York,30832,312,293,291,282,280,272,258,254,244,246,245,223,235,221,208,211,207,184,192,178,181,180,173,167,166,153,161,137,147,128,138,131,116,125,108,112,112,119,98,98,97,99,95,102,91,109,79
12,Rhode Island,720,15,14,14,13,13,12,12,12,11,11,10,11,10,9,9,8,8,8,8,7,7,7,7,6,6,5,5,6,6,6,5,5,5,5,4,4,4,3,4,4,3,3,3,3,3,2,3
13,Georgia,2094,104,102,100,97,92,93,86,87,83,80,76,78,79,67,67,63,65,62,59,53,51,52,57,51,49,47,43,40,41,42,41,41,36,35,38,35,34,30,31,28,26,28,24,26,24,22,21
14,New Hampshire,245,8,8,8,7,8,7,7,7,7,7,6,7,7,6,6,6,6,6,6,6,5,5,5,5,5,5,4,4,4,4,5,4,4,4,3,4,3,4,4,3,3,3,3,3,3,3,3
15,North Carolina,948,134,132,135,134,133,136,132,137,130,132,129,133,133,130,131,130,129,129,126,119,120,108,118,106,101,118,97,103,95,100,88,108,100,90,86,88,100,78,75,79,77,81,75,74,76,79,67
16,New Jersey,13547,118,115,115,112,105,106,99,101,95,96,93,89,88,84,90,76,83,77,74,70,77,67,70,63,67,60,59,51,55,57,52,53,54,44,44,50,43,36,33,39,39,41,42,41,30,35,31
17,Colorado,1458,58,58,57,54,55,53,51,52,49,50,50,48,46,44,43,44,42,41,38,40,43,36,40,36,36,33,33,34,32,31,34,29,30,28,28,26,29,26,28,24,23,27,24,20,19,22,20
18,Maryland,2552,155,154,152,154,149,143,147,143,139,135,133,129,121,120,117,122,113,111,114,110,107,108,103,105,95,91,96,95,96,89,79,85,81,82,76,84,73,79,71,60,74,50,57,68,49,53,52
19,Nevada,417,15,15,14,14,13,13,14,13,13,13,11,12,12,11,12,10,11,11,11,10,9,10,9,9,8,8,8,7,7,8,7,8,7,6,6,7,7,6,7,6,6,5,5,6,5,5,5
