,State,169,178,185,192,199,206,213,220,170,171,172,173,174,175,176,177,179,180,181,182,183,184,186,187,188,189,190,191,193,194,195,196,197,198,200,201,202,203,204,205,207,208,209,210,211,212,214,215,216
0,Washington,1409,41,36,30,25,20,16,6,72,72,70,69,66,67,67,62,63,60,58,57,55,53,54,52,47,48,48,49,48,41,42,39,42,40,38,35,35,37,33,35,33,29,30,28,28,24,24,28,25
1,Illinois,7329,186,156,127,102,83,67,24,105,102,101,98,94,91,91,91,84,84,80,78,75,74,71,71,64,67,68,61,62,56,55,53,54,48,45,48,47,43,40,43,36,39,40,37,34,36,31,29,28
2,California,6859,550,512,458,399,344,286,106,970,974,980,976,973,965,983,943,919,906,915,894,863,856,781,790,793,776,763,703,757,770,835,726,689,653,678,621,642,659,584,662,569,616,569,535,529,525,415,501,519
3,Arizona,2038,233,219,197,171,149,128,48,192,192,192,189,195,193,187,188,185,185,177,182,174,177,178,167,166,155,165,165,142,146,162,129,159,134,143,141,125,117,126,129,108,113,121,118,118,101,108,92,119
4,Massachusetts,8268,114,91,73,58,45,35,12,18,18,18,16,16,16,15,15,14,13,13,13,12,12,11,11,10,11,9,9,9,8,9,8,9,7,8,8,7,6,6,5,5,6,5,5,5,4,5,4,5
5,Wisconsin,809,30,26,22,19,15,12,4,57,56,55,54,54,53,55,50,49,48,47,45,45,42,41,43,39,40,40,41,38,34,34,35,34,31,32,27,28,26,29,26,26,24,23,26,21,21,20,22,17
6,Texas,3472,403,393,371,342,301,259,100,1016,1032,1050,1057,1065,1049,1051,1063,1030,1054,1036,1028,1037,1005,980,1013,953,1015,990,980,970,968,908,1003,857,968,863,865,871,915,765,833,792,744,760,708,734,732,600,707,715
7,Nebraska,284,12,10,8,6,5,3,1,16,15,15,15,14,14,14,13,12,12,12,11,11,11,10,10,9,9,9,9,9,8,8,7,7,8,7,7,7,6,6,6,6,5,5,5,4,5,5,5,4
8,Utah,205,16,14,13,11,9,7,2,40,39,39,39,38,38,38,36,37,35,35,37,35,34,34,30,30,30,29,27,27,27,28,23,29,23,27,26,22,24,21,19,21,18,21,18,19,20,18,17,16
9,Oregon,230,9,8,7,5,4,3,1,24,24,23,23,23,22,22,22,22,21,20,20,18,19,19,17,18,18,16,19,17,16,16,14,13,14,13,16,13,14,13,11,11,10,12,11,10,11,8,10,9
10,Florida,4009,380,387,368,337,301,260,102,891,901,930,933,935,950,967,938,949,1008,975,960,966,909,942,967,1014,977,893,919,893,904,920,853,812,922,863,852,738,832,778,796,868,725,730,737,669,712,552,598,655
11,New York,32327,180,141,113,90,71,57,20,124,122,116,114,108,108,104,97,94,91,87,82,87,79,77,71,70,68,64,62,59,57,49,53,56,51,48,46,47,45,42,41,42,37,41,38,34,35,33,32,37
12,Rhode Island,974,23,18,15,11,9,6,2,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13,Georgia,2930,133,125,113,100,88,75,28,430,426,430,432,425,434,430,427,418,400,412,376,400,389,381,377,386,352,370,356,351,338,363,322,289,320,301,306,283,287,286,281,277,281,251,254,229,232,250,197,209
14,New Hampshire,387,8,6,5,4,3,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,North Carolina,1477,64,56,47,39,32,27,10,155,155,151,149,151,144,146,146,137,134,133,133,124,125,110,118,115,110,120,108,104,105,92,91,89,89,83,80,85,86,78,81,75,65,66,66,67,58,62,60,55
