,State,200,206,213,220,227,201,202,203,204,205,207,208,209,210,211,212,214,215,216,217,218,219,221,222,223,224,225,226,228,229,230,234,241
0,Washington,1688,57,56,55,55,39,41,40,40,39,40,39,40,38,39,40,40,38,39,41,38,39,39,43,41,41,42,39,40,40,40,5290,5255
1,Illinois,7845,194,235,274,313,116,113,117,118,119,123,124,128,130,136,136,146,151,154,164,163,170,183,182,190,186,197,188,200,195,194,21129,21162
2,California,10377,791,748,762,761,509,495,483,475,474,462,454,448,451,439,441,433,442,447,436,450,460,452,452,462,460,480,458,481,485,469,49054,49059
3,Arizona,4150,293,217,168,133,384,355,334,314,299,268,255,235,225,215,205,181,170,165,149,146,138,122,127,116,115,115,110,106,108,105,3267,3257
4,Massachusetts,8735,116,115,110,108,19,19,19,17,20,19,19,19,19,19,18,19,18,19,19,19,20,19,19,20,19,17,18,18,19,17,2710,2721
5,Wisconsin,998,72,84,107,118,41,40,40,41,40,41,42,42,42,43,46,48,49,50,49,52,53,56,57,58,58,60,60,62,59,60,9337,9257
6,Texas,9157,1038,1029,1060,1085,545,544,542,537,539,529,526,530,528,530,529,551,543,552,554,572,568,577,576,586,607,606,591,606,585,603,62275,62088
7,Nebraska,345,19,17,16,14,11,11,11,10,11,10,10,10,10,10,10,10,9,10,10,10,11,10,10,10,10,10,11,9,10,10,1780,1778
8,Utah,336,24,28,30,30,19,19,19,19,18,19,19,19,19,19,19,21,21,21,21,21,22,23,24,23,24,22,22,22,24,25,3053,3088
9,Oregon,356,21,21,26,29,20,20,20,20,20,20,21,20,20,20,20,21,21,21,23,22,23,22,24,25,25,24,26,26,26,24,2879,2871
10,Florida,8186,866,781,733,702,350,337,327,321,311,300,290,283,279,276,274,258,258,250,254,255,254,247,247,248,247,242,255,246,247,252,35065,34405
11,New York,32755,121,119,123,127,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,4,4,4,3,5141,5173
12,Rhode Island,1014,13,14,16,16,8,8,8,8,8,8,9,9,8,9,9,9,9,10,9,9,9,10,9,10,10,9,11,10,11,11,791,805
13,Georgia,4199,378,399,434,441,242,241,244,238,243,237,244,245,244,249,248,254,258,261,265,267,284,277,287,285,286,276,290,289,293,306,27838,27841
14,New Hampshire,419,2,1,3,7,4,4,4,3,3,4,4,4,5,4,4,5,5,4,5,5,5,6,6,6,7,6,6,6,6,7,345,348
15,North Carolina,2192,211,200,214,209,114,111,110,111,106,106,106,102,102,106,103,106,102,101,102,102,107,102,102,107,107,111,108,113,114,113,11208,11105
16,New Jersey,15874,108,97,91,90,54,54,52,52,51,50,50,51,50,50,48,48,51,49,50,51,52,51,52,52,55,54,55,53,54,52,2643,2646
17,Colorado,1858,45,43,40,42,23,24,24,22,22,21,21,21,21,20,19,20,19,19,19,22,20,19,19,20,19,20,21,20,20,20,2805,2772
18,Maryland,3585,97,80,71,65,65,62,61,59,59,56,56,54,51,54,53,48,47,44,44,45,41,42,41,41,42,40,41,42,38,37,3398,3444
