,State,204,213,220,227,234,241,248,255,205,206,207,208,209,210,211,212,214,215,216,217,218,219,221,222,223,224,225,226,228,229,230,231,232,233,235,236,237,238,239,240,242,243,244,245,246,247,249,250,251
0,Washington,1736,52,39,30,21,15,11,3,52,50,49,47,45,46,43,41,39,39,34,35,33,32,26,30,24,27,25,25,21,20,20,21,18,20,18,15,17,15,15,14,11,13,12,12,12,11,10,8,11
1,Illinois,7905,90,75,61,50,40,32,11,144,141,137,134,134,131,127,124,120,114,112,107,107,106,97,99,96,89,88,86,91,83,78,72,69,68,64,63,63,58,58,54,49,50,48,54,42,48,39,38,34
2,California,10870,1191,1055,909,780,644,531,199,1132,1117,1127,1119,1091,1067,1078,1050,948,988,983,910,926,913,878,909,835,817,879,786,778,743,726,752,665,688,708,644,656,622,574,605,536,620,563,538,464,488,481,466,444
3,Arizona,4383,184,139,102,77,58,42,14,74,71,69,67,64,61,59,54,53,50,49,47,44,46,41,39,37,35,34,30,28,27,26,24,26,22,23,22,22,22,19,18,17,19,16,16,13,13,14,12,13
4,Massachusetts,8790,57,42,30,22,16,12,4,24,23,22,22,21,20,19,19,17,16,15,16,13,14,12,13,12,10,11,9,9,9,8,9,8,7,7,7,6,6,6,6,5,5,5,4,4,4,4,3,4
5,Wisconsin,1018,30,25,20,16,13,10,3,46,45,44,43,41,41,41,38,38,36,35,33,35,32,33,28,29,32,28,26,30,26,24,24,24,23,24,25,20,18,22,22,18,20,19,14,16,15,14,15,14
6,Texas,9771,1206,1005,849,709,576,471,173,614,608,586,573,572,570,559,537,538,501,470,485,464,450,436,424,435,402,389,422,367,351,354,326,354,320,294,303,291,266,310,265,259,241,249,234,212,224,221,214,173
7,Nebraska,360,7,5,4,3,2,2,0,13,13,12,12,12,11,11,11,10,11,10,10,9,9,8,8,9,8,7,7,8,7,7,7,6,6,7,7,5,6,5,5,4,5,5,4,4,4,4,4,4
8,Utah,353,16,12,10,8,6,4,1,18,18,18,17,17,16,16,15,15,14,14,13,13,13,12,12,12,11,10,10,9,9,9,9,8,9,8,8,7,7,7,6,7,5,6,5,5,5,5,5,6
9,Oregon,383,20,17,14,11,9,7,2,21,21,20,20,19,20,19,19,18,17,16,17,16,15,15,14,14,15,13,12,12,11,12,11,11,12,10,11,8,9,8,9,8,8,8,8,6,7,7,6,5
10,Florida,8913,1199,1020,862,707,581,477,176,440,432,426,418,404,403,392,383,371,364,351,349,336,331,299,301,292,300,294,280,248,266,249,256,208,229,218,196,191,197,192,199,187,179,162,167,155,144,143,163,147
11,New York,32780,68,55,44,35,27,22,7,120,117,114,112,109,102,100,96,95,88,85,81,84,80,73,74,65,68,64,63,64,54,59,51,54,48,54,46,45,46,42,41,39,42,36,40,38,36,32,32,31
12,Rhode Island,1019,6,5,4,3,2,1,0,8,8,7,7,7,7,7,6,6,6,6,6,6,5,5,5,4,5,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1
13,Georgia,4538,371,316,269,225,187,154,56,334,326,318,313,312,299,295,287,277,264,258,269,263,254,231,232,226,216,227,216,216,196,198,180,184,187,162,179,166,159,164,152,126,153,143,119,134,126,123,111,112
14,New Hampshire,422,4,3,2,1,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,North Carolina,2287,115,95,78,62,50,40,15,105,103,100,99,95,94,90,90,81,81,78,74,74,74,66,66,65,66,67,58,57,55,56,53,50,50,46,50,47,44,42,43,38,34,36,35,35,34,33,28,31
16,New Jersey,15893,90,72,57,45,35,28,10,41,39,38,38,36,34,34,33,32,30,30,28,29,28,25,23,24,22,22,22,19,19,21,16,17,19,16,15,14,16,15,13,13,12,12,12,12,11,12,10,10
17,Colorado,1882,17,14,11,9,7,5,1,45,44,43,42,41,41,38,40,36,37,34,34,32,33,31,32,28,29,26,26,26,26,24,25,23,21,22,20,20,19,16,18,16,18,15,16,16,14,12,13,13
18,Maryland,3620,39,32,26,21,17,14,5,87,86,81,81,80,76,73,73,68,65,66,59,63,58,56,56,51,51,51,51,47,48,44,42,42,41,39,36,37,35,34,32,34,30,32,29,30,28,28,27,27
19,Nevada,1030,59,46,34,26,19,14,4,56,55,52,50,50,46,46,45,42,41,39,39,35,37,33,32,31,29,25,27,25,22,23,23,20,20,21,20,18,18,17,18,16,13,13,13,11,11,12,11,12
20,Tennessee,1313,86,73,60,50,40,32,12,58,57,55,53,53,52,51,48,50,46,47,44,44,42,42,39,41,35,41,35,33,33,32,31,29,26,29,28,26,26,26,22,23,24,21,20,20,21,17,20,19
21,Hawaii,40,4,5,4,4,4,3,1,17,17,17,18,18,18,18,18,19,18,18,18,18,17,19,17,18,17,17,16,17,15,18,17,16,16,16,15,14,14,16,14,16,14,13,13,13,12,13,12,10
22,Indiana,3105,46,38,31,25,21,16,6,71,69,69,66,65,62,59,59,60,54,57,54,55,49,48,49,45,41,44,40,40,37,40,33,33,31,33,31,32,29,29,28,25,26,24,24,26,26,23,22,23
23,Kentucky,796,39,35,31,26,22,18,6,93,93,93,89,88,91,90,84,84,83,81,82,79,74,74,75,74,69,67,71,67,59,56,62,63,57,55,56,55,54,52,48,48,47,41,46,45,41,43,42,39
24,Minnesota,1731,21,17,14,11,8,6,2,47,46,45,44,44,42,42,39,37,37,37,37,34,34,32,30,29,29,29,27,26,24,24,24,22,21,21,20,17,17,17,17,17,17,14,15,16,13,12,13,12
25,Oklahoma,638,32,27,23,18,15,11,4,51,51,49,48,47,46,46,45,42,41,43,40,39,37,39,34,35,36,35,36,31,31,31,30,27,30,23,25,25,26,23,23,20,19,18,21,19,18,15,14,17
26,Pennsylvania,7395,69,56,45,37,29,24,8,73,71,70,67,65,65,63,63,59,59,54,55,51,49,45,46,41,44,42,42,42,36,35,34,34,32,35,30,29,27,30,29,28,27,22,23,25,22,22,22,18
