,State,187,192,199,206,213,220,227,234,188,189,190,191,193,194,195,196,197,198,200,201,202,203,204,205,207,208,209,210,211,212,214,215,216,217,218,219,221,222,223,224,225,226,228,229,230,231,232,233
0,Washington,1518,39,33,28,23,19,16,13,85,83,82,81,78,79,74,72,75,68,69,65,64,66,61,64,60,57,54,50,52,51,53,47,46,50,50,45,43,42,40,39,34,35,34,34,29,29,26,34
1,Illinois,7608,109,108,90,73,60,48,38,150,145,142,141,134,129,126,123,121,123,107,112,105,106,107,99,101,89,92,84,77,86,79,75,69,74,71,72,67,66,65,58,58,58,55,48,55,43,48,49
2,California,8494,421,388,330,279,232,193,159,593,584,575,566,540,548,531,515,503,502,482,449,437,457,443,421,435,405,368,382,355,364,350,338,335,309,303,312,306,270,274,268,243,219,220,240,225,245,228,187
3,Arizona,3304,398,372,305,243,194,153,119,103,100,98,96,92,88,87,83,83,78,79,79,72,67,71,63,69,59,61,57,53,52,51,47,50,46,43,39,47,38,35,37,33,36,35,28,27,28,24,30
4,Massachusetts,8536,173,148,118,94,76,59,48,30,29,29,27,26,25,25,25,23,23,22,20,22,19,19,19,17,18,15,16,14,13,15,14,13,12,12,11,11,10,9,9,10,9,9,8,9,9,7,8
5,Wisconsin,893,27,28,24,20,16,13,11,82,80,79,79,76,74,73,73,72,72,70,66,66,66,62,64,55,56,54,55,54,50,45,50,48,46,48,43,43,43,40,40,35,39,37,32,38,32,34,30
6,Texas,6483,555,442,338,256,197,144,107,448,436,427,416,381,381,362,349,351,316,306,291,294,275,263,257,238,237,225,196,208,198,180,175,180,147,153,154,136,131,122,128,110,101,102,99,104,91,100,81
7,Nebraska,317,10,10,8,6,5,4,3,16,16,16,16,15,14,14,14,14,14,13,12,12,12,12,11,11,10,10,11,9,9,9,10,8,7,8,8,7,7,7,7,7,7,5,5,5,6,5,5
8,Utah,281,17,16,13,10,7,5,4,30,30,28,28,26,25,24,25,23,24,21,20,19,19,19,20,17,16,17,15,15,15,13,12,12,12,11,12,9,10,10,9,10,9,7,6,6,7,8,7
9,Oregon,289,28,22,19,16,14,12,9,35,34,35,34,33,32,32,32,32,32,29,29,28,27,26,27,26,25,26,24,21,25,22,23,22,22,18,22,21,19,19,19,15,16,16,18,14,16,13,14
10,Florida,5931,734,713,645,563,476,406,340,570,565,563,560,552,553,538,538,517,517,525,485,503,506,476,471,459,442,438,420,404,409,397,377,358,372,378,341,331,348,317,289,290,289,269,255,271,286,257,290
11,New York,32639,139,112,89,70,56,44,35,138,135,131,125,122,115,112,112,106,107,101,98,91,87,89,81,79,76,73,68,72,70,65,61,63,63,56,60,52,49,49,45,52,45,44,37,41,34,39,36
12,Rhode Island,1004,16,15,12,10,7,6,4,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1
