,State,218,227,234,241,248,255,262,269,219,220,221,222,223,224,225,226,228,229,230,231,232,233,235,236,237,238,239,240,242,243,244,245,246,247,249,250,251,252,253,254,256,257,258,259,260,261,263,264,265
0,Washington,1890,56,46,37,29,23,18,6,38,37,37,35,36,34,32,31,31,30,29,28,27,27,25,24,23,24,21,22,20,19,20,18,17,18,16,17,16,14,16,15,13,13,12,12,11,11,11,10,11
1,Illinois,8186,100,82,68,55,45,35,13,181,176,173,171,161,159,157,155,144,137,147,134,131,133,121,128,117,117,107,103,104,91,100,87,93,86,83,76,79,77,73,73,69,66,65,64,65,52,62,48,54
2,California,12677,679,570,465,382,308,252,94,537,525,510,509,495,486,485,446,446,449,414,404,393,390,370,356,350,340,338,339,297,303,303,301,277,282,273,240,206,225,240,224,208,197,190,187,157,183,181,165,161
3,Arizona,4929,137,103,77,57,41,30,10,49,47,45,43,42,40,39,37,33,33,32,31,29,29,25,23,23,24,22,21,21,18,18,17,17,15,14,14,12,13,12,11,11,10,10,10,8,8,9,7,8
4,Massachusetts,9008,68,55,44,35,27,21,7,28,27,26,26,25,24,24,24,22,21,20,20,21,19,18,17,16,16,15,16,14,13,14,13,13,12,10,13,13,9,8,9,8,9,8,9,8,7,8,7,5
5,Wisconsin,1111,30,24,20,16,13,10,3,45,45,43,42,41,41,40,39,36,38,33,33,33,33,29,27,29,29,26,27,24,25,23,22,21,23,21,19,18,19,18,14,16,14,14,14,14,15,13,14,11
6,Texas,12365,1122,923,745,601,472,377,136,551,541,531,522,505,491,482,468,443,445,434,419,423,389,369,365,330,345,335,320,316,282,302,282,239,275,253,246,229,238,206,214,189,190,194,170,176,172,137,153,137
7,Nebraska,391,9,7,5,4,3,2,0,13,12,12,12,11,11,11,10,10,10,10,10,9,9,8,7,8,7,7,7,7,7,7,6,6,5,5,5,5,5,5,5,5,5,4,4,4,4,3,3,3
8,Utah,403,16,13,10,8,6,5,1,19,19,18,17,17,17,17,16,16,15,14,15,13,13,12,12,12,12,11,10,10,11,8,9,10,8,8,8,8,8,8,7,7,6,6,6,6,7,5,6,4
