,State,159,164,171,178,185,192,199,206,160,161,162,163,165,166,167,168,169,170,172,173,174,175,176,177,179,180,181,182,183,184,186,187,188,189,190,191,193,194,195,196,197,198,200,201,202,203,204,205
0,Washington,1320,34,42,36,30,24,19,16,60,59,57,56,54,52,52,49,49,46,46,45,44,42,42,43,39,38,36,36,36,37,32,34,35,34,32,31,27,29,28,27,23,23,23,20,19,23,19,19
1,Illinois,6902,227,270,220,179,145,118,93,84,81,80,78,75,72,68,66,66,66,63,57,56,55,54,54,51,51,48,48,45,43,42,39,38,38,35,37,32,32,33,28,29,30,29,25,24,22,25,24
2,California,5983,267,338,297,252,217,182,150,551,550,546,544,528,513,515,490,496,491,470,455,438,444,424,406,434,389,383,384,368,352,345,331,323,342,302,348,321,294,321,256,248,245,268,241,252,230,220,214
3,Arizona,1598,219,327,327,316,285,256,225,290,296,305,308,317,322,325,326,323,328,322,337,328,309,326,325,330,319,333,310,315,311,322,318,306,268,318,306,300,278,283,292,241,281,238,280,265,226,264,278
4,Massachusetts,8095,114,133,107,85,68,54,42,23,22,21,20,19,18,18,17,18,17,15,16,15,15,14,14,14,12,13,11,11,10,10,9,10,10,9,9,8,8,7,7,7,7,8,6,5,5,7,5
5,Wisconsin,777,40,50,44,37,31,25,20,55,55,53,51,51,50,50,48,48,47,45,45,44,45,42,40,40,37,38,39,35,34,33,31,30,31,30,27,31,26,29,25,26,25,23,22,26,23,23,18
6,Texas,2655,130,172,158,141,124,104,89,532,533,534,535,525,524,501,510,507,504,488,476,475,471,454,469,466,404,395,439,407,417,384,355,381,378,386,404,347,340,355,303,266,321,262,298,277,237,300,257
7,Nebraska,269,13,15,12,10,8,6,4,18,18,17,17,16,16,15,14,15,15,13,13,12,12,12,12,11,11,10,11,10,9,9,9,9,8,7,7,7,7,7,7,7,7,6,5,6,5,5,5
8,Utah,168,11,14,13,11,9,7,6,35,35,35,35,34,34,34,33,33,31,29,31,30,30,28,29,29,28,25,29,24,25,24,23,19,22,21,19,19,23,21,19,19,20,17,16,17,16,14,16
9,Oregon,204,11,15,14,12,10,8,7,30,30,29,29,28,29,29,29,27,30,26,28,25,26,24,26,23,23,21,20,23,22,22,20,19,21,20,19,16,19,19,18,15,20,17,15,14,13,12,13
