id,Country,2021-08-15,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-21,2021-08-22,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-28,2021-08-29,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-04,2021-09-05,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-11,2021-09-12,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-18,2021-09-19,2021-09-20,2021-09-21,2021-09-22,2021-09-23,2021-09-24,2021-09-25,2021-09-26,2021-09-27,2021-09-28,2021-09-29,2021-09-30,2021-10-01,2021-10-02,2021-10-03,2021-10-04,2021-10-05,2021-10-06,2021-10-07,2021-10-08,2021-10-09,2021-10-10,2021-10-11,2021-10-12,2021-10-13,2021-10-14,2021-10-15,2021-10-16,2021-10-17,2021-10-18,2021-10-19,2021-10-20,2021-10-21,2021-10-22,2021-10-23,2021-10-24,2021-10-25,2021-10-26,2021-10-27,2021-10-28,2021-10-29,2021-10-30,2021-10-31,2021-11-01,2021-11-02,2021-11-03,2021-11-04,2021-11-05,2021-11-06,2021-11-07,2021-11-08,2021-11-09,2021-11-10,2021-11-11,2021-11-12,2021-11-13,2021-11-14,2021-11-15,2021-11-16,2021-11-17,2021-11-18
0,Afghanistan,151770,152142,152509,152867,153218,153560,153896,154222,154542,154853,155159,155456,155747,156030,156308,156578,156843,157100,157353,157598,157838,158071,158300,158522,158739,158951,159157,159358,159555,159746,159932,160114,160291,160463,160631,160795,160955,161109,161261,161408,161552,161691,161827,161959,162088,162213,162335,162453,162569,162681,162790,162896,162999,163099,163197,163291,163384,163473,163560,163645,163727,163806,163884,163959,164032,164103,164172,164239,164304,164367,164428,164487,164545,164600,164655,164707,164758,164807,164855,164902,164947,164990,165033,165074,165114,165152,165189,165225,165260,165294,165327,165359,165389,165419,165449,165479
1,Albania,135947,136289,136665,137056,137483,137928,138417,138937,139519,140151,140866,141638,142506,143442,144490,145618,146879,148235,149752,151384,153209,155172,157366,159724,162355,165176,168319,171685,175428,179430,183876,188622,193885,199495,205701,212301,219587,227313,235817,244810,254678,265077,276449,288389,301394,314989,329731,345067,361611,378757,397117,416343,436469,457784,479686,503015,526814,551978,577447,604162,630969,658845,686560,715117,743233,771922,799880,828123,855356,882588,908570,934288,958750,982561,1006166,1029880,1053210,1076466,1099166,1121619,1143365,1164709,1185223,1205207,1224269,1242705,1260165,1276935,1292710,1307764,1321837,1335187,1347595,1359061,1369585,1379167
2,Algeria,187258,188325,189366,190381,191370,192333,193270,194181,195066,195925,196758,197565,198346,199101,199830,200533,201210,201861,202486,203085,203658,204205,204726,205221,205695,206156,206606,207043,207470,207885,208290,208684,209068,209442,209806,210161,210507,210843,211171,211490,211801,212103,212399,212686,212966,213238,213504,213762,214015,214259,214499,214731,214958,215178,215394,215603,215807,216005,216199,216387,216571,216749,216924,217093,217258,217419,217576,217728,217877,218021,218162,218300,218433,218563,218690,218814,218934,219051,219165,219276,219385,219490,219593,219692,219790,219885,219977,220067,220155,220240,220323,220404,220483,220559,220634,220707
3,Andorra,14924,14944,14963,14981,15000,15018,15036,15053,15071,15088,15104,15121,15137,15153,15168,15184,15199,15213,15228,15242,15256,15270,15283,15296,15309,15322,15335,15347,15359,15371,15383,15394,15405,15416,15427,15438,15449,15460,15470,15480,15490,15500,15510,15519,15528,15537,15546,15554,15562,15571,15579,15587,15595,15603,15610,15617,15625,15632,15639,15646,15653,15660,15667,15673,15679,15685,15691,15697,15703,15709,15715,15721,15726,15731,15736,15741,15746,15751,15756,15761,15765,15769,15774,15778,15782,15786,15790,15794,15798,15802,15806,15810,15814,15819,15825,15832
4,Angola,44617,44753,44890,45028,45167,45306,45445,45586,45726,45868,46009,46152,46295,46439,46583,46728,46873,47019,47166,47313,47461,47610,47759,47909,48059,48210,48362,48514,48666,48820,48974,49129,49284,49440,49596,49753,49911,50069,50228,50387,50547,50708,50869,51031,51194,51357,51521,51685,51850,52016,52183,52350,52518,52687,52856,53026,53196,53367,53540,53712,53885,54059,54234,54409,54585,54761,54939,55116,55295,55474,55655,55835,56017,56199,56381,56565,56749,56934,57119,57305,57492,57680,57868,58057,58247,58437,58628,58820,59012,59205,59399,59594,59789,59985,60182,60379
5,Antigua and Barbuda,1397,1408,1421,1435,1451,1467,1485,1504,1525,1547,1572,1599,1628,1660,1695,1732,1773,1816,1864,1915,1971,2031,2097,2168,2245,2327,2418,2514,2619,2732,2855,2985,3128,3280,3446,3621,3813,4016,4237,4470,4724,4991,5281,5586,5916,6262,6635,7025,7445,7882,8351,8837,9356,9893,10463,11050,11670,12305,12973,13652,14363,15082,15829,16580,17356,18130,18925,19712,20514,21303,22101,22881,23664,24423,25181,25910,26632,27322,28014,28699,29402,30094,30801,31493,32196,32881,33573,34243,34917,35566,36215,36837,37456,38045,38629,39182
6,Argentina,5084635,5094844,5104912,5114841,5124629,5134278,5143785,5153149,5162364,5171428,5180331,5189068,5197629,5206025,5214256,5222319,5230214,5237940,5245496,5252880,5260092,5267130,5273993,5280682,5287195,5293533,5299696,5305687,5311505,5317152,5322630,5327937,5333078,5338053,5342863,5347511,5351999,5356329,5360503,5364525,5368396,5372120,5375699,5379136,5382435,5385598,5388628,5391530,5394305,5396958,5399491,5401909,5404214,5406410,5408500,5410488,5412377,5414171,5415873,5417486,5419014,5420460,5421826,5423117,5424336,5425484,5426567,5427586,5428544,5429444,5430288,5431081,5431823,5432518,5433168,5433775,5434342,5434871,5435363,5435821,5436247,5436643,5437011,5437351,5437667,5437959,5438228,5438477,5438707,5438919,5439114,5439293,5439457,5439608,5439747,5439873
7,Armenia,234558,234920,235290,235673,236064,236468,236881,237306,237741,238188,238643,239111,239589,240080,240581,241099,241626,242170,242723,243293,243874,244472,245080,245706,246343,246998,247665,248352,249050,249768,250498,251249,252013,252797,253594,254413,255246,256101,256969,257860,258765,259694,260638,261605,262587,263594,264615,265662,266724,267812,268915,270045,271189,272362,273549,274764,275994,277252,278526,279829,281146,282493,283854,285246,286652,288088,289538,291019,292514,294039,295578,297148,298731,300345,301972,303629,305299,306999,308712,310454,312208,313992,315787,317611,319446,321309,323182,325083,326992,328930,330874,332846,334825,336830,338840,340875
8,Australia,39615,40069,40538,41016,41508,42009,42524,43049,43591,44141,44704,45276,45860,46452,47057,47668,48290,48918,49555,50196,50847,51499,52160,52821,53488,54155,54826,55495,56167,56835,57504,58168,58831,59487,60142,60787,61429,62061,62687,63302,63911,64507,65095,65668,66233,66784,67324,67848,68361,68858,69344,69812,70269,70708,71135,71544,71941,72321,72687,73037,73375,73695,74003,74296,74576,74840,75093,75331,75558,75772,75974,76164,76343,76511,76669,76817,76955,77084,77205,77316,77421,77517,77606,77689,77765,77836,77900,77960,78014,78064,78110,78151,78189,78224,78255,78283
9,Austria,668732,669594,670487,671423,672394,673413,674468,675574,676717,677911,679143,680429,681755,683143,684578,686084,687642,689275,690964,692734,694564,696482,698464,700541,702689,704941,707271,709715,712244,714898,717644,720525,723507,726635,729873,733271,736788,740480,744301,748313,752466,756827,761341,766081,770987,776139,781470,787069,792862,798945,805239,811848,818684,825860,833281,841069,849121,857568,866299,875454,884912,894825,905061,915785,926850,938434,950380,962877,975755,989214,1003071,1017541,1032424,1047949,1063898,1080517,1097570,1115315,1133499,1152395,1171731,1191792,1212288,1233518,1255170,1277559,1300350,1323872,1347769,1372382,1397335,1422628,1448261,1474234,1500547,1527200
