id,Country,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-24,2021-07-25,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-07-31,2021-08-01,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-07,2021-08-08,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-14,2021-08-15,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-21,2021-08-22,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-28,2021-08-29,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-04,2021-09-05,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-11,2021-09-12,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-18,2021-09-19,2021-09-20,2021-09-21,2021-09-22,2021-09-23,2021-09-24,2021-09-25,2021-09-26,2021-09-27,2021-09-28,2021-09-29,2021-09-30,2021-10-01,2021-10-02,2021-10-03,2021-10-04,2021-10-05,2021-10-06,2021-10-07,2021-10-08,2021-10-09,2021-10-10,2021-10-11,2021-10-12,2021-10-13,2021-10-14,2021-10-15,2021-10-16,2021-10-17,2021-10-18,2021-10-19,2021-10-20,2021-10-21,2021-10-22
0,Afghanistan,141489,142930,144364,145791,147209,148621,150025,151421,152810,154190,155563,156928,158285,159634,160975,162307,163632,164948,166256,167556,168847,170130,171404,172670,173928,175176,176417,177648,178871,180085,181291,182488,183677,184859,186033,187201,188361,189515,190661,191800,192931,194056,195173,196284,197386,198482,199571,200652,201726,202793,203852,204904,205949,206987,208018,209041,210057,211065,212067,213061,214048,215028,216000,216966,217924,218875,219818,220755,221684,222606,223522,224429,225330,226224,227111,227990,228862,229728,230586,231438,232282,233119,233950,234774,235590,236400,237203,237999,238788,239570,240346,241115,241877,242632,243380,244121
1,Albania,132697,132715,132734,132755,132777,132801,132826,132853,132883,132914,132948,132983,133022,133063,133107,133155,133205,133259,133317,133379,133445,133516,133592,133672,133759,133851,133950,134055,134168,134288,134416,134553,134698,134854,135020,135197,135386,135587,135801,136030,136273,136532,136808,137101,137414,137746,138100,138476,138876,139301,139752,140232,140741,141282,141856,142465,143111,143797,144523,145293,146108,146972,147886,148853,149876,150958,152102,153310,154586,155932,157353,158851,160430,162094,163845,165687,167625,169659,171789,174015,176337,178755,181269,183879,186585,189387,192285,195279,198369,201555,204837,208215,211689,215259,218925,222687
2,Algeria,154486,155753,157082,158475,159937,161476,163099,164805,166596,168477,170454,172531,174714,177011,179423,181958,184622,187420,190361,193452,196699,200110,203694,207459,211414,215569,219933,224517,229331,234386,239695,245270,251124,257270,263722,270495,277604,285066,292897,301114,309736,318781,328270,338222,348660,359605,371081,383111,395720,408934,422780,437285,452479,468390,485049,502487,520738,539833,559809,580699,602540,625369,649223,674141,700163,727328,755676,785248,816087,848232,881726,916610,952926,990715,1030019,1070876,1113326,1157409,1203159,1250613,1299805,1350765,1403523,1458105,1514535,1572813,1632939,1694913,1758735,1824405,1891923,1961289,2032503,2105565,2180475,2257233
3,Andorra,14359,14393,14429,14467,14507,14549,14593,14639,14688,14739,14793,14850,14909,14971,15037,15106,15178,15253,15333,15416,15503,15594,15690,15790,15894,16004,16118,16237,16361,16491,16626,16767,16914,17067,17226,17391,17562,17739,17923,18114,18311,18515,18726,18943,19166,19397,19634,19877,20127,20383,20644,20912,21186,21464,21748,22037,22330,22627,22928,23232,23540,23850,24161,24475,24790,25105,25420,25736,26050,26363,26675,26984,27290,27594,27894,28190,28482,28769,29051,29328,29600,29865,30125,30379,30626,30866,31100,31328,31548,31762,31969,32169,32363,32550,32733,32913
4,Angola,40906,41045,41185,41329,41474,41622,41773,41927,42083,42243,42405,42570,42738,42909,43083,43261,43441,43625,43812,44002,44196,44394,44594,44799,45007,45219,45434,45654,45877,46104,46336,46571,46811,47055,47303,47556,47813,48074,48341,48612,48888,49168,49454,49745,50041,50342,50648,50960,51277,51600,51928,52262,52602,52949,53301,53659,54023,54394,54772,55156,55546,55944,56348,56759,57178,57603,58037,58477,58925,59381,59845,60317,60797,61285,61782,62287,62801,63324,63855,64396,64946,65505,66074,66653,67241,67840,68448,69067,69697,70337,70988,71649,72322,73007,73703,74410
5,Antigua and Barbuda,1275,1277,1279,1282,1286,1290,1295,1301,1308,1317,1328,1340,1356,1375,1397,1424,1457,1497,1545,1602,1671,1754,1854,1974,2118,2291,2498,2745,3039,3390,3805,4220,4634,5049,5463,5877,6291,6704,7118,7531,7944,8357,8769,9182,9594,10006,10418,10829,11241,11652,12063,12474,12884,13295,13705,14115,14525,14934,15344,15753,16162,16506,16795,17037,17240,17409,17550,17668,17766,17847,17915,17971,18028,18089,18152,18219,18289,18363,18440,18520,18603,18689,18778,18870,18965,19063,19164,19268,19375,19485,19598,19714,19833,19955,20080,20208
6,Argentina,4769142,4777967,4786585,4794996,4803200,4811197,4818987,4826570,4833946,4841115,4848077,4854832,4861380,4867721,4873855,4879782,4885502,4891015,4896321,4901420,4906312,4910997,4915475,4919746,4923810,4927667,4931317,4934760,4937996,4941025,4943847,4946462,4948880,4951112,4953169,4955062,4956800,4958394,4959853,4961186,4962401,4963508,4964514,4965426,4966252,4966998,4967671,4968277,4968822,4969310,4969748,4970138,4970487,4970797,4971072,4971316,4971531,4971722,4971889,4972037,4972166,4972279,4972377,4972463,4972538,4972603,4972659,4972707,4972749,4972785,4972815,4972841,4972864,4972883,4972899,4972912,4972924,4972934,4972942,4972948,4972954,4972959,4972963,4972966,4972969,4972971,4972973,4972974,4972975,4972976,4972977,4972978,4972979,4972980,4972980,4972980
7,Armenia,227522,227697,227877,228061,228249,228442,228639,228841,229047,229257,229472,229691,229913,230140,230371,230606,230844,231086,231331,231579,231831,232086,232343,232604,232867,233132,233399,233668,233943,234223,234508,234799,235095,235397,235705,236018,236338,236663,236994,237331,237675,238025,238381,238744,239113,239489,239871,240260,240656,241059,241469,241887,242311,242743,243182,243628,244082,244543,245013,245490,245974,246467,246968,247476,247993,248518,249051,249593,250143,250701,251268,251844,252428,253021,253623,254233,254853,255481,256118,256765,257420,258085,258758,259441,260133,260835,261545,262265,262994,263733,264481,265238,266005,266781,267566,268361
8,Australia,32120,32279,32451,32637,32839,33055,33285,33531,33793,34073,34373,34694,35040,35412,35812,36240,36698,37189,37712,38271,38867,39504,40183,40909,41683,42510,43392,44332,45334,46400,47535,48742,50026,51391,52841,54383,56019,57757,59601,61558,63632,65830,68158,70623,73233,75994,78914,82000,85262,88708,92345,96184,100234,104503,109002,113742,118733,123985,129510,135319,141425,147838,154572,161639,169051,176822,184965,193493,202420,211760,221526,231733,242395,253526,265141,277252,289875,303024,316712,330953,345761,361149,377130,393704,410871,428631,446984,465930,485469,505601,526326,547644,569555,592059,615156,638846
9,Austria,653998,654422,654879,655371,655902,656476,657099,657772,658497,659278,660118,661023,661996,663042,664165,665369,666660,668043,669524,671107,672799,674605,676531,678585,680771,683098,685571,688198,690986,693940,697070,700381,703882,707578,711478,715588,719915,724465,729245,734262,739520,745026,750784,756799,763075,769614,776421,783496,790841,798457,806342,814496,822916,831599,840540,849735,859175,868855,878764,888894,899234,909772,920494,931388,942438,953629,964945,976368,987881,999467,1011105,1022779,1034468,1046153,1057816,1069437,1080998,1092480,1103866,1115138,1126279,1137273,1148106,1158762,1169229,1179494,1189545,1199372,1208965,1218317,1227420,1236268,1244856,1253180,1261236,1269023
