id,Country,2021-09-12,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-18,2021-09-19,2021-09-20,2021-09-21,2021-09-22,2021-09-23,2021-09-24,2021-09-25,2021-09-26,2021-09-27,2021-09-28,2021-09-29,2021-09-30,2021-10-01,2021-10-02,2021-10-03,2021-10-04,2021-10-05,2021-10-06,2021-10-07,2021-10-08,2021-10-09,2021-10-10,2021-10-11,2021-10-12,2021-10-13,2021-10-14,2021-10-15,2021-10-16,2021-10-17,2021-10-18,2021-10-19,2021-10-20,2021-10-21,2021-10-22,2021-10-23,2021-10-24,2021-10-25,2021-10-26,2021-10-27,2021-10-28,2021-10-29,2021-10-30,2021-10-31,2021-11-01,2021-11-02,2021-11-03,2021-11-04,2021-11-05,2021-11-06,2021-11-07,2021-11-08,2021-11-09,2021-11-10,2021-11-11,2021-11-12,2021-11-13,2021-11-14,2021-11-15,2021-11-16,2021-11-17,2021-11-18,2021-11-19,2021-11-20,2021-11-21,2021-11-22,2021-11-23,2021-11-24,2021-11-25,2021-11-26,2021-11-27,2021-11-28,2021-11-29,2021-11-30,2021-12-01,2021-12-02,2021-12-03,2021-12-04,2021-12-05,2021-12-06,2021-12-07,2021-12-08,2021-12-09,2021-12-10,2021-12-11,2021-12-12,2021-12-13,2021-12-14,2021-12-15,2021-12-16
0,Afghanistan,153962,154045,154129,154213,154297,154382,154466,154550,154634,154718,154803,154887,154971,155055,155139,155223,155307,155391,155474,155558,155641,155724,155807,155890,155972,156054,156135,156216,156296,156377,156456,156535,156613,156691,156768,156845,156921,156997,157071,157146,157219,157292,157364,157435,157506,157576,157645,157714,157781,157848,157914,157979,158043,158107,158169,158231,158292,158352,158411,158469,158526,158583,158638,158693,158746,158799,158850,158902,158951,159001,159048,159096,159142,159187,159232,159275,159318,159360,159400,159440,159479,159518,159555,159591,159627,159662,159695,159729,159761,159792,159823,159853,159882,159910,159938,159965
1,Albania,157026,158415,159837,161314,162823,164388,165986,167640,169328,171071,172847,174679,176542,178461,180410,182414,184445,186531,188642,190806,192991,195229,197484,199790,202110,204476,206854,209275,211703,214171,216641,219148,221652,224189,226718,229276,231821,234389,236941,239511,242060,244622,247159,249704,252218,254736,257220,259703,262147,264586,266983,269370,271712,274040,276320,278582,280794,282985,285123,287239,289299,291333,293312,295263,297157,299021,300829,302605,304324,306012,307642,309240,310782,312290,313744,315164,316531,317864,319146,320394,321593,322759,323876,324963,326002,327012,327977,328912,329817,330692,331537,332352,333137,333892,334617,335312
2,Algeria,200068,200388,200699,201001,201294,201580,201857,202127,202389,202644,202892,203133,203367,203596,203817,204033,204242,204447,204644,204837,205025,205207,205384,205557,205724,205887,206045,206200,206349,206495,206636,206774,206908,207038,207165,207288,207408,207524,207637,207747,207854,207958,208059,208158,208253,208346,208437,208525,208610,208693,208774,208853,208929,209004,209076,209146,209214,209281,209345,209408,209469,209529,209586,209642,209697,209750,209802,209852,209900,209948,209994,210039,210082,210125,210166,210206,210245,210283,210320,210356,210391,210424,210457,210489,210520,210551,210580,210609,210637,210664,210690,210716,210740,210762,210782,210801
3,Andorra,15083,15088,15093,15098,15102,15107,15111,15116,15120,15124,15128,15132,15136,15140,15144,15147,15151,15155,15158,15162,15165,15169,15172,15175,15178,15182,15185,15188,15191,15194,15196,15199,15202,15205,15208,15211,15213,15216,15219,15222,15224,15226,15228,15230,15233,15235,15237,15239,15241,15242,15244,15246,15248,15250,15252,15254,15255,15257,15258,15260,15261,15263,15265,15266,15268,15270,15271,15272,15273,15274,15276,15277,15278,15279,15280,15281,15282,15283,15284,15285,15286,15287,15288,15289,15290,15291,15292,15293,15293,15294,15295,15296,15297,15298,15300,15303
4,Angola,50446,50733,51028,51329,51637,51952,52275,52606,52946,53293,53650,54013,54387,54768,55160,55560,55971,56390,56821,57260,57712,58173,58646,59129,59624,60130,60650,61180,61724,62280,62850,63431,64028,64638,65263,65901,66556,67225,67910,68610,69328,70060,70811,71578,72364,73166,73989,74829,75689,76568,77468,78387,79329,80290,81275,82280,83310,84361,85438,86536,87662,88810,89987,91187,92417,93671,94955,96265,97607,98976,100378,101807,103270,104763,106291,107849,109444,111070,112735,114432,116170,117940,119753,121600,123491,125417,127389,129397,131453,133547,135690,137872,140106,142380,144707,147076
5,Antigua and Barbuda,2166,2237,2314,2396,2484,2578,2680,2789,2906,3029,3162,3301,3451,3609,3778,3956,4145,4344,4556,4777,5011,5255,5514,5782,6065,6357,6665,6981,7312,7652,8006,8368,8744,9125,9520,9919,10330,10744,11167,11592,12025,12456,12894,13328,13767,14200,14635,15062,15489,15907,16323,16727,17128,17516,17899,18270,18640,19013,19385,19758,20129,20500,20867,21234,21596,21957,22311,22664,23009,23351,23686,24016,24339,24656,24965,25269,25563,25852,26131,26404,26668,26925,27173,27415,27647,27873,28089,28299,28500,28695,28881,29061,29233,29398,29556,29709
6,Argentina,5224534,5227507,5230401,5233216,5235952,5238609,5241187,5243686,5246106,5248447,5250709,5252892,5254996,5257021,5258967,5260834,5262622,5264331,5265968,5267531,5269027,5270455,5271820,5273122,5274365,5275550,5276681,5277758,5278785,5279762,5280693,5281578,5282420,5283220,5283982,5284704,5285391,5286042,5286660,5287246,5287802,5288328,5288827,5289298,5289745,5290168,5290568,5290945,5291302,5291639,5291957,5292257,5292540,5292807,5293058,5293295,5293518,5293728,5293925,5294111,5294285,5294449,5294603,5294747,5294883,5295010,5295129,5295240,5295345,5295443,5295534,5295620,5295700,5295774,5295844,5295909,5295970,5296027,5296080,5296129,5296175,5296218,5296257,5296294,5296329,5296361,5296390,5296418,5296444,5296468,5296490,5296510,5296528,5296544,5296558,5296570
7,Armenia,248850,249522,250202,250892,251589,252296,253010,253734,254464,255205,255951,256707,257469,258240,259016,259801,260592,261390,262194,263005,263821,264644,265471,266305,267142,267986,268833,269686,270541,271401,272263,273130,273999,274871,275744,276621,277498,278378,279258,280140,281020,281903,282784,283666,284545,285426,286303,287180,288054,288927,289796,290664,291527,292389,293245,294099,294947,295792,296631,297466,298295,299120,299937,300750,301556,302356,303148,303936,304714,305487,306251,307009,307758,308501,309234,309960,310676,311386,312086,312778,313460,314135,314800,315460,316110,316758,317396,318031,318657,319279,319891,320501,321109,321715,322319,322921
8,Australia,75323,77650,79924,82145,84313,86428,88490,90499,92455,94358,96208,98005,99749,101440,103078,104663,106195,107674,109100,110473,111793,113060,114274,115435,116543,117598,118600,119549,120445,121288,122083,122828,123525,124175,124781,125343,125863,126343,126785,127190,127561,127900,128208,128488,128741,128969,129174,129358,129523,129671,129802,129918,130021,130112,130192,130262,130323,130376,130422,130461,130495,130525,130550,130571,130589,130604,130617,130628,130637,130645,130651,130656,130660,130663,130666,130668,130670,130672,130673,130674,130675,130676,130677,130678,130678,130678,130679,130680,130680,130680,130681,130683,130686,130690,130695,130701
9,Austria,710030,712003,714005,716039,718100,720195,722322,724489,726685,728914,731173,733464,735785,738140,740523,742937,745379,747875,750406,752999,755629,758323,761054,763851,766686,769589,772530,775542,778592,781714,784876,788111,791385,794735,798124,801590,805095,808678,812300,816001,819740,823559,827416,831352,835326,839379,843468,847637,851841,856123,860438,864832,869256,873758,878288,882893,887524,892229,896956,901755,906572,911460,916362,921331,926310,931353,936403,941513,946624,951792,956957,962173,967382,972638,977882,983168,988436,993742,999024,1004339,1009626,1014939,1020219,1025521,1030784,1036062,1041297,1046543,1051800,1057068,1062347,1067637,1072938,1078250,1083573,1088907
