id,Country,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16
0,Afghanistan,55402,55427,55447,55467,55483,55499,55512,55524,55537,55549,55560,55572,55581,55591,55598,55606,55610,55615,55619,55623,55626,55630,55632,55635,55637,55637,55638,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639,55639
1,Albania,88671,89499,90324,91148,91974,92804,93637,94472,95309,96148,96987,97831,98673,99515,100356,101196,102033,102870,103705,104531,105357,106179,107000,107819,108636,109450,110261,111071,111877,112679,113479,114275,115070,115862,116654,117444,118231,119017,119801,120583,121363,122140,122916,123689,124459,125227,125992,126755,127514,128272,129025,129776,130524,131269,132010,132749,133483,134215,134943,135667,136387,137105,137819,138527,139233,139935,140632,141325,142014,142699,143379,144056,144727,145394,146056,146714,147367,148015,148659,149297,149932,150561,151185,151804,152419,153029,153634,154234,154828,155416,155999,156576,157147,157713,158273,158828
2,Algeria,109782,110018,110254,110490,110726,110960,111195,111427,111659,111890,112122,112353,112582,112812,113040,113267,113494,113720,113945,114169,114394,114618,114840,115063,115283,115505,115726,115944,116162,116380,116598,116815,117030,117245,117461,117674,117887,118099,118311,118523,118734,118944,119155,119365,119573,119783,119990,120198,120406,120612,120818,121025,121230,121435,121640,121843,122047,122250,122452,122655,122856,123057,123258,123459,123658,123857,124057,124255,124453,124650,124847,125044,125239,125437,125631,125827,126021,126216,126410,126603,126798,126990,127184,127376,127568,127760,127951,128143,128335,128525,128715,128905,129093,129282,129468,129654
3,Andorra,10352,10385,10417,10448,10479,10508,10537,10563,10589,10615,10640,10663,10686,10707,10729,10750,10770,10788,10807,10824,10841,10857,10872,10887,10902,10916,10929,10941,10954,10966,10977,10988,10999,11009,11018,11028,11037,11047,11054,11062,11070,11077,11083,11090,11096,11102,11109,11113,11118,11124,11129,11133,11137,11141,11145,11148,11152,11155,11159,11163,11166,11168,11172,11173,11176,11179,11180,11182,11184,11186,11188,11190,11191,11192,11193,11196,11196,11197,11198,11199,11200,11201,11202,11204,11204,11205,11205,11205,11207,11207,11208,11208,11209,11209,11209,11209
4,Angola,20210,20241,20271,20297,20323,20348,20371,20393,20416,20437,20457,20476,20494,20513,20530,20546,20561,20576,20590,20604,20616,20629,20641,20652,20664,20673,20684,20693,20703,20712,20720,20727,20735,20744,20751,20757,20763,20769,20775,20780,20785,20790,20795,20801,20805,20809,20813,20817,20820,20824,20827,20830,20833,20837,20840,20841,20845,20847,20850,20851,20854,20856,20858,20859,20861,20863,20864,20866,20867,20869,20871,20871,20873,20873,20875,20876,20877,20878,20879,20879,20881,20881,20882,20883,20884,20885,20885,20885,20885,20886,20886,20887,20887,20887,20888,20888
5,Antigua and Barbuda,350,354,357,362,365,368,370,374,376,379,380,382,383,385,386,386,388,388,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389
6,Argentina,2001034,2007337,2013510,2019579,2025553,2031424,2037157,2042732,2048187,2053528,2058755,2063863,2068857,2073740,2078511,2083170,2087721,2092167,2096533,2100821,2105027,2109149,2113186,2117136,2121000,2124771,2128450,2132031,2135519,2138920,2142244,2145491,2148668,2151782,2154835,2157832,2160772,2163654,2166480,2169249,2171960,2174612,2177202,2179730,2182196,2184601,2186946,2189235,2191468,2193653,2195791,2197885,2199938,2201951,2203927,2205865,2207764,2209624,2211447,2213228,2214969,2216670,2218330,2219949,2221531,2223075,2224583,2226058,2227502,2228916,2230303,2231662,2232997,2234307,2235590,2236847,2238079,2239285,2240463,2241615,2242741,2243841,2244915,2245964,2246990,2247994,2248978,2249941,2250886,2251813,2252722,2253614,2254489,2255345,2256181,2257000
7,Armenia,168496,168594,168691,168789,168884,168981,169078,169176,169273,169372,169471,169572,169673,169776,169880,169987,170094,170203,170314,170427,170542,170660,170779,170902,171028,171156,171286,171421,171557,171696,171839,171986,172135,172286,172442,172600,172765,172930,173099,173273,173450,173630,173814,174002,174194,174390,174590,174794,175001,175212,175428,175648,175872,176099,176332,176569,176809,177055,177304,177558,177816,178079,178345,178617,178894,179175,179460,179750,180044,180343,180647,180956,181269,181588,181910,182237,182570,182906,183250,183596,183947,184304,184666,185032,185404,185779,186160,186547,186939,187336,187738,188142,188551,188964,189380,189801
8,Australia,28879,28884,28887,28891,28895,28899,28902,28905,28909,28912,28915,28918,28920,28922,28925,28928,28931,28933,28936,28937,28939,28941,28942,28944,28945,28948,28949,28951,28952,28953,28956,28956,28957,28960,28960,28961,28963,28964,28966,28967,28969,28969,28971,28973,28973,28974,28975,28976,28977,28977,28978,28978,28979,28980,28981,28982,28983,28984,28985,28986,28987,28987,28989,28990,28990,28991,28993,28993,28994,28995,28996,28996,28998,28998,28999,29000,29001,29002,29002,29003,29004,29004,29006,29006,29007,29007,29009,29009,29010,29011,29012,29014,29015,29016,29016,29016
9,Austria,427562,428839,430108,431369,432625,433878,435125,436367,437601,438829,440050,441268,442479,443687,444890,446088,447280,448468,449651,450830,452004,453173,454337,455497,456652,457802,458947,460088,461225,462357,463484,464606,465724,466838,467946,469049,470149,471243,472335,473418,474499,475577,476648,477716,478778,479835,480889,481938,482982,484022,485056,486086,487112,488133,489150,490163,491170,492172,493170,494164,495153,496136,497117,498093,499062,500028,500989,501945,502897,503845,504789,505725,506660,507588,508512,509432,510346,511256,512162,513062,513958,514850,515737,516620,517496,518369,519238,520101,520959,521813,522662,523508,524347,525182,526011,526835
