place,week_ahead,quantile,value
Washington,1,point,94696.8698644571
Washington,1,0.025,91407.0246357922
Washington,1,0.1,92087.993086161
Washington,1,0.25,93098.6248642394
Washington,1,0.5,94506.3407805336
Washington,1,0.75,96300.834338701
Washington,1,0.9,97324.2600259029
Washington,1,0.975,98346.3093809165
Washington,2,point,194892.634570541
Washington,2,0.025,182876.980743374
Washington,2,0.1,184086.482547589
Washington,2,0.25,189532.841494761
Washington,2,0.5,194401.721293444
Washington,2,0.75,200338.929114406
Washington,2,0.9,205853.634570541
Washington,2,0.975,209955.144044364
Washington,3,point,361200.775637662
Washington,3,0.025,316042.269735613
Washington,3,0.1,330605.912143387
Washington,3,0.25,342162.620988511
Washington,3,0.5,355493.914953551
Washington,3,0.75,375340.757891622
Washington,3,0.9,393351.678700046
Washington,3,0.975,412910.324551079
Washington,4,point,514481.121964165
Washington,4,0.025,411225.348116342
Washington,4,0.1,434380.946454839
Washington,4,0.25,464189.009541685
Washington,4,0.5,504828.512674149
Washington,4,0.75,555211.499611591
Washington,4,0.9,609415.231952769
Washington,4,0.975,647167.593194624
Washington,5,point,506293.240232741
Washington,5,0.025,379399.07138263
Washington,5,0.1,396075.955139568
Washington,5,0.25,421349.484519912
Washington,5,0.5,485436.372374858
Washington,5,0.75,573635.409499172
Washington,5,0.9,676830.752615411
Washington,5,0.975,713961.851669159
Washington,6,point,331137.449693717
Washington,6,0.025,244090.750201762
Washington,6,0.1,252856.288435283
Washington,6,0.25,263382.015975394
Washington,6,0.5,292056.837453118
Washington,6,0.75,408310.982962149
Washington,6,0.9,475547.922543155
Washington,6,0.975,495353.456185961
Washington,7,point,157476.694470842
Washington,7,0.025,104082.451559223
Washington,7,0.1,112988.826995691
Washington,7,0.25,122104.527551335
Washington,7,0.5,133581.603558601
Washington,7,0.75,208322.739303917
Washington,7,0.9,227592.212273655
Washington,7,0.975,248829.21030503
Illinois,1,point,207791.375981702
Illinois,1,0.025,195326.953720931
Illinois,1,0.1,198634.348753688
Illinois,1,0.25,202735.216526749
Illinois,1,0.5,207475.82888428
Illinois,1,0.75,212379.851409602
Illinois,1,0.9,217004.034431105
Illinois,1,0.975,222090.273078716
Illinois,2,point,262297.577546221
Illinois,2,0.025,229768.672736825
Illinois,2,0.1,236797.577546221
Illinois,2,0.25,246575.010817803
Illinois,2,0.5,261460.468803107
Illinois,2,0.75,277658.925306382
Illinois,2,0.9,287797.577546221
Illinois,2,0.975,300654.117262881
Illinois,3,point,275535.024653436
Illinois,3,0.025,218161.002964558
Illinois,3,0.1,231367.188704304
Illinois,3,0.25,248254.595455113
Illinois,3,0.5,272196.286049575
Illinois,3,0.75,302949.041645313
Illinois,3,0.9,323379.46872709
Illinois,3,0.975,338686.526941313
Illinois,4,point,233020.347924413
Illinois,4,0.025,167166.970190346
Illinois,4,0.1,176827.658336386
Illinois,4,0.25,190293.479250279
Illinois,4,0.5,230115.19987234
Illinois,4,0.75,271124.189527627
Illinois,4,0.9,299724.492625132
Illinois,4,0.975,313593.91054819
Illinois,5,point,163632.750124841
Illinois,5,0.025,108255.403201082
Illinois,5,0.1,112060.022559076
Illinois,5,0.25,122293.645290997
Illinois,5,0.5,157748.901813555
Illinois,5,0.75,203702.410572552
Illinois,5,0.9,220691.431117547
Illinois,5,0.975,236476.25771549
Illinois,6,point,100413.426864862
Illinois,6,0.025,61268.9326354504
Illinois,6,0.1,62162.0777506197
Illinois,6,0.25,68752.2512349545
Illinois,6,0.5,94833.3517775317
Illinois,6,0.75,132327.340246161
Illinois,6,0.9,143720.644587465
Illinois,6,0.975,151894.652011466
Illinois,7,point,56630.7768200297
Illinois,7,0.025,31312.2742817918
Illinois,7,0.1,32708.6824613841
Illinois,7,0.25,35288.359929441
Illinois,7,0.5,53477.9862840511
Illinois,7,0.75,78301.0745638227
Illinois,7,0.9,83655.3337745489
Illinois,7,0.975,88868.9163138038
California,1,point,573110.706301563
California,1,0.025,536366.335491223
California,1,0.1,540150.079176733
California,1,0.25,543728.244433882
California,1,0.5,572069.617136757
California,1,0.75,602925.32302283
California,1,0.9,607125.362939915
California,1,0.975,611615.650331859
California,2,point,1097526.70334812
California,2,0.025,970663.176399481
California,2,0.1,983923.416765283
California,2,0.25,1006712.31701037
California,2,0.5,1091602.43452692
California,2,0.75,1192739.20934751
California,2,0.9,1215997.5892154
California,2,0.975,1232074.67863662
California,3,point,1763146.90224326
California,3,0.025,1470725.12118884
California,3,0.1,1495248.34974029
California,3,0.25,1586885.5145783
California,3,0.5,1747976.83493316
California,3,0.75,1940280.33010741
California,3,0.9,2031068.74944987
California,3,0.975,2104523.00029664
California,4,point,2072110.80967862
California,4,0.025,1660631.98842969
California,4,0.1,1686599.09845828
California,4,0.25,1895614.86215899
California,4,0.5,2034682.83819839
California,4,0.75,2227813.09936824
California,4,0.9,2441485.31955052
California,4,0.975,2586130.0833206
California,5,point,1705610.44431322
California,5,0.025,1348368.66871737
California,5,0.1,1388463.86352441
California,5,0.25,1462659.90656509
California,5,0.5,1724606.87577611
California,5,0.75,1884435.13412865
California,5,0.9,2027350.72309538
California,5,0.975,2119010.23803654
California,6,point,1034705.53660298
California,6,0.025,742908.379345801
California,6,0.1,777952.704882357
California,6,0.25,867069.623666399
California,6,0.5,1054218.50132725
California,6,0.75,1186673.9982065
California,6,0.9,1261939.1762179
California,6,0.975,1336640.80790787
California,7,point,515572.808491185
California,7,0.025,333545.880343696
California,7,0.1,341501.027940175
California,7,0.25,439101.914860117
California,7,0.5,511262.330429852
California,7,0.75,584202.939776842
California,7,0.9,699273.594173781
California,7,0.975,731192.85591932
Arizona,1,point,71133.1876557762
Arizona,1,0.025,66786.1960965547
Arizona,1,0.1,67414.5577037574
Arizona,1,0.25,68804.6981705885
Arizona,1,0.5,70863.8481223176
Arizona,1,0.75,73441.169973147
Arizona,1,0.9,75496.1589150953
Arizona,1,0.975,76037.6966538703
Arizona,2,point,120855.708570702
Arizona,2,0.025,107024.787125528
Arizona,2,0.1,109990.66902608
Arizona,2,0.25,114118.185500198
Arizona,2,0.5,120237.629003732
Arizona,2,0.75,128032.208570702
Arizona,2,0.9,134321.973965571
Arizona,2,0.975,136608.181554131
Arizona,3,point,190161.851670289
Arizona,3,0.025,158033.251046875
Arizona,3,0.1,166892.456246817
Arizona,3,0.25,177449.719848833
Arizona,3,0.5,190438.099197123
Arizona,3,0.75,204618.133488243
Arizona,3,0.9,220206.483549147
Arizona,3,0.975,228463.275006207
Arizona,4,point,255281.178355291
Arizona,4,0.025,199693.425566438
Arizona,4,0.1,217768.443356092
Arizona,4,0.25,230640.157572966
Arizona,4,0.5,254090.047441748
Arizona,4,0.75,273675.198453402
Arizona,4,0.9,300729.536853782
Arizona,4,0.975,319128.54717711
Arizona,5,point,279233.159922002
Arizona,5,0.025,211102.649162772
Arizona,5,0.1,229411.311066587
Arizona,5,0.25,248560.112656881
Arizona,5,0.5,278866.352622593
Arizona,5,0.75,306943.689503935
Arizona,5,0.9,330061.429302583
Arizona,5,0.975,358194.189802567
Arizona,6,point,244523.502489735
Arizona,6,0.025,183662.08030567
Arizona,6,0.1,192279.93406292
Arizona,6,0.25,202924.116292141
Arizona,6,0.5,251700.002489735
Arizona,6,0.75,273696.040519327
Arizona,6,0.9,294356.550332062
Arizona,6,0.975,310166.976771458
Arizona,7,point,175526.520036699
Arizona,7,0.025,126529.624760627
Arizona,7,0.1,130703.011728188
Arizona,7,0.25,135841.829381809
Arizona,7,0.5,181633.205894425
Arizona,7,0.75,208739.655913053
Arizona,7,0.9,214698.025092619
Arizona,7,0.975,219040.814143774
Massachusetts,1,point,153450.534535568
Massachusetts,1,0.025,143118.925379566
Massachusetts,1,0.1,145475.633002646
Massachusetts,1,0.25,148207.525241025
Massachusetts,1,0.5,152982.289521026
Massachusetts,1,0.75,158911.780946425
Massachusetts,1,0.9,161948.156735011
Massachusetts,1,0.975,164735.529346132
Massachusetts,2,point,219217.462579874
Massachusetts,2,0.025,191152.205226499
Massachusetts,2,0.1,196583.595452268
Massachusetts,2,0.25,206918.997165619
Massachusetts,2,0.5,217268.964198345
Massachusetts,2,0.75,234011.885020609
Massachusetts,2,0.9,242173.202244816
Massachusetts,2,0.975,251455.685517242
Massachusetts,3,point,270477.909937674
Massachusetts,3,0.025,213409.933919428
