forecast_date,target,target_end_date,location,type,quantile,value
2021-10-10,1 wk ahead inc case,2021-10-16,AT,quantile,0.010,18776
2021-10-10,1 wk ahead inc case,2021-10-16,BE,quantile,0.010,18251
2021-10-10,1 wk ahead inc case,2021-10-16,BG,quantile,0.010,15967
2021-10-10,1 wk ahead inc case,2021-10-16,HR,quantile,0.010,11281
2021-10-10,1 wk ahead inc case,2021-10-16,CY,quantile,0.010,831
2021-10-10,1 wk ahead inc case,2021-10-16,CZ,quantile,0.010,8582
2021-10-10,1 wk ahead inc case,2021-10-16,DK,quantile,0.010,7395
2021-10-10,1 wk ahead inc case,2021-10-16,EE,quantile,0.010,10227
2021-10-10,1 wk ahead inc case,2021-10-16,FI,quantile,0.010,5691
2021-10-10,1 wk ahead inc case,2021-10-16,FR,quantile,0.010,61908
2021-10-10,1 wk ahead inc case,2021-10-16,DE,quantile,0.010,75022
2021-10-10,1 wk ahead inc case,2021-10-16,GR,quantile,0.010,19805
2021-10-10,1 wk ahead inc case,2021-10-16,HU,quantile,0.010,5637
2021-10-10,1 wk ahead inc case,2021-10-16,IS,quantile,0.010,637
2021-10-10,1 wk ahead inc case,2021-10-16,IE,quantile,0.010,12388
2021-10-10,1 wk ahead inc case,2021-10-16,IT,quantile,0.010,25979
2021-10-10,1 wk ahead inc case,2021-10-16,LV,quantile,0.010,14040
2021-10-10,1 wk ahead inc case,2021-10-16,LI,quantile,0.010,301
2021-10-10,1 wk ahead inc case,2021-10-16,LT,quantile,0.010,22357
2021-10-10,1 wk ahead inc case,2021-10-16,LU,quantile,0.010,299
2021-10-10,1 wk ahead inc case,2021-10-16,MT,quantile,0.010,194
2021-10-10,1 wk ahead inc case,2021-10-16,NL,quantile,0.010,22145
2021-10-10,1 wk ahead inc case,2021-10-16,NO,quantile,0.010,4967
2021-10-10,1 wk ahead inc case,2021-10-16,PL,quantile,0.010,16142
2021-10-10,1 wk ahead inc case,2021-10-16,PT,quantile,0.010,6523
2021-10-10,1 wk ahead inc case,2021-10-16,RO,quantile,0.010,100408
2021-10-10,1 wk ahead inc case,2021-10-16,SK,quantile,0.010,17175
2021-10-10,1 wk ahead inc case,2021-10-16,SI,quantile,0.010,7376
2021-10-10,1 wk ahead inc case,2021-10-16,ES,quantile,0.010,18803
2021-10-10,1 wk ahead inc case,2021-10-16,SE,quantile,0.010,6822
2021-10-10,1 wk ahead inc case,2021-10-16,CH,quantile,0.010,6963
2021-10-10,1 wk ahead inc case,2021-10-16,GB,quantile,0.010,304250
2021-10-10,2 wk ahead inc case,2021-10-23,AT,quantile,0.010,29378
2021-10-10,2 wk ahead inc case,2021-10-23,BE,quantile,0.010,23811
