forecast_date,target,target_end_date,location,location_name,type,quantile,value
2020-12-13,1 wk ahead inc case,2020-12-12,GM01,GM01,point,NA,21201
2020-12-13,1 wk ahead inc case,2020-12-12,GM01,GM01,quantile,0.01,17807.403611884
2020-12-13,1 wk ahead inc case,2020-12-12,GM01,GM01,quantile,0.025,17943.9081699381
2020-12-13,1 wk ahead inc case,2020-12-12,GM01,GM01,quantile,0.05,18339.1011509519
2020-12-13,1 wk ahead inc case,2020-12-12,GM01,GM01,quantile,0.1,18508.843031397
2020-12-13,1 wk ahead inc case,2020-12-12,GM01,GM01,quantile,0.15,18985.8902617788
2020-12-13,1 wk ahead inc case,2020-12-12,GM01,GM01,quantile,0.2,19613.0100144898
2020-12-13,1 wk ahead inc case,2020-12-12,GM01,GM01,quantile,0.25,19751.1254451767
2020-12-13,1 wk ahead inc case,2020-12-12,GM01,GM01,quantile,0.3,20200.3971316126
2020-12-13,1 wk ahead inc case,2020-12-12,GM01,GM01,quantile,0.35,20336.9802558673
2020-12-13,1 wk ahead inc case,2020-12-12,GM01,GM01,quantile,0.4,21185.9602876569
2020-12-13,1 wk ahead inc case,2020-12-12,GM01,GM01,quantile,0.45,21194.8240430081
2020-12-13,1 wk ahead inc case,2020-12-12,GM01,GM01,quantile,0.5,21201
2020-12-13,1 wk ahead inc case,2020-12-12,GM01,GM01,quantile,0.55,21991.6197419128
2020-12-13,1 wk ahead inc case,2020-12-12,GM01,GM01,quantile,0.6,22323.8547577951
2020-12-13,1 wk ahead inc case,2020-12-12,GM01,GM01,quantile,0.65,22361.1862056173
2020-12-13,1 wk ahead inc case,2020-12-12,GM01,GM01,quantile,0.7,22636.5859455163
2020-12-13,1 wk ahead inc case,2020-12-12,GM01,GM01,quantile,0.75,22742.5121510697
2020-12-13,1 wk ahead inc case,2020-12-12,GM01,GM01,quantile,0.8,22883.2314670394
2020-12-13,1 wk ahead inc case,2020-12-12,GM01,GM01,quantile,0.85,23061.6676017231
2020-12-13,1 wk ahead inc case,2020-12-12,GM01,GM01,quantile,0.9,23270.2704070514
2020-12-13,1 wk ahead inc case,2020-12-12,GM01,GM01,quantile,0.95,23420.735114883
2020-12-13,1 wk ahead inc case,2020-12-12,GM01,GM01,quantile,0.975,23455.675266968
2020-12-13,1 wk ahead inc case,2020-12-12,GM01,GM01,quantile,0.99,23476.639358219
2020-12-13,1 wk ahead cum case,2020-12-12,GM01,GM01,point,NA,186044
2020-12-13,1 wk ahead cum cases,2020-12-12,GM01,GM01,quantile,0.01,203458.403611884
2020-12-13,1 wk ahead cum cases,2020-12-12,GM01,GM01,quantile,0.025,203594.908169938
2020-12-13,1 wk ahead cum cases,2020-12-12,GM01,GM01,quantile,0.05,203990.101150952
2020-12-13,1 wk ahead cum cases,2020-12-12,GM01,GM01,quantile,0.1,204159.843031397
2020-12-13,1 wk ahead cum cases,2020-12-12,GM01,GM01,quantile,0.15,204636.890261779
2020-12-13,1 wk ahead cum cases,2020-12-12,GM01,GM01,quantile,0.2,205264.01001449
2020-12-13,1 wk ahead cum cases,2020-12-12,GM01,GM01,quantile,0.25,205402.125445177
2020-12-13,1 wk ahead cum cases,2020-12-12,GM01,GM01,quantile,0.3,205851.397131613
2020-12-13,1 wk ahead cum cases,2020-12-12,GM01,GM01,quantile,0.35,205987.980255867
2020-12-13,1 wk ahead cum cases,2020-12-12,GM01,GM01,quantile,0.4,206836.960287657
2020-12-13,1 wk ahead cum cases,2020-12-12,GM01,GM01,quantile,0.45,206845.824043008
2020-12-13,1 wk ahead cum cases,2020-12-12,GM01,GM01,quantile,0.5,206852
2020-12-13,1 wk ahead cum cases,2020-12-12,GM01,GM01,quantile,0.55,207642.619741913
2020-12-13,1 wk ahead cum cases,2020-12-12,GM01,GM01,quantile,0.6,207974.854757795
2020-12-13,1 wk ahead cum cases,2020-12-12,GM01,GM01,quantile,0.65,208012.186205617
2020-12-13,1 wk ahead cum cases,2020-12-12,GM01,GM01,quantile,0.7,208287.585945516
2020-12-13,1 wk ahead cum cases,2020-12-12,GM01,GM01,quantile,0.75,208393.51215107
2020-12-13,1 wk ahead cum cases,2020-12-12,GM01,GM01,quantile,0.8,208534.231467039
