forecast_date,target,target_end_date,location,location_name,type,quantile,value
2020-12-13,1 wk ahead inc case,2020-12-12,PL72,PL72,point,NA,4647
2020-12-13,1 wk ahead inc case,2020-12-12,PL72,PL72,quantile,0.01,3458.57219101775
2020-12-13,1 wk ahead inc case,2020-12-12,PL72,PL72,quantile,0.025,4127.62097150556
2020-12-13,1 wk ahead inc case,2020-12-12,PL72,PL72,quantile,0.05,4247.29745140378
2020-12-13,1 wk ahead inc case,2020-12-12,PL72,PL72,quantile,0.1,4307.03263878197
2020-12-13,1 wk ahead inc case,2020-12-12,PL72,PL72,quantile,0.15,4422.70911973085
2020-12-13,1 wk ahead inc case,2020-12-12,PL72,PL72,quantile,0.2,4465.51653737373
2020-12-13,1 wk ahead inc case,2020-12-12,PL72,PL72,quantile,0.25,4499.16723043225
2020-12-13,1 wk ahead inc case,2020-12-12,PL72,PL72,quantile,0.3,4562.00658684887
2020-12-13,1 wk ahead inc case,2020-12-12,PL72,PL72,quantile,0.35,4574.42443502397
2020-12-13,1 wk ahead inc case,2020-12-12,PL72,PL72,quantile,0.4,4591.81666221285
2020-12-13,1 wk ahead inc case,2020-12-12,PL72,PL72,quantile,0.45,4612.68548405351
2020-12-13,1 wk ahead inc case,2020-12-12,PL72,PL72,quantile,0.5,4647
2020-12-13,1 wk ahead inc case,2020-12-12,PL72,PL72,quantile,0.55,4662.91438118157
2020-12-13,1 wk ahead inc case,2020-12-12,PL72,PL72,quantile,0.6,4714.24720347481
2020-12-13,1 wk ahead inc case,2020-12-12,PL72,PL72,quantile,0.65,4747.20534061321
2020-12-13,1 wk ahead inc case,2020-12-12,PL72,PL72,quantile,0.7,4784.64583443532
2020-12-13,1 wk ahead inc case,2020-12-12,PL72,PL72,quantile,0.75,4805.73928975708
2020-12-13,1 wk ahead inc case,2020-12-12,PL72,PL72,quantile,0.8,4841.94985612427
2020-12-13,1 wk ahead inc case,2020-12-12,PL72,PL72,quantile,0.85,4937.56222143212
2020-12-13,1 wk ahead inc case,2020-12-12,PL72,PL72,quantile,0.9,5038.62097150558
2020-12-13,1 wk ahead inc case,2020-12-12,PL72,PL72,quantile,0.95,5201.21517912029
2020-12-13,1 wk ahead inc case,2020-12-12,PL72,PL72,quantile,0.975,5592.2092067997
2020-12-13,1 wk ahead inc case,2020-12-12,PL72,PL72,quantile,0.99,5907.38567738793
2020-12-13,1 wk ahead cum case,2020-12-12,PL72,PL72,point,NA,82987
2020-12-13,1 wk ahead cum cases,2020-12-12,PL72,PL72,quantile,0.01,86270.5721910178
2020-12-13,1 wk ahead cum cases,2020-12-12,PL72,PL72,quantile,0.025,86939.6209715056
2020-12-13,1 wk ahead cum cases,2020-12-12,PL72,PL72,quantile,0.05,87059.2974514038
2020-12-13,1 wk ahead cum cases,2020-12-12,PL72,PL72,quantile,0.1,87119.032638782
2020-12-13,1 wk ahead cum cases,2020-12-12,PL72,PL72,quantile,0.15,87234.7091197308
2020-12-13,1 wk ahead cum cases,2020-12-12,PL72,PL72,quantile,0.2,87277.5165373737
2020-12-13,1 wk ahead cum cases,2020-12-12,PL72,PL72,quantile,0.25,87311.1672304323
2020-12-13,1 wk ahead cum cases,2020-12-12,PL72,PL72,quantile,0.3,87374.0065868489
2020-12-13,1 wk ahead cum cases,2020-12-12,PL72,PL72,quantile,0.35,87386.424435024
2020-12-13,1 wk ahead cum cases,2020-12-12,PL72,PL72,quantile,0.4,87403.8166622128
2020-12-13,1 wk ahead cum cases,2020-12-12,PL72,PL72,quantile,0.45,87424.6854840535
2020-12-13,1 wk ahead cum cases,2020-12-12,PL72,PL72,quantile,0.5,87459
2020-12-13,1 wk ahead cum cases,2020-12-12,PL72,PL72,quantile,0.55,87474.9143811816
2020-12-13,1 wk ahead cum cases,2020-12-12,PL72,PL72,quantile,0.6,87526.2472034748
2020-12-13,1 wk ahead cum cases,2020-12-12,PL72,PL72,quantile,0.65,87559.2053406132
2020-12-13,1 wk ahead cum cases,2020-12-12,PL72,PL72,quantile,0.7,87596.6458344353
2020-12-13,1 wk ahead cum cases,2020-12-12,PL72,PL72,quantile,0.75,87617.7392897571
2020-12-13,1 wk ahead cum cases,2020-12-12,PL72,PL72,quantile,0.8,87653.9498561243
2020-12-13,1 wk ahead cum cases,2020-12-12,PL72,PL72,quantile,0.85,87749.5622214321
2020-12-13,1 wk ahead cum cases,2020-12-12,PL72,PL72,quantile,0.9,87850.6209715056
2020-12-13,1 wk ahead cum cases,2020-12-12,PL72,PL72,quantile,0.95,88013.2151791203
2020-12-13,1 wk ahead cum cases,2020-12-12,PL72,PL72,quantile,0.975,88404.2092067997
2020-12-13,1 wk ahead cum cases,2020-12-12,PL72,PL72,quantile,0.99,88719.3856773879
2020-12-13,2 wk ahead inc case,2020-12-19,PL72,PL72,point,NA,4150
2020-12-13,2 wk ahead inc case,2020-12-19,PL72,PL72,quantile,0.01,3225.60482251844
2020-12-13,2 wk ahead inc case,2020-12-19,PL72,PL72,quantile,0.025,3629.06450445005
2020-12-13,2 wk ahead inc case,2020-12-19,PL72,PL72,quantile,0.05,3701.62199515541
2020-12-13,2 wk ahead inc case,2020-12-19,PL72,PL72,quantile,0.1,3834.99301156352
2020-12-13,2 wk ahead inc case,2020-12-19,PL72,PL72,quantile,0.15,3895.04209907421
2020-12-13,2 wk ahead inc case,2020-12-19,PL72,PL72,quantile,0.2,3966.75019469223
2020-12-13,2 wk ahead inc case,2020-12-19,PL72,PL72,quantile,0.25,3991.57012748736
2020-12-13,2 wk ahead inc case,2020-12-19,PL72,PL72,quantile,0.3,4013.77515789736
2020-12-13,2 wk ahead inc case,2020-12-19,PL72,PL72,quantile,0.35,4039.47446811381
2020-12-13,2 wk ahead inc case,2020-12-19,PL72,PL72,quantile,0.4,4078.43050882594
2020-12-13,2 wk ahead inc case,2020-12-19,PL72,PL72,quantile,0.45,4133.94900193469
2020-12-13,2 wk ahead inc case,2020-12-19,PL72,PL72,quantile,0.5,4150
2020-12-13,2 wk ahead inc case,2020-12-19,PL72,PL72,quantile,0.55,4193.6579780163
2020-12-13,2 wk ahead inc case,2020-12-19,PL72,PL72,quantile,0.6,4206.36651737761
2020-12-13,2 wk ahead inc case,2020-12-19,PL72,PL72,quantile,0.65,4269.38924599738
2020-12-13,2 wk ahead inc case,2020-12-19,PL72,PL72,quantile,0.7,4341.60482251845
2020-12-13,2 wk ahead inc case,2020-12-19,PL72,PL72,quantile,0.75,4419.17088428839
2020-12-13,2 wk ahead inc case,2020-12-19,PL72,PL72,quantile,0.8,4465.8173375077
2020-12-13,2 wk ahead inc case,2020-12-19,PL72,PL72,quantile,0.85,4601.83923452812
2020-12-13,2 wk ahead inc case,2020-12-19,PL72,PL72,quantile,0.9,4746.85854247266
2020-12-13,2 wk ahead inc case,2020-12-19,PL72,PL72,quantile,0.95,4977.53632936776
2020-12-13,2 wk ahead inc case,2020-12-19,PL72,PL72,quantile,0.975,5166.05936797301
2020-12-13,2 wk ahead inc case,2020-12-19,PL72,PL72,quantile,0.99,5673.10482251845
2020-12-13,2 wk ahead cum case,2020-12-19,PL72,PL72,point,NA,87137
2020-12-13,2 wk ahead cum cases,2020-12-19,PL72,PL72,quantile,0.01,90243.6048225184
2020-12-13,2 wk ahead cum cases,2020-12-19,PL72,PL72,quantile,0.025,90647.06450445
2020-12-13,2 wk ahead cum cases,2020-12-19,PL72,PL72,quantile,0.05,90719.6219951554
2020-12-13,2 wk ahead cum cases,2020-12-19,PL72,PL72,quantile,0.1,90852.9930115635
2020-12-13,2 wk ahead cum cases,2020-12-19,PL72,PL72,quantile,0.15,90913.0420990742
2020-12-13,2 wk ahead cum cases,2020-12-19,PL72,PL72,quantile,0.2,90984.7501946922
2020-12-13,2 wk ahead cum cases,2020-12-19,PL72,PL72,quantile,0.25,91009.5701274874
2020-12-13,2 wk ahead cum cases,2020-12-19,PL72,PL72,quantile,0.3,91031.7751578974
2020-12-13,2 wk ahead cum cases,2020-12-19,PL72,PL72,quantile,0.35,91057.4744681138
2020-12-13,2 wk ahead cum cases,2020-12-19,PL72,PL72,quantile,0.4,91096.4305088259
2020-12-13,2 wk ahead cum cases,2020-12-19,PL72,PL72,quantile,0.45,91151.9490019347
2020-12-13,2 wk ahead cum cases,2020-12-19,PL72,PL72,quantile,0.5,91168
2020-12-13,2 wk ahead cum cases,2020-12-19,PL72,PL72,quantile,0.55,91211.6579780163
2020-12-13,2 wk ahead cum cases,2020-12-19,PL72,PL72,quantile,0.6,91224.3665173776
2020-12-13,2 wk ahead cum cases,2020-12-19,PL72,PL72,quantile,0.65,91287.3892459974
