id,Country,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-03,2021-07-04,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-10,2021-07-11,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-17,2021-07-18,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-24,2021-07-25,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-07-31,2021-08-01,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-07,2021-08-08,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-14,2021-08-15,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-21,2021-08-22,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-28,2021-08-29,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-04,2021-09-05,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-11,2021-09-12,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-18,2021-09-19,2021-09-20,2021-09-21,2021-09-22,2021-09-23,2021-09-24,2021-09-25,2021-09-26,2021-09-27,2021-09-28,2021-09-29,2021-09-30,2021-10-01,2021-10-02,2021-10-03,2021-10-04,2021-10-05,2021-10-06,2021-10-07,2021-10-08,2021-10-09,2021-10-10,2021-10-11,2021-10-12,2021-10-13,2021-10-14,2021-10-15,2021-10-16,2021-10-17,2021-10-18,2021-10-19,2021-10-20,2021-10-21,2021-10-22,2021-10-23,2021-10-24,2021-10-25,2021-10-26,2021-10-27,2021-10-28,2021-10-29,2021-10-30,2021-10-31,2021-11-01,2021-11-02,2021-11-03,2021-11-04,2021-11-05,2021-11-06,2021-11-07,2021-11-08,2021-11-09,2021-11-10,2021-11-11,2021-11-12,2021-11-13,2021-11-14,2021-11-15,2021-11-16,2021-11-17,2021-11-18,2021-11-19,2021-11-20,2021-11-21,2021-11-22,2021-11-23,2021-11-24,2021-11-25,2021-11-26,2021-11-27
0,"Washington",416930,418158,419368,420560,421732,422888,424023,425150,426259,427351,428425,429482,430521,431545,432538,433513,434467,435401,436314,437207,438080,438933,439766,440577,441366,442135,442881,443607,444310,444993,445655,446297,446918,447520,448101,448662,449204,449726,450229,450713,451179,451626,452056,452469,452864,453243,453605,453952,454283,454599,454900,455187,455460,455720,455967,456201,456423,456634,456833,457021,457199,457367,457525,457674,457815,457946,458070,458186,458295,458397,458492,458581,458664,458741,458813,458880,458942,458999,459052,459102,459147,459189,459228,459264,459297,459327,459354,459380,459403,459424,459443,459461,459477,459491,459504,459516,459527,459537,459546,459554,459561,459567,459573,459578,459582,459586,459590,459593,459596,459598,459601,459603,459604,459606,459607,459608,459609,459610,459611,459612,459612,459613,459613,459613,459614,459614,459614,459614,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615,459615
1,"Illinois",1357843,1359777,1361657,1363484,1365259,1366984,1368659,1370283,1371852,1373368,1374833,1376248,1377614,1378934,1380205,1381427,1382601,1383729,1384811,1385849,1386843,1387794,1388702,1389570,1390397,1391186,1391937,1392651,1393329,1393973,1394583,1395161,1395708,1396225,1396713,1397173,1397606,1398014,1398397,1398756,1399094,1399410,1399705,1399982,1400239,1400480,1400704,1400912,1401105,1401285,1401451,1401605,1401748,1401879,1402000,1402112,1402215,1402309,1402396,1402475,1402547,1402614,1402674,1402729,1402780,1402825,1402867,1402904,1402938,1402969,1402997,1403022,1403044,1403064,1403083,1403099,1403113,1403126,1403138,1403148,1403157,1403166,1403173,1403179,1403185,1403190,1403194,1403198,1403201,1403204,1403207,1403209,1403211,1403213,1403214,1403216,1403217,1403218,1403219,1403219,1403220,1403221,1403221,1403221,1403222,1403222,1403222,1403222,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223,1403223
2,"California",3761779,3763573,3765359,3767133,3768892,3770637,3772364,3774061,3775734,3777381,3778999,3780587,3782143,3783663,3785148,3786594,3788003,3789371,3790699,3791985,3793228,3794428,3795584,3796696,3797764,3798788,3799768,3800704,3801596,3802446,3803253,3804019,3804743,3805428,3806074,3806682,3807253,3807789,3808290,3808758,3809195,3809601,3809979,3810328,3810652,3810950,3811225,3811478,3811710,3811922,3812116,3812293,3812454,3812600,3812732,3812851,3812959,3813056,3813143,3813221,3813290,3813352,3813407,3813456,3813500,3813538,3813571,3813601,3813627,3813650,3813670,3813687,3813702,3813715,3813726,3813735,3813744,3813751,3813757,3813762,3813766,3813770,3813773,3813776,3813778,3813780,3813781,3813783,3813784,3813785,3813785,3813786,3813786,3813787,3813787,3813787,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788,3813788
3,"Arizona",870155,870833,871504,872169,872825,873473,874116,874749,875371,875984,876585,877176,877755,878323,878878,879421,879951,880467,880971,881460,881936,882398,882846,883280,883699,884104,884495,884871,885233,885581,885916,886236,886543,886836,887116,887383,887637,887878,888108,888326,888532,888727,888911,889085,889248,889402,889547,889682,889809,889928,890039,890142,890238,890327,890410,890487,890558,890624,890685,890740,890792,890839,890882,890922,890958,890991,891021,891048,891073,891095,891115,891134,891150,891165,891179,891191,891201,891211,891219,891227,891234,891240,891245,891250,891254,891258,891261,891264,891266,891268,891270,891272,891273,891275,891276,891277,891277,891278,891279,891279,891280,891280,891280,891281,891281,891281,891281,891281,891281,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282,891282
4,"Massachusetts",698427,699196,699937,700649,701333,701988,702616,703218,703801,704361,704900,705419,705918,706400,706863,707302,707721,708122,708505,708870,709219,709553,709873,710178,710469,710745,711009,711258,711495,711720,711932,712134,712325,712506,712678,712840,712993,713137,713273,713401,713521,713634,713741,713840,713933,714021,714103,714180,714251,714318,714380,714438,714492,714542,714589,714632,714672,714709,714744,714775,714805,714831,714856,714879,714900,714919,714937,714953,714968,714981,714993,715005,715015,715024,715032,715040,715047,715053,715059,715064,715068,715072,715076,715079,715082,715085,715087,715089,715091,715093,715094,715095,715097,715098,715098,715099,715100,715101,715101,715101,715102,715102,715102,715103,715103,715103,715103,715103,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104,715104
5,"Wisconsin",666974,667555,668126,668690,669240,669774,670291,670794,671286,671768,672240,672703,673158,673606,674044,674466,674876,675274,675659,676033,676395,676748,677092,677426,677750,678064,678368,678662,678944,679217,679479,679732,679976,680211,680438,680656,680866,681068,681261,681446,681623,681792,681954,682109,682257,682398,682533,682662,682784,682901,683012,683117,683216,683311,683400,683485,683565,683641,683712,683780,683844,683904,683960,684013,684063,684109,684153,684194,684232,684268,684302,684333,684362,684389,684414,684437,684459,684479,684498,684515,684531,684546,684559,684572,684583,684594,684603,684612,684620,684628,684634,684641,684646,684651,684656,684660,684664,684667,684671,684673,684676,684678,684680,684682,684684,684685,684686,684688,684689,684690,684690,684691,684692,684692,684693,684693,684694,684694,684694,684694,684695,684695,684695,684695,684695,684695,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696,684696
6,"Texas",2920043,2922305,2924504,2926659,2928759,2930804,2932789,2934704,2936560,2938357,2940098,2941784,2943417,2944995,2946512,2947974,2949383,2950738,2952042,2953293,2954494,2955644,2956746,2957801,2958809,2959772,2960691,2961567,2962401,2963195,2963949,2964665,2965345,2965989,2966599,2967176,2967721,2968235,2968720,2969177,2969607,2970011,2970391,2970747,2971081,2971393,2971686,2971958,2972213,2972450,2972671,2972877,2973068,2973245,2973409,2973561,2973702,2973831,2973951,2974062,2974163,2974257,2974342,2974421,2974493,2974559,2974620,2974675,2974725,2974770,2974812,2974850,2974884,2974915,2974943,2974968,2974991,2975012,2975030,2975047,2975062,2975075,2975087,2975098,2975108,2975116,2975124,2975130,2975136,2975142,2975146,2975151,2975154,2975157,2975160,2975163,2975165,2975167,2975169,2975170,2975171,2975172,2975173,2975174,2975175,2975176,2975176,2975177,2975177,2975177,2975178,2975178,2975178,2975178,2975178,2975178,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179,2975179
7,"Nebraska",221911,222106,222299,222492,222684,222875,223065,223253,223437,223618,223797,223972,224144,224313,224478,224639,224795,224948,225096,225239,225379,225513,225643,225768,225888,226004,226115,226221,226322,226419,226511,226598,226681,226760,226835,226905,226971,227034,227092,227147,227198,227246,227291,227333,227371,227407,227440,227471,227499,227525,227549,227571,227591,227609,227626,227641,227655,227667,227679,227689,227698,227706,227713,227720,227726,227731,227736,227740,227743,227747,227750,227752,227754,227756,227758,227759,227761,227762,227763,227763,227764,227765,227765,227766,227766,227766,227767,227767,227767,227767,227767,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768,227768
8,"Utah",400783,401086,401384,401676,401961,402240,402512,402777,403036,403290,403538,403781,404019,404252,404479,404699,404913,405121,405323,405519,405709,405893,406072,406245,406413,406576,406733,406884,407030,407171,407306,407437,407562,407683,407799,407910,408017,408119,408217,408311,408400,408485,408567,408645,408719,408789,408856,408920,408980,409037,409092,409143,409192,409238,409281,409322,409360,409397,409431,409463,409493,409521,409548,409573,409596,409617,409637,409656,409674,409690,409705,409719,409732,409744,409756,409766,409775,409784,409792,409800,409807,409813,409819,409824,409829,409833,409837,409841,409844,409847,409850,409852,409854,409856,409858,409860,409861,409863,409864,409865,409866,409867,409868,409868,409869,409869,409870,409870,409871,409871,409871,409872,409872,409872,409872,409872,409872,409872,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873,409873
9,"Oregon",192416,193078,193725,194359,194978,195584,196177,196756,197319,197866,198399,198916,199419,199907,200379,200836,201277,201703,202114,202510,202891,203258,203609,203947,204270,204579,204874,205156,205426,205682,205926,206158,206378,206586,206784,206971,207147,207314,207471,207618,207757,207888,208010,208125,208232,208332,208426,208513,208594,208669,208739,208804,208864,208920,208971,209019,209062,209102,209139,209173,209204,209232,209258,209281,209303,209322,209340,209356,209371,209384,209396,209406,209416,209425,209433,209440,209446,209451,209456,209461,209465,209468,209471,209474,209476,209478,209480,209482,209483,209485,209486,209487,209488,209488,209489,209489,209490,209490,209491,209491,209491,209491,209492,209492,209492,209492,209492,209492,209492,209492,209492,209492,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493,209493
