id,Country,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-03,2021-07-04,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-10,2021-07-11,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-17,2021-07-18,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-24,2021-07-25,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-07-31
0,Afghanistan,59225,59365,59509,59661,59818,59982,60154,60333,60518,60710,60913,61123,61344,61576,61818,62072,62338,62617,62910,63216,63536,63872,64223,64592,64980,65387,65812,66260,66729,67223,67741,68284,68854,69453,70080,70738,71430,72156,72917,73717,74557,75439,76364,77336,78356,79426,80550,81730,82969,84270,85635,87069,88574,90153,91812,93553,95379,97298,99312,101424,103642,105969,108412,110974,113664,116485,119446,122552,125810,129228,132814,136575,140519,144656,148994,153544,158313,163315,168559,174056,179816,185856,192185,198819,205769,213052,220683,228676,237049,245819,255004,264622,274694,285238,296278,307835
1,Albania,130736,130843,130944,131043,131136,131227,131313,131396,131475,131549,131621,131689,131754,131816,131875,131932,131986,132037,132086,132133,132177,132219,132260,132298,132335,132369,132402,132434,132464,132492,132520,132546,132570,132595,132617,132638,132658,132678,132696,132713,132730,132746,132762,132776,132789,132802,132815,132827,132839,132849,132860,132869,132878,132888,132896,132904,132913,132920,132927,132933,132939,132945,132950,132956,132962,132967,132971,132976,132980,132984,132988,132991,132996,132999,133001,133005,133007,133010,133013,133014,133017,133019,133021,133023,133026,133027,133029,133030,133031,133032,133035,133035,133037,133038,133038,133038
2,Algeria,121344,121514,121686,121861,122036,122213,122391,122571,122753,122935,123121,123307,123494,123683,123873,124065,124257,124452,124649,124846,125045,125245,125447,125650,125854,126059,126267,126475,126685,126896,127107,127322,127536,127752,127971,128188,128409,128630,128853,129076,129301,129528,129754,129982,130212,130441,130674,130906,131140,131374,131609,131846,132083,132322,132561,132800,133041,133282,133522,133762,134001,134239,134477,134715,134953,135190,135426,135660,135894,136126,136358,136589,136818,137046,137272,137497,137721,137943,138163,138380,138596,138810,139021,139229,139437,139640,139840,140040,140235,140426,140616,140800,140983,141163,141338,141511
3,Andorra,13121,13142,13162,13182,13201,13219,13236,13252,13268,13281,13295,13308,13319,13329,13340,13349,13356,13364,13371,13378,13385,13391,13396,13401,13405,13409,13412,13415,13418,13421,13423,13423,13424,13425,13425,13425,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426,13426
4,Angola,25942,26095,26252,26411,26574,26741,26908,27079,27252,27429,27608,27790,27975,28164,28357,28554,28756,28958,29167,29378,29594,29813,30038,30267,30500,30738,30981,31229,31482,31740,32005,32274,32549,32831,33118,33411,33711,34016,34330,34650,34977,35312,35654,36003,36361,36726,37101,37483,37874,38274,38685,39105,39533,39973,40422,40883,41353,41835,42329,42834,43352,43882,44425,44979,45548,46129,46725,47333,47957,48595,49248,49917,50602,51302,52019,52755,53507,54278,55068,55875,56701,57549,58415,59304,60215,61146,62101,63079,64080,65106,66156,67233,68336,69466,70625,71815
5,Antigua and Barbuda,1232,1233,1234,1236,1236,1238,1240,1242,1243,1244,1245,1246,1246,1247,1248,1248,1249,1250,1251,1251,1252,1253,1253,1255,1256,1256,1258,1258,1259,1261,1261,1262,1263,1265,1266,1267,1269,1270,1271,1272,1274,1274,1276,1277,1279,1280,1282,1283,1285,1286,1288,1289,1291,1292,1294,1295,1296,1298,1299,1301,1302,1303,1305,1306,1308,1309,1310,1312,1313,1314,1316,1317,1318,1320,1321,1322,1323,1325,1326,1327,1329,1330,1331,1332,1334,1335,1336,1337,1339,1340,1341,1342,1342,1342,1342,1342
6,Argentina,2905172,2926347,2947434,2968421,2989305,3010080,3030741,3051295,3071751,3092106,3112357,3132504,3152545,3172494,3192332,3212040,3231633,3251105,3270460,3289698,3308820,3327831,3346729,3365512,3384178,3402725,3421148,3439445,3457611,3475644,3493547,3511317,3528956,3546462,3563837,3581077,3598184,3615153,3631987,3648684,3665242,3681661,3697940,3714080,3730079,3745940,3761659,3777240,3792680,3807978,3823138,3838155,3853032,3867768,3882363,3896820,3911135,3925311,3939347,3953245,3967003,3980622,3994104,4007449,4020655,4033725,4046660,4059459,4072123,4084652,4097047,4109310,4121440,4133440,4145307,4157044,4168651,4180130,4191481,4202706,4213802,4224773,4235621,4246344,4256944,4267422,4277777,4288015,4298130,4308128,4318008,4327770,4337416,4346942,4356351,4365640
7,Armenia,214064,214543,215003,215438,215849,216236,216600,216943,217272,217585,217885,218168,218442,218707,218957,219189,219407,219610,219798,219974,220140,220296,220443,220582,220710,220830,220941,221042,221133,221216,221290,221357,221418,221472,221520,221562,221598,221628,221651,221670,221682,221691,221693,221693,221693,221693,221693,221693,221693,221693,221693,221693,221693,221693,221693,221693,221693,221693,221693,221693,221693,221693,221693,221693,221693,221693,221693,221693,221693,221693,221693,221693,221693,221693,221693,221693,221693,221693,221693,221693,221693,221693,221693,221693,221693,221693,221693,221693,221693,221693,221693,221693,221693,221693,221693,221693
8,Australia,29750,29763,29777,29790,29803,29818,29832,29846,29860,29877,29892,29908,29925,29942,29959,29977,29995,30012,30032,30049,30069,30090,30110,30132,30154,30177,30201,30225,30250,30276,30303,30331,30361,30389,30421,30454,30486,30522,30558,30596,30634,30676,30719,30761,30807,30854,30904,30954,31008,31064,31123,31183,31246,31313,31381,31453,31529,31608,31690,31776,31864,31958,32056,32157,32263,32374,32489,32611,32737,32869,33007,33151,33302,33460,33624,33797,33977,34166,34363,34568,34785,35010,35245,35490,35748,36016,36296,36591,36899,37222,37560,37915,38287,38676,39083,39509
9,Austria,612170,614067,615929,617759,619552,621307,623029,624718,626375,628001,629601,631173,632720,634244,635738,637202,638639,640050,641434,642792,644124,645432,646715,647974,649214,650429,651623,652797,653947,655077,656185,657272,658339,659385,660412,661420,662409,663382,664335,665271,666190,667091,667975,668844,669693,670529,671348,672153,672942,673716,674476,675223,675953,676671,677376,678066,678744,679409,680062,680701,681330,681945,682551,683144,683725,684297,684856,685405,685945,686473,686992,687500,688000,688491,688970,689442,689904,690357,690802,691238,691667,692086,692498,692902,693299,693687,694068,694443,694811,695170,695523,695870,696209,696542,696868,697188
