Borough,Date,Neighborhood,Positive,Test Positive Rate,Total,ZIPCODE,zcta_cum.perc_pos
Manhattan,2020-04-04,Gramercy Park and Murray Hill,157,0.376498801,417,10022,37.65
Manhattan,2020-04-04,Upper West Side,245,0.39452496,621,10023,39.45
Manhattan,2020-04-04,Upper West Side,270,0.35714285700000004,756,10024,35.71
Manhattan,2020-04-04,Upper West Side,357,0.37737843600000004,946,10025,37.74
Manhattan,2020-04-04,Central Harlem,188,0.475949367,395,10026,47.59
Manhattan,2020-04-04,Central Harlem,250,0.46296296299999995,540,10027,46.3
Manhattan,2020-04-04,Upper East Side,229,0.401050788,571,10028,40.11
Manhattan,2020-04-04,East Harlem,421,0.47732426299999997,882,10029,47.73
Manhattan,2020-04-04,Central Harlem,149,0.5580524339999999,267,10030,55.81
Manhattan,2020-04-04,Inwood and Washington Heights,314,0.580406654,541,10031,58.04
Manhattan,2020-04-04,Inwood and Washington Heights,431,0.595303867,724,10032,59.53
Manhattan,2020-04-04,Inwood and Washington Heights,366,0.584664537,626,10033,58.47
Manhattan,2020-04-04,Inwood and Washington Heights,169,0.482857143,350,10034,48.29
Manhattan,2020-04-04,East Harlem,233,0.482401656,483,10035,48.24
Manhattan,2020-04-04,Chelsea and Clinton,157,0.453757225,346,10036,45.38
Manhattan,2020-04-04,Central Harlem,108,0.486486486,222,10037,48.65
Manhattan,2020-04-04,Lower Manhattan,97,0.45971564,211,10038,45.97
Manhattan,2020-04-04,Central Harlem,147,0.5121951220000001,287,10039,51.22
Manhattan,2020-04-04,Inwood and Washington Heights,278,0.601731602,462,10040,60.17
Manhattan,2020-04-04,Upper East Side,63,0.43150684899999997,146,10044,43.15
Manhattan,2020-04-04,Upper East Side,166,0.34086242299999997,487,10065,34.09
Manhattan,2020-04-04,Upper East Side,195,0.45034642,433,10075,45.03
Manhattan,2020-04-04,Upper East Side,275,0.383008357,718,10128,38.3
Manhattan,2020-04-04,Lower Manhattan,19,0.322033898,59,10280,32.2
Staten Islan,2020-04-04,Stapleton and St. George,253,0.551198257,459,10301,55.12
Staten Islan,2020-04-04,Port Richmond,103,0.502439024,205,10302,50.24
Staten Islan,2020-04-04,Port Richmond,159,0.49378882,322,10303,49.38
Staten Islan,2020-04-04,Stapleton and St. George,397,0.553695955,717,10304,55.37
Staten Islan,2020-04-04,Stapleton and St. George,280,0.461285008,607,10305,46.13
Staten Islan,2020-04-04,South Shore,365,0.451732673,808,10306,45.17
Staten Islan,2020-04-04,South Shore,99,0.49009901,202,10307,49.01
Staten Islan,2020-04-04,South Shore,197,0.449771689,438,10308,44.98
Staten Islan,2020-04-04,South Shore,230,0.47619047600000003,483,10309,47.62
Staten Islan,2020-04-04,Port Richmond,142,0.47333333299999997,300,10310,47.33
Staten Islan,2020-04-04,South Shore,442,0.51635514,856,10312,51.64
Staten Islan,2020-04-04,Mid-Island,663,0.50456621,1314,10314,50.46
Bronx,2020-04-04,High Bridge and Morrisania,370,0.5563909770000001,665,10451,55.64
Bronx,2020-04-04,High Bridge and Morrisania,542,0.618015964,877,10452,61.8
Bronx,2020-04-04,Central Bronx,573,0.624863686,917,10453,62.49
Bronx,2020-04-04,Hunts Point and Mott Haven,273,0.5747368420000001,475,10454,57.47
Bronx,2020-04-04,Hunts Point and Mott Haven,257,0.547974414,469,10455,54.8
Bronx,2020-04-04,High Bridge and Morrisania,548,0.572025052,958,10456,57.2
Bronx,2020-04-04,Central Bronx,483,0.593366093,814,10457,59.34
Bronx,2020-04-04,Bronx Park and Fordham,495,0.57424594,862,10458,57.42
Bronx,2020-04-04,Hunts Point and Mott Haven,340,0.592334495,574,10459,59.23
Bronx,2020-04-04,Central Bronx,371,0.561270802,661,10460,56.13
Bronx,2020-04-04,Southeast Bronx,496,0.537378115,923,10461,53.74
Bronx,2020-04-04,Southeast Bronx,597,0.544708029,1096,10462,54.47
Bronx,2020-04-04,Kingsbridge and Riverdale,367,0.43075117399999996,852,10463,43.08
Bronx,2020-04-04,Southeast Bronx,30,0.384615385,78,10464,38.46
Bronx,2020-04-04,Southeast Bronx,426,0.48135593200000004,885,10465,48.14
Bronx,2020-04-04,Northeast Bronx,548,0.576842105,950,10466,57.68
Bronx,2020-04-04,Bronx Park and Fordham,889,0.580666231,1531,10467,58.07
Bronx,2020-04-04,Bronx Park and Fordham,585,0.66552901,879,10468,66.55
Bronx,2020-04-04,Northeast Bronx,755,0.613322502,1231,10469,61.33
Bronx,2020-04-04,Northeast Bronx,111,0.526066351,211,10470,52.61
Bronx,2020-04-04,Kingsbridge and Riverdale,136,0.38202247200000006,356,10471,38.2
Bronx,2020-04-04,Southeast Bronx,448,0.615384615,728,10472,61.54
Bronx,2020-04-04,Southeast Bronx,472,0.574908648,821,10473,57.49
Bronx,2020-04-04,Hunts Point and Mott Haven,77,0.592307692,130,10474,59.23
Bronx,2020-04-04,Northeast Bronx,394,0.5978755689999999,659,10475,59.79
Queens,2020-04-04,Southeast Queens,296,0.698113208,424,11429,69.81
Queens,2020-04-04,Southeast Queens,194,0.631921824,307,11004,63.19
Queens,2020-04-04,Northwest Queens,214,0.487471526,439,11101,48.75
Queens,2020-04-04,Northwest Queens,166,0.522012579,318,11102,52.2
Queens,2020-04-04,Northwest Queens,152,0.537102473,283,11103,53.71
Queens,2020-04-04,Northwest Queens,152,0.586872587,259,11104,58.69
Queens,2020-04-04,Northwest Queens,157,0.47865853700000005,328,11105,47.87
Queens,2020-04-04,Northwest Queens,194,0.5078534029999999,382,11106,50.79
Brooklyn,2020-04-04,Northwest Brooklyn,249,0.430795848,578,11201,43.08
Brooklyn,2020-04-04,Flatbush,499,0.63164557,790,11203,63.16
Brooklyn,2020-04-04,Borough Park,746,0.604538088,1234,11204,60.45
Brooklyn,2020-04-04,Northwest Brooklyn,254,0.586605081,433,11205,58.66
Brooklyn,2020-04-04,Bushwick and Williamsburg,444,0.579634465,766,11206,57.96
Brooklyn,2020-04-04,East New York and New Lots,524,0.610011641,859,11207,61.0
Brooklyn,2020-04-04,East New York and New Lots,571,0.6578341010000001,868,11208,65.78
Brooklyn,2020-04-04,Southwest Brooklyn,321,0.483433735,664,11209,48.34
Brooklyn,2020-04-04,Flatbush,554,0.615555556,900,11210,61.56
Brooklyn,2020-04-04,Greenpoint,829,0.6451361870000001,1285,11211,64.51
Brooklyn,2020-04-04,Central Brooklyn,434,0.628985507,690,11212,62.9
Brooklyn,2020-04-04,Central Brooklyn,520,0.637254902,816,11213,63.73
Brooklyn,2020-04-04,Southwest Brooklyn,369,0.495302013,745,11214,49.53
Brooklyn,2020-04-04,Northwest Brooklyn,217,0.41412213700000006,524,11215,41.41
Brooklyn,2020-04-04,Central Brooklyn,222,0.526066351,422,11216,52.61
Brooklyn,2020-04-04,Northwest Brooklyn,177,0.520588235,340,11217,52.06
Brooklyn,2020-04-04,Borough Park,542,0.584681769,927,11218,58.47
Brooklyn,2020-04-04,Borough Park,1088,0.695207668,1565,11219,69.52
Brooklyn,2020-04-04,Sunset Park,440,0.6179775279999999,712,11220,61.8
Brooklyn,2020-04-04,Bushwick and Williamsburg,358,0.594684385,602,11221,59.47
Brooklyn,2020-04-04,Greenpoint,140,0.44585987299999996,314,11222,44.59
Brooklyn,2020-04-04,Southern Brooklyn,508,0.549189189,925,11223,54.92
Brooklyn,2020-04-04,Southern Brooklyn,210,0.5097087379999999,412,11224,50.97
Brooklyn,2020-04-04,Flatbush,376,0.657342657,572,11225,65.73
Brooklyn,2020-04-04,Flatbush,523,0.619668246,844,11226,61.97
Brooklyn,2020-04-04,Southwest Brooklyn,169,0.521604938,324,11228,52.16
Brooklyn,2020-04-04,Southern Brooklyn,445,0.525383707,847,11229,52.54
Brooklyn,2020-04-04,Borough Park,903,0.6386138610000001,1414,11230,63.86
Brooklyn,2020-04-04,Northwest Brooklyn,161,0.48787878799999995,330,11231,48.79
Brooklyn,2020-04-04,Sunset Park,155,0.6352459020000001,244,11232,63.52
Brooklyn,2020-04-04,Central Brooklyn,325,0.6202290079999999,524,11233,62.02
Brooklyn,2020-04-04,Canarsie and Flatlands,574,0.57000993,1007,11234,57.0
Brooklyn,2020-04-04,Southern Brooklyn,459,0.505506608,908,11235,50.55
Brooklyn,2020-04-04,Canarsie and Flatlands,676,0.631775701,1070,11236,63.18
Brooklyn,2020-04-04,Bushwick and Williamsburg,258,0.6736292429999999,383,11237,67.36
Brooklyn,2020-04-04,Central Brooklyn,272,0.548387097,496,11238,54.84
Brooklyn,2020-04-04,Canarsie and Flatlands,137,0.6748768470000001,203,11239,67.49
Queens,2020-04-04,North Queens,240,0.526315789,456,11357,52.63
Queens,2020-04-04,North Queens,333,0.613259669,543,11355,61.33
Queens,2020-04-04,North Queens,232,0.565853659,410,11354,56.59
Queens,2020-04-04,North Queens,160,0.5228758170000001,306,11356,52.29
Queens,2020-04-04,North Queens,163,0.48082595899999997,339,11358,48.08
Queens,2020-04-04,North Queens,94,0.427272727,220,11360,42.73
Queens,2020-04-04,Northeast Queens,130,0.524193548,248,11361,52.42
Queens,2020-04-04,Northeast Queens,88,0.435643564,202,11362,43.56
Queens,2020-04-04,Northeast Queens,38,0.44705882399999997,85,11363,44.71
Queens,2020-04-04,Northeast Queens,158,0.531986532,297,11364,53.2
Queens,2020-04-04,Central Queens,248,0.546255507,454,11365,54.63
Queens,2020-04-04,Central Queens,165,0.6179775279999999,267,11366,61.8
Queens,2020-04-04,Central Queens,425,0.63338301,671,11367,63.34
Queens,2020-04-04,West Queens,1337,0.775972142,1723,11368,77.6
Queens,2020-04-04,West Queens,504,0.747774481,674,11369,74.78
Queens,2020-04-04,West Queens,540,0.556701031,970,11370,55.67
Queens,2020-04-04,West Queens,747,0.728070175,1026,11372,72.81
Queens,2020-04-04,West Queens,903,0.6830559759999999,1322,11373,68.31
Queens,2020-04-04,West Central Queens,460,0.614152203,749,11374,61.42
Queens,2020-04-04,West Central Queens,613,0.538664323,1138,11375,53.87
Queens,2020-04-04,West Queens,563,0.625555556,900,11377,62.56
Queens,2020-04-04,West Queens,219,0.5718015670000001,383,11378,57.18
Queens,2020-04-04,West Central Queens,260,0.546218487,476,11379,54.62
Queens,2020-04-04,West Central Queens,639,0.5878564860000001,1087,11385,58.79
Queens,2020-04-04,Southeast Queens,246,0.725663717,339,11411,72.57
Queens,2020-04-04,Jamaica,386,0.639072848,604,11412,63.91
Queens,2020-04-04,Southeast Queens,420,0.629685157,667,11413,62.97
Queens,2020-04-04,Southwest Queens,238,0.552204176,431,11414,55.22
Queens,2020-04-04,Southwest Queens,198,0.603658537,328,11415,60.37
Queens,2020-04-04,Southwest Queens,183,0.653571429,280,11416,65.36
Queens,2020-04-04,Southwest Queens,241,0.599502488,402,11417,59.95
Queens,2020-04-04,Southwest Queens,308,0.606299213,508,11418,60.63
Queens,2020-04-04,Southwest Queens,290,0.5858585860000001,495,11419,58.59
Queens,2020-04-04,Southwest Queens,365,0.601317957,607,11420,60.13
Queens,2020-04-04,Southwest Queens,305,0.627572016,486,11421,62.76
Queens,2020-04-04,Southeast Queens,331,0.642718447,515,11422,64.27
Queens,2020-04-04,Jamaica,262,0.6485148510000001,404,11423,64.85
Queens,2020-04-04,Southeast Queens,155,0.523648649,296,11426,52.36
Queens,2020-04-04,Southeast Queens,258,0.587699317,439,11427,58.77
Queens,2020-04-04,Southeast Queens,179,0.660516605,271,11428,66.05
Queens,2020-04-04,Jamaica,584,0.665906499,877,11434,66.59
Queens,2020-04-04,Jamaica,471,0.6313672920000001,746,11432,63.14
Queens,2020-04-04,Jamaica,239,0.645945946,370,11433,64.59
Queens,2020-04-04,Jamaica,441,0.599184783,736,11435,59.92
Queens,2020-04-04,Jamaica,148,0.666666667,222,11436,66.67
Queens,2020-04-04,Rockaways,660,0.665322581,992,11691,66.53
Queens,2020-04-04,Rockaways,169,0.632958801,267,11692,63.3
Queens,2020-04-04,Rockaways,120,0.606060606,198,11693,60.61
Queens,2020-04-04,Rockaways,201,0.547683924,367,11694,54.77
Queens,2020-04-04,Rockaways,31,0.41333333299999997,75,11697,41.33
Manhattan,2020-04-05,Chelsea and Clinton,158,0.4688427299703264,337,10001,46.88
Manhattan,2020-04-05,Lower East Side,360,0.5013927576601671,718,10002,50.14
Manhattan,2020-04-05,Lower East Side,210,0.42857142857142855,490,10003,42.86
Manhattan,2020-04-05,Lower Manhattan,20,0.4444444444444444,45,10004,44.44
Manhattan,2020-04-05,Lower Manhattan,29,0.3020833333333333,96,10005,30.21
Manhattan,2020-04-05,Lower Manhattan,7,0.23333333333333334,30,10006,23.33
Manhattan,2020-04-05,Lower Manhattan,29,0.35802469135802467,81,10007,35.8
Manhattan,2020-04-05,Lower East Side,262,0.4388609715242881,597,10009,43.89
Manhattan,2020-04-05,Gramercy Park and Murray Hill,121,0.3467048710601719,349,10010,34.67
Manhattan,2020-04-05,Chelsea and Clinton,278,0.4664429530201342,596,10011,46.64
Manhattan,2020-04-05,Greenwich Village and Soho,85,0.37610619469026546,226,10012,37.61
Manhattan,2020-04-05,Greenwich Village and Soho,124,0.4397163120567376,282,10013,43.97
Manhattan,2020-04-05,Greenwich Village and Soho,178,0.4772117962466488,373,10014,47.72
Manhattan,2020-04-05,Gramercy Park and Murray Hill,324,0.44566712517193946,727,10016,44.57
Manhattan,2020-04-05,Gramercy Park and Murray Hill,65,0.34759358288770054,187,10017,34.76
Manhattan,2020-04-05,Chelsea and Clinton,106,0.45689655172413796,232,10018,45.69
Manhattan,2020-04-05,Chelsea and Clinton,244,0.4357142857142857,560,10019,43.57
Manhattan,2020-04-05,Upper East Side,282,0.3884297520661157,726,10021,38.84
Manhattan,2020-04-05,Gramercy Park and Murray Hill,159,0.3767772511848341,422,10022,37.68
Manhattan,2020-04-05,Upper West Side,251,0.3909657320872274,642,10023,39.1
Manhattan,2020-04-05,Upper West Side,283,0.3618925831202046,782,10024,36.19
Manhattan,2020-04-05,Upper West Side,377,0.383130081300813,984,10025,38.31
Manhattan,2020-04-05,Central Harlem,197,0.47699757869249393,413,10026,47.7
Manhattan,2020-04-05,Central Harlem,267,0.4725663716814159,565,10027,47.26
Manhattan,2020-04-05,Upper East Side,237,0.3983193277310924,595,10028,39.83
Manhattan,2020-04-05,East Harlem,461,0.48886532343584305,943,10029,48.89
Manhattan,2020-04-05,Central Harlem,164,0.5674740484429066,289,10030,56.75
Manhattan,2020-04-05,Inwood and Washington Heights,340,0.5902777777777778,576,10031,59.03
Manhattan,2020-04-05,Inwood and Washington Heights,448,0.5918097754293263,757,10032,59.18
Manhattan,2020-04-05,Inwood and Washington Heights,391,0.5951293759512938,657,10033,59.51
Manhattan,2020-04-05,Inwood and Washington Heights,178,0.48633879781420764,366,10034,48.63
Manhattan,2020-04-05,East Harlem,254,0.49320388349514566,515,10035,49.32
Manhattan,2020-04-05,Chelsea and Clinton,160,0.4507042253521127,355,10036,45.07
Manhattan,2020-04-05,Central Harlem,121,0.5020746887966805,241,10037,50.21
Manhattan,2020-04-05,Lower Manhattan,101,0.4611872146118721,219,10038,46.12
Manhattan,2020-04-05,Central Harlem,155,0.5098684210526315,304,10039,50.99
Manhattan,2020-04-05,Inwood and Washington Heights,294,0.6036960985626283,487,10040,60.37
Manhattan,2020-04-05,Upper East Side,64,0.42953020134228187,149,10044,42.95
Manhattan,2020-04-05,Upper East Side,171,0.3475609756097561,492,10065,34.76
Manhattan,2020-04-05,Upper East Side,204,0.45132743362831856,452,10075,45.13
Manhattan,2020-04-05,Upper East Side,281,0.3812754409769335,737,10128,38.13
Manhattan,2020-04-05,Lower Manhattan,20,0.32786885245901637,61,10280,32.79
Staten Islan,2020-04-05,Stapleton and St. George,278,0.5548902195608783,501,10301,55.49
Staten Islan,2020-04-05,Port Richmond,120,0.5217391304347826,230,10302,52.17
Staten Islan,2020-04-05,Port Richmond,174,0.49291784702549574,353,10303,49.29
Staten Islan,2020-04-05,Stapleton and St. George,419,0.5491480996068152,763,10304,54.91
Staten Islan,2020-04-05,Stapleton and St. George,298,0.4570552147239264,652,10305,45.71
Staten Islan,2020-04-05,South Shore,404,0.45701357466063347,884,10306,45.7
Staten Islan,2020-04-05,South Shore,109,0.5023041474654378,217,10307,50.23
Staten Islan,2020-04-05,South Shore,214,0.45147679324894513,474,10308,45.15
Staten Islan,2020-04-05,South Shore,246,0.47126436781609193,522,10309,47.13
Staten Islan,2020-04-05,Port Richmond,161,0.4791666666666667,336,10310,47.92
Staten Islan,2020-04-05,South Shore,462,0.5043668122270742,916,10312,50.44
Staten Islan,2020-04-05,Mid-Island,712,0.5056818181818182,1408,10314,50.57
Bronx,2020-04-05,High Bridge and Morrisania,392,0.5592011412268189,701,10451,55.92
Bronx,2020-04-05,High Bridge and Morrisania,584,0.6199575371549894,942,10452,62.0
Bronx,2020-04-05,Central Bronx,619,0.62970498474059,983,10453,62.97
Bronx,2020-04-05,Hunts Point and Mott Haven,294,0.5903614457831325,498,10454,59.04
Bronx,2020-04-05,Hunts Point and Mott Haven,274,0.5535353535353535,495,10455,55.35
Bronx,2020-04-05,High Bridge and Morrisania,619,0.5872865275142315,1054,10456,58.73
Bronx,2020-04-05,Central Bronx,533,0.6063708759954494,879,10457,60.64
Bronx,2020-04-05,Bronx Park and Fordham,541,0.579849946409432,933,10458,57.98
Bronx,2020-04-05,Hunts Point and Mott Haven,363,0.587378640776699,618,10459,58.74
Bronx,2020-04-05,Central Bronx,397,0.569583931133429,697,10460,56.96
Bronx,2020-04-05,Southeast Bronx,536,0.5397784491440081,993,10461,53.98
Bronx,2020-04-05,Southeast Bronx,632,0.5448275862068965,1160,10462,54.48
Bronx,2020-04-05,Kingsbridge and Riverdale,402,0.44224422442244227,909,10463,44.22
Bronx,2020-04-05,Southeast Bronx,35,0.3684210526315789,95,10464,36.84
Bronx,2020-04-05,Southeast Bronx,461,0.48020833333333335,960,10465,48.02
Bronx,2020-04-05,Northeast Bronx,588,0.5804540967423495,1013,10466,58.05
Bronx,2020-04-05,Bronx Park and Fordham,941,0.579076923076923,1625,10467,57.91
Bronx,2020-04-05,Bronx Park and Fordham,625,0.6656017039403621,939,10468,66.56
Bronx,2020-04-05,Northeast Bronx,795,0.6096625766871165,1304,10469,60.97
Bronx,2020-04-05,Northeast Bronx,121,0.5283842794759825,229,10470,52.84
Bronx,2020-04-05,Kingsbridge and Riverdale,149,0.3973333333333333,375,10471,39.73
Bronx,2020-04-05,Southeast Bronx,469,0.6130718954248366,765,10472,61.31
Bronx,2020-04-05,Southeast Bronx,518,0.5839909808342728,887,10473,58.4
Bronx,2020-04-05,Hunts Point and Mott Haven,83,0.6102941176470589,136,10474,61.03
Bronx,2020-04-05,Northeast Bronx,424,0.601418439716312,705,10475,60.14
Queens,2020-04-05,Southeast Queens,322,0.6984815618221258,461,11429,69.85
Queens,2020-04-05,Southeast Queens,200,0.6329113924050633,316,11004,63.29
Queens,2020-04-05,Northwest Queens,232,0.49361702127659574,470,11101,49.36
Queens,2020-04-05,Northwest Queens,186,0.5284090909090909,352,11102,52.84
Queens,2020-04-05,Northwest Queens,168,0.5436893203883495,309,11103,54.37
Queens,2020-04-05,Northwest Queens,160,0.5776173285198556,277,11104,57.76
Queens,2020-04-05,Northwest Queens,166,0.4797687861271676,346,11105,47.98
Queens,2020-04-05,Northwest Queens,206,0.5162907268170426,399,11106,51.63
Brooklyn,2020-04-05,Northwest Brooklyn,259,0.43094841930116473,601,11201,43.09
Brooklyn,2020-04-05,Flatbush,553,0.635632183908046,870,11203,63.56
Brooklyn,2020-04-05,Borough Park,789,0.6078582434514638,1298,11204,60.79
Brooklyn,2020-04-05,Northwest Brooklyn,270,0.5844155844155844,462,11205,58.44
Brooklyn,2020-04-05,Bushwick and Williamsburg,477,0.5845588235294118,816,11206,58.46
Brooklyn,2020-04-05,East New York and New Lots,554,0.6081229418221734,911,11207,60.81
Brooklyn,2020-04-05,East New York and New Lots,608,0.6587215601300108,923,11208,65.87
Brooklyn,2020-04-05,Southwest Brooklyn,348,0.48467966573816157,718,11209,48.47
Brooklyn,2020-04-05,Flatbush,583,0.6117523609653726,953,11210,61.18
Brooklyn,2020-04-05,Greenpoint,859,0.6434456928838951,1335,11211,64.34
Brooklyn,2020-04-05,Central Brooklyn,469,0.6187335092348285,758,11212,61.87
Brooklyn,2020-04-05,Central Brooklyn,554,0.6302616609783845,879,11213,63.03
Brooklyn,2020-04-05,Southwest Brooklyn,403,0.5062814070351759,796,11214,50.63
Brooklyn,2020-04-05,Northwest Brooklyn,239,0.4275491949910555,559,11215,42.75
Brooklyn,2020-04-05,Central Brooklyn,240,0.5393258426966292,445,11216,53.93
Brooklyn,2020-04-05,Northwest Brooklyn,196,0.5311653116531165,369,11217,53.12
Brooklyn,2020-04-05,Borough Park,574,0.5887179487179487,975,11218,58.87
Brooklyn,2020-04-05,Borough Park,1136,0.6909975669099757,1644,11219,69.1
Brooklyn,2020-04-05,Sunset Park,455,0.6082887700534759,748,11220,60.83
Brooklyn,2020-04-05,Bushwick and Williamsburg,384,0.5962732919254659,644,11221,59.63
Brooklyn,2020-04-05,Greenpoint,148,0.4444444444444444,333,11222,44.44
Brooklyn,2020-04-05,Southern Brooklyn,529,0.5436793422404933,973,11223,54.37
Brooklyn,2020-04-05,Southern Brooklyn,235,0.5269058295964125,446,11224,52.69
Brooklyn,2020-04-05,Flatbush,394,0.6480263157894737,608,11225,64.8
Brooklyn,2020-04-05,Flatbush,553,0.6234498308906427,887,11226,62.34
Brooklyn,2020-04-05,Southwest Brooklyn,179,0.5249266862170088,341,11228,52.49
Brooklyn,2020-04-05,Southern Brooklyn,470,0.5280898876404494,890,11229,52.81
Brooklyn,2020-04-05,Borough Park,946,0.6361802286482852,1487,11230,63.62
Brooklyn,2020-04-05,Northwest Brooklyn,169,0.48148148148148145,351,11231,48.15
Brooklyn,2020-04-05,Sunset Park,169,0.6401515151515151,264,11232,64.02
Brooklyn,2020-04-05,Central Brooklyn,356,0.6180555555555556,576,11233,61.81
Brooklyn,2020-04-05,Canarsie and Flatlands,624,0.5783132530120482,1079,11234,57.83
Brooklyn,2020-04-05,Southern Brooklyn,487,0.5036194415718718,967,11235,50.36
Brooklyn,2020-04-05,Canarsie and Flatlands,728,0.6313963573287077,1153,11236,63.14
Brooklyn,2020-04-05,Bushwick and Williamsburg,274,0.6715686274509803,408,11237,67.16
Brooklyn,2020-04-05,Central Brooklyn,283,0.5505836575875487,514,11238,55.06
Brooklyn,2020-04-05,Canarsie and Flatlands,157,0.6885964912280702,228,11239,68.86
Queens,2020-04-05,North Queens,260,0.5383022774327122,483,11357,53.83
Queens,2020-04-05,North Queens,365,0.6207482993197279,588,11355,62.07
Queens,2020-04-05,North Queens,257,0.5854214123006833,439,11354,58.54
Queens,2020-04-05,North Queens,177,0.5347432024169184,331,11356,53.47
Queens,2020-04-05,North Queens,172,0.48044692737430167,358,11358,48.04
Queens,2020-04-05,North Queens,97,0.4217391304347826,230,11360,42.17
Queens,2020-04-05,Northeast Queens,145,0.5370370370370371,270,11361,53.7
Queens,2020-04-05,Northeast Queens,91,0.4312796208530806,211,11362,43.13
Queens,2020-04-05,Northeast Queens,42,0.45161290322580644,93,11363,45.16
Queens,2020-04-05,Northeast Queens,164,0.5256410256410257,312,11364,52.56
Queens,2020-04-05,Central Queens,268,0.5469387755102041,490,11365,54.69
Queens,2020-04-05,Central Queens,176,0.624113475177305,282,11366,62.41
Queens,2020-04-05,Central Queens,447,0.6331444759206799,706,11367,63.31
Queens,2020-04-05,West Queens,1446,0.7770016120365395,1861,11368,77.7
Queens,2020-04-05,West Queens,547,0.7513736263736264,728,11369,75.14
Queens,2020-04-05,West Queens,573,0.5690168818272096,1007,11370,56.9
Queens,2020-04-05,West Queens,806,0.7313974591651543,1102,11372,73.14
Queens,2020-04-05,West Queens,983,0.6898245614035088,1425,11373,68.98
Queens,2020-04-05,West Central Queens,479,0.610969387755102,784,11374,61.1
Queens,2020-04-05,West Central Queens,653,0.542809642560266,1203,11375,54.28
Queens,2020-04-05,West Queens,620,0.6378600823045267,972,11377,63.79
Queens,2020-04-05,West Queens,232,0.5631067961165048,412,11378,56.31
Queens,2020-04-05,West Central Queens,276,0.5476190476190477,504,11379,54.76
Queens,2020-04-05,West Central Queens,668,0.5864793678665496,1139,11385,58.65
Queens,2020-04-05,Southeast Queens,271,0.7364130434782609,368,11411,73.64
Queens,2020-04-05,Jamaica,423,0.6380090497737556,663,11412,63.8
Queens,2020-04-05,Southeast Queens,460,0.6344827586206897,725,11413,63.45
Queens,2020-04-05,Southwest Queens,252,0.5587583148558758,451,11414,55.88
Queens,2020-04-05,Southwest Queens,205,0.597667638483965,343,11415,59.77
Queens,2020-04-05,Southwest Queens,204,0.6559485530546624,311,11416,65.59
Queens,2020-04-05,Southwest Queens,254,0.6076555023923444,418,11417,60.77
Queens,2020-04-05,Southwest Queens,329,0.6081330868761553,541,11418,60.81
Queens,2020-04-05,Southwest Queens,318,0.6011342155009451,529,11419,60.11
Queens,2020-04-05,Southwest Queens,398,0.6067073170731707,656,11420,60.67
Queens,2020-04-05,Southwest Queens,323,0.6358267716535433,508,11421,63.58
Queens,2020-04-05,Southeast Queens,359,0.6410714285714286,560,11422,64.11
Queens,2020-04-05,Jamaica,273,0.6408450704225352,426,11423,64.08
Queens,2020-04-05,Southeast Queens,163,0.5207667731629393,313,11426,52.08
Queens,2020-04-05,Southeast Queens,272,0.5925925925925926,459,11427,59.26
Queens,2020-04-05,Southeast Queens,193,0.6542372881355932,295,11428,65.42
Queens,2020-04-05,Jamaica,635,0.667016806722689,952,11434,66.7
Queens,2020-04-05,Jamaica,502,0.6330390920554855,793,11432,63.3
Queens,2020-04-05,Jamaica,262,0.6421568627450981,408,11433,64.22
Queens,2020-04-05,Jamaica,485,0.6070087609511889,799,11435,60.7
Queens,2020-04-05,Jamaica,160,0.6666666666666666,240,11436,66.67
Queens,2020-04-05,Rockaways,713,0.6657329598506069,1071,11691,66.57
Queens,2020-04-05,Rockaways,182,0.629757785467128,289,11692,62.98
Queens,2020-04-05,Rockaways,131,0.6121495327102804,214,11693,61.21
Queens,2020-04-05,Rockaways,226,0.5692695214105793,397,11694,56.93
Queens,2020-04-05,Rockaways,34,0.425,80,11697,42.5
