0,63,26,0,2,0,27,423,5595,2452,4216,2,458,1090,2,63,3107,0,2,6,402,100,0,1004,4,2,85,14,6847,19,2,30,8573,58,0,17,3,23,365,0,7,127,427,4421,96,14,28,1793,5,0,535,186,0,132,58,1073,5042,1,5,452,39915,68,2789,6,3,0,9,0,7,383,14,214959,593,55944,1787,803,63,3043,6,1651,968,1491,667,754,3096,1481,48,959,18,0,91,125,18,571,178,30,44,21,36,112,0,48,0,191,8,1504,7379,637,3,4,34,412,5786,1323,36520,31,12,11,26,915,410,116,1681,610,8478,17,1,0,0,59182,45,0,50,250,220,94,318,891,760,2151,610,0,4800,1874,275,1981,6,1,39,56285,630,1926,334606,35534,4,31309,88,2,114,49,118,0,0,13,0,0,2,17,0,0,2,16,0,0,55,0,7,11,19,8,0,0,0,0
69,0,109,0,7,57,77,224,13338,28887,542,1,234,31,6,20,47169,8,0,5,31059,462,0,75816,12,49,23,43,18254,3,40,41,9454,491,0,18,5,17,2756,0,1205,1248,9903,7798,11,471,15,1792,76,4,2,1771,0,48,1,3982,45703,18,7,783,101005,44,1133223,0,9,1,0,0,0,4504,164,1562,152,471,631,2057,6191,800969,48,771,528,1860,176,6536,848,138,715,651,3,0,460,1444,13,3664,540,1492,8,96,1627,272,0,18,0,631,10,18,18701,2087,21,6,116,587623,7339,224,76,35,0,5,31,293,4087,2123,965,27166,16631,35,0,0,0,1898,64,0,49,262,10973,17029,2,516,15380,48,38,0,9818,19167,62,525,5,8,333,150797,43,14683,3320,76383,9,93415,26,6,93,10,4,0,0,32,0,0,2,7,1,0,2,32,0,0,12,0,4,0,8,3,0,0,0,0
20,108,0,0,737,0,246,13,1036,12457,278,9,1609,1298,1,245,77133,328,0,62,371,834,12,1521,2220,99,17,1305,100803,77,839,102,117959,234,1133,301,22,3495,1349,0,1141,417,2747,4566,327,63,131,67768,4,162,50,78,0,928,2,2083,3434432,801,82,148,62520,726,6389,6,413,10,4,0,8,3999,44,13593,2500,1940,3571,1597,51,132698,0,1995,25380,234,1172,10180,2932,77,323,21203,63,0,170,2481,215,11154,784,3095,6059,488,1054,71,0,6,0,276307,185,56,7965,251,9,5019,1319,89,2295,5173,1584,48,10,3,173,6480,3928,44523,12328,2750,13039,316,0,1,0,58579,5685,0,213,767,39,360,19,4962,559485,168,2982,0,5078,117332,1200,5108,153,14,2622039,407722,389,4254,134807,127535,20,41040,109,202,1963,352,420,0,0,358,0,0,0,21,3585,0,96,14219,3,0,268,0,51,84,61,24,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,1066,0,0,2,1208,10,1013,945,234,26,64,153,1,225,3074,1714,0,16,5,68165,9,754,94,3214,48,1793,2080,648,81,330,44226,576,7629,3734,33,1426,1039,0,6464,318,275,1477,8,33,435,2124,12,143,15,51,0,1285,9,131,25321,662,298,18,6131,3337,396,12,994,1,8,0,13,205,9,10326,1042,26,3,699,2856,7221,8,826,90,275,3014,2525,62,3,259,7586,838,0,440,106,227,747,74,128,2133,825,604,41,0,5,0,2644,403376,73,5135,524,27,49,19029,114,2585,49,618,450,9,421,146,9975,3036,310722,133,1391,4456,649,2,0,0,198,1218,0,242,2815,2,59,4,90885,10996,174,381,0,840,3471,1296,1339,71,357,859,1626,554,2613,14324,34716,200,16605,144,402,4939,2983,6662,0,0,9343,0,0,2,7,0,0,418,1869,0,0,47,0,1222,142,1206,191,0,0,0,0
0,38,0,0,2,0,119,0,718,264,2,521,4,1,41079,0,611,0,0,7,0,155,0,18,0,0,0,1,23799,0,0,94,1051,221,0,0,121,2,19,0,252,16,21,128,0,3087,48,7,40,0,0,1,0,0,4,85,607,0,0,1,718,8,34,49,0,6369,411,0,6,27,39,460,11,0,2,391,115,2604,10266,55,6,2,5,109,1,0,63,133,0,0,8,10,0,54,0,18,0,6,425,0,0,0,0,14,4,1,277,288,29,0,268,0,50,1,0,280,0,16,104,96,51,41,2,21,73,2,19151,2288,0,4,0,0,1,27,0,0,0,311,410,1,0,180,204,329,62,13,4,8374,0,22,3,53,103,86091,36,172907,0,90,1,5,9,43626,0,1,0,0,138,0,0,0,0,1,63443,0,0,0,5,0,0,4,0,0,0,0
31,77,225,0,1143,82,0,550,29834,12041,125,2053,92,296,518,131,11554,9,0,668119,37,3182760,23,1400,16,28,78,97,309180,2,11,3949188,34959,255000,34,34,22671,64,3274,0,127588,741,4441,9693,9,215158,169983,2891,2466,51,0,380,0,157,361,3460,107279,28,0,282,86353,275,12215,7063,5,185,1131,0,2578,3355,214,8273,1083,384,85,4946,36804,217586,2818,17334,490,185,689,7090,176,23,572,1407,15,0,482,1070,95,1718,526,499,2,764,380544,44,0,16,0,1417,218,248,30594,28500,2009,1,638,60,3833,88,260,50765,10,1662256,256232,1959,4860,13057,1519,1499,9614,59,109,26,0,677,1004,0,196,2075,18,474,0,14949,501306,180,48,202,7243,30953,545,20112,11,878,278,16860,155,2694,18050,91518,2749926,1311335,15,82711,625,105,159,13,0,397,0,0,635,13,4,0,19,17,52,0,95,0,54,5,13,29,0,0,0,0
426,206,34,0,33,0,564,0,2236,13002,158,2,486,500,3,9699,14716,6,0,4,152,379,0,3704,5,0,26,23,4546,3,4,114,8595,149,6,8,1,15,1135,0,66,4131,8129,2921,4,50,71,6043,20,0,1,1256,0,58,1,1254,31864,1,5,12071,35683,20,15007,5,3,1,2,0,3,1245,49,5085,187,197712,1506,399,10769,22423,5,597,1986,13011,68,1474,3168,2890,2332,18831,7,0,1424,1010,2,577,369,314,11,18,1664,2247,0,99,0,144,38,225,9015,273,25,3,37,378,1269,647,1695,13,2,5,22,204,23544,1025,1209,3220,970036,8,0,0,0,3166,21,0,32,280,31,313,5,250,19961,188,159,0,5670,7810,160,1475,8,0,42,50959,32,43524,58143,10046,49,92818,2835,12,120,29,15,0,0,22,0,0,0,6,2,0,3,1,0,0,13,0,2,4,6,3,0,0,0,0
7392,13338,1030,0,1013,718,29213,2236,0,161626,2313,3930,3202,47541,2561,1375,63536,61,2888,1325,8228,97019,15959,15058,428,19,156496,344,485557,152,40,73898,1872168,28365,260,757,14285,962,153009,0,23291,13800,95387,66893,53,1742,15139,26586,2161,30,581,10998,3242,8348,520681,21715,194196,158,29,2962,517364,4387,178548,966,401,263,79,0,137,105051,2623,637541,1617063,41511,18808,150909,41998,761873,3022,859132,21780,4949,19951,436479,15166,2350,2278,83140,321,0,6561,5085,1243,1074015,24594,13507,104,26119,93310,336,0,10693,0,27006,9600,76491,105599,3853149,6978,44,6040,16632,76147,24966,71178,5297,165863,811,46710,359666,65130,73503,21484,19088,55202,3531,156,39,1930,156971,850,0,1943,1467124,11648,33086,138,166136,88744,134325,3470,575,38377,223549,16456,904557,35,1540,1457,76461,5552,7566,345847,1696334,8636,2057887,434,2294,390038,9628,24453,216,0,1255,0,15734,289,35697,0,0,1,517,93,0,39550,0,2480,215,1058,855,0,0,0,1
1854,26483,12452,0,473,270,12663,14161,161626,0,8361,1154,5180,3814,1282,32461,590260,210,3,876,28382,102317,86,285128,553,1450,2548,808,143062,203,152,6352,797461,6462,283,473,3919,845,1363024,0,27283,59489,1090958,415119,162,22561,2100,150745,318,136,63,34149,0,3835,314,129033,1203128,498,450,15332,14804927,2635,525797,1275,138,25,152,0,457,1583825,19189,78857,19940,50651,12406,133106,184158,4615269,2256,229657,16087,14302,10940,284719,19204,3681,49991,18359,307,0,44940,77616,720,11597,28665,57892,276,19507,29470,33334,0,3620,0,34234,2999,3878,641528,28154,906,279,9429,21228,160824,5441,8813,2098,187,712,4451,22037,939264,177733,13733,437226,321394,521,352,20,0,109524,2075,0,10298,17233,299250,462860,276,48976,1329708,13634,1218,40,248591,1653391,7411,112085,237,631,26005,806144,2143,124111,121886,1376798,1163,901408,2632,1374,15084,1289,1270,57,0,727,3,0,242,675,155,0,58,510,87,0,2165,0,656,166,218,308,0,0,0,0
