forecast_date,target,target_end_date,location,location_name,type,quantile,value
2020-12-30,1 wk ahead inc death,2021-01-02,PL72,PL72,point,NA,66
2020-12-30,1 wk ahead inc death,2021-01-02,PL72,PL72,quantile,0.01,27
2020-12-30,1 wk ahead inc death,2021-01-02,PL72,PL72,quantile,0.025,31
2020-12-30,1 wk ahead inc death,2021-01-02,PL72,PL72,quantile,0.05,33
2020-12-30,1 wk ahead inc death,2021-01-02,PL72,PL72,quantile,0.1,43
2020-12-30,1 wk ahead inc death,2021-01-02,PL72,PL72,quantile,0.15,49
2020-12-30,1 wk ahead inc death,2021-01-02,PL72,PL72,quantile,0.2,50
2020-12-30,1 wk ahead inc death,2021-01-02,PL72,PL72,quantile,0.25,52
2020-12-30,1 wk ahead inc death,2021-01-02,PL72,PL72,quantile,0.3,53
2020-12-30,1 wk ahead inc death,2021-01-02,PL72,PL72,quantile,0.35,55
2020-12-30,1 wk ahead inc death,2021-01-02,PL72,PL72,quantile,0.4,59
2020-12-30,1 wk ahead inc death,2021-01-02,PL72,PL72,quantile,0.45,62
2020-12-30,1 wk ahead inc death,2021-01-02,PL72,PL72,quantile,0.5,66
2020-12-30,1 wk ahead inc death,2021-01-02,PL72,PL72,quantile,0.55,68
2020-12-30,1 wk ahead inc death,2021-01-02,PL72,PL72,quantile,0.6,69
2020-12-30,1 wk ahead inc death,2021-01-02,PL72,PL72,quantile,0.65,75
2020-12-30,1 wk ahead inc death,2021-01-02,PL72,PL72,quantile,0.7,76
2020-12-30,1 wk ahead inc death,2021-01-02,PL72,PL72,quantile,0.75,80
2020-12-30,1 wk ahead inc death,2021-01-02,PL72,PL72,quantile,0.8,84
2020-12-30,1 wk ahead inc death,2021-01-02,PL72,PL72,quantile,0.85,88
2020-12-30,1 wk ahead inc death,2021-01-02,PL72,PL72,quantile,0.9,94
2020-12-30,1 wk ahead inc death,2021-01-02,PL72,PL72,quantile,0.95,108
2020-12-30,1 wk ahead inc death,2021-01-02,PL72,PL72,quantile,0.975,125
2020-12-30,1 wk ahead inc death,2021-01-02,PL72,PL72,quantile,0.99,159
2020-12-30,1 wk ahead cum death,2021-01-02,PL72,PL72,point,NA,1936
2020-12-30,1 wk ahead cum death,2021-01-02,PL72,PL72,quantile,0.01,1897
2020-12-30,1 wk ahead cum death,2021-01-02,PL72,PL72,quantile,0.025,1901
2020-12-30,1 wk ahead cum death,2021-01-02,PL72,PL72,quantile,0.05,1903
2020-12-30,1 wk ahead cum death,2021-01-02,PL72,PL72,quantile,0.1,1913
2020-12-30,1 wk ahead cum death,2021-01-02,PL72,PL72,quantile,0.15,1919
2020-12-30,1 wk ahead cum death,2021-01-02,PL72,PL72,quantile,0.2,1920
2020-12-30,1 wk ahead cum death,2021-01-02,PL72,PL72,quantile,0.25,1922
2020-12-30,1 wk ahead cum death,2021-01-02,PL72,PL72,quantile,0.3,1923
2020-12-30,1 wk ahead cum death,2021-01-02,PL72,PL72,quantile,0.35,1925
2020-12-30,1 wk ahead cum death,2021-01-02,PL72,PL72,quantile,0.4,1929
2020-12-30,1 wk ahead cum death,2021-01-02,PL72,PL72,quantile,0.45,1932
2020-12-30,1 wk ahead cum death,2021-01-02,PL72,PL72,quantile,0.5,1936
2020-12-30,1 wk ahead cum death,2021-01-02,PL72,PL72,quantile,0.55,1938
2020-12-30,1 wk ahead cum death,2021-01-02,PL72,PL72,quantile,0.6,1939
2020-12-30,1 wk ahead cum death,2021-01-02,PL72,PL72,quantile,0.65,1945
2020-12-30,1 wk ahead cum death,2021-01-02,PL72,PL72,quantile,0.7,1946
2020-12-30,1 wk ahead cum death,2021-01-02,PL72,PL72,quantile,0.75,1950
