id,Country,2020-08-01,2020-08-08,2020-08-15,2020-08-22,2020-08-29,2020-09-05,2020-09-12,2020-09-19,2020-09-26,2020-10-03,2020-10-10,2020-10-17,2020-10-24,2020-10-31
0,Washington,59340,69566,82535,97689,113754,129081,142289,152709,160375,165736,169354,171740,173291,174289
1,Illinois,184880,206227,236337,273065,310520,342205,364957,379413,387890,392626,395202,396582,397315,397703
2,California,531035,657348,808306,953092,1064703,1136787,1178079,1200105,1211406,1217088,1219916,1221316,1222008,1222349
3,Arizona,177240,191676,201964,208648,212728,215125,216502,217282,217721,217966,218104,218180,218223,218247
4,Massachusetts,119311,126956,141322,164340,192635,217602,234691,245307,251926,256131,258811,260506,261566,262224
5,Wisconsin,56203,67382,81009,95786,109872,121718,130659,136866,140926,143480,145046,145992,146557,146894
6,Texas,470333,582297,699221,794723,857866,893871,912668,922027,926575,928761,929804,930302,930538,930651
7,Nebraska,27476,32914,41203,51122,60153,66544,70318,72313,73305,73783,74011,74119,74170,74194
8,Utah,42286,47915,53802,59406,64278,68184,71117,73212,74655,75624,76264,76681,76952,77127
9,Oregon,20073,26669,37622,53550,72651,90776,104433,113002,117765,120234,121468,122073,122367,122509
10,Florida,494607,568489,622079,654940,673023,682380,687067,689376,690504,691053,691320,691449,691512,691542
11,New York,415562,419553,423048,426076,428676,430890,432765,434342,435663,436765,437681,438441,439069,439588
12,Rhode Island,18943,20413,23098,27141,31792,35727,38364,39916,40770,41224,41461,41583,41646,41679
13,Georgia,199845,246672,292923,327022,346974,357075,361810,363949,364899,365318,365502,365583,365618,365633
14,New Hampshire,6903,8164,11288,17987,28646,39492,46856,50771,52574,53338,53650,53775,53825,53846
15,North Carolina,128583,152312,180640,209882,235784,255741,269503,278276,283589,286706,288501,289524,290103,290430
16,New Jersey,181632,185024,189361,194726,201100,208312,216038,223836,231245,237889,243541,248138,251740,254481
17,Colorado,49761,60104,76141,97502,120725,140869,155114,163767,168539,171031,172294,172926,173239,173393
18,Maryland,92123,108593,133023,160587,183295,197602,205166,208804,210477,211231,211569,211721,211788,211819
19,Nevada,52759,67866,83023,94004,100197,103214,104582,105184,105446,105560,105609,105631,105640,105644
20,Tennessee,122919,169638,219021,250702,265677,271939,274494,275544,275983,276169,276248,276283,276298,276304
21,Hawaii,2116,3161,5360,9626,16688,25721,33996,39486,42371,43699,44273,44514,44614,44655
22,Indiana,73262,100607,148596,201257,234931,249382,254473,256138,256668,256836,256889,256905,256910,256912
23,Kentucky,33585,47246,69167,95914,119142,133873,141391,144797,146255,146865,147117,147221,147263,147281
24,Minnesota,56312,63811,72773,82680,92717,102017,109939,116214,120900,124249,126566,128134,129179,129868
25,Oklahoma,40945,62231,93025,120526,135904,142266,144556,145338,145600,145687,145716,145726,145729,145730
26,Pennsylvania,123138,153076,214956,308053,395353,446154,467641,475453,478132,479032,479332,479432,479466,479477
27,South Carolina,95085,114213,132796,147144,156334,161522,164242,165612,166289,166620,166781,166859,166896,166915
28,District of Columbia,12323,13117,14071,15127,16193,17173,17998,18643,19118,19452,19680,19832,19932,19997
29,Kansas,30365,41245,58104,76238,89349,96406,99636,101008,101574,101806,101901,101940,101956,101963
30,Missouri,57583,95736,153956,202514,225525,233416,235801,236494,236693,236750,236766,236771,236772,236772
31,Vermont,1481,1662,2019,2705,3953,6000,8840,11966,14616,16396,17409,17930,18185,18306
32,Virginia,84975,85013,85014,85014,85014,85014,85014,85014,85014,85014,85014,85014,85014,85014
33,Connecticut,49890,52336,56979,65052,77103,91450,104441,113513,118734,121403,122686,123283,123557,123682
34,Iowa,47025,54931,65243,76256,85710,92382,96454,98722,99918,100533,100843,100999,101077,101116
35,Louisiana,125117,144990,160786,170408,175414,177797,178890,179386,179611,179713,179759,179781,179791,179796
36,Ohio,99096,132002,187721,259150,322990,363467,383673,392536,396201,397678,398268,398502,398595,398632
37,Michigan,95282,116588,158737,222444,286799,329125,349423,357648,360748,361883,362295,362444,362497,362517
39,Arkansas,43584,49512,55064,59798,63516,66252,68169,69467,70324,70882,71241,71471,71617,71710
40,Delaware,15187,16574,18323,20308,22301,24067,25466,26476,27158,27598,27872,28041,28143,28204
41,Mississippi,59674,67450,73377,77399,79915,81408,82267,82752,83024,83174,83258,83304,83329,83344
42,New Mexico,21956,27527,35784,45504,54189,60213,63697,65507,66396,66821,67022,67117,67161,67182
46,Maine,3999,4335,4874,5725,7032,8944,11546,14744,18220,21544,24380,26591,28205,29327
47,Alabama,90094,101265,110044,116296,120440,123057,124660,125622,126193,126530,126728,126844,126912,126951
