id,Country,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-03,2021-07-04,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-10,2021-07-11,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-17,2021-07-18,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-24,2021-07-25,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-07-31,2021-08-01,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-07,2021-08-08,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-14,2021-08-15,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-21,2021-08-22,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-28,2021-08-29,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-04,2021-09-05,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-11,2021-09-12,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-18,2021-09-19,2021-09-20,2021-09-21,2021-09-22,2021-09-23,2021-09-24,2021-09-25,2021-09-26,2021-09-27,2021-09-28,2021-09-29,2021-09-30,2021-10-01,2021-10-02,2021-10-03,2021-10-04,2021-10-05,2021-10-06,2021-10-07,2021-10-08,2021-10-09,2021-10-10,2021-10-11
56,"Afghanistan",52330,52513,52586,52709,52909,53011,53105,53207,53332,53400,53489,53538,53584,53690,53775,53831,53938,53984,54062,54141,54278,54403,54483,54559,54595,54672,54750,54854,54891,54939,55008,55023,55059,55121,55174,55231,55265,55330,55335,55359,55384,55402,55420,55445,55473,55492,55514,55518,55540,55557,55575,55580,55604,55617,55646,55664,55680,55696,55707,55714,55733,55759,55770,55775,55827,55840,55847,55876,55876,55894,55917,55959,55959,55985,55985,55995,56016,56044,56069,56093,56103,56153,56177,56192,56226,56254,56290,56294,56322,56384,56454,56517,56572,56595,56676,56717,56779,56873,56943,57019,57144,57160,57242,57364,57492,57534,57612,57721,57793,57898,58037,58214,58312,58542,58730,58843,59015,59225,59370,59576,59745,59939,60122,60300,60563,60797,61162,61455,61755,61842,62063,62403,62718,63045,63355,63412,63484,63598,63819,64122,64575,65080,65486,65728,66275,66903,67743,68366,69130,70111,70761,71838,72977,74026,75119,76628,77963,79224,80841,82326,84050,85892,87716,88740,89861,91458,93272,93288,96531,98734,100521,101906,103902,105749,107957,109532,111592,113124,114220,115751,117158,118659,120216,122156,123485,124748,125937,127464,129021,130113,131586,132777,133578,134653,135889,136643,137853,139051,140224,140602,141499,142414,142762,143183,143439,143666,143871,144285,145008,145552,145996,146523,147154,147501,147985,148572,148933,149361,149810,150240,150458,150778,151013,151291,151563,151770,151941,152033,152142,152243,152363,152411,152448,152497,152511,152583,152660,152722,152822,152960,153007,153033,153148,153220,153260,153306,153375,153395,153423,153534,153626,153736,153840,153962,153982,153990,154094,154180,154283,154361,154487,154487,154487,154585,154712,154757,154800,154960,154960,154960,155072,155093,155128,155174,155191,155191,155191,155287,155309,155380,155429,155448,155466,155508
57,"Albania",58316,58316,58991,59438,59623,60283,61008,61705,62378,63033,63595,63971,64627,65334,65994,66635,67216,67690,67982,68568,69238,69916,70655,71441,72274,72812,73691,74567,75454,76350,77251,78127,78992,79934,80941,81993,83082,84212,85336,86289,87528,88671,89776,90835,91987,93075,93850,94651,95726,96838,97909,99062,100246,101285,102306,103327,104313,105229,106215,107167,107931,108823,109674,110521,111301,112078,112897,113580,114209,114840,115442,116123,116821,117474,118017,118492,118938,119528,120022,120541,121200,121544,121847,122295,122767,123216,123641,124134,124419,124723,125157,125506,125842,126183,126531,126795,126936,127192,127509,127795,128155,128393,128518,128752,128959,129128,129307,129456,129594,129694,129842,129980,130114,130270,130409,130537,130606,130736,130859,130977,131085,131185,131238,131276,131327,131419,131510,131577,131666,131723,131753,131803,131845,131890,131939,131978,132015,132032,132071,132095,132118,132153,132176,132209,132215,132229,132244,132264,132285,132297,132309,132315,132337,132351,132360,132372,132374,132379,132384,132397,132415,132426,132437,132449,132459,132461,132469,132476,132481,132484,132488,132490,132490,132496,132497,132499,132506,132509,132512,132513,132514,132521,132523,132526,132534,132535,132537,132544,132557,132565,132580,132587,132592,132597,132608,132616,132629,132647,132665,132686,132697,132740,132763,132797,132828,132853,132875,132891,132922,132952,132999,133036,133081,133121,133146,133211,133310,133442,133591,133730,133912,133981,134201,134487,134761,135140,135550,135947,136147,136598,137075,137597,138132,138790,139324,139721,140521,141365,142253,143174,144079,144847,145333,146387,147369,148222,149117,150101,150997,151499,152239,153318,154316,155293,156162,157026,157436,158431,159423,160365,161324,162173,162953,163404,164276,165096,165864,166690,167354,167893,168188,168782,169462,170131,170778,171327,171794,171794,172618,173190,173723,174168,174643,174968
58,"Algeria",99610,99897,100159,100408,100645,100873,101120,101382,101657,101913,102144,102369,102641,102860,103127,103381,103611,103833,104092,104341,104606,104852,105124,105369,105596,105854,106097,106359,106610,106887,107122,107339,107578,107841,108116,108381,108629,108629,109088,109313,109559,109782,110049,110303,110513,110711,110894,111069,111247,111418,111600,111764,111917,112094,112279,112461,112622,112805,112960,113092,113255,113430,113593,113761,113948,114104,114234,114382,114543,114681,114851,115008,115143,115265,115410,115540,115688,115842,115970,116066,116157,116255,116349,116438,116543,116657,116750,116836,116946,117061,117192,117304,117429,117524,117622,117739,117879,118004,118116,118251,118378,118516,118645,118799,118975,119142,119323,119486,119642,119805,119992,120174,120363,120562,120736,120922,121112,121344,121580,121866,122108,122311,122522,122717,122999,123272,123473,123692,123900,124104,124288,124483,124682,124889,125059,125194,125311,125485,125693,125896,126156,126434,126651,126860,127107,127361,127646,127926,128198,128456,128725,128913,129218,129640,129976,130361,130681,130958,131283,131647,132034,132355,132727,133070,133388,133742,134115,134458,134840,135219,135586,135821,136294,136679,137049,137403,137772,138113,138465,138840,139229,139626,140075,140550,141007,141471,141966,142447,143032,143652,144483,145296,146064,146942,147883,148797,149906,151103,152210,153309,154486,155784,157005,158213,159563,160868,162155,163660,165204,167131,168668,170189,171392,172564,173922,175229,176724,178013,179216,180356,181376,182368,183347,184191,185042,185902,186655,187258,187968,188663,189384,190078,190656,191171,191583,192089,192626,193171,193674,194186,194671,195162,195574,196080,196527,196915,197308,197659,198004,198313,198645,198962,199275,199560,199822,200068,200301,200528,200770,200989,201224,201425,201600,201766,201948,202122,202283,202449,202574,202722,202877,203045,203198,203359,203517,203657,203789,203915,204046,204171,204276,204388,204490,204597
59,"Andorra",8049,8117,8166,8192,8249,8308,8348,8348,8489,8586,8586,8586,8682,8818,8868,8946,9038,9083,9083,9194,9308,9379,9416,9499,9549,9596,9638,9716,9779,9837,9885,9937,9972,10017,10070,10137,10172,10206,10251,10275,10312,10352,10391,10427,10463,10503,10538,10555,10583,10610,10645,10672,10699,10712,10739,10775,10799,10822,10849,10866,10889,10908,10948,10976,10998,11019,11042,11069,11089,11130,11130,11199,11228,11266,11289,11319,11360,11393,11431,11481,11517,11545,11591,11638,11687,11732,11809,11850,11888,11944,12010,12053,12115,12174,12231,12286,12328,12363,12409,12456,12497,12545,12581,12614,12641,12641,12712,12771,12805,12805,12874,12917,12942,13007,13024,13060,13083,13121,13148,13198,13232,13232,13282,13295,13316,13340,13363,13390,13406,13423,13429,13447,13470,13470,13510,13510,13510,13555,13569,13569,13569,13569,13569,13569,13569,13664,13671,13682,13693,13693,13693,13727,13729,13744,13752,13758,13758,13758,13777,13781,13791,13805,13813,13813,13813,13826,13828,13836,13839,13842,13842,13842,13864,13864,13873,13877,13882,13882,13882,13882,13900,13911,13918,13918,13918,13918,13918,13991,14021,14050,14075,14075,14075,14155,14167,14167,14239,14273,14273,14273,14359,14379,14379,14464,14498,14498,14498,14577,14586,14586,14655,14678,14678,14678,14747,14766,14797,14809,14836,14836,14836,14836,14873,14891,14908,14924,14924,14924,14954,14960,14976,14981,14988,14988,14988,15002,15003,15014,15016,15025,15025,15025,15032,15033,15046,15052,15055,15055,15055,15069,15070,15070,15078,15083,15083,15083,15096,15099,15108,15113,15124,15124,15124,15140,15140,15153,15156,15167,15167,15167,15189,15192,15209,15222,15222,15222,15222,15267,15271,15284,15288,15291,15291,15291
60,"Angola",17553,17568,17608,17642,17684,17756,17864,17974,18066,18156,18193,18254,18343,18425,18613,18679,18765,18875,18926,19011,19093,19177,19269,19367,19399,19476,19553,19580,19672,19723,19782,19796,19829,19900,19937,19996,20030,20062,20086,20112,20163,20210,20261,20294,20329,20366,20381,20389,20400,20452,20478,20499,20519,20548,20584,20640,20695,20759,20782,20807,20854,20882,20923,20981,21026,21055,21086,21108,21114,21161,21205,21265,21323,21380,21407,21446,21489,21558,21642,21696,21733,21757,21774,21836,21914,21961,22031,22063,22132,22182,22311,22399,22467,22579,22631,22717,22885,23010,23108,23242,23331,23457,23549,23697,23841,23951,24122,24300,24389,24518,24661,24883,25051,25279,25492,25609,25710,25942,26168,26431,26652,26815,26993,27133,27284,27529,27921,28201,28477,28740,28875,29146,29405,29695,30030,30354,30637,30787,31045,31438,31661,31909,32149,32441,32623,32933,33338,33607,33944,34180,34366,34551,34752,34960,35140,35307,35594,35772,35854,36004,36115,36325,36455,36600,36705,36790,36921,37094,37289,37467,37604,37678,37748,37874,38002,38091,38371,38528,38556,38613,38682,38849,38965,39089,39172,39230,39300,39375,39491,39593,39791,39881,39958,40055,40138,40327,40530,40631,40707,40805,40906,41061,41227,41405,41629,41736,41780,41879,42110,42288,42486,42646,42777,42815,42970,43070,43158,43269,43487,43592,43662,43747,43890,43998,44174,44328,44534,44617,44739,44972,45175,45325,45583,45817,45945,46076,46340,46539,46726,46929,47079,47168,47331,47544,47781,48004,48261,48475,48656,48790,49114,49349,49628,49943,50348,50446,50738,51047,51407,51827,52208,52307,52307,52644,52968,53387,53840,54280,54795,55121,55583,56040,56583,56583,58076,58603,58943,58943,59895,60448,60803,61023,61245,61378
61,"Antigua and Barbuda",159,159,159,160,160,160,163,163,167,169,176,176,176,176,184,184,187,189,189,190,190,192,195,195,198,201,201,215,215,218,218,234,234,249,249,268,277,288,299,316,316,350,381,419,427,427,443,443,525,548,548,598,598,614,636,646,701,701,726,730,769,769,769,813,813,813,848,848,862,882,882,945,962,963,963,992,992,1008,1011,1033,1033,1072,1080,1080,1103,1122,1122,1128,1136,1136,1136,1147,1152,1170,1170,1173,1173,1177,1180,1182,1197,1198,1198,1201,1201,1209,1213,1216,1216,1217,1217,1217,1217,1222,1227,1227,1228,1232,1232,1232,1232,1232,1232,1232,1232,1232,1232,1232,1232,1231,1237,1238,1240,1240,1240,1241,1241,1251,1251,1252,1255,1255,1257,1257,1258,1258,1258,1258,1259,1259,1259,1260,1260,1262,1262,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,1264,1264,1264,1264,1264,1265,1265,1266,1266,1266,1266,1266,1266,1267,1267,1268,1268,1268,1275,1275,1275,1277,1277,1280,1280,1280,1288,1288,1295,1303,1303,1303,1303,1303,1311,1320,1328,1328,1338,1348,1348,1372,1372,1372,1378,1397,1397,1397,1421,1421,1447,1490,1490,1540,1540,1598,1598,1598,1638,1651,1713,1715,1719,1742,1750,1759,1870,1878,1960,1974,2059,2059,2166,2166,2297,2304,2304,2304,2603,2603,2603,2603,2603,2625,2815,2815,2902,2923,2923,3160,3188,3231,3336,3403,3503,3503,3518,3581,3663,3678,3738,3750
62,"Argentina",1625514,1629594,1634834,1640718,1648940,1662730,1676171,1690006,1703352,1714409,1722217,1730921,1744704,1757429,1770715,1783047,1791979,1799243,1807428,1819569,1831681,1843077,1853830,1862192,1867223,1874801,1885210,1896053,1905524,1915362,1922264,1927239,1933853,1943548,1952744,1961635,1970009,1976689,1980347,1985501,1993295,2001034,2008345,2015496,2021553,2025798,2029057,2033060,2039124,2046795,2054681,2060625,2064334,2069751,2077228,2085411,2093645,2098728,2104197,2107365,2112023,2118676,2126531,2133963,2141854,2146714,2149636,2154694,2162001,2169694,2177898,2185747,2192025,2195722,2201886,2210121,2218425,2226753,2234913,2241739,2245771,2252172,2261577,2269877,2278115,2291051,2301389,2308597,2322611,2332765,2348821,2363251,2373153,2383537,2393492,2407159,2428029,2450068,2473751,2497881,2517300,2532562,2551999,2579000,2604157,2629156,2658628,2677747,2694014,2714475,2743620,2769552,2796768,2824652,2845872,2860884,2879677,2905172,2928890,2954943,2977363,2993865,3005259,3021179,3047417,3071496,3095582,3118134,3136158,3147740,3165121,3191097,3215572,3242103,3269466,3290935,3307285,3335965,3371508,3411160,3447044,3482512,3514683,3539484,3562135,3586736,3622135,3663215,3702422,3732263,3753609,3781784,3817139,3852156,3884447,3915397,3939024,3955439,3977634,4008771,4038528,4066156,4093090,4111147,4124190,4145482,4172742,4198620,4222400,4242763,4258394,4268789,4277395,4298782,4326101,4350564,4374587,4393142,4405247,4423636,4447701,4470374,4491551,4512439,4526473,4535473,4552750,4574340,4593763,4613019,4627537,4639098,4647948,4662937,4682960,4702657,4719952,4737213,4749443,4756378,4769142,4784219,4798851,4812351,4827973,4839109,4846615,4859170,4875927,4891810,4905925,4919408,4929764,4935847,4947030,4961880,4975616,4989402,5002951,5012754,5018895,5029075,5041487,5052884,5066253,5074725,5080908,5084635,5088271,5096443,5106207,5116803,5124963,5130852,5133831,5139966,5148085,5155079,5161926,5167733,5171458,5173531,5178889,5185620,5190948,5195601,5199919,5202405,5203802,5207695,5211801,5215332,5218993,5221809,5223604,5224534,5226831,5229848,5232358,5234851,5237159,5238610,5239232,5241394,5243231,5245265,5246998,5248847,5249840,5250402,5251940,5253765,5255261,5256902,5258466,5259352,5259738,5260719,5261935,5263219,5264305,5265058,5265528,5265859
63,"Armenia",159409,159738,159798,160027,160220,160544,160853,161054,161415,161794,162131,162288,162643,163128,163576,163972,164235,164586,164676,164912,165221,165528,165711,165909,166036,166094,166232,166427,166669,166728,166901,167026,167088,167231,167421,167568,167726,167937,168088,168177,168300,168496,168676,168830,169022,169167,169255,169391,169597,169820,170011,170234,170402,170506,170672,170945,171227,171510,171793,172058,172216,172456,172816,173307,173749,174257,174679,175016,175198,175538,176286,177104,177899,178385,178702,179287,180141,181165,182056,183127,183713,184219,185020,186184,187441,188446,189540,190317,190741,191491,192639,193736,194852,196044,196634,197113,197873,198898,200129,201158,202167,202817,203327,204053,205128,206142,207103,207973,208520,208818,209485,210518,211399,212114,212878,213288,213469,214064,214872,215528,216064,216596,216863,217008,217407,217900,218325,218681,219092,219270,219353,219596,219950,220217,220447,220729,220860,220927,221139,221368,221559,221699,221880,221948,221982,222139,222269,222409,222513,222555,222636,222670,222778,222870,222978,223050,223143,223180,223212,223285,223384,223460,223555,223643,223682,223723,223805,223904,224000,224086,224167,224227,224253,224330,224430,224533,224635,224728,224797,224851,224967,225095,225221,225339,225464,225553,225606,225661,225801,225987,226135,226285,226388,226459,226597,226756,226949,227111,227298,227430,227522,227716,227936,228161,228382,228632,228798,228910,229090,229370,229603,229867,230110,230339,230476,230713,230993,231322,231625,231923,232157,232297,232610,233001,233400,233797,234227,234558,234814,235171,235675,236234,236742,237249,237634,237885,238422,239056,239739,240261,240953,241336,241611,242135,242750,243386,243981,244602,245025,245264,245765,246410,246997,247666,248397,248850,249146,249803,250559,251323,252082,253093,253600,253942,254436,254709,255648,256554,257620,258545,259007,259779,260675,261697,262631,263783,264690,265317,266208,267363,268672,269874,271205,272356
64,"Australia",28425,28460,28484,28504,28517,28536,28546,28571,28582,28595,28614,28634,28650,28660,28669,28689,28708,28721,28731,28740,28749,28755,28760,28766,28777,28780,28786,28794,28799,28806,28811,28818,28823,28829,28838,28842,28848,28851,28857,28860,28871,28879,28887,28892,28898,28900,28905,28911,28912,28918,28920,28926,28930,28937,28939,28947,28957,28965,28970,28978,28986,28996,29007,29021,29029,29034,29046,29061,29074,29090,29102,29112,29117,29130,29137,29154,29166,29183,29192,29196,29206,29211,29221,29230,29239,29252,29259,29276,29296,29304,29322,29333,29341,29348,29357,29365,29379,29385,29390,29396,29405,29419,29429,29450,29469,29484,29499,29519,29533,29556,29576,29594,29638,29653,29663,29680,29717,29750,29773,29798,29811,29824,29838,29850,29865,29884,29893,29906,29922,29931,29938,29946,29955,29957,29964,29975,29978,29983,29992,29995,29999,30003,30007,30019,30029,30046,30063,30074,30083,30096,30105,30118,30124,30137,30141,30157,30173,30191,30205,30210,30225,30228,30234,30248,30262,30273,30286,30301,30309,30322,30331,30355,30366,30380,30404,30424,30457,30499,30528,30560,30602,30643,30684,30734,30753,30804,30831,30861,30903,30951,31015,31100,31221,31323,31429,31513,31626,31771,31899,32016,32120,32266,32426,32582,32753,32918,33082,33266,33473,33726,33909,34130,34383,34612,34836,35089,35391,35698,36051,36328,36630,37010,37377,37749,38165,38658,39097,39615,40097,40774,41521,42228,43119,44026,44920,45754,46725,47840,48816,49935,51256,52611,53868,55093,56560,58208,59949,61619,63155,64621,66317,68042,69912,71987,73603,75323,76901,78544,80400,82200,84056,85628,87128,88710,90369,92178,93942,95807,97559,99031,100911,102723,105123,107181,109516,111388,113411,115800,117826,120042,122566,125081,127471,129567
65,"Austria",360815,362911,364302,365768,367410,369721,372190,374730,376793,379071,380722,382258,383833,385750,389260,390788,392511,393778,394939,396425,398096,399798,401886,403512,404714,405723,407140,408781,410230,411730,413208,414398,415522,416763,418283,419801,421189,422522,423839,424896,426093,427562,429139,430870,432303,433487,434712,436139,437874,439841,441659,443536,445374,446644,448371,450376,452767,454860,457317,459440,460849,462769,465322,467646,470314,472871,475070,476980,479391,481919,484916,488042,491065,493568,495464,497889,501224,504581,508096,511440,514153,516565,519980,523269,526393,530288,533786,536465,539541,542542,546229,549592,552729,556012,558755,560972,562907,566008,568914,571616,574755,577007,578950,581263,584205,586883,589299,591347,593423,595540,597566,600089,602494,604823,606954,608979,610545,612170,614510,616739,618870,620485,622110,623201,624595,626239,627484,628817,630050,631076,631896,632766,633960,634893,635780,636424,637097,637573,638155,639054,639616,640293,640876,641380,641740,642138,642583,643168,643709,644207,644586,644815,645152,645552,645834,646167,646438,646800,647079,647322,647688,647971,648187,648387,648620,648732,648849,649002,649181,649309,649445,649576,649670,649728,649845,649922,650016,650192,650261,650324,650353,650412,650474,650569,650662,650737,650817,650901,651008,651128,651291,651453,651612,651804,652022,652354,652660,653001,653412,653735,653998,654314,654745,655197,655589,655938,656270,656582,656949,657501,658004,658518,659056,659508,659872,660262,660854,661359,661922,662529,663082,663532,664133,665035,665885,666890,667841,668732,669506,670372,671593,672819,674077,675405,676526,677603,678605,680179,681617,683219,684541,685956,687076,688305,690153,691663,693416,695131,696905,697510,698948,701216,703572,705913,708173,710030,711573,713269,715893,718091,720455,722357,724035,725434,726674,728696,730403,732157,734302,735890,737202,738763,741046,743095,744964,746380,748825,750229,751139,753832,755797,757675,759543,761218
66,"Azerbaijan",218700,219041,219462,220265,220599,221401,222200,222885,223417,224050,224651,224827,225346,225820,226200,226549,226951,227273,227391,227696,228028,228246,228526,228688,228975,229032,229358,229584,229793,229935,230066,230219,230296,230455,230617,230769,230907,231022,231154,231198,231362,231509,231649,231840,231995,232123,232197,232337,232491,232636,232829,232973,233129,233201,233424,233644,233770,233989,234267,234537,234662,235014,235333,235647,236012,236365,236768,236963,237260,237775,238383,238959,239692,240295,240671,241651,242491,243424,244303,245490,246304,246974,248307,249492,250921,252680,254370,256201,257330,259476,261713,263961,266322,268174,270735,271834,273869,276464,279181,281387,283579,285993,287144,289601,291894,294211,296374,298522,300666,301661,303858,305933,307980,309789,311465,313006,313812,315119,316521,317913,319109,320322,321380,321798,322761,323841,324685,325407,326056,326716,327087,327601,328159,328668,328994,329371,329843,330269,330701,331040,331477,331883,332235,332454,332610,332894,333097,333317,333559,333723,333864,333956,334132,334288,334416,334539,334647,334715,334747,334849,334917,334992,335065,335126,335171,335196,335264,335291,335339,335399,335437,335493,335521,335568,335625,335676,335741,335796,335836,335874,335961,336047,336122,336223,336318,336417,336479,336557,336684,336788,336962,337098,337254,337323,337456,337602,337801,337970,338183,338438,338586,338837,339062,339274,339645,340057,340443,340715,341183,341933,342548,343216,343849,344520,344951,345882,346878,348074,349316,350605,351825,352926,354662,357058,359732,361501,365009,368002,369853,373175,377304,380918,384886,388437,391506,394451,398034,401828,405542,409745,413986,417996,421103,424891,428736,432495,436257,439562,442872,445278,447725,447725,447725,455044,455044,455044,461249,463326,463326,467173,467173,467173,467173,473459,475053,476409,477587,478715,479814,480843,481401,481401,483128,483902,484591,485275,485987,486378,487204,488213,488213,490130,491147,492179
67,"Bahamas",7871,7887,7887,7914,7924,7928,7945,7959,7969,7969,7969,8004,8004,8011,8011,8021,8032,8032,8067,8068,8075,8088,8101,8101,8101,8133,8140,8161,8161,8167,8174,8174,8174,8223,8231,8247,8256,8256,8256,8289,8289,8289,8311,8311,8311,8311,8311,8383,8383,8403,8403,8403,8403,8471,8477,8496,8496,8519,8519,8519,8519,8519,8573,8573,8600,8600,8600,8600,8642,8642,8642,8658,8658,8658,8765,8776,8800,8800,8800,8800,8800,8923,8935,8935,8935,8935,8935,8935,9000,9119,9119,9171,9171,9171,9171,9171,9270,9296,9339,9364,9364,9364,9460,9505,9505,9505,9634,9634,9634,9791,9791,9868,9868,9976,9976,10050,10220,10220,10349,10349,10453,10453,10519,10576,10576,10576,10711,10773,10773,10773,10908,10908,10966,11024,11024,11024,11024,11225,11278,11321,11396,11396,11396,11396,11499,11597,11597,11622,11684,11745,11745,11796,11796,11864,11930,11930,11930,11930,12024,12024,12027,12052,12092,12092,12092,12199,12225,12242,12242,12242,12295,12295,12364,12379,12407,12407,12467,12467,12467,12467,12586,12586,12735,12735,12735,12735,12808,12889,12965,13024,13024,13024,13024,13024,13233,13274,13274,13404,13404,13404,13566,13604,13781,13781,13781,13781,13781,14252,14252,14457,14545,14677,14840,14840,14840,15011,15124,15191,15419,15419,15537,15794,15915,15915,16141,16141,16141,16141,16668,16668,16668,16848,16962,16962,16962,17386,17545,17615,17717,17940,17940,17940,18139,18139,18139,18576,18694,18694,18694,18853,19035,19035,19139,19275,19335,19335,19601,19601,19795,19795,20030,20030,20030,20215,20288,20288,20288,20603,20603,20603,20775,20842,20984,20984,21114,21114,21114,21312,21312,21458,21518,21580,21580,21580
