id,Country,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14
0,Washington,13095.1240906349,13238.2326109043,13390.0826957862,13555.5222729413,13737.5107908522,13902.441895932,14064.9332877646,14223.0484317796,14371.8114595038,14508.3767812113,14653.3263886969,14796.7988234902,14941.8111272222,15071.0790419123,15203.4137646267,15336.4219242556,15468.4276822842,15597.6133999909,15722.6224796879,15842.3769527803
1,Illinois,40882.7069004955,42405.3258084328,43954.1407204358,45663.7758206583,47584.0697514401,49277.447458315,50948.6386130113,52868.634838437,54828.5949647552,56782.1439054825,58469.8635138975,60199.9618494982,61945.585367792,63683.4137460957,65457.4750212695,67287.5748213356,69189.577684883,71041.4270910465,72845.2241882721,74599.3686823634
2,California,42885.8681319805,44780.6734103223,46697.4520245512,48760.3776422075,50993.1162652389,53111.7636769407,55269.2474481775,57548.654786759,59938.4844205065,62246.107548463,64604.0036229015,67009.1458855356,69455.8422803864,71942.2648834349,74475.3491099665,77056.827231684,79679.2329164514,82334.3012742857,85035.2932557498,87782.1399086199
3,Arizona,6192.67082217055,6371.36507515666,6552.00303733416,6752.85961850749,6975.07408401357,7180.59832927734,7390.08347404469,7604.6191674339,7820.85186311417,8027.45149294629,8230.82502328869,8450.63139230373,8665.37139127691,8873.97519730261,9085.36808865929,9298.91372588317,9495.40174831206,9694.47080692192,9896.19852802595,10099.8596820987
4,Massachusetts,52638.818801151,54968.4059921741,57318.5200985902,59811.3645742214,63009.5846486458,65961.8843407376,69015.0246628335,71572.366655417,74252.5552151163,77008.8178152903,79933.0255439563,82754.8995274839,85478.0241357617,88116.5347306994,90865.2419408083,93662.9957944456,96449.4380767037,99164.3208607322,101866.257373885,104592.335870428
5,Wisconsin,5494.82379218848,5668.72388462619,5846.62068814251,6040.83768883886,6252.2785786226,6447.14781546544,6651.32205389812,6853.67954690611,7052.87914018655,7276.67156336527,7494.9553225976,7720.32869302412,7949.85785954896,8150.47184815253,8353.76440365871,8560.16050527141,8767.84878543401,8975.59496102833,9189.28704133802,9405.87661337014
6,Texas,24231.8873133265,24959.9258920678,25701.4227145708,26494.7234333502,27341.9922172967,28097.4786124477,28870.1086078821,29675.1411065466,30461.5480071441,31206.4875721372,32040.0042926742,32888.4449336824,33747.2935434536,34491.1401756274,35236.5130357605,35977.027931958,36714.2136934479,37454.8885104134,38197.5873640831,38934.5632164127
7,Nebraska,2557.43410925761,2720.44045101558,2892.49868063087,3093.90876497791,3333.6897182184,3574.87869029213,3841.19830412011,4135.31062937789,4448.5069989401,4748.63279995208,5048.35012111427,5399.25260186553,5738.7882939681,6068.97217603481,6415.91319355531,6779.09465768907,7112.9362943572,7478.31407299965,7880.93322381694,8322.63965143156
8,Utah,3898.06805315248,4042.32757068614,4187.412570247,4344.01533392504,4512.47121213488,4670.07372153881,4830.69350327448,5000.18878732088,5176.58524958734,5344.04104136126,5513.93686817515,5686.06627778356,5859.91846914605,6035.3527719509,6212.85707132116,6392.39201999529,6573.26572111406,6754.82865176275,6938.16025330953,7123.22011559106
9,Oregon,2213.75445153298,2255.78617340129,2297.56197496496,2342.18636670268,2390.32913228262,2431.67449072985,2470.96141431846,2514.32801343478,2558.38969754061,2602.07622493315,2640.57617171168,2679.14827661219,2717.13097118314,2754.00563314295,2790.55529900991,2827.35200485828,2864.92607055947,2901.60670676005,2937.30526850184,2971.85054548847
10,Florida,31072.9992722169,31814.8845652918,32414.5055375,33226.8762315051,33998.1115706257,34605.3952831546,35254.2225768368,35886.1622592758,36477.4488000597,37053.9298563899,37621.6714050581,38170.4890258051,38710.4835422321,39241.2579341554,39762.3197240179,40276.8409169981,40785.8733883017,41288.8466507372,41787.3831158034,42282.3007056911
11,New York,274279.015091617,277766.482007594,281034.525359646,284556.98777925,288453.699970048,291527.622407285,294547.552776006,297547.053609155,300465.378813916,303200.52945727,305882.841696106,308509.860510858,311070.9789543,313566.509871475,316019.778210998,318431.198294378,320801.978457775,323136.220245528,325439.166796391,327712.203755944
