forecast_date,target,target_end_date,location,location_name,type,quantile,value
2022-04-03,1 wk ahead inc case,2022-04-09,GM01,GM01,point,NA,165222
2022-04-03,1 wk ahead inc case,2022-04-09,GM01,GM01,quantile,0.01,102649
2022-04-03,1 wk ahead inc case,2022-04-09,GM01,GM01,quantile,0.025,131487
2022-04-03,1 wk ahead inc case,2022-04-09,GM01,GM01,quantile,0.05,143545
2022-04-03,1 wk ahead inc case,2022-04-09,GM01,GM01,quantile,0.1,146370
2022-04-03,1 wk ahead inc case,2022-04-09,GM01,GM01,quantile,0.15,149432
2022-04-03,1 wk ahead inc case,2022-04-09,GM01,GM01,quantile,0.2,152517
2022-04-03,1 wk ahead inc case,2022-04-09,GM01,GM01,quantile,0.25,153659
2022-04-03,1 wk ahead inc case,2022-04-09,GM01,GM01,quantile,0.3,154836
2022-04-03,1 wk ahead inc case,2022-04-09,GM01,GM01,quantile,0.35,156345
2022-04-03,1 wk ahead inc case,2022-04-09,GM01,GM01,quantile,0.4,157327
2022-04-03,1 wk ahead inc case,2022-04-09,GM01,GM01,quantile,0.45,159705
2022-04-03,1 wk ahead inc case,2022-04-09,GM01,GM01,quantile,0.5,165222
2022-04-03,1 wk ahead inc case,2022-04-09,GM01,GM01,quantile,0.55,182317
2022-04-03,1 wk ahead inc case,2022-04-09,GM01,GM01,quantile,0.6,188975
2022-04-03,1 wk ahead inc case,2022-04-09,GM01,GM01,quantile,0.65,194364
2022-04-03,1 wk ahead inc case,2022-04-09,GM01,GM01,quantile,0.7,197692
2022-04-03,1 wk ahead inc case,2022-04-09,GM01,GM01,quantile,0.75,201735
2022-04-03,1 wk ahead inc case,2022-04-09,GM01,GM01,quantile,0.8,212589
2022-04-03,1 wk ahead inc case,2022-04-09,GM01,GM01,quantile,0.85,216961
2022-04-03,1 wk ahead inc case,2022-04-09,GM01,GM01,quantile,0.9,219489
2022-04-03,1 wk ahead inc case,2022-04-09,GM01,GM01,quantile,0.95,230663
2022-04-03,1 wk ahead inc case,2022-04-09,GM01,GM01,quantile,0.975,239930
2022-04-03,1 wk ahead inc case,2022-04-09,GM01,GM01,quantile,0.99,243878
2022-04-03,1 wk ahead cum case,2022-04-09,GM01,GM01,point,NA,3250867
2022-04-03,1 wk ahead cum case,2022-04-09,GM01,GM01,quantile,0.01,3188294
2022-04-03,1 wk ahead cum case,2022-04-09,GM01,GM01,quantile,0.025,3217132
2022-04-03,1 wk ahead cum case,2022-04-09,GM01,GM01,quantile,0.05,3229190
2022-04-03,1 wk ahead cum case,2022-04-09,GM01,GM01,quantile,0.1,3232015
2022-04-03,1 wk ahead cum case,2022-04-09,GM01,GM01,quantile,0.15,3235077
2022-04-03,1 wk ahead cum case,2022-04-09,GM01,GM01,quantile,0.2,3238162
2022-04-03,1 wk ahead cum case,2022-04-09,GM01,GM01,quantile,0.25,3239304
2022-04-03,1 wk ahead cum case,2022-04-09,GM01,GM01,quantile,0.3,3240481
2022-04-03,1 wk ahead cum case,2022-04-09,GM01,GM01,quantile,0.35,3241990
2022-04-03,1 wk ahead cum case,2022-04-09,GM01,GM01,quantile,0.4,3242972
2022-04-03,1 wk ahead cum case,2022-04-09,GM01,GM01,quantile,0.45,3245350
2022-04-03,1 wk ahead cum case,2022-04-09,GM01,GM01,quantile,0.5,3250867
2022-04-03,1 wk ahead cum case,2022-04-09,GM01,GM01,quantile,0.55,3267962
2022-04-03,1 wk ahead cum case,2022-04-09,GM01,GM01,quantile,0.6,3274620
2022-04-03,1 wk ahead cum case,2022-04-09,GM01,GM01,quantile,0.65,3280009
2022-04-03,1 wk ahead cum case,2022-04-09,GM01,GM01,quantile,0.7,3283337
2022-04-03,1 wk ahead cum case,2022-04-09,GM01,GM01,quantile,0.75,3287380
2022-04-03,1 wk ahead cum case,2022-04-09,GM01,GM01,quantile,0.8,3298234
2022-04-03,1 wk ahead cum case,2022-04-09,GM01,GM01,quantile,0.85,3302606
2022-04-03,1 wk ahead cum case,2022-04-09,GM01,GM01,quantile,0.9,3305134
2022-04-03,1 wk ahead cum case,2022-04-09,GM01,GM01,quantile,0.95,3316308
2022-04-03,1 wk ahead cum case,2022-04-09,GM01,GM01,quantile,0.975,3325575
2022-04-03,1 wk ahead cum case,2022-04-09,GM01,GM01,quantile,0.99,3329523
2022-04-03,2 wk ahead inc case,2022-04-16,GM01,GM01,point,NA,145827
2022-04-03,2 wk ahead inc case,2022-04-16,GM01,GM01,quantile,0.01,30896
2022-04-03,2 wk ahead inc case,2022-04-16,GM01,GM01,quantile,0.025,61787
2022-04-03,2 wk ahead inc case,2022-04-16,GM01,GM01,quantile,0.05,82527
2022-04-03,2 wk ahead inc case,2022-04-16,GM01,GM01,quantile,0.1,101631
2022-04-03,2 wk ahead inc case,2022-04-16,GM01,GM01,quantile,0.15,107175
2022-04-03,2 wk ahead inc case,2022-04-16,GM01,GM01,quantile,0.2,122997
2022-04-03,2 wk ahead inc case,2022-04-16,GM01,GM01,quantile,0.25,130722
2022-04-03,2 wk ahead inc case,2022-04-16,GM01,GM01,quantile,0.3,134924
2022-04-03,2 wk ahead inc case,2022-04-16,GM01,GM01,quantile,0.35,137588
2022-04-03,2 wk ahead inc case,2022-04-16,GM01,GM01,quantile,0.4,139611
2022-04-03,2 wk ahead inc case,2022-04-16,GM01,GM01,quantile,0.45,143392
2022-04-03,2 wk ahead inc case,2022-04-16,GM01,GM01,quantile,0.5,145827
2022-04-03,2 wk ahead inc case,2022-04-16,GM01,GM01,quantile,0.55,146227
2022-04-03,2 wk ahead inc case,2022-04-16,GM01,GM01,quantile,0.6,149233
2022-04-03,2 wk ahead inc case,2022-04-16,GM01,GM01,quantile,0.65,154367
2022-04-03,2 wk ahead inc case,2022-04-16,GM01,GM01,quantile,0.7,160555
2022-04-03,2 wk ahead inc case,2022-04-16,GM01,GM01,quantile,0.75,166141
2022-04-03,2 wk ahead inc case,2022-04-16,GM01,GM01,quantile,0.8,166926
2022-04-03,2 wk ahead inc case,2022-04-16,GM01,GM01,quantile,0.85,167856
2022-04-03,2 wk ahead inc case,2022-04-16,GM01,GM01,quantile,0.9,174150
2022-04-03,2 wk ahead inc case,2022-04-16,GM01,GM01,quantile,0.95,188512
2022-04-03,2 wk ahead inc case,2022-04-16,GM01,GM01,quantile,0.975,192411
2022-04-03,2 wk ahead inc case,2022-04-16,GM01,GM01,quantile,0.99,194669
2022-04-03,2 wk ahead cum case,2022-04-16,GM01,GM01,point,NA,3396694
2022-04-03,2 wk ahead cum case,2022-04-16,GM01,GM01,quantile,0.01,3281763
2022-04-03,2 wk ahead cum case,2022-04-16,GM01,GM01,quantile,0.025,3312654
2022-04-03,2 wk ahead cum case,2022-04-16,GM01,GM01,quantile,0.05,3333394
2022-04-03,2 wk ahead cum case,2022-04-16,GM01,GM01,quantile,0.1,3352498
2022-04-03,2 wk ahead cum case,2022-04-16,GM01,GM01,quantile,0.15,3358042
2022-04-03,2 wk ahead cum case,2022-04-16,GM01,GM01,quantile,0.2,3373864
2022-04-03,2 wk ahead cum case,2022-04-16,GM01,GM01,quantile,0.25,3381589
2022-04-03,2 wk ahead cum case,2022-04-16,GM01,GM01,quantile,0.3,3385791
2022-04-03,2 wk ahead cum case,2022-04-16,GM01,GM01,quantile,0.35,3388455
2022-04-03,2 wk ahead cum case,2022-04-16,GM01,GM01,quantile,0.4,3390478
2022-04-03,2 wk ahead cum case,2022-04-16,GM01,GM01,quantile,0.45,3394259
2022-04-03,2 wk ahead cum case,2022-04-16,GM01,GM01,quantile,0.5,3396694
2022-04-03,2 wk ahead cum case,2022-04-16,GM01,GM01,quantile,0.55,3397094
2022-04-03,2 wk ahead cum case,2022-04-16,GM01,GM01,quantile,0.6,3400100
2022-04-03,2 wk ahead cum case,2022-04-16,GM01,GM01,quantile,0.65,3405234
2022-04-03,2 wk ahead cum case,2022-04-16,GM01,GM01,quantile,0.7,3411422
2022-04-03,2 wk ahead cum case,2022-04-16,GM01,GM01,quantile,0.75,3417008
2022-04-03,2 wk ahead cum case,2022-04-16,GM01,GM01,quantile,0.8,3417793
2022-04-03,2 wk ahead cum case,2022-04-16,GM01,GM01,quantile,0.85,3418723
2022-04-03,2 wk ahead cum case,2022-04-16,GM01,GM01,quantile,0.9,3425017
2022-04-03,2 wk ahead cum case,2022-04-16,GM01,GM01,quantile,0.95,3439379
2022-04-03,2 wk ahead cum case,2022-04-16,GM01,GM01,quantile,0.975,3443278
2022-04-03,2 wk ahead cum case,2022-04-16,GM01,GM01,quantile,0.99,3445536
2022-04-03,3 wk ahead inc case,2022-04-23,GM01,GM01,point,NA,126512
2022-04-03,3 wk ahead inc case,2022-04-23,GM01,GM01,quantile,0.01,14926
2022-04-03,3 wk ahead inc case,2022-04-23,GM01,GM01,quantile,0.025,34978
2022-04-03,3 wk ahead inc case,2022-04-23,GM01,GM01,quantile,0.05,52053
2022-04-03,3 wk ahead inc case,2022-04-23,GM01,GM01,quantile,0.1,79095
2022-04-03,3 wk ahead inc case,2022-04-23,GM01,GM01,quantile,0.15,88194
2022-04-03,3 wk ahead inc case,2022-04-23,GM01,GM01,quantile,0.2,92646
2022-04-03,3 wk ahead inc case,2022-04-23,GM01,GM01,quantile,0.25,107631
2022-04-03,3 wk ahead inc case,2022-04-23,GM01,GM01,quantile,0.3,114764
2022-04-03,3 wk ahead inc case,2022-04-23,GM01,GM01,quantile,0.35,119878
