place,week_ahead,quantile,value
Washington,1,point,5525.56031757659
Washington,1,0.025,5042.06031757659
Washington,1,0.1,5042.06031757659
Washington,1,0.25,5301.83761437121
Washington,1,0.5,5559.88407794468
Washington,1,0.75,5685.53334621526
Washington,1,0.9,6009.06031757659
Washington,1,0.975,6009.06031757659
Washington,2,point,6441.07964605233
Washington,2,0.025,5878.47746370011
Washington,2,0.1,5925.52347451264
Washington,2,0.25,5957.57964605233
Washington,2,0.5,6521.01207709871
Washington,2,0.75,6856.81627663132
Washington,2,0.9,6924.57964605233
Washington,2,0.975,7032.83948792215
Washington,3,point,8104.18713658175
Washington,3,0.025,7038.27991491416
Washington,3,0.1,7150.84164039856
Washington,3,0.25,7620.68713658175
Washington,3,0.5,8230.2294852091
Washington,3,0.75,8587.68713658175
Washington,3,0.9,8918.5072123884
Washington,3,0.975,9357.4940876381
Washington,4,point,10870.6668209763
Washington,4,0.025,9003.48457934405
Washington,4,0.1,9197.53846171314
Washington,4,0.25,10147.7419497587
Washington,4,0.5,10961.5799844281
Washington,4,0.75,11421.8019490982
Washington,4,0.9,12464.131828727
Washington,4,0.975,13336.744379956
Washington,5,point,15324.0625175736
Washington,5,0.025,12193.8575361555
Washington,5,0.1,12537.772910705
Washington,5,0.25,13678.1403427674
Washington,5,0.5,15324.0625175736
Washington,5,0.75,16173.0060124316
Washington,5,0.9,18282.8382412719
Washington,5,0.975,19981.9871227099
Washington,6,point,22296.4548348086
Washington,6,0.025,17295.9930536456
Washington,6,0.1,17929.905956671
Washington,6,0.25,19050.7500707328
Washington,6,0.5,22296.4548348086
Washington,6,0.75,23638.9642199646
Washington,6,0.9,27614.1949415702
Washington,6,0.975,30691.8371380896
Washington,7,point,32703.4049522716
Washington,7,0.025,25343.7312731431
Washington,7,0.1,25921.6949310978
Washington,7,0.25,28252.2655271003
Washington,7,0.5,32436.3974702692
Washington,7,0.75,34650.8807373273
Washington,7,0.9,41759.5818704124
Washington,7,0.975,46651.9012534334
Illinois,1,point,9202.46429351023
Illinois,1,0.025,8885.79321063729
Illinois,1,0.1,8997.99085251867
Illinois,1,0.25,9008.96429351023
