id,Country,2021-04-10,2021-04-17,2021-04-24,2021-05-01,2021-05-08,2021-05-15,2021-05-22,2021-05-29,2021-06-05,2021-06-12,2021-06-19,2021-06-26,2021-07-03,2021-07-10,2021-07-17
0,Washington,375572,379900,382268,383551,384245,384620,384824,384933,384993,385025,385042,385052,385057,385060,385061
1,Illinois,1274727,1285135,1292400,1296809,1299598,1301345,1302437,1303122,1303551,1303819,1303988,1304093,1304159,1304200,1304226
2,California,3694785,3702406,3710160,3715406,3718568,3721508,3723147,3724449,3725439,3726026,3726527,3726851,3727077,3727256,3727368
3,Arizona,848564,850820,852631,853940,854801,855425,855856,856156,856367,856514,856616,856688,856738,856773,856797
4,Massachusetts,656341,663993,669369,672658,674621,675894,676655,677133,677428,677610,677723,677793,677836,677863,677879
5,Wisconsin,644510,648767,652883,656506,659731,662600,665156,667428,669447,671241,672834,674248,675503,676617,677605
6,Texas,2825105,2839997,2852788,2862632,2870350,2876436,2881184,2884928,2887855,2890152,2891955,2893367,2894475,2895344,2896025
7,Nebraska,213799,215233,216291,217007,217504,217846,218082,218244,218356,218434,218487,218523,218549,218566,218578
8,Utah,389633,391395,392726,393661,394330,394808,395149,395392,395565,395689,395777,395839,395884,395916,395939
9,Oregon,169663,171840,173642,175030,176118,176969,177632,178151,178555,178871,179117,179309,179460,179577,179668
10,Florida,2115534,2140484,2160252,2174523,2185013,2192755,2198411,2202570,2205617,2207852,2209490,2210691,2211571,2212216,2212688
11,New York,1944753,1962068,1981061,1992453,1998872,2004771,2007636,2009898,2011503,2012360,2013085,2013510,2013790,2014002,2014122
12,Rhode Island,141312,142630,143503,143998,144292,144466,144567,144627,144662,144683,144695,144702,144707,144709,144711
13,Georgia,1071931,1077220,1082096,1085807,1088480,1090871,1092515,1093873,1094967,1095746,1096414,1096908,1097292,1097606,1097836
14,New Hampshire,89437,125418,331368,610320,660846,666520,667109,667172,667178,667179,667179,667179,667179,667179,667179
15,North Carolina,932108,951383,974564,1004235,1041582,1088583,1147022,1219127,1307151,1413020,1538225,1683286,1847327,2027712,2219919
16,New Jersey,949067,964613,975261,981917,986186,988906,990636,991739,992440,992887,993171,993352,993467,993540,993587
17,Colorado,476907,482683,487897,492420,495614,498366,500563,502248,503647,504749,505620,506326,506885,507330,507687
18,Maryland,424693,430770,434705,437233,438853,439891,440555,440980,441252,441426,441537,441608,441654,441683,441702
19,Nevada,307132,308490,309598,310419,311004,311455,311780,312022,312202,312335,312433,312505,312559,312599,312628
