id,Country,2020-08-01,2020-08-08,2020-08-15,2020-08-22,2020-08-29,2020-09-05,2020-09-12,2020-09-19,2020-09-26,2020-10-03,2020-10-10,2020-10-17,2020-10-24,2020-10-31
0,Washington,58100,65015,72582,80848,89861,99667,110309,121830,134268,147655,162018,177373,193729,211083
1,Illinois,181618,193408,206812,222039,239317,258891,281031,306027,334188,365839,401318,440968,485132,534141
2,California,505518,566642,626975,686314,744642,801885,857989,912903,966583,1018990,1070091,1119857,1168267,1215303
3,Arizona,180263,202012,225001,249002,274067,300126,327128,355001,383664,413020,442966,473385,504156,535149
4,Massachusetts,117524,119841,122293,124884,127620,130508,133554,136763,140141,143695,147429,151350,155462,159770
5,Wisconsin,54462,61203,68120,75201,82435,89808,97306,104913,112614,120391,128225,136099,143992,151887
6,Texas,440488,486384,524718,556670,583253,605337,623660,638847,651423,661829,670436,677550,683429,688284
7,Nebraska,26282,28458,30914,33677,36779,40251,44124,48428,53190,58436,64185,70451,77238,84542
8,Utah,41856,46672,51830,57338,63203,69426,76007,82938,90211,97810,105715,113902,122341,130997
9,Oregon,18701,20929,23113,25252,27346,29394,31395,33348,35254,37111,38921,40681,42393,44058
10,Florida,486862,557198,623877,686748,745723,800778,851940,899287,942933,983022,1019723,1053222,1083713,1111397
11,New York,415975,420878,425773,430645,435500,440335,445149,449942,454711,459457,464177,468872,473540,478181
12,Rhode Island,18507,18799,19054,19276,19470,19639,19786,19915,20027,20124,20209,20283,20348,20404
13,Georgia,189468,214153,238350,261968,284930,307170,328629,349263,369033,387913,405887,422946,439091,454329
14,New Hampshire,6633,6892,7185,7518,7894,8320,8803,9348,9964,10660,11445,12329,13323,14441
15,North Carolina,125226,140635,157324,175344,194739,215546,237785,261461,286565,313063,340905,370016,400296,431628
16,New Jersey,181405,184168,187408,191203,195646,200843,206913,213995,222244,231837,242969,255854,270730,287846
17,Colorado,47879,52327,57112,62252,67764,73665,79971,86695,93851,101448,109495,117996,126953,136364
18,Maryland,89459,97326,106784,118114,131672,147847,167092,189904,216832,248459,285385,328204,377461,433606
19,Nevada,50189,59928,71116,83883,98336,114555,132572,152367,173848,196852,221137,246390,272238,298273
20,Tennessee,107953,125170,143286,162306,182226,203023,224673,247137,270370,294317,318913,344085,369751,395823
21,Hawaii,1968,2406,2994,3784,4842,6257,8148,10667,14010,18426,24224,31772,41494,53847
22,Indiana,68195,76203,85812,97303,111030,127386,146823,169848,197016,228932,266225,309532,359463,416554
23,Kentucky,31173,36743,43319,51059,60138,70749,83094,97380,113812,132581,153849,177729,204272,233440
24,Minnesota,55682,61579,68234,75726,84153,93614,104220,116083,129324,144067,160436,178555,198543,220510
25,Oklahoma,36934,44626,53822,64744,77704,93014,111027,132111,156645,184997,217499,254420,295925,342039
26,Pennsylvania,117271,124060,131283,138946,147080,155704,164844,174523,184765,195595,207036,219111,231846,245261
27,South Carolina,92295,106288,121493,137928,155589,174446,194443,215499,237499,260306,283752,307653,331807,356003
28,District of Columbia,12255,12877,13584,14385,15292,16318,17477,18782,20251,21899,23744,25805,28098,30641
29,Kansas,28009,31220,34481,37784,41128,44509,47925,51371,54844,58340,61855,65386,68927,72476
30,Missouri,49969,60696,73448,88547,106341,127195,151477,179538,211684,248139,289016,334267,383655,436730
31,Vermont,1444,1493,1540,1585,1628,1669,1708,1746,1781,1816,1848,1880,1910,1938
32,Virginia,90807,98275,105892,113600,121338,129043,136653,144110,151360,158354,165053,171423,177440,183088
33,Connecticut,49515,50497,51685,53075,54724,56679,58985,61714,64938,68742,73232,78522,84749,92071
34,Iowa,45326,48660,51854,54909,57826,60607,63254,65771,68159,70423,72567,74594,76508,78315
35,Louisiana,121886,139954,159751,181270,204570,229663,256533,285135,315382,347152,380282,414571,449787,485665
36,Ohio,92574,103249,114839,127399,140984,155646,171435,188395,206565,225976,246649,268595,291812,316285
37,Michigan,90635,95035,99200,103141,106866,110387,113711,116848,119807,122596,125225,127701,130032,132225
