id,Country,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14
0,"Afghanistan",1410.47700087633,1481.27872917777,1554.86059502056,1631.05385707725,1708.8399160762,1788.1798962041,1872.0299252905,1960.58732012326,2047.0245065456,2136.21499325633,2228.06068656208,2321.99151057687,2418.05930439587,2517.62602553731,2620.33236068572,2722.08014637218,2826.3270908513,2933.07450836654,3042.34586080611,3154.18509622427
1,"Albania",696.749813453909,717.943838920287,739.697730548217,761.913665183851,784.316522779593,806.837422609694,830.303707598582,854.784750315018,878.662440625735,902.938989372228,927.587309376741,952.440711756356,977.515671163753,1003.3156412902,1029.82279493766,1055.85349195161,1082.24731297536,1108.99320545487,1136.08660700447,1163.530671585
2,"Algeria",3221.25084289838,3327.10637748423,3433.61831806785,3541.58612603916,3651.06730847141,3761.37175862327,3875.8713708696,3994.96438255291,4108.38916748351,4222.6310340396,4338.2502175409,4455.51060938793,4574.3102883731,4696.75961045486,4822.55165756872,4945.01029334004,5068.71914446073,5193.65342496371,5319.75753401182,5446.98226474404
3,"Andorra",735.239076739887,739.488691138003,743.240144216161,746.698276925687,750.00614886953,753.170420105706,756.43927566222,759.820544227014,762.807131787033,765.767762493207,768.710760919859,771.446466125077,774.11595290861,776.723460860506,779.250429893349,781.676949115373,784.049995445742,786.375626226128,788.653797568223,790.882855015147
4,"Angola",25.4210015999575,25.8596269593694,26.3171263798174,26.792048275849,27.2995559002502,27.8420780787275,28.3620606561453,28.8564674228397,29.3208687413449,29.7529402776045,30.1380025040678,30.5333915859489,30.9394287745023,31.3594633997326,31.7886491174694,32.2176054089262,32.6455200787024,33.0714784920378,33.4947531290448,33.9130455913433
5,"Antigua and Barbuda",24.1775013789556,24.4094546856298,24.6559763235924,24.9484063968072,25.2596358483547,25.6230616742368,26.025694820229,26.4898143682582,27.0160815809584,27.6299593439334,28.3326249907445,29.1512514919531,30.0971663693631,31.2012319266359,32.4845153578546,33.9851558021492,35.7363779472508,37.7864096197763,40.1843579120694,42.9944169872498
6,"Argentina",3712.0106056993,3854.51508263655,4009.63396928777,4129.0438345919,4261.73152946522,4503.07918713569,4666.6285077731,4845.19436995065,4974.22963151201,5118.80714705116,5371.87201672335,5541.87241289658,5721.04893633694,5862.57571405089,6020.1902816513,6282.95008214453,6462.7277093887,6650.88477935155,6801.30632296291,6970.00808505873
7,"Armenia",1635.90075715329,1711.39583613945,1785.60912709664,1858.30416229621,1929.59292391811,1999.18591266086,2069.34600770855,2140.44883266456,2206.87876831216,2272.342989841,2336.87168894423,2400.53538139739,2463.39909609731,2525.5811823864,2586.88200233376,2647.01707990979,2706.49453719162,2765.34776764325,2823.61117232411,2881.31429780345
8,"Australia",6695.06077781567,6712.34581207889,6727.62792489151,6741.90040856213,6755.92992324331,6770.53766143644,6786.43010478149,6801.94264380843,6816.26337862559,6830.28632606221,6844.18819910908,6858.03802961572,6871.78281094294,6885.27194322769,6898.57546579483,6911.59238142626,6924.42983050356,6937.09538054981,6949.58054262436,6961.87862268085
9,"Austria",15118.3070688096,15167.7211900707,15214.257272197,15258.6882758414,15301.3056285373,15342.3766602974,15384.0789089223,15427.0647895159,15464.8933639472,15501.490837371,15537.4977594558,15572.96671754,15606.4387867472,15639.2564199444,15671.2142272088,15702.0145892584,15732.1685526383,15761.7129351763,15790.6650538068,15819.03184859
10,"Azerbaijan",1620.00585682374,1651.52112013745,1682.35510643741,1712.57004778276,1742.32829978875,1771.35057093699,1800.72420001194,1831.53422088515,1860.35427055454,1887.18860813595,1913.61661580073,1939.64285218579,1965.28247150593,1990.57732113003,2015.39168891481,2039.55432458789,2063.28440141445,2086.52714085706,2109.41646895654,2131.9534317505
11,"Bahamas",75.4140895398093,78.2953112141327,81.3137998944815,84.4430007855234,87.5966155164119,90.7740176407535,94.0443375625415,97.4473281879991,100.794720910961,104.292375002106,107.711663477437,111.185542160889,114.712119191303,118.29765592056,121.930210350131,125.58627790228,129.290633151488,133.04830344038,136.852657332327,140.692523284978
12,"Bahrain",2581.85983972263,2688.79270175663,2833.4404394161,2937.40623221412,3051.6620323119,3147.87810573763,3249.24272349399,3346.7850939605,3436.23662386961,3523.94872709542,3612.82220926069,3701.57360332341,3790.83169701537,3881.78155009855,3974.63937476672,4064.52764880322,4155.8881019305,4248.68086567261,4342.92809283447,4438.62661023248
13,"Bangladesh",5125.03487081296,5657.43981530046,6227.89060548293,6837.96152849336,7487.74906639027,8177.85871765493,8932.33360594263,9759.66786624419,10609.8316509497,11516.5466728489,12484.0914035284,13517.5377086688,14621.6000621215,15818.6031064661,17115.7600791394,18475.0295596004,19929.9973404946,21487.3229995578,23154.153323018,24938.3611926437
14,"Barbados",77.2604284414959,77.7622915152986,78.3354513354456,79.0413214431382,79.8895535582631,80.7315298038417,81.6855973238731,82.7618209135337,83.8986612118521,85.1426268271701,86.5279153976207,88.0663565056727,89.7708144901774,91.6604156311489,93.7607624195761,96.0950185421815,98.6979193972086,101.602632117525,104.847336182834,108.474024001304
15,"Belarus",9311.33256362367,9992.19597160256,10749.4485546949,11599.3322352603,12404.5424842211,13236.913243652,14128.5422609705,15064.5412443698,15985.3805879144,16933.1901726126,17906.0777116619,18907.4847058461,19937.6307501361,20999.8585622003,22091.5742724747,23207.9170284617,24356.451057473,25538.2142524613,26754.1281575336,28005.3434526412
16,"Belgium",45239.9317406775,46364.7082453106,47481.2783953713,48590.3693326756,49758.5313922729,50993.9659723883,52189.4690584365,53443.1332510885,54634.7455171608,55840.2849111979,57051.5793503177,58255.9095201389,59468.6390210241,60690.0894825787,61913.412952815,63129.265552667,64346.3136245006,65566.6040777016,66789.4540870307,68014.0888055324
17,"Benin",55.8244384178569,57.6356570194561,59.4325337829934,61.3475115690236,63.3901971831767,65.5709802426643,67.9303490529215,70.4829539945367,72.9480469540893,75.3186717885778,77.5873202116752,79.7449179925131,81.7815821008236,83.968719398821,86.317224938816,88.7034999864337,91.1321589192029,93.6083258909037,96.1277305432879,98.6851146719194
