id,Country,2020-08-01,2020-08-08,2020-08-15,2020-08-22,2020-08-29,2020-09-05,2020-09-12,2020-09-19,2020-09-26,2020-10-03,2020-10-10,2020-10-17,2020-10-24,2020-10-31
0,Washington,60998,77974,109016,165349,265915,439855,724065,1146684,1693682,2288329,2826813,3241706,3523607,3698754
1,Illinois,193031,259682,459162,1026731,2428654,4912168,7413680,8782658,9284271,9439068,9484197,9497133,9500824,9501876
2,California,573285,921691,1825415,4016997,8545588,15346408,21705048,25394547,26951934,27517418,27711183,27776241,27797935,27805153
3,Arizona,200234,312738,606004,1283297,2477314,3804941,4669265,5046123,5180471,5224789,5239027,5243562,5245003,5245460
4,Massachusetts,122369,147921,242340,573265,1542139,3294156,4856733,5648534,5922692,5999983,6020298,6025550,6026906,6027257
5,Wisconsin,58658,80419,123775,208574,368513,650268,1090856,1663464,2247817,2710111,3005746,3169404,3252743,3293365
6,Texas,524202,924153,2020704,4698141,9676485,15368175,19014960,20531185,21042091,21201492,21250008,21264663,21269079,21270409
7,Nebraska,29124,43828,90030,224843,529416,937862,1271267,1478757,1578929,1618728,1633110,1638125,1639853,1640447
8,Utah,44507,58913,87511,143034,246266,423429,688760,1013166,1321761,1550786,1690610,1765864,1803604,1821857
9,Oregon,20550,29666,49593,92625,183104,363003,683475,1154255,1676045,2095598,2351603,2481804,2541822,2568219
10,Florida,584824,1085629,2431237,5413898,9821061,13419675,15124756,15717728,15900373,15954464,15970295,15974912,15976257,15976649
11,New York,419928,440003,484967,585079,804909,1273124,2208125,3852651,6174614,8579997,10365607,11380289,11869369,12086137
12,Rhode Island,19599,25070,46322,122589,337728,667213,869500,929859,943321,946104,946670,946785,946808,946813
13,Georgia,229098,450329,1147977,2912959,5579155,7451543,8141940,8329969,8376596,8387881,8390597,8391249,8391406,8391443
14,New Hampshire,6979,8706,14036,30274,78148,203731,448151,735473,943142,1050646,1094215,1109557,1114657,1116322
15,North Carolina,135982,193949,325790,615622,1207061,2246318,3657351,5005863,5910520,6378382,6587407,6674579,6709879,6724002
16,New Jersey,184385,202941,266551,479171,1132894,2705336,4895626,6318961,6825431,6962998,6997415,7005844,7007898,7008397
17,Colorado,51414,70471,117101,228636,481318,988430,1791314,2669624,3300999,3626117,3764389,3818287,3838572,3846105
18,Maryland,98238,155813,363994,1025965,2451187,3919694,4617588,4824318,4875358,4887362,4890162,4890817,4890970,4891006
19,Nevada,60289,120533,303272,755968,1456040,2009896,2259466,2341968,2366085,2372881,2374783,2375317,2375467,2375509
20,Tennessee,142841,304921,808349,2041336,3864773,5173946,5694110,5849077,5890903,5901951,5904874,5905652,5905861,5905917
21,Hawaii,2134,3286,5969,12186,26422,58143,124694,247990,430216,623511,765795,843941,879932,895138
22,Indiana,78026,143837,394733,1226592,3027884,4714337,5362732,5517959,5550284,5556811,5558120,5558383,5558435,5558446
23,Kentucky,35191,58807,121317,280073,643527,1304464,2105795,2692883,2977044,3086291,3124425,3137278,3141558,3142978
24,Minnesota,58161,73091,101653,155629,255284,431518,720458,1139239,1647144,2142242,2529576,2782540,2928507,3006711
25,Oklahoma,44496,92467,248906,695116,1583732,2489275,2928754,3063680,3098649,3107294,3109406,3109921,3110046,3110076
26,Pennsylvania,127576,191427,429209,1256036,3544318,7112236,9438936,10186181,10363692,10402552,10410903,10412690,10413072,10413154
27,South Carolina,107349,192063,434495,1032409,2072912,3082444,3611582,3799190,3855801,3872019,3876594,3877880,3878240,3878342
28,District of Columbia,12800,15951,24844,48980,107966,220553,357238,451623,493287,507886,512567,514025,514475,514613
29,Kansas,32358,56796,134061,357316,849275,1483445,1926322,2124269,2192776,2213986,2220321,2222199,2222756,2222922
30,Missouri,62495,143204,429554,1289720,2920773,4289438,4808234,4939501,4968909,4975310,4976695,4976994,4977059,4977073
31,Vermont,1487,1696,2153,3154,5333,10036,19989,40196,77932,138364,214229,284148,331900,358046
32,Virginia,100306,151879,294740,600420,989227,1240779,1337421,1366534,1374622,1376817,1377409,1377569,1377612,1377623
33,Connecticut,50652,58185,86372,188797,523852,1317510,2255322,2722766,2855202,2885845,2892582,2894045,2894363,2894431
34,Iowa,50170,75763,151867,361318,830294,1508784,2032814,2265416,2342065,2364680,2371128,2372949,2373461,2373606
35,Louisiana,153292,310032,781379,1814065,3031975,3711664,3938744,3999948,4015406,4019249,4020203,4020440,4020499,4020513
36,Ohio,103630,165608,345317,841907,2046066,4202493,6493338,7845381,8374911,8546926,8599262,8614863,8619485,8620852
37,Michigan,98506,142671,294872,792129,2163402,4612467,6705282,7576454,7822855,7884146,7898886,7902402,7903238,7903438
39,Arkansas,46427,63035,94609,153126,256548,424700,663633,944066,1206206,1402711,1526468,1595931,1632393,1650858
40,Delaware,15842,20499,33270,66920,146827,296308,478222,607668,667354,689175,696447,698793,699542,699781
41,Mississippi,66899,103305,182785,344281,628432,1018272,1398246,1659208,1797031,1859629,1886080,1896912,1901291,1903051
42,New Mexico,23110,35312,68751,156162,356810,701373,1073290,1318942,1432473,1475674,1490792,1495927,1497657,1498239
46,Maine,4016,4421,5155,6489,8918,13338,21336,35606,60344,100988,162023,242399,332685,419747
47,Alabama,99015,143093,230816,397671,688934,1127259,1655603,2141109,2484807,2684618,2787495,2837127,2860316,2870987
