id,Country,2021-04-10,2021-04-17,2021-04-24,2021-05-01,2021-05-08,2021-05-15,2021-05-22,2021-05-29,2021-06-05,2021-06-12,2021-06-19,2021-06-26,2021-07-03,2021-07-10,2021-07-17
0,"Afghanistan",57091,57710,58570,59774,61453,63797,67064,71613,77938,86708,98832,115515,138329,169265,210731
1,"Albania",128074,129841,131301,132490,133444,134204,134805,135276,135643,135929,136151,136323,136455,136558,136636
2,"Algeria",118370,119199,120043,120912,121799,122705,123631,124578,125545,126532,127540,128570,129620,130692,131784
3,"Andorra",12456,12456,12456,12456,12456,12456,12456,12456,12456,12456,12456,12456,12456,12456,12456
4,"Angola",23353,24215,25250,26493,27985,29772,31912,34471,37524,41161,45482,50602,56646,63754,72074
5,"Antigua and Barbuda",1186,1212,1233,1251,1264,1276,1285,1292,1298,1302,1306,1309,1311,1313,1315
6,"Argentina",2515092,2639175,2758863,2861307,2940266,2996288,3033724,3057742,3072749,3081972,3087581,3090972,3093014,3094240,3094976
7,"Armenia",202078,208269,214033,219099,223393,226922,229725,231907,233572,234825,235757,236445,236949,237318,237586
8,"Australia",29406,29470,29529,29586,29641,29692,29741,29788,29832,29874,29914,29952,29988,30023,30055
9,"Austria",574296,591426,605610,616850,625499,631992,636778,640259,642765,644557,645832,646735,647374,647824,648142
10,"Azerbaijan",283070,294682,304864,313319,320336,326107,330816,334640,337729,340217,342213,343812,345090,346110,346923
11,"Bahamas",9388,9549,9689,9810,9913,10002,10076,10140,10194,10240,10279,10311,10339,10362,10382
12,"Bahrain",154280,154280,154280,154280,154280,154280,154280,154280,154280,154280,154280,154280,154280,154280,154280
13,"Bangladesh",679722,726068,775409,826758,880205,935653,992947,1051957,1112500,1174383,1237389,1301286,1365825,1430748,1495792
14,"Barbados",3714,3746,3768,3784,3795,3803,3809,3813,3816,3818,3819,3820,3821,3821,3822
15,"Belarus",334704,343719,352869,361971,370916,379577,387852,395655,402921,409612,415706,421204,426121,430483,434327
16,"Belgium",921538,943544,960739,973205,981976,987993,992016,994687,996438,997581,998324,998806,999118,999320,999450
17,"Benin",7546,7759,7966,8159,8339,8508,8667,8816,8956,9086,9209,9324,9431,9532,9627
18,"Bhutan",909,935,979,1053,1175,1379,1715,2265,3151,4543,6645,9636,13547,18122,22820
19,"Bolivia",281598,288523,295883,303581,311496,319490,327419,335144,342537,349495,355940,361823,367119,371830,375975
20,"Bosnia and Herzegovina",183240,191296,197292,201506,204348,206210,207407,208167,208647,208947,209135,209252,209326,209371,209399
21,"Brazil",13438168,13851442,14171476,14401581,14558324,14661176,14727014,14768489,14794354,14810383,14820276,14826369,14830114,14832415,14833828
22,"Brunei",220,226,233,240,247,255,263,272,281,291,301,311,323,335,347
23,"Bulgaria",373113,391281,404910,414480,420889,425044,427681,429332,430357,430990,431380,431619,431766,431856,431911
24,"Burkina Faso",12944,13073,13190,13305,13408,13506,13599,13683,13763,13838,13907,13972,14033,14089,14142
25,"Cabo Verde",18763,19719,20678,21593,22427,23155,23765,24261,24653,24957,25189,25363,25493,25589,25660
26,"Cambodia",3694,4368,5147,6067,7146,8413,9898,11638,13674,16051,18824,22053,25802,30146,35163
27,"Cameroon",62222,65920,69713,73575,77498,81469,85477,89510,93554,97599,101630,105635,109603,113520,117377
