id,Country,2020-07-26,2020-08-02,2020-08-09,2020-08-16,2020-08-23,2020-08-30,2020-09-06,2020-09-13,2020-09-20,2020-09-27,2020-10-04,2020-10-11,2020-10-18,2020-10-25,2020-11-01
1,"Albania",4874,6642,10085,16329,28372,49377,83176,129857,180261,220640,244521,255827,260564,262440,263166
2,"Algeria",27807,38279,59818,105869,202509,394044,725053,1172834,1614926,1953872,2192172,2362172,2483048,2565328,2618363
3,"Andorra",901,932,982,1061,1183,1363,1615,1939,2314,2700,3048,3327,3531,3669,3758
6,"Argentina",165302,231122,343084,522625,783802,1113563,1461360,1763538,1984007,2124843,2207224,2252928,2277538,2290578,2297427
7,"Armenia",37513,41538,46769,53579,62116,72275,83559,95093,105884,115169,122614,128273,132425,135405,137524
8,"Australia",14906,19602,27796,42017,66367,107098,172624,271652,407852,572402,742161,890475,1002026,1076688,1122793
9,"Austria",20483,21730,23600,26393,30537,36623,45426,57883,74974,97448,125395,157809,192466,226411,256885
10,"Azerbaijan",31745,48493,104811,246498,536025,817338,918206,943177,949386,950917,951293,951386,951408,951414,951415
12,"Bahrain",39173,41742,43991,46043,47986,49763,51404,52884,54195,55339,56319,57147,57838,58408,58873
15,"Belarus",67131,67975,68797,69707,70743,71931,73291,74844,76612,78616,80876,83410,86236,89364,92801
16,"Belgium",66331,73878,95416,154845,298121,546936,790219,913445,954682,966790,970273,971287,971586,971675,971703
20,"Bosnia and Herzegovina",10248,15087,25394,46749,85395,140085,194603,232168,251950,260965,264819,266428,267097,267376,267493
21,"Brazil",2451615,2945908,3605956,4424647,5347591,6277279,7111123,7785234,8287599,8641152,8880923,9039909,9143978,9211640,9255505
22,"Brunei",141,141,141,141,141,141,141,141,141,141,141,141,141,141,141
23,"Bulgaria",10576,12515,14589,16794,19125,21574,24132,26787,29522,32321,35165,38033,40904,43756,46567
24,"Burkina Faso",1092,1152,1255,1430,1730,2242,3118,4612,7159,11485,18794,31036,51234,83750,134073
26,"Cambodia",228,243,246,247,248,248,248,248,248,248,248,248,248,248,248
28,"Canada",116335,126863,156289,236793,442360,884358,1551344,2145374,2461805,2584068,2625139,2638267,2642396,2643688,2644091
31,"Chile",346486,372452,414832,479744,569606,677737,787488,880840,948805,992796,1019117,1034125,1042448,1046991,1049451
32,"China",86550,88363,91870,98588,111430,136037,183116,273184,445315,773681,1397936,2576911,4776050,8784076,15786263
33,"Colombia",251018,344246,502105,749890,1093710,1495684,1879347,2179204,2378270,2496281,2561553,2596266,2614341,2623650,2628416
36,"Costa Rica",15291,21187,29230,39817,53124,68906,86371,104264,121190,136023,148166,157562,164517,169498,172981
38,"Croatia",4903,5908,7609,10465,15185,22789,34537,51558,74033,100277,126789,149857,167419,179458,187123
39,"Diamond Princess",712,712,712,712,712,712,712,712,712,712,712,712,712,712,712
41,"Cyprus",1059,1104,1193,1358,1683,2307,3493,5735,9815,16824,27734,42393,58863,74106,85588
42,"Czechia",15491,18314,23703,33885,52672,85863,140182,218692,313552,405630,477391,524123,551039,565445,572852
43,"Denmark",13694,14152,14926,16237,18445,22131,28194,37924,52941,74756,103790,138170,173577,205081,229605
45,"Dominican Republic",63129,88874,150462,274811,454248,614106,703402,740353,753666,758217,759744,760253,760423,760479,760498
46,"Ecuador",81104,89097,98206,108485,119950,132567,146246,160834,176115,191821,207648,223280,238416,252788,266188
47,"Egypt",92367,98599,107032,118460,133912,154738,182692,219998,269406,334181,417972,524497,656962,817207,1004698
51,"Estonia",2035,2051,2076,2111,2160,2232,2331,2473,2675,2959,3362,3929,4725,5837,7375
55,"Finland",7399,7512,7679,7946,8369,9030,10091,11778,14467,18753,25511,36014,51883,74759,105455
56,"France",218958,230153,251144,290372,362647,492295,714007,1063564,1548747,2113016,2645710,3055982,3324144,3480828,3566379
59,"Georgia",1130,1274,1504,1890,2490,3462,5020,7484,11398,17520,26949,41135,61656,89720,125125
60,"Germany",207047,214553,228299,253405,298925,380365,522639,761093,1134021,1657674,2289780,2924372,3451345,3822854,4055085
62,"Greece",4221,4564,5087,5819,6937,8570,10972,14518,19700,27269,38237,53973,76250,107148,148824
69,"Hungary",4450,4754,5527,7497,12484,24928,54868,120960,242125,401624,536889,613389,646790,659676,664405
70,"Iceland",1844,1850,1856,1862,1868,1874,1881,1888,1894,1901,1908,1915,1923,1930,1938
71,"India",1481436,2481109,5028637,11510811,26159962,48521237,66547566,75218507,80457837,84882894,88603482,91418339,93345801,94572704,95317104
72,"Indonesia",99742,123043,165357,242126,380462,626638,1055088,1772560,2899160,4498894,6468448,8499893,10238246,11498704,12305217
73,"Iran",292793,330832,404194,547391,816138,1276951,1945151,2715228,3433149,4025425,4484821,4819308,5045703,5189274,5276071
74,"Iraq",113449,164202,270903,480361,873870,1480450,2185375,2747324,3060728,3204353,3265680,3291501,3302410,3307056,3309050
75,"Ireland",25894,26120,26517,27216,28440,30572,34243,40450,50615,66425,89120,118167,150239,180253,204210
76,"Israel",63754,101231,197818,371892,540199,624469,652563,660550,662714,663292,663446,663487,663498,663501,663501
77,"Italy",246104,247841,249589,251343,253101,254864,256629,258396,260165,261933,263700,265465,267228,268987,270741
79,"Japan",30905,45674,87417,211980,579956,1528651,3185076,4730881,5703037,6489597,7325282,8154490,8832038,9291137,9562547
81,"Kazakhstan",93208,167330,447073,1010634,1636575,1774198,1778784,1778963,1778967,1778968,1778968,1778968,1778968,1778968,1778968
83,"Korea, South",14200,14543,14844,15101,15322,15511,15673,15812,15931,16033,16120,16195,16259,16314,16361
84,"Kuwait",63941,68264,72521,76570,80440,84100,87536,90735,93686,96384,98829,101026,102983,104714,106234
86,"Latvia",1211,1252,1328,1471,1737,2235,3166,4891,8032,13538,22554,35740,52195,69328,84515
87,"Lebanon",3738,4977,6901,9848,14610,22408,34944,54668,83784,122510,166771,208116,239152,258423,269026
90,"Lithuania",2017,2172,2466,3025,4079,6050,9676,16145,27080,43953,66592,91761,114379,131044,141576
91,"Luxembourg",6299,7119,8014,8958,9921,10870,11774,12606,13351,13998,14548,15005,15379,15681,15922
93,"Malaysia",8902,9049,9232,9461,9749,10109,10560,11124,11831,12715,13819,15200,16922,19070,21745
95,"Malta",687,696,703,707,711,714,716,717,718,719,719,720,720,720,720
98,"Mexico",396427,528181,862915,1652138,3207256,5384385,7273888,8317018,8749418,8906519,8960793,8979213,8985426,8987518,8988222
99,"Moldova",23323,28362,38349,57331,89186,132466,176535,210074,230621,241675,247225,249919,251208,251822,252115
103,"Morocco",20434,32117,74427,223465,681123,1632795,2564327,2964596,3072463,3097446,3103020,3104253,3104526,3104586,3104599
106,"Netherlands",53222,55621,60420,69980,88760,124620,189520,296190,446044,614942,762702,865184,925104,956643,972322
107,"New Zealand",1557,1570,1621,1812,2539,5287,15451,50167,141823,272472,350022,373768,379346,380568,380831
111,"North Macedonia",10083,11160,12369,13715,15194,16797,18509,20308,22167,24053,25932,27770,29537,31204,32753
112,"Norway",9125,9240,9421,9687,10072,10648,11490,12728,14547,17201,21065,26648,34632,45892,61447
