id,Country,2020-07-26,2020-08-02,2020-08-09,2020-08-16,2020-08-23,2020-08-30,2020-09-06,2020-09-13,2020-09-20,2020-09-27,2020-10-04,2020-10-11,2020-10-18,2020-10-25,2020-11-01
0,Washington,52565,58724,64843,70933,76858,82524,87853,92786,97284,101331,104929,108092,110847,113226,115266
1,Illinois,172508,183214,195132,207964,221393,235011,248388,261123,272886,283453,292710,300640,307306,312820,317320
2,California,460925,534986,609644,680705,745343,801566,848625,886755,916841,940085,957752,971014,980876,988159,993510
3,Arizona,161018,174960,184693,190956,194781,197042,198353,199105,199534,199777,199914,199992,200036,200061,200075
4,Massachusetts,115601,117895,120385,123064,125909,128894,131984,135140,138318,141473,144561,147542,150382,153053,155534
5,Wisconsin,48878,56084,63567,70907,77710,83694,88716,92766,95930,98339,100138,101462,102427,103123,103623
6,Texas,398328,454655,500209,534377,558586,575053,585946,593017,597553,600439,602266,603420,604146,604603,604891
7,Nebraska,24796,27177,30173,33681,37591,41856,46194,50402,54264,57615,60395,62602,64298,65567,66497
8,Utah,38128,41849,44986,47517,49487,50980,52087,52895,53478,53895,54191,54401,54550,54654,54728
9,Oregon,16714,18722,20522,22110,23492,24680,25690,26542,27255,27848,28339,28743,29074,29346,29567
10,Florida,422006,480432,520809,545919,560517,568672,573126,575528,576815,577502,577868,578063,578167,578222,578251
11,New York,412002,417844,424324,431354,438806,446510,454275,461899,469197,476011,482230,487786,492656,496856,500425
12,Rhode Island,18397,19165,20209,21542,23113,24798,26429,27855,28995,29842,30438,30840,31104,31275,31384
13,Georgia,168946,194569,218071,238220,254577,267251,276728,283623,288543,292004,294414,296080,297227,298014,298553
14,New Hampshire,6443,6729,7091,7548,8114,8803,9624,10576,11648,12813,14033,15261,16448,17552,18542
15,North Carolina,113777,127680,141116,153629,164978,174992,183624,190914,196965,201917,205921,209128,211677,213690,215272
16,New Jersey,178833,180346,181930,183394,184746,186051,187249,188374,189423,190392,191293,192124,192891,193597,194246
17,Colorado,44216,49318,55573,62859,70861,79095,87014,94145,100193,105067,108832,111648,113703,115175,116217
18,Maryland,83447,89864,96964,104631,112578,120497,128081,135071,141289,146645,151134,154810,157763,160099,161924
19,Nevada,43225,51432,59116,65961,71655,76152,79555,82049,83832,85087,85958,86559,86970,87250,87441
20,Tennessee,93710,109943,125452,139424,151312,160939,168430,174078,178237,181244,183392,184912,185980,186727,187248
21,Hawaii,1606,1815,2043,2280,2528,2786,3053,3329,3613,3905,4202,4504,4810,5118,5427
22,Indiana,62396,69399,77443,86420,96066,106037,115930,125352,133984,141611,148138,153570,157990,161517,164291
23,Kentucky,27246,32266,37855,43756,49639,55176,60110,64296,67700,70374,72418,73948,75075,75896,76488
24,Minnesota,50779,55341,59843,64139,68104,71654,74744,77369,79553,81339,82779,83926,84832,85542,86096
25,Oklahoma,30808,36552,43006,49585,56304,62955,69261,75137,80423,85060,89042,92383,95143,97388,99192
26,Pennsylvania,112265,119674,127901,136860,146454,156529,166899,177353,187672,197648,207099,215883,223902,231103,237476
27,South Carolina,81896,91970,99502,104742,108206,110420,111803,112656,113178,113495,113687,113803,113873,113916,113941
28,District of Columbia,11810,12470,13247,14159,15182,16295,17461,18627,19747,20774,21679,22446,23075,23577,23969
29,Kansas,25529,29020,32611,36173,39610,42831,45768,48381,50653,52593,54220,55567,56668,57560,58278
30,Missouri,42664,56914,77129,101386,125141,144091,156834,164432,168639,170872,172031,172625,172928,173082,173160
31,Vermont,1399,1442,1481,1516,1547,1574,1598,1620,1638,1655,1670,1683,1694,1704,1713
32,Virginia,83966,86963,87860,88080,88134,88147,88150,88150,88151,88151,88151,88151,88151,88151,88151
33,Connecticut,49199,51911,57992,70003,88584,108379,122312,129414,132429,133608,134054,134220,134282,134305,134313
34,Iowa,42439,45776,48725,51216,53244,54844,56077,57008,57702,58213,58587,58859,59055,59197,59299
35,Louisiana,108247,123327,136285,146239,153302,158028,161065,162968,164140,164856,165289,165551,165709,165804,165861
36,Ohio,84549,94419,104326,114086,123526,132486,140846,148517,155451,161635,167083,171831,175929,179439,182424
37,Michigan,86240,89856,92763,95070,96883,98299,99398,100248,100902,101405,101791,102086,102312,102485,102617
38,South Dakota,8324,8771,9228,9692,10156,10614,11062,11493,11904,12291,12652,12985,13289,13565,13813
39,Arkansas,38886,44678,50570,56200,61348,65846,69623,72691,75116,76990,78415,79483,80277,80862,81291
40,Delaware,14507,15800,17421,19268,21153,22867,24270,25321,26056,26547,26863,27063,27187,27264,27312
41,Mississippi,52564,63637,73961,81749,86720,89557,91072,91853,92248,92446,92545,92594,92618,92630,92636
42,New Mexico,19106,21404,23823,26296,28753,31121,33340,35364,37164,38731,40069,41193,42123,42885,43503
43,North Dakota,5867,6853,7968,9184,10454,11725,12942,14058,15043,15882,16576,17135,17577,17921,18185
44,Wyoming,2523,3021,3666,4459,5377,6368,7358,8275,9064,9702,10190,10551,10808,10988,11112
45,Alaska,2418,3090,3907,4874,5981,7203,8496,9805,11071,12243,13284,14176,14916,15514,15987
46,Maine,3787,3880,3957,4019,4071,4114,4149,4177,4201,4220,4236,4249,4260,4268,4275
47,Alabama,79777,92502,103913,113570,121275,127146,131466,134561,136737,138247,139284,139993,140475,140801,141022
48,Idaho,18208,21101,23376,25071,26283,27126,27700,28085,28341,28511,28623,28696,28744,28776,28796
49,Montana,3240,3940,4626,5280,5890,6446,6944,7381,7760,8083,8355,8583,8771,8927,9054
50,Puerto Rico,14894,18960,24022,30378,38044,46747,56198,65772,74853,82918,89641,94955,98973,101906,103994
51,Virgin Islands,376,454,523,582,632,674,708,735,757,774,788,799,807,814,819
52,Guam,341,356,371,385,397,408,418,426,434,441,447,453,457,462,466
