id,Country,2021-04-10,2021-04-17,2021-04-24,2021-05-01,2021-05-08,2021-05-15,2021-05-22,2021-05-29,2021-06-05,2021-06-12,2021-06-19,2021-06-26,2021-07-03,2021-07-10,2021-07-17
0,Washington,5330,5394,5468,5664,5889,6318,7185,8881,12007,17170,24324,32122,38633,42924,45311
1,Illinois,23783,23953,24158,24469,24858,25415,26224,27379,28999,31205,34095,37696,41908,46485,51072
2,California,60389,61095,61806,62951,64562,66408,69468,73248,78429,86098,95507,109307,127512,151108,184092
3,Arizona,17071,17139,17219,17460,17516,17527,17532,17533,17534,17534,17534,17534,17534,17534,17534
4,Massachusetts,17403,17610,17836,18075,18431,18847,19364,20005,20760,21683,22784,24075,25597,27348,29336
5,Wisconsin,7383,7443,7512,7757,7951,8254,8791,9724,11293,13789,17427,22099,27206,31874,35478
6,Texas,49207,49781,50325,52223,53304,54483,56003,58014,60649,64072,68529,74274,81626,90948,102603
7,Nebraska,2221,2234,2250,2323,2389,2477,2637,2921,3366,4092,5151,6512,8072,9542,10714
8,Utah,2161,2187,2212,2245,2298,2389,2544,2806,3235,3914,4921,6283,7913,9595,11082
9,Oregon,2443,2468,2498,2538,2620,2779,3086,3664,4719,6525,9305,12951,16835,20132,22420
10,Florida,34032,34500,35012,36151,37853,41461,49128,64161,89452,122657,154245,176012,187740,193195,195552
11,New York,51053,51624,52264,53848,58441,71873,105391,161707,212746,237461,245525,247771,248368,248524,248565
12,Rhode Island,2640,2655,2670,2710,2751,2821,2944,3150,3464,3878,4330,4731,5025,5210,5316
13,Georgia,19465,19738,19987,20995,21546,21999,22656,23386,24268,25429,26702,28353,30312,32583,35449
14,New Hampshire,1254,1266,1278,1295,1313,1334,1359,1388,1422,1463,1510,1565,1628,1701,1784
15,North Carolina,12265,12380,12498,12728,13076,13791,15286,18280,23795,32537,43535,53890,61214,65366,67418
16,New Jersey,24857,25084,25308,25581,26025,26760,27955,29808,32483,35977,39977,43911,47233,49689,51327
