id,Country,2021-04-10,2021-04-17,2021-04-24,2021-05-01,2021-05-08,2021-05-15,2021-05-22,2021-05-29,2021-06-05,2021-06-12,2021-06-19,2021-06-26,2021-07-03,2021-07-10,2021-07-17
0,Washington,5333,5400,5475,5621,5622,5622,5622,5622,5622,5622,5622,5622,5622,5622,5622
1,Illinois,23784,23961,24173,24332,24332,24332,24332,24332,24332,24332,24332,24332,24332,24332,24332
2,California,60335,61036,61732,62088,62088,62088,62088,62088,62088,62088,62088,62088,62088,62088,62088
3,Arizona,17074,17142,17219,17449,17449,17449,17449,17449,17449,17449,17449,17449,17449,17449,17449
4,Massachusetts,17419,17626,17852,17922,17922,17922,17922,17922,17922,17922,17922,17922,17922,17922,17922
5,Wisconsin,7386,7446,7515,7724,7724,7724,7724,7724,7724,7724,7724,7724,7724,7724,7724
6,Texas,49193,49774,50325,52014,52014,52014,52014,52014,52014,52014,52014,52014,52014,52014,52014
7,Nebraska,2209,2217,2225,2259,2259,2259,2259,2259,2259,2259,2259,2259,2259,2259,2259
8,Utah,2156,2178,2200,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211
9,Oregon,2446,2476,2511,2526,2530,2531,2531,2531,2531,2531,2531,2531,2531,2531,2531
10,Florida,34040,34535,35072,35809,35809,35809,35809,35809,35809,35809,35809,35809,35809,35809,35809
11,New York,51049,51623,52262,52813,52813,52813,52813,52813,52813,52813,52813,52813,52813,52813,52813
12,Rhode Island,2640,2656,2673,2704,2704,2704,2704,2704,2704,2704,2704,2704,2704,2704,2704
13,Georgia,19457,19732,19983,20880,20880,20880,20880,20880,20880,20880,20880,20880,20880,20880,20880
14,New Hampshire,1254,1266,1280,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289
15,North Carolina,12257,12372,12488,12618,12618,12618,12618,12618,12618,12618,12618,12618,12618,12618,12618
16,New Jersey,24850,25094,25335,25449,25449,25449,25449,25449,25449,25449,25449,25449,25449,25449,25449
17,Colorado,6152,6189,6231,6256,6256,6256,6256,6256,6256,6256,6256,6256,6256,6256,6256
18,Maryland,8442,8565,8701,8795,8795,8795,8795,8795,8795,8795,8795,8795,8795,8795,8795
19,Nevada,5326,5371,5420,5455,5455,5455,5455,5455,5455,5455,5455,5455,5455,5455,5455
20,Tennessee,12024,12113,12200,12273,12273,12273,12273,12273,12273,12273,12273,12273,12273,12273,12273
21,Hawaii,472,479,486,496,497,497,497,497,497,497,497,497,497,497,497
22,Indiana,13132,13200,13275,13323,13323,13323,13323,13323,13323,13323,13323,13323,13323,13323,13323
23,Kentucky,6262,6424,6580,6725,6725,6725,6725,6725,6725,6725,6725,6725,6725,6725,6725
24,Minnesota,7018,7092,7181,7196,7196,7196,7196,7196,7196,7196,7196,7196,7196,7196,7196
25,Oklahoma,6708,6835,6986,7040,7040,7040,7040,7040,7040,7040,7040,7040,7040,7040,7040
26,Pennsylvania,25377,25634,25921,26117,26117,26117,26117,26117,26117,26117,26117,26117,26117,26117,26117
27,South Carolina,9261,9343,9419,9456,9456,9456,9456,9456,9456,9456,9456,9456,9456,9456,9456
28,District of Columbia,1081,1095,1110,1123,1123,1123,1123,1123,1123,1123,1123,1123,1123,1123,1123
29,Kansas,4896,4918,4940,4981,4981,4981,4981,4981,4981,4981,4981,4981,4981,4981,4981
30,Missouri,8896,8955,9012,9161,9161,9161,9161,9161,9161,9161,9161,9161,9161,9161,9161
31,Vermont,231,235,239,242,242,243,243,243,243,243,243,243,243,243,243
32,Virginia,10482,10642,10803,10991,10991,10991,10991,10991,10991,10991,10991,10991,10991,10991,10991
33,Connecticut,7953,8002,8052,8078,8078,8078,8078,8078,8078,8078,8078,8078,8078,8078,8078
34,Iowa,5854,5897,5939,5986,5986,5986,5986,5986,5986,5986,5986,5986,5986,5986,5986
35,Louisiana,10215,10263,10309,10372,10372,10372,10372,10372,10372,10372,10372,10372,10372,10372,10372
36,Ohio,18741,18743,18745,18748,18748,18748,18748,18748,18748,18748,18748,18748,18748,18748,18748
37,Michigan,17536,17920,18421,18710,18710,18710,18710,18710,18710,18710,18710,18710,18710,18710,18710
38,South Dakota,1940,1944,1948,1951,1951,1951,1951,1951,1951,1951,1951,1951,1951,1951,1951
39,Arkansas,5672,5702,5727,5822,5822,5822,5822,5822,5822,5822,5822,5822,5822,5822,5822
40,Delaware,1573,1590,1610,1629,1629,1629,1629,1629,1629,1629,1629,1629,1629,1629,1629
41,Mississippi,7093,7124,7151,7248,7248,7248,7248,7248,7248,7248,7248,7248,7248,7248,7248
