id,Country,2021-04-10,2021-04-17,2021-04-24,2021-05-01,2021-05-08,2021-05-15,2021-05-22,2021-05-29,2021-06-05,2021-06-12,2021-06-19,2021-06-26,2021-07-03,2021-07-10
0,Washington,370652,370652,370652,370652,370652,370652,370652,370652,370652,370652,370652,370652,370652,370652
1,Illinois,1261577,1261577,1261577,1261577,1261577,1261577,1261577,1261577,1261577,1261577,1261577,1261577,1261577,1261577
2,California,3685045,3685045,3685045,3685045,3685045,3685045,3685045,3685045,3685045,3685045,3685045,3685045,3685045,3685045
3,Arizona,845480,845480,845480,845480,845480,845480,845480,845480,845480,845480,845480,845480,845480,845480
4,Massachusetts,648023,648023,648023,648023,648023,648023,648023,648023,648023,648023,648023,648023,648023,648023
5,Wisconsin,640704,640704,640704,640704,640704,640704,640704,640704,640704,640704,640704,640704,640704,640704
6,Texas,2811270,2811270,2811270,2811270,2811270,2811270,2811270,2811270,2811270,2811270,2811270,2811270,2811270,2811270
7,Nebraska,212257,212257,212257,212257,212257,212257,212257,212257,212257,212257,212257,212257,212257,212257
8,Utah,387814,387814,387814,387814,387814,387814,387814,387814,387814,387814,387814,387814,387814,387814
9,Oregon,167658,167658,167658,167658,167658,167658,167658,167658,167658,167658,167658,167658,167658,167658
10,Florida,2090862,2090862,2090862,2090862,2090862,2090862,2090862,2090862,2090862,2090862,2090862,2090862,2090862,2090862
11,New York,1918437,1918437,1918437,1918437,1918437,1918437,1918437,1918437,1918437,1918437,1918437,1918437,1918437,1918437
12,Rhode Island,139549,139549,139549,139549,139549,139549,139549,139549,139549,139549,139549,139549,139549,139549
13,Georgia,1066671,1066671,1066671,1066671,1066671,1066671,1066671,1066671,1066671,1066671,1066671,1066671,1066671,1066671
14,New Hampshire,86521,86521,86521,86521,86521,86521,86521,86521,86521,86521,86521,86521,86521,86521
15,North Carolina,923430,923430,923430,923430,923430,923430,923430,923430,923430,923430,923430,923430,923430,923430
16,New Jersey,933736,933736,933736,933736,933736,933736,933736,933736,933736,933736,933736,933736,933736,933736
17,Colorado,470254,470254,470254,470254,470254,470254,470254,470254,470254,470254,470254,470254,470254,470254
18,Maryland,419055,419055,419055,419055,419055,419055,419055,419055,419055,419055,419055,419055,419055,419055
19,Nevada,305652,305652,305652,305652,305652,305652,305652,305652,305652,305652,305652,305652,305652,305652
20,Tennessee,818008,818008,818008,818008,818008,818008,818008,818008,818008,818008,818008,818008,818008,818008
21,Hawaii,31515,31524,31525,31525,31525,31525,31525,31525,31525,31525,31525,31525,31525,31525
22,Indiana,692240,692240,692240,692240,692240,692240,692240,692240,692240,692240,692240,692240,692240,692240
23,Kentucky,429841,429841,429841,429841,429841,429841,429841,429841,429841,429841,429841,429841,429841,429841
24,Minnesota,530662,530662,530662,530662,530662,530662,530662,530662,530662,530662,530662,530662,530662,530662
25,Oklahoma,440142,440142,440142,440142,440142,440142,440142,440142,440142,440142,440142,440142,440142,440142
26,Pennsylvania,1052450,1052450,1052450,1052450,1052450,1052450,1052450,1052450,1052450,1052450,1052450,1052450,1052450,1052450
27,South Carolina,557803,557803,557803,557803,557803,557803,557803,557803,557803,557803,557803,557803,557803,557803
28,District of Columbia,45234,45234,45234,45234,45234,45234,45234,45234,45234,45234,45234,45234,45234,45234
29,Kansas,304793,304793,304793,304793,304793,304793,304793,304793,304793,304793,304793,304793,304793,304793
30,Missouri,585131,585131,585131,585131,585131,585131,585131,585131,585131,585131,585131,585131,585131,585131
31,Vermont,20373,20373,20373,20373,20373,20373,20373,20373,20373,20373,20373,20373,20373,20373
32,Virginia,627605,627605,627605,627605,627605,627605,627605,627605,627605,627605,627605,627605,627605,627605
33,Connecticut,317729,317729,317729,317729,317729,317729,317729,317729,317729,317729,317729,317729,317729,317729
34,Iowa,354557,354557,354557,354557,354557,354557,354557,354557,354557,354557,354557,354557,354557,354557
35,Louisiana,446955,446955,446955,446955,446955,446955,446955,446955,446955,446955,446955,446955,446955,446955
36,Ohio,1028800,1028800,1028800,1028800,1028800,1028800,1028800,1028800,1028800,1028800,1028800,1028800,1028800,1028800
37,Michigan,786123,786123,786123,786123,786123,786123,786123,786123,786123,786123,786123,786123,786123,786123
38,South Dakota,118680,118680,118680,118680,118680,118680,118680,118680,118680,118680,118680,118680,118680,118680
39,Arkansas,331261,331261,331261,331261,331261,331261,331261,331261,331261,331261,331261,331261,331261,331261
40,Delaware,96806,96806,96806,96806,96806,96806,96806,96806,96806,96806,96806,96806,96806,96806
41,Mississippi,306341,306341,306341,306341,306341,306341,306341,306341,306341,306341,306341,306341,306341,306341
42,New Mexico,192773,192773,192773,192773,192773,192773,192773,192773,192773,192773,192773,192773,192773,192773
