<<<<<<< HEAD
id,Country,2022-09-24,2022-10-01,2022-10-08,2022-10-15,2022-10-22,2022-10-29,2022-11-05,2022-11-12,2022-11-19,2022-11-26,2022-12-03,2022-12-10,2022-12-17,2022-12-24
0,Washington,1804512,1806401,1807484,1808252,1808949,1809783,1811148,1814038,1820462,1830959,1841500,1848396,1852036,1854066
1,Illinois,3743951,3751647,3756482,3760021,3762837,3765161,3767302,3769380,3771541,3773933,3776712,3780120,3784485,3790287
2,California,11236468,11263774,11283485,11298058,11309367,11318735,11327128,11335373,11344346,11355230,11369935,11391660,11425387,11476554
3,Arizona,2269151,2273796,2278109,2282114,2285837,2289303,2292536,2295560,2298396,2301065,2303585,2305974,2308247,2310420
4,Massachusetts,2037949,2044469,2049935,2054506,2058374,2061725,2064717,2067483,2070133,2072766,2075472,2078342,2081465,2084935
5,Wisconsin,1859987,1867822,1875393,1882712,1889791,1896642,1903277,1909708,1915945,1922002,1927888,1933616,1939195,1944636
6,Texas,7985604,8018290,8047034,8072284,8094353,8113612,8130431,8145120,8157958,8169208,8179050,8187654,8195130,8201596
7,Nebraska,536721,538484,540079,541491,542719,543776,544679,545446,546100,546657,547135,547548,547908,548225
8,Utah,1037355,1040970,1046281,1054358,1066169,1081638,1098795,1114534,1126704,1135022,1140312,1143576,1145589,1146854
9,Oregon,888912,891617,894074,896302,898317,900140,901791,903291,904658,905908,907058,908122,909112,910039
10,Florida,7132447,7151796,7167895,7181470,7193020,7202967,7211697,7219490,7226593,7233202,7239487,7245601,7251692,7257912
11,New York,6086098,6114000,6141100,6167325,6192624,6216960,6240314,6262680,6284070,6304512,6324036,6342676,6360472,6377466
12,Rhode Island,423220,424604,425887,427072,428161,429162,430081,430924,431698,432412,433071,433682,434250,434780
13,Georgia,2901849,2909055,2914937,2919761,2923742,2927049,2929816,2932150,2934134,2935834,2937302,2938579,2939699,2940688
14,New Hampshire,348415,349625,350856,352118,353422,354780,356206,357712,359316,361034,362887,364899,367095,369507
15,North Carolina,3182237,3201009,3218871,3235904,3252183,3267775,3282742,3297137,3311010,3324400,3337343,3349866,3361991,3373732
16,New Jersey,2751603,2795527,2807136,2809655,2810518,2810987,2811364,2811799,2812507,2814079,2818319,2829010,2847127,2867227
17,Colorado,1650940,1656078,1660870,1665359,1669601,1673663,1677611,1681510,1685415,1689377,1693433,1697606,1701907,1706329
18,Maryland,1245007,1250984,1256704,1262211,1267542,1272732,1277813,1282813,1287762,1292687,1297614,1302569,1307580,1312672
19,Nevada,836114,836442,836670,836846,836995,837135,837281,837449,837661,837953,838376,839012,839948,841224
20,Tennessee,2330665,2334982,2338071,2340307,2341960,2343217,2344202,2345000,2345668,2346247,2346764,2347243,2347698,2348145
21,Hawaii,343226,344249,345162,345984,346732,347422,348066,348674,349257,349821,350375,350925,351477,352039
22,Indiana,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23,Kentucky,1571624,1577670,1582542,1586522,1589826,1592624,1595044,1597182,1599115,1600902,1602591,1604222,1605830,1607447
24,Minnesota,1657867,1663114,1667780,1671924,1675613,1678911,1681876,1684564,1687020,1689288,1691401,1693393,1695289,1697114
