id,Country,2021-04-10,2021-04-17,2021-04-24,2021-05-01,2021-05-08,2021-05-15,2021-05-22,2021-05-29,2021-06-05,2021-06-12,2021-06-19,2021-06-26,2021-07-03,2021-07-10,2021-07-17
0,"Afghanistan",57091,57709,58564,59757,61412,63705,66871,71220,77153,85171,95874,109921,127956,150463,177575
1,"Albania",127795,127795,127795,127795,127795,127795,127795,127795,127795,127795,127795,127795,127795,127795,127795
2,"Algeria",118370,119198,120041,120906,121786,122682,123594,124520,125461,126415,127382,128360,129349,130348,131355
3,"Andorra",12456,12456,12456,12456,12456,12456,12456,12456,12456,12456,12456,12456,12456,12456,12456
4,"Angola",23353,24213,25244,26474,27939,29676,31726,34131,36934,40178,43897,48118,52855,58100,63827
5,"Antigua and Barbuda",1186,1208,1224,1234,1241,1245,1248,1250,1252,1252,1253,1253,1254,1254,1254
6,"Argentina",2497881,2497881,2497881,2497881,2497881,2497881,2497881,2497881,2497881,2497881,2497881,2497881,2497881,2497881,2497881
7,"Armenia",201158,201158,201158,201158,201158,201158,201158,201158,201158,201158,201158,201158,201158,201158,201158
8,"Australia",29405,29468,29526,29581,29631,29679,29724,29766,29805,29842,29877,29909,29940,29968,29995
9,"Austria",571616,571616,571616,571616,571616,571616,571616,571616,571616,571616,571616,571616,571616,571616,571616
10,"Azerbaijan",281387,281387,281387,281387,281387,281387,281387,281387,281387,281387,281387,281387,281387,281387,281387
11,"Bahamas",9366,9376,9380,9380,9380,9380,9380,9380,9380,9380,9380,9380,9380,9380,9380
12,"Bahrain",154280,154280,154280,154280,154280,154280,154280,154280,154280,154280,154280,154280,154280,154280,154280
13,"Bangladesh",679241,720587,761179,799329,835057,868183,898600,926315,951373,973879,993967,1011800,1027555,1041414,1053559
14,"Barbados",3713,3740,3757,3768,3775,3780,3783,3784,3786,3786,3787,3787,3787,3787,3788
15,"Belarus",333430,333430,333430,333430,333430,333430,333430,333430,333430,333430,333430,333430,333430,333430,333430
16,"Belgium",917917,917917,917917,917917,917917,917917,917917,917917,917917,917917,917917,917917,917917,917917,917917
17,"Benin",7546,7758,7963,8153,8330,8495,8648,8792,8925,9049,9164,9272,9371,9464,9550
18,"Bhutan",909,935,978,1048,1163,1348,1638,2080,2718,3574,4612,5726,6775,7642,8287
