id,Country,2022-04-02,2022-04-03,2022-04-04,2022-04-05,2022-04-06,2022-04-07,2022-04-08,2022-04-09,2022-04-10,2022-04-11,2022-04-12,2022-04-13,2022-04-14,2022-04-15,2022-04-16,2022-04-17,2022-04-18,2022-04-19,2022-04-20,2022-04-21,2022-04-22,2022-04-23,2022-04-24,2022-04-25,2022-04-26,2022-04-27,2022-04-28,2022-04-29,2022-04-30,2022-05-01,2022-05-02,2022-05-03,2022-05-04,2022-05-05,2022-05-06,2022-05-07,2022-05-08,2022-05-09,2022-05-10,2022-05-11,2022-05-12,2022-05-13,2022-05-14,2022-05-15,2022-05-16,2022-05-17,2022-05-18,2022-05-19,2022-05-20,2022-05-21,2022-05-22,2022-05-23,2022-05-24,2022-05-25,2022-05-26,2022-05-27,2022-05-28,2022-05-29,2022-05-30,2022-05-31,2022-06-01,2022-06-02,2022-06-03,2022-06-04,2022-06-05,2022-06-06,2022-06-07,2022-06-08,2022-06-09,2022-06-10,2022-06-11,2022-06-12,2022-06-13,2022-06-14,2022-06-15,2022-06-16,2022-06-17,2022-06-18,2022-06-19,2022-06-20,2022-06-21,2022-06-22,2022-06-23,2022-06-24,2022-06-25,2022-06-26,2022-06-27,2022-06-28,2022-06-29,2022-06-30,2022-07-01,2022-07-02,2022-07-03,2022-07-04,2022-07-05,2022-07-06,2022-07-07,2022-07-08,2022-07-09,2022-07-10,2022-07-11
0,Afghanistan,177803,177860,177916,177973,178028,178081,178132,178182,178229,178274,178319,178362,178403,178443,178482,178519,178555,178590,178624,178656,178688,178718,178748,178776,178804,178830,178856,178881,178905,178928,178951,178973,178994,179014,179034,179053,179071,179089,179107,179123,179140,179155,179171,179185,179200,179213,179227,179240,179252,179264,179276,179287,179298,179309,179319,179329,179339,179348,179358,179366,179375,179383,179391,179399,179407,179414,179421,179428,179434,179441,179447,179453,179459,179465,179470,179476,179481,179486,179491,179496,179500,179505,179509,179513,179517,179521,179525,179529,179532,179536,179539,179542,179546,179549,179552,179555,179557,179560,179563,179565,179568
1,Albania,273823,273886,273950,274015,274080,274146,274213,274279,274348,274418,274488,274559,274631,274704,274777,274853,274930,275008,275088,275168,275250,275333,275419,275507,275596,275686,275779,275873,275969,276069,276170,276274,276380,276489,276600,276713,276831,276952,277076,277203,277333,277467,277604,277747,277893,278044,278199,278358,278522,278691,278867,279049,279236,279428,279627,279832,280043,280264,280492,280728,280971,281223,281483,281752,282033,282324,282625,282937,283259,283593,283939,284301,284677,285066,285469,285886,286319,286768,287239,287726,288232,288757,289301,289866,290451,291065,291701,292362,293046,293757,294493,295257,296057,296887,297747,298639,299563,300521,301513,302551,303626
2,Algeria,265684,265691,265698,265704,265710,265716,265722,265727,265731,265736,265740,265744,265747,265751,265754,265757,265759,265762,265765,265767,265769,265771,265773,265775,265776,265778,265779,265780,265782,265783,265784,265785,265786,265787,265788,265789,265789,265790,265791,265791,265792,265793,265793,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794,265794
3,Andorra,40024,40075,40124,40171,40216,40258,40298,40336,40382,40428,40474,40519,40564,40609,40653,40706,40759,40811,40862,40913,40964,41015,41080,41145,41211,41278,41345,41413,41482,41565,41651,41739,41829,41922,42018,42117,42237,42361,42489,42621,42757,42898,43044,43221,43406,43598,43797,44005,44219,44441,44709,44988,45277,45577,45886,46206,46535,46933,47344,47766,48199,48639,49086,49538,50088,50645,51238,51829,52414,52991,53553,54262,54952,55618,56255,56858,57424,57951,58634,59268,59850,60816,61811,62767,63678,64680,65622,66502,67318,68070,68760,69390,70073,70691,71250,71754,72207,72616,72985,73379,73732
4,Angola,99194,99206,99218,99230,99242,99253,99265,99276,99287,99298,99309,99320,99330,99340,99351,99361,99371,99381,99390,99400,99410,99419,99428,99437,99446,99455,99464,99472,99481,99489,99497,99505,99513,99521,99529,99536,99544,99551,99559,99566,99573,99579,99586,99593,99599,99605,99612,99618,99624,99630,99635,99641,99646,99652,99657,99662,99667,99672,99677,99682,99687,99691,99696,99700,99704,99708,99713,99717,99720,99724,99728,99732,99735,99739,99742,99745,99749,99752,99755,99758,99761,99763,99766,99769,99771,99774,99776,99779,99781,99783,99785,99787,99789,99791,99793,99795,99797,99799,99800,99802,99804
5,Antigua and Barbuda,7493,7495,7496,7498,7500,7502,7503,7505,7507,7509,7511,7513,7515,7517,7519,7521,7524,7526,7528,7531,7533,7536,7538,7541,7544,7547,7549,7552,7555,7558,7562,7565,7568,7572,7575,7579,7583,7586,7590,7594,7598,7602,7606,7610,7614,7619,7623,7627,7631,7635,7639,7643,7647,7650,7654,7657,7660,7663,7665,7668,7670,7672,7674,7676,7678,7679,7681,7682,7684,7685,7686,7687,7688,7688,7689,7690,7690,7691,7692,7692,7693,7693,7693,7694,7694,7694,7694,7694,7694,7694,7694,7694,7694,7694,7694,7694,7694,7694,7694,7694,7694
6,Argentina,9040640,9042764,9044793,9046724,9048555,9050283,9051900,9053424,9055309,9057129,9058857,9060494,9062044,9063507,9064889,9066804,9068625,9070351,9071978,9073504,9074924,9076234,9078314,9080297,9082177,9083953,9085607,9087129,9088509,9091008,9093463,9095870,9098223,9100517,9102743,9104893,9108617,9112505,9116580,9120866,9125385,9130158,9135205,9142883,9151399,9160865,9171403,9183138,9196200,9210717,9231358,9255014,9282046,9312805,9347615,9386746,9430378,9494410,9567977,9650404,9741004,9838422,9940620,10044969,10189948,10335409,10475443,10604595,10718695,10815370,10894081,11025215,11130693,11211615,11271027,11312822,11340887,11358606,11412921,11450320,11475399,11491825,11541654,11722548,11888496,12128386,12351247,12552935,12730920,12884276,13013469,13120001,13279398,13414017,13526258,13619011,13695275,13757896,13809396,13881103,13938698
7,Armenia,422563,422575,422585,422595,422604,422612,422619,422626,422631,422636,422641,422645,422648,422651,422654,422656,422658,422660,422661,422663,422664,422665,422666,422666,422667,422668,422668,422668,422669,422669,422669,422669,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670,422670
8,Australia,4676260,4731475,4782143,4827748,4867899,4902354,4931079,4954207,4993121,5027858,5058708,5087941,5113093,5134182,5151455,5180937,5206782,5229336,5250530,5270131,5288161,5304814,5328371,5350400,5371132,5390765,5409467,5427373,5444597,5467531,5489812,5511827,5535006,5557266,5578721,5599455,5630199,5660031,5689161,5717863,5746287,5774549,5802732,5841635,5881092,5920850,5960965,6001468,6042371,6083667,6141201,6203142,6268543,6337552,6410285,6486814,6567167,6667333,6773351,6885158,7002852,7126459,7254883,7387516,7553703,7725738,7902303,8081871,8262759,8443201,8621423,8846242,9069957,9292110,9504582,9705295,9892742,10066003,10288105,10491731,10677406,10843339,10990406,11119907,11233391,11383307,11511574,11620580,11712743,11790728,11857175,11912941,11992784,12057481,12109561,12152320,12187744,12215670,12237387,12276766,12308164
9,Austria,3873448,3896857,3919074,3940219,3960445,3979885,3998465,4016105,4035006,4053094,4070437,4087093,4103108,4118514,4133362,4149902,4165928,4181492,4196642,4211422,4225873,4240036,4255973,4271640,4287077,4302321,4317403,4332354,4347202,4364094,4380926,4397729,4414527,4431344,4448200,4465112,4484571,4504178,4523955,4543917,4564081,4585755,4614873,4654655,4695119,4735984,4776931,4817623,4857710,4896853,4951303,5004941,5057183,5107496,5155424,5200611,5242807,5301887,5357179,5408380,5455368,5498176,5536959,5571959,5621089,5665325,5705057,5740736,5772833,5801802,5828062,5864014,5896400,5926079,5953138,5977995,6032646,6090373,6156264,6220670,6283389,6344247,6403101,6459837,6514370,6576216,6635349,6691722,6745322,6796171,6844317,6889830,6941367,6989894,7035537,7078438,7118748,7156621,7192214,7232267,7269787
10,Azerbaijan,792019,792049,792078,792105,792130,792154,792175,792194,792210,792225,792239,792252,792263,792273,792282,792290,792297,792304,792310,792315,792320,792324,792328,792332,792335,792337,792340,792342,792343,792345,792347,792348,792349,792350,792351,792351,792352,792352,792353,792353,792354,792354,792354,792354,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355,792355
11,The Bahamas,33295,33302,33310,33318,33325,33334,33342,33351,33360,33369,33379,33389,33399,33410,33421,33432,33444,33457,33469,33483,33496,33511,33525,33541,33557,33573,33590,33608,33626,33646,33666,33686,33708,33730,33752,33776,33801,33826,33853,33880,33908,33938,33968,33999,34031,34065,34099,34134,34170,34207,34245,34284,34324,34364,34405,34447,34489,34533,34576,34620,34665,34709,34753,34798,34842,34887,34931,34975,35018,35061,35103,35145,35186,35226,35266,35305,35343,35380,35417,35453,35488,35521,35554,35586,35618,35648,35678,35707,35735,35762,35788,35814,35839,35863,35887,35910,35932,35953,35974,35994,36014
12,Bahrain,555560,556831,557933,558878,559679,560349,560901,561347,562802,564183,565434,566518,567414,568111,568612,569738,570771,571722,572584,573347,573999,574530,576138,577584,578877,580043,581106,582088,583010,585054,587178,589344,591518,593677,595814,597928,601816,605684,609611,613633,617749,621929,626129,633598,641198,648698,655949,662845,669300,675234,687339,698545,708549,717083,724036,729460,733530,748346,759522,767391,772621,775937,777969,779190,792620,801489,806929,810150,812055,813206,813924,823738,830833,835563,838706,840834,842319,843389,850537,855594,859350,862273,864630,866574,868234,874809,879788,883702,886904,889600,891903,893880,901945,916944,931346,945054,957991,970098,981339,995364,1008330
13,Bangladesh,1951714,1951764,1951811,1951854,1951894,1951931,1951965,1951995,1952024,1952049,1952073,1952094,1952114,1952131,1952147,1952162,1952176,1952189,1952200,1952211,1952220,1952228,1952236,1952243,1952250,1952256,1952261,1952266,1952271,1952275,1952279,1952283,1952286,1952289,1952292,1952294,1952297,1952299,1952301,1952303,1952304,1952306,1952307,1952309,1952310,1952311,1952312,1952313,1952314,1952314,1952315,1952316,1952316,1952317,1952317,1952318,1952318,1952319,1952319,1952319,1952320,1952320,1952320,1952320,1952320,1952320,1952320,1952320,1952320,1952320,1952320,1952320,1952320,1952320,1952320,1952320,1952320,1952320,1952320,1952320,1952320,1952320,1952320,1952320,1952320,1952320,1952320,1952320,1952320,1952320,1952320,1952320,1952320,1952320,1952320,1952320,1952320,1952320,1952320,1952320,1952320
