id,Country,2021-04-03,2021-04-10,2021-04-17,2021-04-24,2021-05-01,2021-05-08,2021-05-15,2021-05-22,2021-05-29,2021-06-05,2021-06-12,2021-06-19,2021-06-26,2021-07-03
0,Washington,362385,362385,362385,362385,362385,362385,362385,362385,362385,362385,362385,362385,362385,362385
1,Illinois,1239502,1239502,1239502,1239502,1239502,1239502,1239502,1239502,1239502,1239502,1239502,1239502,1239502,1239502
2,California,3663913,3663913,3663913,3663913,3663913,3663913,3663913,3663913,3663913,3663913,3663913,3663913,3663913,3663913
3,Arizona,840492,840492,840492,840492,840492,840492,840492,840492,840492,840492,840492,840492,840492,840492
4,Massachusetts,631031,631031,631031,631031,631031,631031,631031,631031,631031,631031,631031,631031,631031,631031
5,Wisconsin,634453,634453,634453,634453,634453,634453,634453,634453,634453,634453,634453,634453,634453,634453
6,Texas,2786219,2786219,2786219,2786219,2786219,2786219,2786219,2786219,2786219,2786219,2786219,2786219,2786219,2786219
7,Nebraska,208553,208553,208553,208553,208553,208553,208553,208553,208553,208553,208553,208553,208553,208553
8,Utah,384756,384756,384756,384756,384756,384756,384756,384756,384756,384756,384756,384756,384756,384756
9,Oregon,164164,164164,164164,164164,164164,164164,164164,164164,164164,164164,164164,164164,164164,164164
10,Florida,2047379,2047379,2047379,2047379,2047379,2047379,2047379,2047379,2047379,2047379,2047379,2047379,2047379,2047379
11,New York,1859474,1859474,1859474,1859474,1859474,1859474,1859474,1859474,1859474,1859474,1859474,1859474,1859474,1859474
12,Rhode Island,136419,136419,136419,136419,136419,136419,136419,136419,136419,136419,136419,136419,136419,136419
13,Georgia,1056421,1056421,1056421,1056421,1056421,1056421,1056421,1056421,1056421,1056421,1056421,1056421,1056421,1056421
14,New Hampshire,83340,83340,83340,83340,83340,83340,83340,83340,83340,83340,83340,83340,83340,83340
15,North Carolina,910833,910833,910833,910833,910833,910833,910833,910833,910833,910833,910833,910833,910833,910833
16,New Jersey,900273,900273,900273,900273,900273,900273,900273,900273,900273,900273,900273,900273,900273,900273
