id,Country,2020-07-26,2020-08-02,2020-08-09,2020-08-16,2020-08-23,2020-08-30,2020-09-06,2020-09-13,2020-09-20,2020-09-27,2020-10-04,2020-10-11,2020-10-18,2020-10-25,2020-11-01
0,Washington,53250,65475,89027,133724,216113,360120,589644,905754,1261792,1580238,1810067,1950987,2028798,2069268,2089660
1,Illinois,175084,216328,356206,795050,1883657,3461043,4515961,4893035,4994431,5019440,5025474,5026922,5027269,5027353,5027373
2,California,475980,710432,1337322,2859513,5805329,9545365,12299817,13587953,14058192,14213605,14263241,14278919,14283854,14285406,14285893
3,Arizona,166979,244412,484322,1078101,1956300,2568513,2796486,2859651,2875602,2879534,2880497,2880732,2880790,2880804,2880807
4,Massachusetts,117109,141299,283874,970973,2434604,3162707,3280048,3293644,3295141,3295306,3295324,3295326,3295326,3295326,3295326
5,Wisconsin,49757,65271,97613,163131,288350,502768,807677,1140795,1411501,1581870,1672084,1715454,1735326,1744230,1748180
6,Texas,418421,693922,1563120,3802009,7355021,10025073,11061291,11351217,11424251,11442146,11446501,11447560,11447816,11447879,11447894
7,Nebraska,25032,29381,37467,52453,79584,125898,196590,286911,379297,456097,511602,548864,572886,587928,597134
8,Utah,39332,55537,103779,234020,506953,853436,1083110,1174717,1203341,1211563,1213866,1214506,1214684,1214734,1214747
9,Oregon,17350,26088,53302,134559,348868,763102,1216016,1472129,1564266,1591579,1599187,1601269,1601837,1601991,1602033
10,Florida,445157,750401,1652106,3671601,6211382,7727479,8251177,8394361,8430842,8439966,8442238,8442802,8442943,8442978,8442986
11,New York,412729,425511,453573,514693,645527,915511,1432432,2291592,3423926,4521253,5299814,5734877,5945481,6040258,6081498
12,Rhode Island,18563,20967,28532,51545,112699,228241,348712,415222,439382,446659,448717,449289,449448,449492,449504
13,Georgia,175568,274237,560097,1256306,2393461,3379452,3841951,3994235,4038081,4050200,4053511,4054413,4054659,4054725,4054744
14,New Hampshire,6495,7246,9211,14416,27996,61531,132861,244291,358030,439830,487169,510369,520496,524655,526319
15,North Carolina,116812,162303,282639,579749,1200675,2129026,2974965,3447460,3639741,3707447,3730037,3737436,3739845,3740628,3740882
16,New Jersey,179559,191513,246755,488379,1328783,2791033,3610596,3802252,3835463,3840884,3841761,3841902,3841925,3841928,3841929
17,Colorado,44996,59218,101676,222545,523954,1072754,1650064,1978609,2101649,2139998,2151236,2154469,2155394,2155658,2155734
18,Maryland,85453,121072,286858,895908,1958020,2506957,2621982,2640123,2642841,2643245,2643306,2643314,2643316,2643316,2643316
19,Nevada,46088,93412,286290,749422,1146340,1285929,1317559,1323799,1325002,1325235,1325281,1325290,1325291,1325292,1325292
20,Tennessee,96541,140957,245642,471857,878620,1408699,1860952,2121879,2238728,2284954,2302325,2308725,2311067,2311921,2312232
21,Hawaii,1635,2096,2955,4554,7511,12928,22669,39625,67509,109298,163820,223141,275909,314888,339836
22,Indiana,64892,112198,367720,1336764,2593930,2974933,3027851,3034127,3034856,3034941,3034951,3034952,3034952,3034952,3034952
23,Kentucky,28348,46774,109146,300816,744385,1304812,1627605,1733168,1760549,1767195,1768782,1769159,1769249,1769270,1769275
24,Minnesota,51409,61629,82285,123299,201772,341723,562179,848238,1136400,1359361,1498300,1573317,1610670,1628515,1636870
25,Oklahoma,32544,64888,203487,651521,1312282,1622587,1689682,1701126,1702992,1703294,1703343,1703351,1703352,1703352,1703352
26,Pennsylvania,114743,158185,364568,1216208,3308296,5021553,5486973,5565639,5577669,5579480,5579752,5579792,5579798,5579799,5579799
27,South Carolina,84864,122949,216320,422291,784313,1215934,1535963,1696221,1760407,1783734,1791906,1794732,1795704,1796039,1796154
28,District of Columbia,11889,13254,16297,22932,36675,62218,101098,145150,181049,203228,214628,219914,222246,223251,223681
29,Kansas,26739,46703,131390,415679,895687,1166472,1232458,1244430,1246473,1246819,1246877,1246887,1246889,1246889,1246889
30,Missouri,44357,82975,219213,629463,1424374,2119348,2393002,2463827,2479924,2483469,2484245,2484414,2484451,2484459,2484461
31,Vermont,1411,1576,2026,3255,6563,15197,35957,77182,133968,181181,205891,215663,219080,220222,220598
32,Virginia,86188,112520,185386,338528,525253,640008,682470,694985,698412,699330,699575,699641,699658,699663,699664
33,Connecticut,49365,55164,80825,187670,537236,1110797,1429089,1506878,1521162,1523633,1524056,1524128,1524140,1524142,1524143
34,Iowa,43498,58485,106386,244441,544027,910017,1126459,1202115,1223224,1228720,1230124,1230482,1230573,1230596,1230602
35,Louisiana,113869,179103,348718,710094,1206616,1593021,1785978,1861560,1888075,1897011,1899994,1900991,1901326,1901439,1901477
36,Ohio,87355,130381,279325,750544,1887078,3390380,4277529,4565876,4639175,4656559,4660612,4661554,4661772,4661823,4661834
37,Michigan,87783,108159,178594,410157,1058954,2257414,3327593,3786956,3918339,3951088,3958960,3960836,3961282,3961388,3961413
39,Arkansas,38973,45795,53946,63582,74835,87785,102438,118705,136385,155161,174616,194265,213603,232152,249510
40,Delaware,14669,17916,27303,52819,111703,206556,293405,338529,355021,360224,361787,362249,362385,362425,362437
41,Mississippi,53594,75779,121052,206316,344652,521396,687346,802354,865861,896514,910337,916378,918982,920097,920574
42,New Mexico,19730,29852,67017,186543,440393,690868,806433,840564,849047,851062,851538,851651,851678,851684,851686
46,Maine,3812,4095,4709,6034,8886,14956,27576,52542,97316,164865,243887,312661,358475,383665,396020
47,Alabama,83651,142097,334309,815570,1461579,1833207,1948226,1976046,1982344,1983747,1984059,1984128,1984143,1984147,1984148
