id,Country,2022-04-02,2022-04-03,2022-04-04,2022-04-05,2022-04-06,2022-04-07,2022-04-08,2022-04-09,2022-04-10,2022-04-11,2022-04-12,2022-04-13,2022-04-14,2022-04-15,2022-04-16,2022-04-17,2022-04-18,2022-04-19,2022-04-20,2022-04-21,2022-04-22,2022-04-23,2022-04-24,2022-04-25,2022-04-26,2022-04-27,2022-04-28,2022-04-29,2022-04-30,2022-05-01,2022-05-02,2022-05-03,2022-05-04,2022-05-05,2022-05-06,2022-05-07,2022-05-08,2022-05-09,2022-05-10,2022-05-11,2022-05-12,2022-05-13,2022-05-14,2022-05-15,2022-05-16,2022-05-17,2022-05-18,2022-05-19,2022-05-20,2022-05-21,2022-05-22,2022-05-23,2022-05-24,2022-05-25,2022-05-26,2022-05-27,2022-05-28,2022-05-29,2022-05-30,2022-05-31,2022-06-01,2022-06-02,2022-06-03,2022-06-04,2022-06-05,2022-06-06,2022-06-07,2022-06-08,2022-06-09,2022-06-10,2022-06-11,2022-06-12,2022-06-13,2022-06-14,2022-06-15,2022-06-16,2022-06-17,2022-06-18,2022-06-19,2022-06-20,2022-06-21,2022-06-22,2022-06-23,2022-06-24,2022-06-25,2022-06-26,2022-06-27,2022-06-28,2022-06-29,2022-06-30,2022-07-01,2022-07-02,2022-07-03,2022-07-04,2022-07-05,2022-07-06,2022-07-07,2022-07-08,2022-07-09,2022-07-10,2022-07-11
0,Afghanistan,177803,177856,177909,177961,178012,178061,178107,178150,178191,178231,178269,178305,178340,178373,178404,178434,178463,178490,178516,178541,178565,178588,178609,178630,178650,178668,178686,178703,178720,178735,178750,178765,178778,178791,178803,178815,178826,178837,178848,178857,178867,178876,178884,178892,178900,178907,178915,178921,178928,178934,178940,178945,178951,178956,178961,178965,178970,178974,178978,178982,178986,178989,178993,178996,178999,179002,179005,179008,179010,179013,179015,179017,179019,179021,179023,179025,179027,179029,179030,179032,179033,179035,179036,179037,179039,179040,179041,179042,179043,179044,179045,179046,179047,179047,179048,179049,179050,179050,179051,179052,179052
1,Albania,273823,273885,273948,274012,274075,274140,274204,274269,274334,274400,274467,274534,274601,274669,274737,274807,274877,274948,275019,275091,275163,275236,275311,275386,275462,275539,275617,275695,275775,275856,275938,276021,276104,276189,276275,276363,276452,276542,276633,276726,276820,276916,277013,277112,277212,277315,277418,277524,277631,277740,277851,277965,278080,278198,278317,278439,278562,278689,278818,278950,279084,279221,279360,279502,279648,279797,279949,280103,280261,280423,280587,280756,280929,281105,281286,281470,281658,281850,282048,282250,282457,282669,282885,283106,283332,283565,283804,284048,284298,284553,284815,285083,285359,285642,285932,286229,286533,286844,287163,287492,287829
2,Algeria,265684,265691,265697,265704,265710,265715,265720,265725,265729,265734,265737,265741,265744,265747,265750,265753,265755,265758,265760,265762,265764,265765,265767,265768,265769,265770,265771,265772,265773,265774,265774,265775,265776,265776,265777,265777,265778,265778,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779,265779
3,Andorra,40024,40043,40060,40077,40093,40108,40121,40134,40157,40176,40194,40209,40222,40233,40242,40252,40263,40274,40285,40295,40306,40316,40329,40341,40352,40362,40371,40380,40389,40400,40412,40424,40435,40447,40458,40469,40482,40495,40508,40521,40534,40548,40562,40579,40596,40613,40631,40649,40666,40685,40707,40729,40753,40777,40803,40829,40856,40889,40922,40956,40992,41029,41068,41109,41157,41208,41262,41318,41376,41436,41500,41575,41654,41737,41824,41916,42011,42111,42230,42349,42435,42526,42621,42721,42826,42940,43059,43184,43315,43452,43595,43744,43904,44070,44243,44421,44606,44797,44993,45200,45413
4,Angola,99194,99206,99218,99230,99242,99253,99264,99276,99287,99298,99308,99319,99329,99340,99350,99360,99369,99379,99389,99398,99407,99416,99425,99434,99443,99451,99460,99468,99476,99484,99492,99500,99507,99515,99522,99529,99536,99543,99550,99557,99563,99570,99576,99582,99588,99594,99600,99606,99611,99617,99622,99627,99632,99637,99642,99647,99651,99656,99660,99665,99669,99673,99677,99681,99685,99689,99692,99696,99699,99703,99706,99709,99713,99716,99719,99722,99725,99727,99730,99733,99735,99738,99740,99742,99745,99747,99749,99751,99753,99755,99757,99759,99761,99762,99764,99766,99767,99769,99770,99772,99773
5,Antigua and Barbuda,7493,7495,7496,7498,7500,7501,7503,7505,7507,7509,7511,7513,7515,7517,7519,7521,7523,7525,7528,7530,7532,7535,7537,7540,7542,7545,7548,7550,7553,7556,7559,7562,7565,7569,7572,7575,7579,7582,7586,7589,7593,7596,7600,7603,7607,7610,7614,7617,7621,7624,7627,7629,7632,7634,7637,7639,7641,7642,7644,7645,7646,7647,7648,7649,7650,7650,7651,7652,7652,7652,7653,7653,7653,7653,7654,7654,7654,7654,7654,7654,7654,7654,7654,7654,7654,7654,7654,7654,7654,7654,7654,7654,7654,7654,7654,7654,7654,7654,7654,7654,7654
6,Argentina,9040640,9042533,9044346,9046080,9047736,9049317,9050815,9052224,9053647,9054999,9056282,9057497,9058648,9059736,9060763,9061827,9062828,9063771,9064658,9065491,9066274,9067008,9067785,9068510,9069187,9069819,9070408,9070956,9071465,9072014,9072525,9073001,9073444,9073857,9074243,9074602,9074987,9075347,9075685,9076002,9076301,9076582,9076848,9077127,9077390,9077639,9077875,9078100,9078315,9078520,9078731,9078932,9079125,9079309,9079486,9079657,9079820,9079989,9080150,9080306,9080456,9080600,9080740,9080875,9081014,9081149,9081278,9081404,9081525,9081642,9081755,9081873,9081987,9082096,9082202,9082303,9082401,9082496,9082595,9082690,9082782,9082870,9082954,9083034,9083111,9083193,9083271,9083346,9083418,9083487,9083552,9083615,9083682,9083746,9083808,9083867,9083924,9083979,9084032,9084087,9084141
7,Armenia,422563,422574,422584,422593,422601,422608,422614,422620,422624,422628,422632,422635,422638,422640,422641,422643,422644,422646,422646,422647,422648,422648,422649,422649,422649,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650,422650
8,Australia,4676260,4726867,4768867,4802164,4826770,4842800,4850460,4850503,4898158,4936718,4966136,4986891,4999899,5006449,5008099,5026876,5043104,5056849,5068209,5077321,5082671,5085604,5102909,5115514,5124696,5131646,5137078,5141491,5145194,5153786,5161706,5168802,5175076,5180635,5185621,5190175,5197836,5204135,5209644,5214708,5219504,5224123,5228611,5235131,5241371,5247243,5252764,5257996,5263005,5267847,5274125,5280122,5286015,5291871,5297703,5303504,5309267,5316427,5323450,5330339,5337141,5343912,5350694,5357518,5365847,5374243,5382730,5391297,5399927,5408614,5417361,5427867,5438479,5449234,5460169,5471306,5482654,5494206,5508056,5522135,5536429,5550928,5565630,5580542,5595668,5614006,5632579,5651366,5670330,5689424,5708595,5727792,5751795,5775694,5799393,5822798,5845810,5868326,5890237,5919799,5948995
9,Austria,3873448,3881530,3889118,3896243,3902944,3909257,3915148,3920579,3926266,3931585,3936563,3941221,3945583,3949665,3953491,3957689,3961652,3965400,3968955,3972336,3975561,3978648,3982054,3985315,3988448,3991465,3994378,3997200,3999939,4002994,4005963,4008856,4011683,4014450,4017165,4019832,4022845,4025814,4028746,4031646,4034519,4037370,4040203,4043443,4046676,4049906,4053138,4056376,4059622,4062879,4066645,4070444,4074281,4078159,4082082,4086052,4090072,4094756,4099528,4104391,4109349,4114405,4119562,4124821,4130953,4137240,4143686,4150290,4157055,4163980,4171062,4179157,4187441,4195908,4204546,4213343,4222284,4231352,4241667,4252127,4262706,4273377,4284109,4294872,4305633,4317845,4330033,4342153,4354164,4366024,4377693,4389132,4402078,4414743,4427085,4439069,4450662,4461840,4472582,4484669,4496255
10,Azerbaijan,792019,792048,792076,792103,792127,792150,792170,792188,792203,792217,792230,792241,792251,792260,792268,792276,792282,792288,792293,792297,792301,792305,792308,792311,792313,792315,792317,792319,792320,792321,792322,792323,792324,792325,792325,792326,792326,792327,792327,792327,792327,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328,792328
11,The Bahamas,33295,33302,33309,33317,33325,33332,33340,33349,33357,33366,33375,33384,33394,33403,33413,33424,33434,33445,33456,33468,33479,33491,33504,33517,33530,33543,33557,33571,33586,33601,33616,33632,33648,33665,33682,33700,33718,33736,33755,33774,33794,33814,33835,33856,33878,33900,33923,33946,33969,33993,34018,34043,34068,34093,34119,34145,34171,34198,34225,34252,34279,34307,34334,34361,34389,34416,34443,34471,34498,34524,34551,34578,34604,34630,34655,34681,34706,34730,34755,34779,34802,34825,34848,34871,34892,34914,34936,34956,34977,34997,35017,35036,35055,35074,35092,35110,35127,35145,35161,35178,35194
12,Bahrain,555560,556287,556986,557657,558301,558917,559507,560072,560677,561256,561807,562332,562832,563306,563752,564220,564333,564402,564429,564429,564429,564429,564429,564429,564429,564429,564429,564429,564429,564435,564437,564439,564439,564439,564439,564439,564439,564440,564440,564441,564442,564443,564444,564446,564447,564447,564448,564448,564449,564450,564451,564453,564455,564457,564458,564460,564461,564463,564465,564467,564470,564473,564476,564480,564486,564491,564496,564502,564507,564513,564521,564530,564542,564555,564571,564587,564605,564624,564648,564675,564705,564741,564782,564830,564884,564955,565034,565124,565226,565341,565473,565625,565821,566052,566322,566636,566999,567415,567893,568501,569210
13,Bangladesh,1951714,1951762,1951806,1951848,1951886,1951922,1951954,1951983,1952009,1952032,1952053,1952072,1952090,1952106,1952120,1952133,1952145,1952155,1952165,1952174,1952182,1952189,1952195,1952201,1952206,1952211,1952215,1952219,1952223,1952226,1952229,1952231,1952234,1952236,1952238,1952240,1952241,1952243,1952244,1952245,1952246,1952247,1952248,1952249,1952250,1952250,1952251,1952251,1952252,1952252,1952253,1952253,1952253,1952254,1952254,1952254,1952254,1952254,1952254,1952254,1952254,1952254,1952254,1952254,1952254,1952254,1952254,1952254,1952254,1952254,1952254,1952254,1952254,1952254,1952254,1952254,1952254,1952254,1952254,1952254,1952254,1952254,1952254,1952254,1952254,1952254,1952254,1952254,1952254,1952254,1952254,1952254,1952254,1952254,1952254,1952254,1952254,1952254,1952254,1952254,1952254
14,Barbados,59734,59988,60257,60542,60841,61154,61482,61827,62211,62613,63034,63473,63929,64404,64895,65434,65990,66562,67147,67744,68351,68965,69630,70300,70971,71639,72303,72959,73604,74292,74963,75615,76247,76855,77438,77997,78578,79128,79645,80130,80583,81006,81398,81794,82153,82477,82767,83027,83258,83462,83657,83823,83963,84079,84175,84253,84315,84338,84354,84364,84371,84374,84376,84377,84377,84377,84377,84377,84377,84377,84377,84377,84377,84377,84377,84377,84377,84377,84377,84377,84377,84377,84377,84377,84377,84377,84377,84377,84377,84377,84377,84377,84377,84377,84377,84377,84377,84377,84377,84377,84377
