id,Country,2021-04-10,2021-04-17,2021-04-24,2021-05-01,2021-05-08,2021-05-15,2021-05-22,2021-05-29,2021-06-05,2021-06-12,2021-06-19,2021-06-26,2021-07-03,2021-07-10,2021-07-17
0,Washington,375953,384371,393273,402646,412467,422706,433321,444267,455488,466924,478509,490174,501846,513454,524929
1,Illinois,1276374,1301271,1329723,1361914,1397911,1437639,1480854,1527126,1575839,1626215,1677356,1728307,1778125,1825948,1871052
2,California,3696476,3716628,3737690,3759653,3782499,3806203,3830733,3856049,3882101,3908835,3936185,3964080,3992444,4021193,4050238
3,Arizona,848962,854667,861146,868472,876715,885939,896198,907530,919954,933461,948015,963545,979945,997073,1014759
4,Massachusetts,657433,671568,683463,693384,701609,708396,713975,718545,722279,725323,727800,729813,731447,732772,733846
5,Wisconsin,644857,651710,659477,668228,678015,688875,700817,713823,727835,742759,758458,774762,791466,808345,825163
6,Texas,2826136,2848281,2869331,2889279,2908161,2926006,2942849,2958726,2973674,2987730,3000935,3013327,3024945,3035827,3046013
7,Nebraska,213885,215871,217455,218713,219709,220496,221116,221605,221990,222293,222530,222717,222863,222979,223069
8,Utah,389762,392641,395516,398375,401206,404000,406745,409430,412048,414591,417051,419422,421700,423882,425964
9,Oregon,169835,173637,178032,183101,188930,195612,203243,211922,221746,232804,245176,258924,274085,290664,308627
10,Florida,2117839,2161953,2209364,2259957,2313645,2370262,2429572,2491275,2555005,2620340,2686808,2753905,2821104,2887876,2953703
11,New York,1949366,1993659,2030116,2059844,2083932,2103351,2118942,2131420,2141380,2149313,2155621,2160631,2164605,2167755,2170250
12,Rhode Island,141508,144379,147431,150601,153763,157141,160486,163920,167452,170928,174513,178062,181595,185159,188629
13,Georgia,1072399,1081081,1089309,1097083,1104405,1111281,1117722,1123737,1129343,1134554,1139389,1143866,1148003,1151821,1155337
14,New Hampshire,88417,91644,95135,98872,102828,106963,111231,115578,119946,124277,128513,132602,136498,140165,143578
15,North Carolina,931091,942366,952773,962356,971146,979183,986507,993162,999194,1004648,1009568,1013998,1017980,1021554,1024757
16,New Jersey,950229,974046,993473,1009153,1021717,1031725,1039661,1045929,1050866,1054745,1057788,1060171,1062036,1063493,1064632
17,Colorado,477577,489573,503141,518370,535354,554155,574796,597253,621444,647228,674398,702687,731774,761300,790879
18,Maryland,425032,434865,445089,455646,466466,477474,488589,499725,510798,521723,532422,542821,552855,562472,571625
19,Nevada,307319,310148,313475,317366,321892,327118,333105,339901,347535,356012,365302,375337,386013,397182,408669
20,Tennessee,823161,830515,837762,844741,851465,857982,864229,870257,876048,881607,886943,892056,896953,901638,906117
21,Hawaii,31978,32785,33561,34303,35012,35687,36330,36941,37520,38069,38588,39079,39541,39977,40388
22,Indiana,697269,705314,714058,723504,733644,744455,755895,767907,780417,793332,806549,819952,833420,846827,860051
23,Kentucky,432761,436249,439163,441592,443613,445292,446684,447837,448791,449579,450231,450768,451212,451578,451880
24,Minnesota,539964,556477,575915,598644,624900,654861,688552,725827,766326,809470,854476,900400,946220,990915,1033562
25,Oklahoma,443150,445578,448019,450469,452922,455371,457808,460228,462623,464988,467316,469602,471840,474027,476158
26,Pennsylvania,1071135,1102838,1135414,1168534,1201836,1234949,1267511,1299182,1329657,1358683,1386059,1411638,1435333,1457107,1476967
27,South Carolina,561736,568453,574883,581002,586799,592266,597401,602205,606682,610842,614693,618249,621523,624530,627285
28,District of Columbia,45750,46523,47213,47826,48369,48848,49269,49640,49965,50249,50497,50714,50903,51067,51210
29,Kansas,305993,307564,309210,310918,312689,314527,316428,318395,320426,322521,324679,326898,329176,331513,333904
30,Missouri,588113,592671,597329,602072,606885,611753,616658,621585,626516,631433,636319,641158,645933,650630,655233
31,Vermont,20986,22184,23380,24577,25770,26952,28120,29271,30399,31502,32575,33617,34624,35595,36528
32,Virginia,634099,644481,654880,665239,675505,685629,695565,705268,714700,723827,732619,741053,749110,756776,764044
33,Connecticut,322693,329835,335845,340872,345052,348514,351367,353713,355636,357210,358494,359541,360394,361088,361652
34,Iowa,356525,359406,361697,363512,364945,366076,366966,367667,368217,368650,368989,369255,369464,369627,369756
35,Louisiana,449253,451995,454778,457546,460106,462777,465271,467721,470177,472472,474791,477016,479162,481304,483332
36,Ohio,1037597,1052522,1068408,1085316,1103222,1122128,1142006,1162823,1184528,1207057,1230332,1254263,1278745,1303663,1328894
