id,Country,2021-04-10,2021-04-17,2021-04-24,2021-05-01,2021-05-08,2021-05-15,2021-05-22,2021-05-29,2021-06-05,2021-06-12,2021-06-19,2021-06-26,2021-07-03,2021-07-10,2021-07-17
0,"Afghanistan",57091,57711,58572,59779,61465,63823,67119,71728,78169,87169,99742,117297,141792,175941,223488
1,"Albania",128074,129859,131374,132659,133747,134668,135447,136106,136663,137133,137531,137867,138150,138390,138592
2,"Algeria",118370,119199,120044,120913,121802,122711,123641,124593,125567,126564,127583,128627,129694,130786,131904
3,"Andorra",12502,12804,13059,13274,13454,13603,13727,13830,13914,13984,14041,14087,14126,14157,14183
4,"Angola",23353,24215,25252,26499,27998,29801,31968,34574,37706,41469,45991,51421,57941,65765,75150
5,"Antigua and Barbuda",1186,1213,1235,1254,1270,1283,1294,1303,1311,1318,1323,1327,1331,1334,1337
6,"Argentina",2515496,2651505,2812590,3002055,3222982,3477997,3768931,4096430,4459570,4855542,5279486,5724554,6182242,6642989,7096943
7,"Armenia",202101,208716,215469,222302,229221,236213,243260,250353,257476,264615,271757,278887,285991,293055,300066
8,"Australia",29406,29470,29530,29588,29643,29696,29746,29794,29840,29884,29925,29965,30003,30040,30074
9,"Austria",574356,592613,609216,624265,637865,650121,661137,671016,679858,687757,694802,701076,706657,711615,716015
10,"Azerbaijan",283315,297311,311276,324930,338306,351395,364179,376655,388813,400648,412156,423332,434174,444682,454856
11,"Bahamas",9391,9583,9770,9954,10134,10309,10481,10649,10813,10973,11129,11281,11429,11574,11715
12,"Bahrain",155407,163743,172864,182711,193192,204178,215514,227017,238497,249763,260638,270969,280635,289551,297667
13,"Bangladesh",679852,727612,779594,835227,894901,958900,1027477,1100950,1179623,1263827,1353904,1450210,1553114,1662999,1780260
14,"Barbados",3714,3747,3770,3787,3800,3809,3815,3820,3823,3826,3827,3829,3830,3830,3831
15,"Belarus",334717,343934,353586,363638,374112,385008,396331,408084,420268,432882,445924,459390,473274,487568,502261
16,"Belgium",921692,946616,969019,989100,1007063,1023098,1037384,1050093,1061382,1071396,1080270,1088125,1095072,1101211,1106633
17,"Benin",7546,7760,7967,8160,8342,8513,8673,8823,8965,9098,9222,9340,9450,9553,9650
18,"Bhutan",909,935,979,1054,1179,1388,1739,2328,3312,4955,7682,12175,19484,31134,49101
19,"Bolivia",281601,288605,296240,304559,313610,323444,334110,345657,358133,371584,386053,401579,418193,435922,454782
