id,Country,2022-04-02,2022-04-03,2022-04-04,2022-04-05,2022-04-06,2022-04-07,2022-04-08,2022-04-09,2022-04-10,2022-04-11,2022-04-12,2022-04-13,2022-04-14,2022-04-15,2022-04-16,2022-04-17,2022-04-18,2022-04-19,2022-04-20,2022-04-21,2022-04-22,2022-04-23,2022-04-24,2022-04-25,2022-04-26,2022-04-27,2022-04-28,2022-04-29,2022-04-30,2022-05-01,2022-05-02,2022-05-03,2022-05-04,2022-05-05,2022-05-06,2022-05-07,2022-05-08,2022-05-09,2022-05-10,2022-05-11,2022-05-12,2022-05-13,2022-05-14,2022-05-15,2022-05-16,2022-05-17,2022-05-18,2022-05-19,2022-05-20,2022-05-21,2022-05-22,2022-05-23,2022-05-24,2022-05-25,2022-05-26,2022-05-27,2022-05-28,2022-05-29,2022-05-30,2022-05-31,2022-06-01,2022-06-02,2022-06-03,2022-06-04,2022-06-05,2022-06-06,2022-06-07,2022-06-08,2022-06-09,2022-06-10,2022-06-11,2022-06-12,2022-06-13,2022-06-14,2022-06-15,2022-06-16,2022-06-17,2022-06-18,2022-06-19,2022-06-20,2022-06-21,2022-06-22,2022-06-23,2022-06-24,2022-06-25,2022-06-26,2022-06-27,2022-06-28,2022-06-29,2022-06-30,2022-07-01,2022-07-02,2022-07-03,2022-07-04,2022-07-05,2022-07-06,2022-07-07,2022-07-08,2022-07-09,2022-07-10,2022-07-11
0,"Washington",1456264,1457052,1457843,1458636,1459433,1460236,1461044,1461860,1462766,1463688,1464627,1465584,1466561,1467561,1468586,1469732,1470912,1472129,1473386,1474686,1476030,1477421,1478987,1480616,1482311,1484078,1485918,1487836,1489836,1492094,1494457,1496931,1499518,1502224,1505051,1508004,1511345,1514843,1518503,1522326,1526315,1530470,1534790,1539666,1544741,1550011,1555469,1561107,1566914,1572877,1579567,1586428,1593438,1600575,1607812,1615120,1622473,1630635,1638816,1646978,1655084,1663098,1670988,1678721,1687196,1695460,1703482,1711236,1718703,1725867,1732717,1741912,1756265,1770826,1785543,1800361,1815223,1830071,1846238,1862320,1878250,1893965,1909406,1924519,1939255,1955074,1970417,1985242,1999517,2013217,2026327,2038836,2052088,2064664,2076570,2087817,2098421,2108403,2117787,2127621,2136818
1,"Illinois",3069650,3070961,3072263,3073556,3074837,3076113,3077416,3078725,3080168,3081626,3083101,3084595,3086109,3087645,3089205,3090917,3092659,3094435,3096246,3098094,3099980,3101905,3104033,3106245,3108508,3110824,3113230,3115682,3118177,3121093,3124075,3127123,3130234,3133406,3136634,3139914,3143731,3147623,3151585,3155610,3159689,3163813,3167975,3172780,3177636,3182527,3187441,3192363,3197278,3202171,3207768,3213338,3219094,3225134,3231225,3237355,3243509,3250282,3257074,3263869,3270650,3277995,3285530,3293128,3301314,3309556,3317841,3326150,3334468,3342779,3351065,3359910,3368710,3377445,3386100,3394658,3403103,3411421,3420210,3428842,3437304,3445584,3453672,3461559,3469240,3477280,3485086,3492652,3499977,3507060,3513907,3520522,3527383,3533991,3540352,3546470,3552353,3558008,3563443,3569010,3574342
2,"California",9109754,9112765,9115771,9118772,9121771,9124766,9127769,9130788,9134028,9137295,9140592,9143921,9147286,9150691,9154138,9157860,9161641,9165485,9169395,9173374,9177424,9181549,9186016,9190576,9195232,9199985,9204838,9209792,9214849,9220329,9225931,9231655,9237501,9243469,9249557,9255764,9262481,9269332,9276313,9283421,9290648,9297991,9305440,9313473,9321620,9329869,9338211,9346634,9355125,9363672,9372835,9382044,9391283,9400535,9409784,9419014,9428207,9437990,9447712,9457355,9466901,9476335,9485641,9494805,9504476,9513972,9523280,9532389,9541290,9549973,9558433,9567287,9575887,9584229,9592311,9600132,9607694,9614998,9622588,9629898,9636933,9643699,9650203,9656451,9662453,9668655,9674598,9680290,9685741,9690962,9695962,9700752,9705684,9710399,9714910,9719229,9723364,9727328,9731130,9735027,9738759
3,"Arizona",2007180,2008542,2009902,2011260,2012616,2013971,2015324,2016677,2018130,2019595,2021074,2022570,2024084,2025619,2027179,2028874,2030605,2032375,2034187,2036044,2037950,2039908,2042054,2044268,2046554,2048917,2051361,2053889,2056508,2059395,2062395,2065513,2068756,2072128,2075635,2079282,2083317,2087525,2091912,2096485,2101248,2106208,2111370,2117083,2123038,2129240,2135692,2142395,2149352,2156561,2164524,2172780,2181324,2190152,2199253,2208617,2218231,2228792,2239623,2250701,2262003,2273502,2285167,2296967,2309817,2322781,2335817,2348885,2361941,2374944,2387852,2401750,2415491,2429033,2442333,2455372,2468116,2480541,2493714,2506492,2518856,2530789,2542281,2553325,2563916,2574980,2590040,2606226,2622157,2637922,2655973,2673872,2692472,2710870,2729034,2746932,2764538,2781826,2798776,2816138,2833096
4,"Massachusetts",1700361,1701842,1703389,1705004,1706689,1708446,1710277,1712183,1714470,1716873,1719398,1722046,1724822,1727726,1730760,1734393,1738207,1742201,1746370,1750708,1755203,1759844,1765374,1771092,1776974,1782989,1789106,1795287,1801497,1808857,1816234,1823574,1830824,1837933,1847407,1857359,1868354,1879728,1891448,1903474,1915762,1928260,1940916,1954712,1968609,1982538,1996428,2010210,2023818,2037191,2051504,2065475,2079045,2092166,2104798,2116918,2128505,2140651,2152180,2163090,2173386,2183080,2192190,2200738,2209518,2217703,2225323,2232416,2239014,2245153,2250864,2256643,2261990,2266942,2271529,2275783,2279732,2283402,2287083,2290490,2293648,2296579,2299303,2301839,2304204,2306571,2308772,2310823,2312738,2314527,2316203,2317775,2319352,2320829,2322216,2323519,2324748,2325907,2327003,2328106,2329149
5,"Wisconsin",1585768,1586246,1586729,1587217,1587713,1588216,1588727,1589246,1589825,1590420,1591032,1591662,1592311,1592979,1593667,1594434,1595224,1596040,1596882,1597755,1598658,1599595,1600641,1601731,1602865,1604045,1605273,1606551,1607880,1609360,1610906,1612522,1614212,1615979,1617826,1619758,1621910,1624165,1626527,1629000,1631590,1634302,1637140,1640300,1643617,1647095,1650742,1654562,1658559,1662740,1667384,1672249,1677339,1682660,1688217,1694014,1700052,1706745,1713720,1720975,1728511,1736321,1744402,1752745,1761958,1771465,1781250,1791298,1801588,1812096,1822799,1834559,1846512,1858622,1870851,1883163,1895515,1907867,1921380,1934854,1948242,1961494,1974567,1987417,2000004,2013745,2027165,2040225,2052889,2065129,2076920,2088242,2100625,2112485,2123807,2134585,2144816,2154502,2163651,2173711,2183191
6,"Texas",6744442,6747671,6750905,6754143,6757385,6760629,6763874,6767119,6770953,6774849,6778811,6782842,6786942,6791116,6795365,6800406,6805578,6810886,6816332,6821920,6827654,6833533,6840594,6847897,6855443,6863235,6871269,6879543,6888050,6898262,6908814,6920157,6931897,6943974,6956351,6968982,6984261,6999892,7015795,7031884,7048064,7064238,7080304,7099741,7119041,7138065,7156680,7174766,7192217,7208943,7229208,7248543,7266852,7284070,7300157,7315098,7328902,7348139,7366782,7384211,7400415,7415402,7429407,7445570,7464110,7481569,7497953,7513279,7528864,7545735,7561724,7579385,7596042,7611715,7626429,7640215,7653113,7665164,7678446,7690802,7702287,7712953,7722855,7732048,7740582,7749971,7758648,7766670,7774090,7780958,7787320,7793219,7799706,7805702,7811250,7816393,7821167,7825620,7829783,7834321,7838546
7,"Nebraska",477724,477782,477838,477892,477944,477994,478042,478087,478133,478178,478221,478262,478302,478341,478378,478417,478454,478490,478526,478560,478594,478626,478660,478694,478726,478758,478790,478821,478852,478884,478916,478947,478978,479009,479039,479070,479102,479134,479165,479197,479229,479261,479293,479327,479361,479395,479429,479464,479499,479534,479571,479609,479648,479686,479726,479766,479807,479851,479895,479940,479987,480034,480082,480132,480185,480239,480294,480352,480411,480471,480534,480600,480669,480740,480814,480890,480969,481051,481138,481229,481323,481421,481523,481629,481739,481857,481981,482109,482244,482384,482531,482684,482849,483022,483203,483392,483591,483799,484017,484253,484501
8,"Utah",927922,928017,928112,928208,928304,928400,928497,928596,928700,928806,928914,929025,929137,929252,929370,929497,929627,929762,929900,930044,930192,930346,930512,930685,930866,931054,931250,931455,931669,931903,932148,932405,932675,932959,933258,933573,933918,934283,934668,935075,935505,935960,936441,936971,937535,938132,938768,939442,940159,940921,941761,942655,943606,944619,945697,946843,948061,949406,950837,952360,953979,955698,957522,959456,961589,963851,966246,968778,971452,974269,977233,980491,983914,987503,991257,995174,999249,1003479,1008090,1012861,1017782,1022841,1028021,1033309,1038685,1044474,1050335,1056242,1062173,1068103,1074007,1079862,1086068,1092188,1098198,1104075,1109801,1115358,1120733,1126335,1131721
9,"Oregon",704515,704779,705047,705318,705594,705875,706161,706455,706766,707086,707414,707753,708103,708464,708838,709238,709653,710084,710532,711000,711487,711996,712543,713115,713715,714343,715002,715695,716422,717207,718033,718904,719821,720788,721808,722885,724050,725282,726585,727962,729418,730958,732587,734354,736225,738206,740304,742524,744873,747358,750054,752907,755926,759118,762490,766050,769806,773873,778162,782681,787436,792433,797677,803172,809097,815296,821773,828525,835551,842845,850403,858485,866835,875439,884282,893344,902606,912042,922015,932135,942371,952691,963062,973450,983822,994616,1005337,1015952,1026426,1036731,1046839,1056725,1066834,1076667,1086206,1095434,1104341,1112918,1121159,1129438,1137351
