id,Country,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14
0,"Afghanistan",1471.76364960437,1601.82485830695,1735.92349554996,1877.24606378347,2028.78176658258,2183.90004989383,2347.0004157504,2557.94253781861,2799.14274385373,3067.59076203587,3365.44807707543,3705.56334015547,4087.78631470004,4465.29923045837,4879.26046268145,5340.43887112804,5857.15654262875,6437.39428034405,7096.29156646756,7846.91967517928
1,"Albania",701.775919175656,728.807333825389,757.03275079544,786.61796904949,817.839328142476,850.798544718295,885.671284448755,922.653961923011,961.772850045801,1003.03483397885,1047.24269571631,1095.50260737543,1147.04452305194,1200.78438056155,1258.02774037458,1319.07005856633,1384.24522690205,1453.89116337431,1528.37551123197,1608.09503379373
2,"Algeria",3225.35733415329,3338.28856543221,3486.55718309646,3610.16845047498,3757.35619415754,3894.79369252922,4051.59795792929,4207.67591658269,4383.39461565089,4572.11387984461,4778.48952688024,5009.88614048184,5266.88150749881,5541.6049327114,5838.37516270752,6164.18210647217,6517.94739448093,6906.83069425574,7331.50585223388,7798.36311454286
3,"Andorra",778.215907414301,823.207244042679,864.752262575833,902.580095833348,938.39444272485,972.864019695017,1005.35275659967,1058.57640406795,1129.50822229292,1194.99284845284,1255.48684246285,1312.18271333825,1366.51377815185,1428.25116827016,1508.20070613825,1624.99100277469,1763.59745576721,1911.36395676238,2067.7476533544,2233.40077855604
4,"Angola",25.5060085215296,26.0604055880798,26.6693367933354,27.3397282392382,28.0158841147956,28.6985366225454,29.388510957024,30.0867371150142,30.7815628981559,31.5360580875206,32.3578009765201,33.2585073993893,34.2418559047835,35.2858284133847,36.3919788547548,37.5612780020143,38.7939402824554,40.0972808909627,41.4794510789301,42.9495325249375
5,"Antigua and Barbuda",24.4076024998871,24.7896565877588,25.1840959378013,25.5936192981065,26.0649930863764,26.6116690347676,27.2500226770271,27.9999886181576,28.8640940716635,29.8671541580613,31.0393760652741,32.4229645429034,34.0529893653296,35.9487402553888,38.1735041425798,40.7960636567266,43.8995440558904,47.574942996848,51.9300701326357,57.0925470483484
6,"Argentina",3769.18449687647,3983.82778662037,4212.25523850623,4469.27614242389,4758.33931096541,5052.57995030417,5373.97769904588,5727.20371412236,6113.59735789214,6531.03551356373,6986.37765542523,7490.67650671796,8048.67737623289,8642.85973110905,9291.47897879823,10000.4579451034,10776.2797995025,11626.3257136646,12558.8404112911,13582.5964157308
7,"Armenia",1649.32346570136,1707.54369366548,1770.74120902271,1829.08675967646,1889.61609611525,1974.92069368179,2045.42125899377,2120.44560296299,2194.93389894949,2273.79066455913,2367.95479365954,2459.0556070514,2549.36169995071,2638.69854923098,2752.23443286641,2860.15323751538,2969.53219815563,3076.52517733954,3187.43598272985,3325.71406280998
8,"Australia",6712.83496404723,6749.8845094247,6787.3107667313,6825.2622214498,6864.20946744479,6905.02444576294,6948.62269688236,6995.60470325966,7044.96220384753,7098.58433634359,7157.65850311077,7223.50992245973,7297.32046396797,7375.92146854072,7460.65885006333,7552.02792496202,7650.98150898234,7758.47768720782,7875.52001472708,8003.18558956645
9,"Austria",15164.4111555305,15265.4448804056,15366.4815484878,15467.9093307679,15572.2469523947,15681.5734926895,15791.5919025726,15908.0011715386,16032.7990138782,16167.3429618167,16313.0205138636,16473.2770441415,16651.0462697244,16836.0559061273,17033.7287908753,17245.7091342935,17473.8275863829,17720.1281188595,17986.604821125,18275.3174185247
