id,Country,2020-08-01,2020-08-08,2020-08-15,2020-08-22,2020-08-29,2020-09-05,2020-09-12,2020-09-19,2020-09-26,2020-10-03,2020-10-10,2020-10-17,2020-10-24,2020-10-31
0,"Afghanistan",36698,37199,37589,37893,38131,38316,38460,38572,38660,38728,38782,38823,38856,38881
1,"Albania",5345,6050,6786,7554,8354,9188,10057,10961,11902,12879,13895,14949,16043,17177
2,"Algeria",31072,35577,40275,45171,50273,55585,61115,66868,72850,79068,85527,92232,99189,106402
3,"Andorra",911,926,939,952,964,975,985,994,1003,1011,1018,1025,1032,1038
4,"Angola",1117,1323,1520,1709,1889,2061,2225,2382,2532,2675,2811,2942,3067,3186
5,"Antigua and Barbuda",87,94,103,114,128,145,167,193,225,266,315,376,451,542
6,"Argentina",194389,236375,284062,338012,398766,466827,542633,626518,718680,819139,927702,1043934,1167141,1296365
7,"Armenia",39380,41532,43437,45120,46605,47911,49059,50067,50951,51724,52401,52993,53510,53962
8,"Australia",17596,21338,25900,31462,38241,46497,56545,68760,83596,101588,123373,149694,181420,219548
9,"Austria",21188,22041,22915,23812,24730,25670,26633,27618,28626,29656,30709,31786,32884,34006
10,"Azerbaijan",32051,34002,35607,36928,38015,38908,39642,40245,40740,41147,41481,41756,41981,42166
11,"Bahamas",563,1034,1924,3590,6645,12039,20956,34184,50902,68133,82448,92311,98248,101531
12,"Bahrain",41325,43561,45482,47127,48528,49718,50726,51576,52294,52897,53404,53829,54186,54484
13,"Bangladesh",238866,255711,271409,286033,299656,312345,324161,335164,345407,354944,363820,372082,379771,386927
14,"Barbados",114,120,127,135,144,155,168,184,202,223,248,277,311,352
15,"Belarus",68028,69055,70062,71051,72021,72972,73904,74817,75712,76589,77446,78286,79107,79910
16,"Belgium",67979,70703,74004,78000,82831,88661,95685,104125,114238,126315,140677,157672,177668,201035
17,"Benin",1888,1983,2047,2090,2120,2140,2153,2162,2169,2173,2176,2178,2179,2180
18,"Bhutan",101,110,120,132,147,164,184,207,235,267,306,352,405,469
19,"Bolivia",77647,86243,93874,100631,106602,111868,116504,120581,124161,127301,130053,132462,134570,136413
20,"Bosnia and Herzegovina",10921,12133,13215,14180,15039,15804,16484,17089,17626,18102,18526,18901,19234,19529
21,"Brazil",2685381,3019927,3380073,3765353,4174688,4606393,5058169,5527120,6009804,6502314,7000402,7499612,7995446,8483520
22,"Brunei",141,141,141,141,141,141,141,141,141,141,141,141,141,141
23,"Bulgaria",11785,13367,14945,16517,18085,19647,21203,22751,24292,25825,27349,28863,30368,31862
24,"Burkina Faso",1110,1139,1165,1191,1216,1240,1263,1285,1306,1327,1346,1365,1383,1401
25,"Cabo Verde",2504,2672,2793,2880,2942,2987,3018,3041,3058,3069,3078,3084,3088,3091
26,"Cambodia",276,365,506,724,1066,1600,2435,3738,5775,8953,13914,21646,33685,52387
27,"Cameroon",16989,17190,17295,17351,17382,17398,17407,17411,17414,17415,17416,17416,17417,17417
28,"Canada",118979,123216,128111,133752,140257,147754,156390,166333,177774,190930,206047,223401,243302,266098
29,"Central African Republic",4681,4742,4779,4802,4816,4825,4830,4833,4835,4836,4837,4838,4838,4838
30,"Chad",941,984,1049,1147,1293,1512,1841,2333,3070,4175,5830,8309,12019,17570
31,"Chile",357912,371019,383046,394078,404181,413425,421873,429587,436625,443041,448886,454208,459051,463455
32,"China",87664,89620,92711,97599,105329,117550,136873,167423,215720,292058,412691,603249,904081,1378550
33,"Colombia",277475,316596,352046,384080,412962,438949,462290,483219,501959,518715,533682,547035,558937,569538
34,"Congo (Brazzaville)",3276,3439,3530,3581,3610,3626,3635,3640,3643,3645,3646,3646,3647,3647
35,"Congo (Kinshasa)",9181,9566,9925,10260,10572,10863,11134,11387,11622,11842,12047,12237,12415,12581
36,"Costa Rica",18971,23773,29079,34918,41315,48290,55854,64011,72752,82056,91890,102207,112944,124027
37,"Cote d'Ivoire",16796,18110,19350,20516,21613,22645,23616,24529,25388,26195,26954,27668,28340,28971
38,"Croatia",5296,5755,6161,6521,6840,7123,7374,7595,7792,7965,8119,8255,8376,8482
39,"Diamond Princess",712,712,712,712,712,712,712,712,712,712,712,712,712,712
40,"Cuba",2523,2557,2590,2621,2651,2681,2709,2736,2762,2788,2812,2836,2859,2881
41,"Cyprus",1073,1091,1108,1125,1142,1158,1174,1190,1205,1219,1234,1248,1262,1275
42,"Czechia",16537,18241,20318,22849,25932,29680,34233,39754,46434,54498,64204,75845,89748,106269
43,"Denmark",13898,14195,14528,14899,15314,15776,16293,16869,17511,18227,19026,19916,20907,22012
44,"Djibouti",5069,5083,5091,5096,5099,5101,5102,5102,5102,5103,5103,5103,5103,5103
45,"Dominican Republic",72228,84560,98653,114645,132851,153468,176759,203009,232461,265389,302035,342608,387284,436170
46,"Ecuador",86138,92333,98359,104212,109892,115398,120729,125886,130870,135681,140322,144794,149100,153244
47,"Egypt",95378,98634,101337,103579,105440,106984,108265,109328,110210,110942,111549,112052,112470,112817
48,"El Salvador",17115,20389,24113,28340,33127,38532,44615,51437,59057,67532,76908,87225,98509,110769
49,"Equatorial Guinea",3071,3071,3071,3071,3071,3071,3071,3071,3071,3071,3071,3071,3071,3071
50,"Eritrea",272,280,285,290,293,296,297,299,300,301,301,302,302,302
51,"Estonia",2043,2053,2062,2071,2080,2088,2096,2103,2110,2117,2123,2130,2135,2141
52,"Eswatini",2572,2976,3357,3717,4056,4375,4675,4957,5222,5470,5704,5922,6127,6319
53,"Ethiopia",18306,25282,35129,49022,68613,96216,135066,189660,266210,373217,522158,728227,1010989,1394603
54,"Fiji",28,30,34,40,53,75,117,192,329,579,1035,1864,3362,6051
55,"Finland",7461,7564,7699,7876,8109,8414,8815,9341,10031,10936,12122,13674,15704,18354
56,"France",222070,227362,232992,238981,245351,252124,259323,266970,275091,283712,292859,302558,312839,323730
57,"Gabon",7613,8547,9824,11503,13747,16737,20689,25924,32810,41819,53526,68582,87706,111606
58,"Gambia",499,1017,2103,4380,9120,18876,38472,75962,141366,238687,353123,454652,523914,562918
59,"Georgia",1234,1410,1671,2061,2642,3508,4797,6713,9553,13751,19927,28947,41989,60568
60,"Germany",210010,214243,218868,223920,229438,235464,242042,249222,257054,265597,274910,285059,296114,308151
61,"Ghana",37196,42888,49248,56438,64528,73635,83878,95390,108317,122820,139073,157265,177600,200296
62,"Greece",4335,4484,4616,4734,4839,4932,5015,5088,5154,5212,5264,5310,5351,5387
63,"Guatemala",50233,54649,57813,60072,61683,62833,63653,64237,64654,64951,65163,65314,65422,65499
64,"Guinea",7389,7821,8239,8645,9037,9418,9787,10145,10491,10827,11152,11467,11772,12068
65,"Guyana",405,450,501,557,621,691,770,859,957,1067,1190,1327,1480,1650
66,"Haiti",7518,7715,7876,8009,8118,8207,8281,8341,8391,8432,8465,8493,8516,8534
67,"Holy See",12,12,12,12,12,12,12,12,12,12,12,12,12,12
68,"Honduras",44390,50724,57385,64405,71787,79537,87661,96160,105037,114289,123914,133904,144253,154947
69,"Hungary",4549,4716,4931,5208,5564,6021,6610,7366,8339,9589,11195,13258,15905,19302
70,"Iceland",1855,1866,1881,1898,1921,1948,1983,2026,2079,2146,2228,2331,2459,2617
71,"India",1724928,2108996,2549963,3055621,3634636,4296569,5051881,5911913,6888809,7995393,9244973,10651057,12226974,13985390
72,"Indonesia",109346,122079,135265,148924,163065,177707,192866,208556,224797,241604,258995,276989,295603,314857
73,"Iran",305890,323298,340949,358834,376942,395261,413778,432481,451355,470386,489559,508859,528271,547777
74,"Iraq",125648,145574,167481,191516,217824,246544,277809,311740,348439,387989,430444,475827,524122,575269
75,"Ireland",25983,26096,26206,26311,26412,26510,26603,26693,26779,26863,26942,27019,27093,27164
76,"Israel",71165,81321,90844,99737,108013,115689,122785,129328,135343,140860,145908,150519,154721,158545
77,"Italy",247626,249570,251711,254071,256681,259558,262733,266238,270103,274369,279074,284264,289988,296300
78,"Jamaica",905,1014,1176,1420,1787,2337,3162,4398,6246,9002,13094,19134,27971,40732
79,"Japan",35136,41162,48013,55799,64645,74694,86104,99057,113755,130427,149328,170745,194996,222439
80,"Jordan",1168,1168,1168,1168,1168,1168,1168,1168,1168,1168,1168,1168,1168,1168
81,"Kazakhstan",93236,105206,117282,129442,141658,153900,166137,178340,190480,202526,214452,226230,237835,249242
82,"Kenya",21842,27898,35444,44842,56536,71075,89128,111515,139225,173449,215600,267342,330595,407529
83,"Korea, South",14503,14911,15348,15816,16317,16854,17430,18046,18705,19412,20168,20978,21844,22772
84,"Kuwait",67303,71174,74782,78135,81241,84111,86756,89189,91421,93465,95334,97039,98594,100009
