id,Country,2021-04-10,2021-04-17,2021-04-24,2021-05-01,2021-05-08,2021-05-15,2021-05-22,2021-05-29,2021-06-05,2021-06-12,2021-06-19,2021-06-26,2021-07-03,2021-07-10,2021-07-17
0,Washington,375119,376782,377656,378005,378111,378156,378171,378176,378178,378179,378179,378179,378180,378180,378180
1,Illinois,1273085,1273085,1273085,1273085,1273085,1273085,1273085,1273085,1273085,1273085,1273085,1273085,1273085,1273085,1273085
2,California,3693674,3693674,3693674,3693674,3693674,3693674,3693674,3693674,3693674,3693674,3693674,3693674,3693674,3693674,3693674
3,Arizona,848202,848202,848202,848202,848202,848202,848202,848202,848202,848202,848202,848202,848202,848202,848202
4,Massachusetts,655278,655278,655278,655278,655278,655278,655278,655278,655278,655278,655278,655278,655278,655278,655278
5,Wisconsin,643951,643951,643951,643951,643951,643951,643951,643951,643951,643951,643951,643951,643951,643951,643951
6,Texas,2822889,2822889,2822889,2822889,2822889,2822889,2822889,2822889,2822889,2822889,2822889,2822889,2822889,2822889,2822889
7,Nebraska,213574,213574,213574,213574,213574,213574,213574,213574,213574,213574,213574,213574,213574,213574,213574
8,Utah,389353,389353,389353,389353,389353,389353,389353,389353,389353,389353,389353,389353,389353,389353,389353
9,Oregon,169828,173354,176819,179932,182509,184501,185959,186984,187686,188156,188467,188671,188804,188891,188947
10,Florida,2111807,2111807,2111807,2111807,2111807,2111807,2111807,2111807,2111807,2111807,2111807,2111807,2111807,2111807,2111807
11,New York,1942469,1942469,1942469,1942469,1942469,1942469,1942469,1942469,1942469,1942469,1942469,1942469,1942469,1942469,1942469
12,Rhode Island,141097,141097,141097,141097,141097,141097,141097,141097,141097,141097,141097,141097,141097,141097,141097
13,Georgia,1071130,1071130,1071130,1071130,1071130,1071130,1071130,1071130,1071130,1071130,1071130,1071130,1071130,1071130,1071130
14,New Hampshire,87978,87978,87978,87978,87978,87978,87978,87978,87978,87978,87978,87978,87978,87978,87978
15,North Carolina,929406,929406,929406,929406,929406,929406,929406,929406,929406,929406,929406,929406,929406,929406,929406
16,New Jersey,946504,946504,946504,946504,946504,946504,946504,946504,946504,946504,946504,946504,946504,946504,946504
17,Colorado,475989,475989,475989,475989,475989,475989,475989,475989,475989,475989,475989,475989,475989,475989,475989
18,Maryland,423663,423663,423663,423663,423663,423663,423663,423663,423663,423663,423663,423663,423663,423663,423663
19,Nevada,306952,306952,306952,306952,306952,306952,306952,306952,306952,306952,306952,306952,306952,306952,306952
20,Tennessee,822085,822085,822085,822085,822085,822085,822085,822085,822085,822085,822085,822085,822085,822085,822085
21,Hawaii,31943,32386,32617,32735,32795,32825,32841,32848,32852,32854,32855,32856,32856,32856,32856
22,Indiana,696175,696175,696175,696175,696175,696175,696175,696175,696175,696175,696175,696175,696175,696175,696175
23,Kentucky,432220,432220,432220,432220,432220,432220,432220,432220,432220,432220,432220,432220,432220,432220,432220
24,Minnesota,537828,537828,537828,537828,537828,537828,537828,537828,537828,537828,537828,537828,537828,537828,537828
25,Oklahoma,442805,442805,442805,442805,442805,442805,442805,442805,442805,442805,442805,442805,442805,442805,442805
26,Pennsylvania,1066707,1066707,1066707,1066707,1066707,1066707,1066707,1066707,1066707,1066707,1066707,1066707,1066707,1066707,1066707
27,South Carolina,560762,560762,560762,560762,560762,560762,560762,560762,560762,560762,560762,560762,560762,560762,560762
28,District of Columbia,45634,45634,45634,45634,45634,45634,45634,45634,45634,45634,45634,45634,45634,45634,45634
29,Kansas,305773,305773,305773,305773,305773,305773,305773,305773,305773,305773,305773,305773,305773,305773,305773
30,Missouri,587476,587476,587476,587476,587476,587476,587476,587476,587476,587476,587476,587476,587476,587476,587476
31,Vermont,20905,21426,21737,21898,21985,22030,22054,22066,22073,22076,22078,22079,22079,22080,22080
32,Virginia,632625,632625,632625,632625,632625,632625,632625,632625,632625,632625,632625,632625,632625,632625,632625
33,Connecticut,321586,321586,321586,321586,321586,321586,321586,321586,321586,321586,321586,321586,321586,321586,321586
34,Iowa,356073,356073,356073,356073,356073,356073,356073,356073,356073,356073,356073,356073,356073,356073,356073
35,Louisiana,448838,448838,448838,448838,448838,448838,448838,448838,448838,448838,448838,448838,448838,448838,448838
36,Ohio,1035552,1035552,1035552,1035552,1035552,1035552,1035552,1035552,1035552,1035552,1035552,1035552,1035552,1035552,1035552
37,Michigan,812865,812865,812865,812865,812865,812865,812865,812865,812865,812865,812865,812865,812865,812865,812865
38,South Dakota,119467,119467,119467,119467,119467,119467,119467,119467,119467,119467,119467,119467,119467,119467,119467
39,Arkansas,331882,331882,331882,331882,331882,331882,331882,331882,331882,331882,331882,331882,331882,331882,331882
40,Delaware,97784,97784,97784,97784,97784,97784,97784,97784,97784,97784,97784,97784,97784,97784,97784
41,Mississippi,307094,307094,307094,307094,307094,307094,307094,307094,307094,307094,307094,307094,307094,307094,307094
42,New Mexico,193368,193368,193368,193368,193368,193368,193368,193368,193368,193368,193368,193368,193368,193368,193368
43,North Dakota,104488,104488,104488,104488,104488,104488,104488,104488,104488,104488,104488,104488,104488,104488,104488
44,Wyoming,56873,56873,56873,56873,56873,56873,56873,56873,56873,56873,56873,56873,56873,56873,56873
45,Alaska,64782,64782,64782,64782,64782,64782,64782,64782,64782,64782,64782,64782,64782,64782,64782
