id,Country,2021-04-10,2021-04-17,2021-04-24,2021-05-01,2021-05-08,2021-05-15,2021-05-22,2021-05-29,2021-06-05,2021-06-12,2021-06-19,2021-06-26,2021-07-03,2021-07-10,2021-07-17
0,Washington,375614,380322,383128,384788,385768,386347,386689,386891,387011,387081,387123,387148,387162,387171,387176
1,Illinois,1274934,1286946,1295983,1302096,1306357,1309307,1311347,1312760,1313738,1314415,1314883,1315208,1315432,1315587,1315695
2,California,3694913,3703411,3712060,3718146,3722080,3725772,3727969,3729779,3731195,3732092,3732876,3733407,3733798,3734114,3734323
3,Arizona,848619,851290,853552,855319,856609,857617,858380,858960,859403,859740,859997,860193,860342,860455,860542
4,Massachusetts,656465,665012,671288,675441,678103,679946,681134,681933,682462,682812,683046,683200,683303,683371,683416
5,Wisconsin,644589,649454,654373,659044,663510,667779,671864,675766,679492,683051,686448,689689,692781,695729,698539
6,Texas,2825373,2842071,2856815,2868876,2878882,2887203,2894082,2899805,2904541,2908470,2911729,2914429,2916669,2918525,2920064
7,Nebraska,213831,215520,216886,217931,218741,219368,219852,220226,220516,220739,220912,221045,221148,221228,221290
8,Utah,389678,391800,393581,395015,396182,397131,397900,398525,399032,399443,399777,400048,400268,400446,400591
9,Oregon,169677,171975,173937,175510,176792,177834,178678,179365,179922,180374,180740,181038,181280,181476,181635
10,Florida,2115990,2144531,2168776,2188071,2203600,2216145,2226204,2234307,2240817,2246050,2250255,2253633,2256348,2258528,2260279
11,New York,1945037,1964526,1985927,1999247,2007403,2014963,2018898,2022151,2024518,2025886,2027070,2027799,2028311,2028707,2028947
12,Rhode Island,141351,142962,144145,144927,145459,145819,146062,146226,146337,146412,146463,146497,146521,146536,146547
13,Georgia,1072033,1077992,1083489,1087911,1091311,1094395,1096688,1098642,1100280,1101533,1102630,1103492,1104195,1104791,1105255
14,New Hampshire,89546,133984,477552,1185467,1326992,1339536,1340637,1340734,1340742,1340743,1340743,1340743,1340743,1340743,1340743
15,North Carolina,932399,953777,980781,1017431,1066376,1131976,1218938,1333708,1483989,1678393,1926249,2236288,2614813,3063171,3575070
