id,Country,2020-08-01,2020-08-08,2020-08-15,2020-08-22,2020-08-29,2020-09-05,2020-09-12,2020-09-19,2020-09-26,2020-10-03,2020-10-10,2020-10-17,2020-10-24,2020-10-31
0,Washington,58076,64919,72346,80378,89032,98316,108232,118771,129916,141638,153896,166639,179804,193318
1,Illinois,181609,193367,206698,221780,238805,257962,279452,303468,330197,359811,392454,428235,467216,509401
2,California,505459,566364,626237,684801,741971,797616,851633,903936,954450,1003120,1049903,1094772,1137711,1178719
3,Arizona,180082,201411,223634,246440,269777,293476,317390,341357,365215,388804,411973,434580,456496,477613
4,Massachusetts,117523,119838,122284,124862,127578,130434,133433,136576,139866,143303,146887,150617,154491,158507
5,Wisconsin,54456,61173,68030,75001,82056,89165,96298,103422,110507,117522,124436,131223,137856,144312
6,Texas,440417,486047,523887,555134,580842,601931,619189,633284,644775,654133,661743,667929,672951,677028
7,Nebraska,26280,28449,30884,33605,36629,39971,43639,47636,51958,56592,61514,66693,72086,77642
8,Utah,41829,46564,51569,56828,62320,68022,73900,79920,86043,92226,98425,104596,110695,116679
9,Oregon,18700,20924,23099,25224,27295,29310,31268,33167,35006,36784,38501,40156,41750,43282
10,Florida,486646,556120,620986,680900,735687,785328,829932,869711,904950,935982,963166,986870,1007457,1025274
11,New York,415974,420872,425759,430617,435453,440261,445039,449786,454500,459178,463818,468420,472981,477499
12,Rhode Island,18507,18799,19053,19274,19467,19635,19780,19907,20017,20113,20196,20268,20330,20385
13,Georgia,189411,213869,237581,260379,282131,302731,322104,340203,357008,372523,386770,399789,411633,422365
14,New Hampshire,6633,6892,7185,7516,7891,8315,8793,9331,9937,10618,11381,12235,13188,14250
15,North Carolina,125146,140314,156533,173776,191996,211126,231074,251731,272964,294625,316556,338584,360540,382251
16,New Jersey,181404,184165,187397,191175,195585,200722,206692,213613,221611,230822,241385,253445,267138,282592
17,Colorado,47876,52314,57071,62156,67574,73328,79414,85827,92558,99592,106909,114485,122292,130295
18,Maryland,89452,97291,106681,117864,131143,146825,165238,186706,211536,239984,272229,308334,348212,391592
19,Nevada,50129,59660,70389,82308,95354,109403,124268,139706,155430,171131,186501,201255,215155,228021
20,Tennessee,107925,125037,142920,161515,180754,200539,220768,241328,262096,282945,303746,324369,344693,364598
21,Hawaii,1968,2406,2993,3779,4829,6227,8083,10532,13741,17909,23259,30020,38405,48555
22,Indiana,68188,76171,85717,97074,110546,126451,145130,166928,192183,221194,254198,291330,332586,377793
23,Kentucky,31156,36672,43125,50633,59312,69272,80603,93371,107601,123268,140286,158502,177699,197594
24,Minnesota,55677,61556,68170,75584,83875,93115,103379,114735,127247,140966,155931,172162,189660,208398
25,Oklahoma,36912,44538,53587,64229,76695,91183,107889,126968,148525,172584,199071,227794,258436,290558
26,Pennsylvania,117267,124046,131246,138868,146935,155461,164459,173942,183922,194409,205409,216927,228968,241530
27,South Carolina,92193,105861,120417,135756,151742,168208,184966,201813,218540,234945,250841,266064,280478,293982
28,District of Columbia,12255,12876,13579,14374,15270,16277,17406,18666,20067,21619,23329,25204,27248,29461
29,Kansas,28007,31210,34452,37724,41020,44332,47653,50976,54294,57599,60884,64142,67366,70551
30,Missouri,49959,60632,73227,87972,105078,124709,146962,171838,199212,228819,260250,292957,326293,359557
31,Vermont,1444,1493,1539,1584,1626,1667,1705,1742,1777,1811,1842,1873,1901,1929
32,Virginia,90784,98140,105494,112729,119734,126412,132683,138493,143804,148603,152892,156689,160023,162927
33,Connecticut,49515,50497,51683,53071,54715,56662,58953,61660,64847,68595,72999,78160,84198,91243
34,Iowa,45323,48642,51806,54811,57657,60342,62869,65240,67458,69529,71458,73249,74911,76449
35,Louisiana,121823,139682,159016,179690,201605,224601,248476,272990,297877,322851,347623,371913,395461,418041
36,Ohio,92536,103095,114463,126655,139684,153548,168239,183731,199991,216968,234599,252807,271504,290589
37,Michigan,90633,95026,99176,103091,106781,110252,113516,116579,119452,122143,124663,127019,129220,131275
38,South Dakota,8811,9329,9877,10459,11074,11724,12410,13132,13892,14689,15525,16400,17312,18263
39,Arkansas,43291,48914,54700,60614,66620,72677,78746,84784,90751,96608,102320,107854,113183,118284
40,Delaware,14945,15699,16440,17168,17880,18574,19250,19907,20543,21157,21750,22320,22867,23391
41,Mississippi,60390,71058,82845,95671,109398,123831,138723,153796,168752,183306,197199,210222,222221,233101
