id,Country,2020-12-27,2021-01-03,2021-01-10,2021-01-17,2021-01-24,2021-01-31,2021-02-07,2021-02-14,2021-02-21,2021-02-28,2021-03-07,2021-03-14,2021-03-21,2021-03-28,2021-04-04,2021-04-11,2021-04-18,2021-04-25,2021-05-02,2021-05-09,2021-05-16,2021-05-23,2021-05-30,2021-06-06,2021-06-13,2021-06-20,2021-06-27,2021-07-04,2021-07-11,2021-07-18,2021-07-25,2021-08-01,2021-08-08,2021-08-15,2021-08-22,2021-08-29,2021-09-05,2021-09-12,2021-09-19,2021-09-26,2021-10-03,population
9861,Israel|Northern District|Ilut|,0,0,0,37,136,302,386,645,759,1109,1545,2271,2783,3087,3245,3403,3497,3568,3607,3642,3655,3665,3669,3674,3679,3686,3689,3700,3716,3730,3744,3754,3770,3780,3789,3827,3857,3867,3936,4038,4070,8356
9862,Israel|Northern District|Kafr Misr|,0,0,1,21,92,214,238,314,407,516,635,1134,1226,1269,1319,1341,1347,1364,1371,1374,1377,1382,1383,1385,1385,1386,1386,1387,1389,1391,1403,1409,1416,1422,1431,1443,1455,1475,1491,1519,1532,2750
9863,Israel|Northern District|Shaghur|,0,0,1,110,444,1136,1558,2189,2810,3232,3719,4978,5883,6251,6628,6875,6957,7043,7092,7146,7158,7174,7182,7191,7194,7206,7214,7223,7250,7276,7304,7422,7467,7493,7568,7668,7741,7834,8000,8112,8183,15455
9864,Israel|Northern District|Mazra'a|,0,0,0,29,139,400,528,674,843,1115,1293,1732,1928,2006,2097,2137,2156,2175,2193,2199,2204,2207,2209,2212,2215,2215,2217,2223,2226,2232,2240,2255,2261,2268,2280,2288,2296,2314,2336,2345,2368,3929
9865,Israel|Northern District|Mi'ilya|,0,0,1,41,305,618,800,890,1088,1164,1316,1505,1633,1723,1762,1809,1820,1839,1848,1856,1862,1867,1872,1873,1873,1874,1876,1879,1880,1885,1892,1904,1911,1915,1923,1926,1931,1945,1961,1970,1980,3244
9866,Israel|Northern District|Mashhad|,0,0,1,55,297,662,801,1274,1438,1615,2076,2471,3137,3336,3685,3839,3878,3938,3969,3992,4003,4015,4022,4023,4026,4029,4031,4036,4045,4058,4071,4085,4091,4099,4112,4154,4179,4211,4272,4381,4438,8373
9867,Israel|Northern District|Nahf|,0,0,1,122,501,881,1290,1620,2094,2400,2885,3968,4988,5335,5607,5799,5877,5963,6024,6078,6088,6107,6114,6118,6124,6126,6128,6135,6149,6162,6190,6214,6254,6279,6324,6383,6448,6505,6641,6773,6882,13113
9869,Israel|Northern District|Na'ura|,0,0,0,15,105,223,247,307,420,591,740,951,1078,1141,1193,1226,1234,1238,1247,1253,1258,1262,1262,1262,1262,1264,1265,1267,1272,1281,1285,1303,1305,1308,1315,1320,1334,1356,1372,1406,1412,2324
9870,Israel|Northern District|Sajur|,0,0,0,64,383,552,684,919,1202,1355,1525,1877,2124,2219,2283,2339,2375,2394,2414,2428,2445,2455,2457,2458,2460,2461,2462,2468,2475,2484,2500,2519,2527,2538,2561,2583,2615,2650,2681,2707,2729,4270
9871,Israel|Northern District|Sulam|,0,0,0,43,190,319,408,520,666,808,972,1185,1359,1420,1475,1519,1542,1570,1587,1594,1600,1601,1603,1604,1604,1604,1607,1611,1614,1621,1637,1648,1657,1661,1670,1683,1692,1703,1723,1738,1751,2609
9873,Israel|Northern District|Uzeir|,0,0,0,21,124,239,355,637,693,872,1038,1175,1456,1517,1565,1602,1623,1644,1650,1662,1671,1673,1674,1675,1677,1678,1682,1689,1689,1692,1700,1706,1707,1711,1720,1726,1735,1744,1755,1795,1827,3276
9874,Israel|Northern District|I'billin|,0,0,1,239,852,1415,1909,2657,3398,3683,4262,5325,5960,6251,6419,6562,6665,6730,6779,6834,6842,6859,6871,6878,6880,6888,6890,6903,6924,6952,7045,7104,7127,7174,7220,7247,7307,7376,7501,7619,7653,13305
9875,Israel|Northern District|Eilabun|,0,0,1,123,558,1165,1360,1589,1791,1975,2189,2475,2805,2987,3115,3172,3213,3249,3270,3279,3293,3304,3314,3315,3315,3315,3316,3321,3326,3334,3351,3360,3373,3379,3384,3407,3425,3451,3474,3518,3551,5752
9876,Israel|Northern District|Arraba|,0,0,1,576,1583,3085,3843,4750,5675,6294,7147,8493,10205,10965,11361,11679,11890,12066,12247,12353,12376,12418,12485,12500,12514,12535,12560,12605,12670,12776,12829,12993,13072,13126,13221,13345,13482,13655,13923,14146,14367,25833
9877,Israel|Northern District|Ein Mahil|,0,0,1,62,282,845,1101,1635,2498,3102,3657,4992,5723,5936,6224,6345,6441,6514,6573,6636,6655,6673,6684,6691,6696,6704,6708,6734,6760,6792,6830,6867,6904,6923,6966,7018,7066,7113,7204,7279,7351,13335
9878,Israel|Northern District|Fassuta|,0,0,1,89,269,576,756,861,1151,1263,1378,1664,1869,1917,1980,2014,2028,2042,2047,2056,2058,2059,2061,2061,2064,2064,2064,2065,2066,2071,2079,2106,2113,2117,2132,2144,2158,2169,2187,2197,2211,3172
9879,Israel|Northern District|Peki'in|,0,0,1,87,326,591,757,949,1154,1493,1670,2232,2579,2765,2858,3013,3060,3087,3121,3142,3154,3168,3174,3177,3178,3181,3184,3190,3191,3193,3204,3234,3242,3251,3271,3296,3310,3319,3350,3381,3403,5893
9880,Israel|Northern District|Sha'ab|,0,0,1,59,231,523,705,964,1625,1995,2216,2720,3190,3381,3522,3586,3651,3710,3741,3756,3776,3779,3783,3788,3789,3792,3800,3809,3823,3842,3851,3888,3896,3912,3954,3961,4000,4057,4080,4184,4211,7061
9883,Israel|Northern District|Reineh|,0,0,0,115,664,1293,1576,2357,2747,3046,3892,5050,6222,6624,6935,7156,7279,7420,7514,7554,7574,7608,7619,7625,7638,7647,7659,7686,7708,7754,7804,7869,7900,7922,7982,8033,8070,8115,8232,8339,8432,19001
9884,Israel|Northern District|Rameh|,0,0,1,176,740,1307,1619,2042,2369,2751,3171,3794,4278,4480,4617,4728,4779,4837,4887,4918,4936,4950,4958,4963,4972,4976,4977,4984,4990,5000,5023,5070,5082,5103,5128,5145,5183,5214,5258,5300,5331,7728
9909,Israel|Northern District|Muqeible|,0,0,0,34,152,371,416,516,704,913,1219,1407,1655,1741,1854,1964,2006,2063,2085,2094,2095,2097,2097,2099,2100,2102,2102,2114,2115,2124,2143,2207,2217,2230,2265,2294,2314,2329,2339,2367,2392,4081
9911,Israel|Northern District|Sheikh Danun|,0,0,0,1,70,217,311,487,548,628,885,1214,1313,1354,1464,1480,1484,1508,1522,1525,1528,1530,1533,1533,1534,1534,1535,1537,1538,1539,1545,1552,1555,1556,1566,1574,1585,1595,1605,1615,1619,2887
9936,Israel|Northern District|Shlomi|,0,0,1,220,908,1485,1759,2176,2576,2862,3156,3495,3789,3906,3992,4034,4054,4067,4088,4106,4127,4139,4142,4150,4156,4157,4164,4169,4178,4202,4273,4352,4364,4381,4414,4431,4465,4491,4516,4546,4558,6511
9944,Israel|Northern District|Migdal HaEmek|,0,0,2,533,3252,5664,6146,7604,8894,9983,11188,12620,13811,14266,14599,14889,15013,15094,15210,15287,15355,15428,15480,15513,15525,15537,15560,15603,15632,15700,15881,16074,16114,16159,16221,16297,16371,16454,16555,16632,16712,25675
9946,Israel|Northern District|Shibli-Umm al-Ghanam|,0,0,0,49,326,684,800,1081,1360,1668,1992,2634,2903,3045,3183,3267,3293,3332,3357,3378,3394,3402,3404,3408,3412,3414,3420,3431,3443,3460,3482,3507,3515,3524,3562,3590,3617,3654,3713,3758,3795,6053
9949,Israel|Northern District|Basmat Tab'un|,0,0,1,36,277,543,649,1247,1415,1769,2244,2539,3145,3390,3475,3591,3626,3663,3695,3712,3722,3739,3744,3748,3750,3752,3755,3761,3769,3782,3797,3847,3848,3856,3869,3893,3921,3933,3981,4010,4055,7916
9950,Israel|Northern District|Tuba-Zangariyye|,0,0,0,17,138,372,443,768,1504,1836,2290,2739,3128,3258,3356,3438,3455,3485,3505,3530,3536,3541,3545,3551,3554,3556,3564,3574,3579,3584,3589,3597,3608,3619,3637,3653,3674,3707,3751,3795,3830,6776
9951,Israel|Northern District|Zarzir|,0,0,0,39,268,712,836,1259,1492,1779,2239,2834,3230,3487,3632,3730,3785,3828,3864,3893,3906,3916,3925,3929,3933,3935,3936,3938,3942,3948,3962,3979,3986,3995,4021,4044,4079,4113,4199,4281,4308,8119
9952,Israel|Northern District|Ka'abiyye-Tabbash-Hajajre|,0,0,1,31,153,373,490,713,873,1163,1393,1738,2113,2237,2323,2410,2444,2473,2491,2506,2510,2520,2529,2532,2534,2534,2536,2539,2546,2549,2557,2569,2578,2591,2600,2626,2635,2657,2697,2722,2762,5504
9956,Israel|Northern District|Bir al-Maksur|,0,0,1,126,537,1060,1346,1985,2465,2735,3464,4266,4641,4899,4994,5139,5190,5225,5290,5317,5322,5344,5346,5352,5356,5360,5362,5369,5377,5400,5417,5509,5521,5530,5564,5601,5636,5674,5728,5781,5831,9522
9959,Israel|Northern District|Nof HaGalil|,0,0,5,1765,6221,9827,10880,12639,14333,15769,17594,19754,21729,22548,23280,23835,24028,24258,24510,24639,24746,24871,24938,24992,25023,25055,25084,25150,25213,25358,25592,25796,25862,25940,26043,26144,26283,26414,26584,26746,26865,41734
9960,Israel|Northern District|Ma'alot-Tarshiha|,0,0,2,568,2511,4747,5555,6396,7277,8404,9461,10854,11999,12478,12851,13112,13207,13293,13385,13431,13475,13518,13544,13565,13581,13590,13597,13635,13662,13719,13837,13970,14011,14059,14128,14179,14272,14350,14438,14507,14582,21836
9977,Israel|Northern District|Karmiel|,0,0,5,3995,9685,13268,14621,16880,19532,21798,23913,25891,27678,28388,28966,29389,29564,29755,29920,30034,30130,30221,30279,30324,30354,30382,30422,30496,30558,30734,31064,31564,31678,31769,31908,32039,32276,32467,32716,32865,32993,46252
9998,Israel|Northern District|Hoshaya|,0,0,1,143,482,636,724,885,1008,1095,1159,1231,1257,1268,1275,1283,1291,1293,1293,1295,1295,1297,1300,1300,1302,1304,1308,1313,1318,1353,1406,1434,1457,1464,1478,1485,1502,1510,1519,1523,1528,2051
10028,Israel|Northern District|Sallama|,0,0,0,40,138,276,346,461,584,680,937,1148,1378,1535,1564,1599,1635,1649,1655,1667,1671,1674,1676,1676,1676,1678,1681,1688,1694,1696,1702,1712,1716,1721,1724,1730,1742,1754,1769,1798,1813,3340
10036,Israel|Northern District|Kfar Vradim|,0,0,0,689,1585,2113,2333,2633,2963,3313,3536,3707,3825,3870,3912,3944,3962,3972,3978,3987,3996,4002,4004,4007,4012,4019,4025,4043,4060,4085,4144,4225,4240,4250,4268,4292,4322,4351,4379,4389,4401,5486
10038,Israel|Northern District|Gan Ner|,0,0,1,162,556,854,972,1136,1302,1506,1609,1724,1808,1846,1879,1897,1904,1909,1915,1917,1922,1924,1924,1925,1925,1925,1928,1940,1946,1969,2004,2034,2040,2045,2061,2067,2075,2082,2096,2104,2111,2670
10045,Israel|Northern District|Jadeidi-Makr|,0,0,1,156,728,1693,2125,2893,3917,4488,5464,7429,8966,9626,9992,10284,10377,10509,10607,10670,10694,10712,10724,10733,10742,10753,10765,10794,10849,10879,10939,11058,11112,11158,11254,11323,11447,11587,11739,11870,11967,21163
10048,Israel|Northern District|Yanuh-Jat|,0,0,0,26,209,390,585,785,991,1469,1808,2547,2976,3135,3237,3344,3377,3408,3431,3460,3469,3480,3493,3498,3500,3503,3504,3506,3511,3520,3535,3604,3615,3624,3649,3678,3743,3784,3836,3864,3908,6679
10049,Israel|Northern District|Kisra-Sumei|,0,0,1,70,255,442,663,1020,1157,1372,1986,2907,3584,4065,4226,4423,4462,4515,4557,4583,4597,4603,4612,4615,4617,4618,4621,4629,4632,4637,4650,4704,4715,4742,4781,4824,4887,4979,5012,5100,5180,8818
10055,Israel|Northern District|Ahuzat Barak|,0,0,0,130,472,725,842,989,1146,1272,1364,1471,1542,1564,1583,1603,1609,1613,1622,1626,1628,1631,1634,1635,1635,1635,1637,1642,1645,1671,1707,1748,1754,1763,1767,1783,1795,1806,1816,1825,1834,2279
10060,Israel|Northern District|Shimshit|,0,0,1,148,584,805,933,1190,1398,1532,1645,1739,1790,1804,1816,1824,1826,1832,1838,1840,1846,1851,1856,1859,1861,1862,1867,1889,1899,1939,2002,2059,2074,2080,2089,2106,2121,2131,2139,2145,2148,2514
10066,Israel|Northern District|Hatzor HaGlilit|,0,0,0,289,1519,2313,2503,2904,3342,3699,4043,4469,4848,4960,5047,5120,5153,5173,5200,5225,5248,5260,5273,5277,5285,5294,5304,5314,5321,5334,5365,5401,5417,5430,5456,5504,5551,5568,5617,5643,5687,9272
10072,Israel|Northern District|Kiryat Shmona|,0,0,0,1709,4217,5844,6321,7376,8353,8955,9780,10843,11630,11872,12091,12271,12331,12385,12465,12502,12528,12560,12585,12593,12601,12613,12623,12642,12659,12706,12831,13000,13049,13093,13163,13219,13314,13386,13486,13551,13658,22512
10073,Israel|Northern District|Buq'ata|,0,0,1,57,357,822,946,1332,1536,1892,2135,2389,2769,3061,3231,3352,3413,3464,3492,3536,3570,3578,3587,3589,3591,3594,3595,3599,3604,3617,3635,3702,3720,3731,3770,3815,3875,3991,4091,4159,4225,6610
10077,Israel|Northern District|Haspin|,0,0,0,95,195,288,323,431,515,548,586,622,656,665,677,684,686,688,688,690,692,695,696,696,696,696,696,699,704,715,754,776,781,785,789,792,802,807,819,820,832,2055
10096,Israel|Northern District|Katzrin|,0,0,0,784,1599,1953,2097,2437,2815,3027,3352,3642,4003,4073,4175,4232,4264,4276,4305,4326,4344,4357,4368,4378,4386,4392,4403,4415,4427,4454,4560,4649,4662,4688,4707,4714,4732,4757,4798,4820,4842,7297
10098,Israel|Northern District|Majdal Shams|,0,0,0,169,912,1675,1889,2399,2721,3090,3409,3701,4267,4804,5104,5305,5424,5507,5569,5635,5721,5737,5766,5772,5783,5788,5792,5801,5809,5825,5866,5974,5992,6008,6042,6074,6160,6246,6326,6487,6545,11180
10099,Israel|Northern District|Mas'ade|,0,0,0,16,178,439,489,684,836,1003,1202,1305,1586,1774,1891,1939,2002,2042,2060,2078,2100,2109,2114,2120,2125,2127,2128,2131,2132,2138,2150,2183,2187,2187,2189,2195,2229,2255,2298,2333,2360,3714
10104,Israel|Northern District|Ghajar|,0,0,0,1,24,72,80,125,307,405,530,716,974,1066,1142,1184,1201,1220,1229,1235,1237,1239,1244,1244,1245,1245,1245,1246,1246,1246,1249,1252,1255,1259,1261,1266,1280,1286,1294,1299,1320,2659
10105,Israel|Northern District|Ein Qiniyye|,0,0,0,15,215,505,612,712,795,826,928,1009,1097,1143,1219,1238,1255,1265,1271,1280,1284,1288,1291,1292,1293,1293,1293,1295,1295,1296,1301,1313,1316,1318,1331,1344,1368,1392,1418,1441,1454,2098
10110,Israel|Northern District|Tiberias|,0,0,1,1390,5725,8930,10112,11348,12737,13866,15156,17024,18869,19457,19980,20418,20563,20684,20838,20914,20982,21054,21095,21134,21151,21173,21195,21244,21272,21347,21519,21701,21760,21816,21926,22027,22189,22299,22477,22577,22713,44779
10111,Israel|Northern District|Nazareth|,0,0,7,1064,4890,8965,11038,13541,16326,18247,21456,26776,31240,33347,34971,36113,36764,37326,37714,37966,38120,38270,38366,38426,38474,38521,38576,38680,38804,39049,39287,39634,39785,39910,40119,40314,40594,40867,41251,41704,41975,77445
10112,Israel|Northern District|Sakhnin|,0,0,1,797,3203,5886,6851,7929,9309,9973,10773,12575,14020,14750,15152,15399,15562,15732,15824,15884,15907,15934,15949,15955,15967,15991,16009,16061,16129,16212,16286,16513,16612,16680,16818,16938,17099,17328,17556,17753,17911,31702
10113,Israel|Northern District|Acre|,0,0,9,1045,4558,9514,11140,13265,15135,16909,18945,21981,24636,25326,26088,26585,26772,26998,27190,27305,27439,27520,27590,27626,27651,27682,27702,27775,27822,27945,28213,28518,28607,28733,28895,29012,29235,29472,29687,29842,30008,49380
10114,Israel|Northern District|Afula|,0,0,2,3078,8372,13144,14639,16662,19012,21527,24038,27224,29455,30356,31159,31677,31880,32104,32351,32505,32624,32727,32828,32862,32903,32930,32958,33032,33083,33292,33585,33887,33970,34058,34247,34391,34613,34820,35066,35227,35390,54250
10115,Israel|Northern District|Safed|,0,0,2,1676,3827,4501,4955,5823,6567,7293,8144,8969,9894,10255,10594,10923,11013,11072,11227,11285,11327,11380,11411,11430,11448,11460,11467,11482,11504,11552,11662,11787,11845,11920,11987,12060,12160,12242,12327,12388,12497,36094
10116,Israel|Northern District|Shfaram|,0,0,1,1103,3527,5356,6593,8354,10190,11241,12973,16109,19154,20299,21026,21627,21870,22132,22337,22449,22502,22551,22593,22624,22654,22674,22704,22748,22813,22938,23107,23408,23519,23617,23786,23939,24129,24329,24544,24851,25104,42137
10117,Israel|Northern District|Tamra|,0,0,1,271,1457,4788,5912,7667,8953,9469,10839,12995,14367,15300,15939,16289,16475,16647,16776,16866,16892,16916,16936,16953,16963,16980,16996,17021,17074,17136,17204,17411,17495,17574,17696,17813,17983,18128,18400,18861,19072,34392
10118,Israel|Northern District|Nahariya|,0,0,7,4428,11590,16789,18938,21993,25117,28069,30941,33643,36013,36971,37736,38270,38548,38772,39002,39166,39334,39440,39519,39586,39623,39668,39723,39824,39899,40191,40727,41284,41421,41544,41755,41950,42174,42404,42688,42866,43033,58096
10119,Israel|Northern District|Beit She'an|,0,0,0,119,1664,3604,3905,4908,5911,6949,7892,9058,10029,10394,10652,10930,11006,11093,11196,11261,11296,11335,11357,11375,11379,11384,11391,11407,11411,11456,11577,11660,11717,11759,11828,11886,11952,12016,12084,12144,12218,18464
10120,Isle of Man|||,0,0,0,0,0,1030,2184,3328,4712,7329,8966,11337,11340,15008,15348,15441,15477,15656,15777,15851,15896,21949,28192,28412,28467,33346,38449,46105,50037,54087,56600,59075,59863,60563,60611,61815,62631,63230,63485,63841,63925,84584
10121,India|||,0,0,0,0,0,0,0,7668,960642,2456191,3761107,5455653,7491696,8870201,10426325,12941165,16480796,21390165,27507360,34450192,40486671,41686052,43067110,44765341,46857581,49745316,55114099,62923284,73333649,83037953,93393294,104229053,112997166,121270889,129584967,144434244,159196152,176940864,202571907,224190090,246411092,1366417754
10122,India|Andaman and Nicobar Islands||,0,0,0,0,0,0,0,0,1306,2422,2865,3282,4347,5372,5243,5612,6879,9527,11160,13456,14921,15152,15166,15222,15348,15497,16306,25173,56716,77305,86558,91633,94272,97305,100172,104851,108239,114406,131393,148108,154348,356152
10126,India|Andhra Pradesh||,0,0,0,0,0,0,0,5820,89645,139337,182716,232910,298188,368793,426186,529534,599876,1130670,1519932,1981496,2175256,2349884,2484464,2576273,2622690,2738608,2910171,3271472,3524470,4135345,4657465,5586517,6167861,6502401,6985274,8054513,8929757,10663304,11778820,12825194,14231504,49386799
10140,India|Arunachal Pradesh||,0,0,0,0,0,0,0,461,4041,6741,9457,12248,15869,19178,24373,30010,37272,46801,56066,70509,77805,78008,78272,78613,79041,79633,81866,90277,112679,137391,159916,174809,183631,199969,211521,232059,258857,288298,329318,385774,427467,1382611
10157,India|Assam||,0,0,0,0,0,0,0,2215,11050,27675,51060,79343,103130,133346,175508,254299,294473,415466,556769,660218,730261,780858,828758,850335,928155,1065467,1186267,1299534,1352045,1532179,1725004,1949091,2161640,2468281,2738154,3041679,3343223,3700160,4580328,5276754,5937257,31205576
10185,India|Bihar||,0,0,0,0,0,0,0,0,39046,79212,191841,302895,386252,427657,442459,556630,702078,902757,1145575,1485064,1676244,1734049,1779574,1846826,1912589,2048930,2182032,2420710,2685174,3153703,3501453,3919266,4447714,4878031,5300555,5908592,6621856,7859740,9345863,10436129,12334898,103804637
10224,India|Chandigarh||,0,0,0,0,0,0,0,143,795,1712,3140,5602,8449,10703,13879,18671,26100,37860,50277,64405,73676,74614,74857,75108,75739,77035,82381,96710,117097,140240,171013,197592,220658,247413,272194,302728,328720,359222,396511,432190,460694,1055450
10226,India|Chhattisgarh||,0,0,0,0,0,0,0,895,20699,51791,120922,192375,268250,306665,351359,415408,508082,616149,759407,892905,1078265,1091581,1103284,1132647,1159860,1216523,1468963,1713403,1870157,2038503,2204614,2357947,2597535,2801150,3016319,3220923,3469639,3701753,4202834,5035377,5384594,25545198
10246,India|Delhi||,0,0,0,0,0,0,0,1856,17329,37053,65135,117073,186714,237160,286639,365116,458984,578140,711690,862006,1057950,1151602,1204281,1285767,1442900,1578381,1702823,1910688,2080422,2216009,2387695,2671573,2940832,3266946,3488587,3775941,4060977,4384839,4801807,5421597,6015062,26495000
10256,India|Dadra and Nagar Haveli and Daman and Diu||,0,0,0,0,0,0,0,71,457,719,1725,2688,3663,4039,6683,9025,11314,13545,16729,21057,25866,25904,25959,26065,26347,26931,32965,48412,60334,66824,71518,74936,79477,90990,109653,135647,159109,181598,216846,256092,285955,342853
10260,India|Goa||,0,0,0,0,0,0,0,517,1113,2072,6318,10452,13019,15892,22023,31151,46209,62556,73720,83450,94247,94683,94979,96283,97879,100873,108743,130578,170968,211650,248432,274247,298023,332742,366538,406565,449889,484288,559777,654581,726577,1458545
10263,India|Gujarat||,0,0,0,0,0,0,0,0,60925,167448,344594,504411,601245,634130,837619,1103721,1459131,1988252,2641791,3289086,3823346,3919162,4114789,4299370,4572559,4818294,5387325,5980271,6341638,6789931,7431320,8284150,8961874,9794402,10445262,11361112,12757581,14194969,16748118,18214246,19230911,60383628
10291,India|Himachal Pradesh||,0,0,0,0,0,0,0,475,12092,20924,45758,67255,83353,90405,91646,107374,136443,185235,262692,362947,432715,433118,433612,434203,435973,440202,471889,607686,858062,1039803,1166811,1273577,1360987,1514320,1615250,1730543,1816180,1929028,2215899,2580536,2782031,6864602
10304,India|Haryana||,0,0,0,0,0,0,0,588,23987,71983,86121,112407,133697,147164,159605,200626,325563,480182,566615,728713,910016,950206,990430,1019745,1064765,1148374,1307304,1569705,1754981,2019623,2202603,2537782,2870952,3215782,3527585,4064907,4391377,4757232,5513373,6026036,6559654,27761063
10326,India|Jharkhand||,0,0,0,0,0,0,0,2209,11484,23837,64047,134234,196743,221552,264921,294576,348265,419195,493777,578882,663509,678491,704510,742801,798358,908891,1028742,1147181,1288741,1492782,1643256,1834865,1977828,2144279,2316912,2537251,2842558,3154239,3494878,3929764,4263988,32988134
10372,India|Karnataka||,0,0,0,0,0,0,0,0,114043,213768,235677,306859,372403,415341,484817,572558,764192,1178345,1612764,2049657,2500492,2620370,2730250,2869463,3011942,3225145,3554331,4086710,4703519,5305571,5944413,6577674,7335688,7875704,8646776,10001488,11250704,12295658,14588418,16088421,17503009,61130704
10403,India|Kerala||,0,0,0,0,0,0,0,46,38829,104866,185422,267367,334671,371993,421560,496868,680436,1045794,1356416,1764719,1996495,2019976,2050547,2160135,2238447,2439024,2994428,3610500,4141963,4683247,5622271,6085174,6370804,6687817,6870011,7506612,8027122,8963264,9833623,10590340,11126705,34523726
10421,India|Lakshadweep||,0,0,0,0,0,0,0,0,115,710,832,1592,2014,2076,1846,2591,3099,3807,4318,5795,6494,6926,6945,6971,7073,7145,7516,8590,10741,13017,14455,16001,16951,17892,19412,23147,26153,33149,37141,40192,42262,60595
10423,India|Maharashtra||,0,0,0,0,0,0,0,189,47637,160233,261625,404937,595905,722914,806946,971743,1314386,1937989,2665223,3348054,4220839,4389828,4532241,4784458,5181057,5483182,6014297,6894863,7822426,9096030,9894145,11231791,11968889,12875413,14040408,15434981,17263513,18634318,20673908,22783101,25034464,112372972
10458,India|Meghalaya||,0,0,0,0,0,0,0,91,629,1726,4048,9346,19385,28183,34523,38388,43967,51894,60571,67911,74047,74149,74324,74461,74696,75065,76522,83879,97618,119885,164387,198444,226661,257426,282596,303816,320955,359010,402231,444518,481118,3211000
10470,India|Manipur||,0,0,0,0,0,0,0,169,1711,2545,5027,10636,21061,32505,34779,43957,50127,55981,61754,66896,69699,70061,70337,70916,71437,72121,73067,75922,84767,104465,158626,206019,239140,266494,297944,328652,361867,388221,412294,451505,494146,2855794
10480,India|Madhya Pradesh||,0,0,0,0,0,0,0,0,3778,160632,234666,327284,430724,489494,538769,615064,763446,958928,1108964,1432900,1688763,1754446,1784434,1835020,1950285,2053576,2359925,2819017,3791057,4015364,4552158,5175306,5649657,6099643,6585575,7944624,8892629,9824482,12421275,14037105,15352444,72597565
10531,India|Mizoram||,0,0,0,0,0,0,0,74,2241,5659,9213,10084,11746,13156,14971,22010,31764,40378,44878,46989,50900,50982,51087,51215,52319,52652,53240,59673,88062,127514,171640,197013,204972,217853,225941,234012,245689,297260,362438,413332,446502,1097206
10540,India|Nagaland||,0,0,0,0,0,0,0,123,3909,5497,6043,9968,16252,22073,23222,26370,30536,35067,40345,46358,51728,51845,51930,52045,52332,53011,54869,65429,88846,114773,136401,149873,157175,168024,180500,194931,216175,255765,295380,336958,376524,1978502
10552,India|Odisha||,0,0,0,0,0,0,0,0,94966,158267,198600,312535,367290,391944,408445,494827,618792,794127,934584,1137479,1402985,1440858,1470658,1505041,1631043,1808411,2030467,2220081,2718827,3078500,3613911,3919719,4154065,4479729,4836796,5265747,5850492,6314478,7156403,8065779,8753344,41974218
10583,India|Punjab||,0,0,0,0,0,0,0,59,14269,36351,49508,66203,84777,99052,123537,154115,213042,318959,450811,600290,702784,730329,765153,794838,872028,856043,978243,1217548,1345592,1552932,1762899,2018435,2232985,2566103,2882556,3170375,3592191,3912832,4388568,4909368,5065860,27743338
10604,India|Puducherry||,0,0,0,0,0,0,0,71,853,1224,2311,3832,6041,6823,7402,9730,13963,20098,29317,40293,50429,50854,51138,51654,52877,56089,63226,73723,110044,128154,138781,145668,150743,157685,166465,180846,198590,216676,250889,293671,324756,973829
10609,India|Rajasthan||,0,0,0,0,0,0,0,0,38358,224760,329424,458218,651387,677766,847987,1133826,1425801,1959506,2279304,2676008,2978191,3030032,3098305,3229606,3338215,3428930,3838633,4367709,4686607,5624046,6417943,7530701,8286045,8993813,9616744,10624827,11536515,12598199,14249452,14949889,15996107,68548437
10643,India|Sikkim||,0,0,0,0,0,0,0,0,700,1361,4148,7429,9742,12160,13295,15376,20939,31956,43614,54501,59585,59629,59653,59713,59794,59906,61597,85183,118462,136108,144504,148121,150743,158042,164593,166751,184865,233281,309417,366159,394808,611000
10648,India|Telangana||,0,0,0,0,0,0,0,3273,87159,130019,131942,173593,202526,225462,252272,299907,369108,512340,629638,815051,1062391,1073412,1248050,1303149,1342756,1385008,1485529,1702925,1987596,2407855,2946097,3492640,3897011,4154717,4297875,4537430,4925838,5310538,6052369,6743032,7248860,35193978
10657,India|Tamil Nadu||,0,0,0,0,0,0,0,1154,31160,56432,97917,143923,207782,253345,285389,398666,620052,962896,1367098,1656733,1898439,1962538,2018876,2095831,2151121,2264046,2486780,2732378,2968689,3483035,3803839,4241105,4642265,4919900,5420622,6281760,7028034,7991867,9276680,10700326,12066795,72147030
10691,India|Tripura||,0,0,0,0,0,0,0,366,11587,21529,29827,47732,66824,75233,81743,91876,116602,196271,357419,466520,504009,506808,507578,508061,512652,538996,574902,615117,648572,692737,746270,785848,800317,826885,846727,878522,901147,950722,1158811,1304077,1411377,3673917
10696,India|Uttar Pradesh||,0,0,0,0,0,0,0,0,85752,310058,411044,501527,790194,910385,1078039,1265790,1612019,2000464,2371136,2778728,3257469,3344794,3450316,3628984,3795916,4023450,4325246,4826538,5801264,6525898,7213587,7795548,8396910,9185356,10097742,11333234,12766680,14659873,16663030,18701290,21664277,199581477
10769,India|Uttarakhand||,0,0,0,0,0,0,0,0,7166,19446,54158,83136,107713,117507,143083,181457,241590,337062,427663,595178,680073,681001,683288,687405,698506,733986,771457,878599,993205,1177604,1323550,1444775,1583476,1724273,1845616,1997908,2161566,2357835,2736051,3016086,3196381,10086292
