place,week_ahead,quantile,value
Washington,1,point,3128.81378858358
Washington,1,0.025,2994.81378858358
Washington,1,0.1,2994.81378858358
Washington,1,0.25,3038.80152522264
Washington,1,0.5,3136.07804037142
Washington,1,0.75,3215.1939260506
Washington,1,0.9,3262.81378858358
Washington,1,0.975,3262.81378858358
Washington,2,point,1375.53939137779
Washington,2,0.025,1241.53939137779
Washington,2,0.1,1241.53939137779
Washington,2,0.25,1289.15254692737
Washington,2,0.5,1390.98524217773
Washington,2,0.75,1454.20331042823
Washington,2,0.9,1509.53939137779
Washington,2,0.975,1509.53939137779
Washington,3,point,750.04130267965
Washington,3,0.025,616.04130267965
Washington,3,0.1,616.04130267965
Washington,3,0.25,667.998702947904
Washington,3,0.5,743.700250821654
Washington,3,0.75,835.254428340394
Washington,3,0.9,884.04130267965
Washington,3,0.975,884.04130267965
Washington,4,point,532.104767962669
Washington,4,0.025,398.104767962669
Washington,4,0.1,398.104767962669
Washington,4,0.25,451.356953822115
Washington,4,0.5,505.153949528933
Washington,4,0.75,626.327991320092
Washington,4,0.9,666.104767962669
Washington,4,0.975,666.104767962669
Washington,5,point,492.856802406643
Washington,5,0.025,358.856802406643
Washington,5,0.1,358.856802406643
Washington,5,0.25,395.267700797257
Washington,5,0.5,464.530448990874
Washington,5,0.75,604.609080723914
Washington,5,0.9,626.856802406643
Washington,5,0.975,626.856802406643
Washington,6,point,572.242446117957
Washington,6,0.025,438.242446117957
Washington,6,0.1,438.242446117957
Washington,6,0.25,439.024196143223
Washington,6,0.5,540.210450781742
Washington,6,0.75,706.242446117957
Washington,6,0.9,736.710941403639
Washington,6,0.975,736.710941403639
Washington,7,point,802.731910178671
Washington,7,0.025,512.87347459537
Washington,7,0.1,512.87347459537
Washington,7,0.25,668.731910178671
Washington,7,0.5,765.688805020647
Washington,7,0.75,936.731910178671
Washington,7,0.9,1129.63345092
Washington,7,0.975,1129.63345092
Illinois,1,point,7956.2467006455
Illinois,1,0.025,7338.42842662381
Illinois,1,0.1,7396.37843105639
Illinois,1,0.25,7535.70107262302
Illinois,1,0.5,7956.2467006455
Illinois,1,0.75,8309.8456259286
Illinois,1,0.9,8511.74544200525
Illinois,1,0.975,8512.93112703925
Illinois,2,point,5431.71618141925
Illinois,2,0.025,4884.6397127239
Illinois,2,0.1,4960.0496716361
Illinois,2,0.25,5139.62462822022
Illinois,2,0.5,5431.71618141925
Illinois,2,0.75,5622.49830400944
Illinois,2,0.9,5904.5212912193
Illinois,2,0.975,5905.65707720025
Illinois,3,point,3394.61520524921
Illinois,3,0.025,3014.34234857094
Illinois,3,0.1,3056.59806666942
Illinois,3,0.25,3158.53747120081
Illinois,3,0.5,3394.61520524921
Illinois,3,0.75,3564.61751069734
Illinois,3,0.9,3738.21939862208
Illinois,3,0.975,3739.29912745999
Illinois,4,point,2234.96974986613
Illinois,4,0.025,1995.58427415928
Illinois,4,0.1,2016.10852690642
Illinois,4,0.25,2066.7459770753
Illinois,4,0.5,2234.96974986613
Illinois,4,0.75,2368.28078456875
Illinois,4,0.9,2458.20290766093
Illinois,4,0.975,2459.10050909454
Illinois,5,point,1679.47250474966
Illinois,5,0.025,1530.2014142531
Illinois,5,0.1,1538.78649067245
Illinois,5,0.25,1559.13391358173
Illinois,5,0.5,1677.10791045416
Illinois,5,0.75,1784.97250474966
Illinois,5,0.9,1824.7539376107
Illinois,5,0.975,1825.55630738661
Illinois,6,point,1230.10386883134
Illinois,6,0.025,1124.60386883134
Illinois,6,0.1,1124.60386883134
Illinois,6,0.25,1148.14046782115
Illinois,6,0.5,1227.76453012787
Illinois,6,0.75,1314.80248548416
Illinois,6,0.9,1335.60386883134
Illinois,6,0.975,1335.60386883134
Illinois,7,point,974.609659384005
Illinois,7,0.025,869.109659384005
Illinois,7,0.1,869.109659384005
Illinois,7,0.25,918.013395460322
Illinois,7,0.5,976.430075183511
Illinois,7,0.75,1029.51016081125
Illinois,7,0.9,1080.109659384
Illinois,7,0.975,1080.109659384
California,1,point,26609.1271900187
California,1,0.025,24935.6271900187
California,1,0.1,24935.6271900187
California,1,0.25,26362.8285902105
California,1,0.5,26704.8515431676
California,1,0.75,26813.4898756873
California,1,0.9,28282.6271900187
California,1,0.975,28282.6271900187
California,2,point,22472.4154108312
California,2,0.025,20798.9154108312
California,2,0.1,20798.9154108312
California,2,0.25,22129.5094479807
California,2,0.5,22366.6673529539
California,2,0.75,22915.5574139208
California,2,0.9,24145.9154108312
California,2,0.975,24145.9154108312
California,3,point,18381.9750005036
California,3,0.025,16708.4750005036
California,3,0.1,16708.4750005036
California,3,0.25,17888.5562701747
California,3,0.5,18329.8955366798
California,3,0.75,18969.0171851013
California,3,0.9,20055.4750005036
California,3,0.975,20055.4750005036
California,4,point,14882.1227686215
California,4,0.025,13208.6227686215
California,4,0.1,13208.6227686215
California,4,0.25,14354.0194278434
California,4,0.5,14834.0690825675
California,4,0.75,15492.5530323461
California,4,0.9,16555.6227686215
California,4,0.975,16555.6227686215
California,5,point,12314.6747537102
California,5,0.025,10641.1747537102
California,5,0.1,10641.1747537102
California,5,0.25,11760.1158115026
California,5,0.5,12315.2065227926
California,5,0.75,12938.9062035866
California,5,0.9,13988.1747537102
California,5,0.975,13988.1747537102
California,6,point,10071.2235156542
California,6,0.025,8397.72351565419
California,6,0.1,8397.72351565419
California,6,0.25,9556.59535357356
California,6,0.5,10085.748956129
California,6,0.75,10654.7716235705
California,6,0.9,11744.7235156542
California,6,0.975,11744.7235156542
California,7,point,8388.41750154437
California,7,0.025,6714.91750154437
California,7,0.1,6714.91750154437
California,7,0.25,7917.29126650095
California,7,0.5,8433.72578842938
California,7,0.75,8921.82516153902
California,7,0.9,10061.9175015444
California,7,0.975,10061.9175015444
Arizona,1,point,4637.04701102054
Arizona,1,0.025,3577.04701102054
Arizona,1,0.1,3577.04701102054
Arizona,1,0.25,4629.56135406485
Arizona,1,0.5,4638.17224111035
Arizona,1,0.75,4643.38608902507
Arizona,1,0.9,5697.04701102054
Arizona,1,0.975,5697.04701102054
Arizona,2,point,4410.6205178298
Arizona,2,0.025,3350.6205178298
Arizona,2,0.1,3350.6205178298
Arizona,2,0.25,4394.14445723221
Arizona,2,0.5,4412.38887633896
Arizona,2,0.75,4424.94178183284
Arizona,2,0.9,5470.6205178298
Arizona,2,0.975,5470.6205178298
Arizona,3,point,4173.21384864704
Arizona,3,0.025,3113.21384864704
Arizona,3,0.1,3113.21384864704
Arizona,3,0.25,4148.63993581571
Arizona,3,0.5,4174.20938463882
Arizona,3,0.75,4196.39428403694
Arizona,3,0.9,5233.21384864704
Arizona,3,0.975,5233.21384864704
Arizona,4,point,3919.47009438225
Arizona,4,0.025,2859.47009438225
Arizona,4,0.1,2859.47009438225
Arizona,4,0.25,3887.73972566938
Arizona,4,0.5,3918.28793152282
Arizona,4,0.75,3951.97825466888
Arizona,4,0.9,4979.47009438225
Arizona,4,0.975,4979.47009438225
Arizona,5,point,3640.34237878045
Arizona,5,0.025,2580.34237878045
Arizona,5,0.1,2580.34237878045
Arizona,5,0.25,3603.17849334981
Arizona,5,0.5,3635.50695137633
Arizona,5,0.75,3681.90537405713
Arizona,5,0.9,4700.34237878045
Arizona,5,0.975,4700.34237878045
Arizona,6,point,3329.2493345753
Arizona,6,0.025,2269.2493345753
Arizona,6,0.1,2269.2493345753
Arizona,6,0.25,3289.03819431085
Arizona,6,0.5,3322.13521945197
Arizona,6,0.75,3378.70604852447
Arizona,6,0.9,4389.2493345753
Arizona,6,0.975,4389.2493345753
Arizona,7,point,2986.54532583353
Arizona,7,0.025,1926.54532583353
Arizona,7,0.1,1926.54532583353
Arizona,7,0.25,2943.53256984288
Arizona,7,0.5,2982.89012397127
Arizona,7,0.75,3043.77886978304
Arizona,7,0.9,4046.54532583353
Arizona,7,0.975,4046.54532583353
Massachusetts,1,point,8727.89195174341
Massachusetts,1,0.025,8096.39195174341
Massachusetts,1,0.1,8096.39195174341
Massachusetts,1,0.25,8398.04840489896
Massachusetts,1,0.5,8883.75087526673
Massachusetts,1,0.75,8903.5624920947
Massachusetts,1,0.9,9359.39195174341
Massachusetts,1,0.975,9359.39195174341
Massachusetts,2,point,7136.67085849465
Massachusetts,2,0.025,6485.71703858557
Massachusetts,2,0.1,6503.22547650375
Massachusetts,2,0.25,6524.88679393171
Massachusetts,2,0.5,7425.81200851244
Massachusetts,2,0.75,7462.56867178809
Massachusetts,2,0.9,7768.17085849465
Massachusetts,2,0.975,7768.17085849465
Massachusetts,3,point,5517.51073324147
Massachusetts,3,0.025,4710.42357355752
Massachusetts,3,0.1,4750.95313980586
Massachusetts,3,0.25,4836.33267262102
Massachusetts,3,0.5,5878.30681895185
Massachusetts,3,0.75,5923.18999598199
Massachusetts,3,0.9,6149.01073324147
Massachusetts,3,0.975,6149.01073324147
Massachusetts,4,point,4118.50499584756
Massachusetts,4,0.025,3307.28903786582
Massachusetts,4,0.1,3345.23198378987
Massachusetts,4,0.25,3430.13916447792
Massachusetts,4,0.5,4482.97503872076
Massachusetts,4,0.75,4526.96784302942
Massachusetts,4,0.9,4750.00499584756
Massachusetts,4,0.975,4750.00499584756
Massachusetts,5,point,3018.64736263739
Massachusetts,5,0.025,2265.972433388
Massachusetts,5,0.1,2297.30558914088
Massachusetts,5,0.25,2353.21962355965
Massachusetts,5,0.5,3360.75009628315
Massachusetts,5,0.75,3397.979643567
Massachusetts,5,0.9,3650.14736263739
Massachusetts,5,0.975,3650.14736263739
Massachusetts,6,point,2151.49233261224
