forecast_date,target,target_end_date,location,type,quantile,value
2021-12-12,1 wk ahead inc case,2021-12-18,AT,quantile,0.010,0
2021-12-12,1 wk ahead inc case,2021-12-18,BE,quantile,0.010,101907
2021-12-12,1 wk ahead inc case,2021-12-18,BG,quantile,0.010,8042
2021-12-12,1 wk ahead inc case,2021-12-18,HR,quantile,0.010,13901
2021-12-12,1 wk ahead inc case,2021-12-18,CY,quantile,0.010,2476
2021-12-12,1 wk ahead inc case,2021-12-18,CZ,quantile,0.010,68053
2021-12-12,1 wk ahead inc case,2021-12-18,DK,quantile,0.010,28282
2021-12-12,1 wk ahead inc case,2021-12-18,EE,quantile,0.010,2048
2021-12-12,1 wk ahead inc case,2021-12-18,FI,quantile,0.010,9795
2021-12-12,1 wk ahead inc case,2021-12-18,FR,quantile,0.010,599568
2021-12-12,1 wk ahead inc case,2021-12-18,DE,quantile,0.010,761699
2021-12-12,1 wk ahead inc case,2021-12-18,GR,quantile,0.010,22707
2021-12-12,1 wk ahead inc case,2021-12-18,HU,quantile,0.010,23937
2021-12-12,1 wk ahead inc case,2021-12-18,IS,quantile,0.010,373
2021-12-12,1 wk ahead inc case,2021-12-18,IE,quantile,0.010,18350
2021-12-12,1 wk ahead inc case,2021-12-18,IT,quantile,0.010,114058
2021-12-12,1 wk ahead inc case,2021-12-18,LV,quantile,0.010,3062
2021-12-12,1 wk ahead inc case,2021-12-18,LI,quantile,0.010,355
2021-12-12,1 wk ahead inc case,2021-12-18,LT,quantile,0.010,7937
2021-12-12,1 wk ahead inc case,2021-12-18,LU,quantile,0.010,2851
2021-12-12,1 wk ahead inc case,2021-12-18,MT,quantile,0.010,576
2021-12-12,1 wk ahead inc case,2021-12-18,NL,quantile,0.010,121149
2021-12-12,1 wk ahead inc case,2021-12-18,NO,quantile,0.010,32401
2021-12-12,1 wk ahead inc case,2021-12-18,PL,quantile,0.010,140495
2021-12-12,1 wk ahead inc case,2021-12-18,PT,quantile,0.010,29308
2021-12-12,1 wk ahead inc case,2021-12-18,RO,quantile,0.010,372
2021-12-12,1 wk ahead inc case,2021-12-18,SK,quantile,0.010,39088
2021-12-12,1 wk ahead inc case,2021-12-18,SI,quantile,0.010,3208
2021-12-12,1 wk ahead inc case,2021-12-18,ES,quantile,0.010,149957
2021-12-12,1 wk ahead inc case,2021-12-18,SE,quantile,0.010,24638
2021-12-12,1 wk ahead inc case,2021-12-18,CH,quantile,0.010,77982
2021-12-12,1 wk ahead inc case,2021-12-18,GB,quantile,0.010,255299
2021-12-12,2 wk ahead inc case,2021-12-25,AT,quantile,0.010,0
2021-12-12,2 wk ahead inc case,2021-12-25,BE,quantile,0.010,110759
2021-12-12,2 wk ahead inc case,2021-12-25,BG,quantile,0.010,6451
2021-12-12,2 wk ahead inc case,2021-12-25,HR,quantile,0.010,9348
2021-12-12,2 wk ahead inc case,2021-12-25,CY,quantile,0.010,1947
2021-12-12,2 wk ahead inc case,2021-12-25,CZ,quantile,0.010,63194
2021-12-12,2 wk ahead inc case,2021-12-25,DK,quantile,0.010,18398
2021-12-12,2 wk ahead inc case,2021-12-25,EE,quantile,0.010,1474
2021-12-12,2 wk ahead inc case,2021-12-25,FI,quantile,0.010,9110
2021-12-12,2 wk ahead inc case,2021-12-25,FR,quantile,0.010,848027
2021-12-12,2 wk ahead inc case,2021-12-25,DE,quantile,0.010,1.18496e+06
2021-12-12,2 wk ahead inc case,2021-12-25,GR,quantile,0.010,14070
2021-12-12,2 wk ahead inc case,2021-12-25,HU,quantile,0.010,12060
2021-12-12,2 wk ahead inc case,2021-12-25,IS,quantile,0.010,127
2021-12-12,2 wk ahead inc case,2021-12-25,IE,quantile,0.010,9693
2021-12-12,2 wk ahead inc case,2021-12-25,IT,quantile,0.010,118809
2021-12-12,2 wk ahead inc case,2021-12-25,LV,quantile,0.010,2277
2021-12-12,2 wk ahead inc case,2021-12-25,LI,quantile,0.010,278
2021-12-12,2 wk ahead inc case,2021-12-25,LT,quantile,0.010,5245
2021-12-12,2 wk ahead inc case,2021-12-25,LU,quantile,0.010,2633
2021-12-12,2 wk ahead inc case,2021-12-25,MT,quantile,0.010,529
2021-12-12,2 wk ahead inc case,2021-12-25,NL,quantile,0.010,99284
2021-12-12,2 wk ahead inc case,2021-12-25,NO,quantile,0.010,27154
2021-12-12,2 wk ahead inc case,2021-12-25,PL,quantile,0.010,114720
2021-12-12,2 wk ahead inc case,2021-12-25,PT,quantile,0.010,27518
2021-12-12,2 wk ahead inc case,2021-12-25,RO,quantile,0.010,0
2021-12-12,2 wk ahead inc case,2021-12-25,SK,quantile,0.010,29744
2021-12-12,2 wk ahead inc case,2021-12-25,SI,quantile,0.010,604
2021-12-12,2 wk ahead inc case,2021-12-25,ES,quantile,0.010,224143
2021-12-12,2 wk ahead inc case,2021-12-25,SE,quantile,0.010,30733
2021-12-12,2 wk ahead inc case,2021-12-25,CH,quantile,0.010,109776
2021-12-12,2 wk ahead inc case,2021-12-25,GB,quantile,0.010,305119
2021-12-12,3 wk ahead inc case,2022-01-01,AT,quantile,0.010,0
2021-12-12,3 wk ahead inc case,2022-01-01,BE,quantile,0.010,101392
2021-12-12,3 wk ahead inc case,2022-01-01,BG,quantile,0.010,4984
2021-12-12,3 wk ahead inc case,2022-01-01,HR,quantile,0.010,5544
2021-12-12,3 wk ahead inc case,2022-01-01,CY,quantile,0.010,1091
2021-12-12,3 wk ahead inc case,2022-01-01,CZ,quantile,0.010,67197
2021-12-12,3 wk ahead inc case,2022-01-01,DK,quantile,0.010,12579
2021-12-12,3 wk ahead inc case,2022-01-01,EE,quantile,0.010,1009
2021-12-12,3 wk ahead inc case,2022-01-01,FI,quantile,0.010,7735
2021-12-12,3 wk ahead inc case,2022-01-01,FR,quantile,0.010,864109
2021-12-12,3 wk ahead inc case,2022-01-01,DE,quantile,0.010,235815
2021-12-12,3 wk ahead inc case,2022-01-01,GR,quantile,0.010,7323
2021-12-12,3 wk ahead inc case,2022-01-01,HU,quantile,0.010,2357
2021-12-12,3 wk ahead inc case,2022-01-01,IS,quantile,0.010,33
2021-12-12,3 wk ahead inc case,2022-01-01,IE,quantile,0.010,4054
2021-12-12,3 wk ahead inc case,2022-01-01,IT,quantile,0.010,134227
2021-12-12,3 wk ahead inc case,2022-01-01,LV,quantile,0.010,1624
2021-12-12,3 wk ahead inc case,2022-01-01,LI,quantile,0.010,177
2021-12-12,3 wk ahead inc case,2022-01-01,LT,quantile,0.010,3241
2021-12-12,3 wk ahead inc case,2022-01-01,LU,quantile,0.010,1370
2021-12-12,3 wk ahead inc case,2022-01-01,MT,quantile,0.010,472
